outcome,outcome_label,time,estimate,conf_low,conf_high,std_error,p_value,significant,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-6,0.0912594173950574,-0.0402626394838155,0.22278147427393,0.0671030902443229,,FALSE,60-69,60,70,bounded_band,ratio,paper,calendar_month,all,strict_band_60_69_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-5,-0.0726266732849572,-0.205437331002062,0.0601839844321472,0.0677605396515839,,FALSE,60-69,60,70,bounded_band,ratio,paper,calendar_month,all,strict_band_60_69_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-4,-0.119571166599609,-0.286676844369349,0.0475345111701302,0.0852579988621119,,FALSE,60-69,60,70,bounded_band,ratio,paper,calendar_month,all,strict_band_60_69_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-3,-0.0220323406199888,-0.135517211286732,0.0914525300467548,0.0579004442177263,,FALSE,60-69,60,70,bounded_band,ratio,paper,calendar_month,all,strict_band_60_69_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-2,-0.102937096996727,-0.262773143477233,0.0568989494837787,0.0815490033063804,,FALSE,60-69,60,70,bounded_band,ratio,paper,calendar_month,all,strict_band_60_69_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,0,-0.0116845221944736,-0.127952610894736,0.104583566505789,0.0593204534185013,,FALSE,60-69,60,70,bounded_band,ratio,paper,calendar_month,all,strict_band_60_69_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,1,-0.0440644297980851,-0.185320584204622,0.0971917246084512,0.0720694665339471,,FALSE,60-69,60,70,bounded_band,ratio,paper,calendar_month,all,strict_band_60_69_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,2,0.131883410075462,-0.0110012259223025,0.274768046073226,0.0729003244886553,,FALSE,60-69,60,70,bounded_band,ratio,paper,calendar_month,all,strict_band_60_69_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,3,-0.0380865236482665,-0.162509188749045,0.086336141452512,0.0634809515820298,,FALSE,60-69,60,70,bounded_band,ratio,paper,calendar_month,all,strict_band_60_69_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,4,-0.119957422194246,-0.268644811295678,0.028729966907187,0.0758609128068534,,FALSE,60-69,60,70,bounded_band,ratio,paper,calendar_month,all,strict_band_60_69_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,5,0.0155621298536661,-0.116515952249701,0.147640211957033,0.0673867765833504,,FALSE,60-69,60,70,bounded_band,ratio,paper,calendar_month,all,strict_band_60_69_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,6,0.0654439386288413,-0.0964146298977585,0.227302507155441,0.0825809023094897,,FALSE,60-69,60,70,bounded_band,ratio,paper,calendar_month,all,strict_band_60_69_ratio_paper_ncloc_calendar_month_all
