dataset_source,repo_name,latest_commit,snapshot_dir,python_files_manifest,regular_python_files_counted,symlinks_skipped,total_physical_lines,comment_only_lines,ncloc_python_snapshot,tokenized_files,fallback_files,ncloc_failure_count
control,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2155b95284b5e4bfb02cc6aaf00914eafbdcad07,repo_python/run-py-3a/strict/python_snapshots/control/2019211474_DL-NASA-SOH-CNN-BILSTM-Attention/2155b95284b5e4bfb02cc6aaf00914eafbdcad07,3,3,0,545,66,408,3,0,0
control,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,5221bbfc995e48829975b34634f55d0e5936e59a,repo_python/run-py-3a/strict/python_snapshots/control/2019211474_DL-NASA-SOH-CNN-BILSTM-Attention/5221bbfc995e48829975b34634f55d0e5936e59a,3,3,0,545,66,408,3,0,0
control,AkariAsai/ScholarQABench,05b6bc5cd46a7d4c03caceffc8fe04e91bc192fb,repo_python/run-py-3a/strict/python_snapshots/control/AkariAsai_ScholarQABench/05b6bc5cd46a7d4c03caceffc8fe04e91bc192fb,8,8,0,2133,107,1714,8,0,0
control,AkariAsai/ScholarQABench,8f63e5b270ac2eac04ba06bfe42913388087f87f,repo_python/run-py-3a/strict/python_snapshots/control/AkariAsai_ScholarQABench/8f63e5b270ac2eac04ba06bfe42913388087f87f,7,7,0,1934,106,1545,7,0,0
control,AkariAsai/ScholarQABench,95e6fc52b0a8a0ce0a74956029991e3bb00c38b9,repo_python/run-py-3a/strict/python_snapshots/control/AkariAsai_ScholarQABench/95e6fc52b0a8a0ce0a74956029991e3bb00c38b9,8,8,0,2133,107,1714,8,0,0
control,AkariAsai/ScholarQABench,a87a5e9cf8913b1b0cab3f74c9fc51560e4a3465,repo_python/run-py-3a/strict/python_snapshots/control/AkariAsai_ScholarQABench/a87a5e9cf8913b1b0cab3f74c9fc51560e4a3465,8,8,0,2133,107,1714,8,0,0
control,AkariAsai/ScholarQABench,c439fbce548b5fab5ff5304e748763e6c8b2b014,repo_python/run-py-3a/strict/python_snapshots/control/AkariAsai_ScholarQABench/c439fbce548b5fab5ff5304e748763e6c8b2b014,8,8,0,2133,107,1714,8,0,0
control,ArpiarSaundersLab/annsql,144ef3bf441c1dc2ffc43ff3c967601f668bb4a9,repo_python/run-py-3a/strict/python_snapshots/control/ArpiarSaundersLab_annsql/144ef3bf441c1dc2ffc43ff3c967601f668bb4a9,25,25,0,5820,597,4192,25,0,0
control,ArpiarSaundersLab/annsql,4d48c602f9a55fef75cd57e3db238503bf180736,repo_python/run-py-3a/strict/python_snapshots/control/ArpiarSaundersLab_annsql/4d48c602f9a55fef75cd57e3db238503bf180736,25,25,0,5820,597,4192,25,0,0
control,ArpiarSaundersLab/annsql,69f3d00daaa7ac6f185d7e8b4d5b4bed618c3cab,repo_python/run-py-3a/strict/python_snapshots/control/ArpiarSaundersLab_annsql/69f3d00daaa7ac6f185d7e8b4d5b4bed618c3cab,25,25,0,5820,597,4192,25,0,0
control,ArpiarSaundersLab/annsql,743f9eb70bd0a38892c47d6d7edb2598464bbd56,repo_python/run-py-3a/strict/python_snapshots/control/ArpiarSaundersLab_annsql/743f9eb70bd0a38892c47d6d7edb2598464bbd56,11,11,0,996,110,741,11,0,0
control,ArpiarSaundersLab/annsql,8349da0d1d0ce5692448c5c19e8bb83f2bdc36b1,repo_python/run-py-3a/strict/python_snapshots/control/ArpiarSaundersLab_annsql/8349da0d1d0ce5692448c5c19e8bb83f2bdc36b1,21,21,0,5286,450,3871,21,0,0
control,ArpiarSaundersLab/annsql,95458872d923921d3231becd2429b327a626bb6d,repo_python/run-py-3a/strict/python_snapshots/control/ArpiarSaundersLab_annsql/95458872d923921d3231becd2429b327a626bb6d,14,14,0,1928,234,1416,14,0,0
control,ArpiarSaundersLab/annsql,ab9496863121dadc5cd7502e0c355536b24e6f36,repo_python/run-py-3a/strict/python_snapshots/control/ArpiarSaundersLab_annsql/ab9496863121dadc5cd7502e0c355536b24e6f36,16,16,0,2300,227,1744,16,0,0
control,ArpiarSaundersLab/annsql,c66fb84a7ce4a6a9b23dad2f15fd5d3812b65d17,repo_python/run-py-3a/strict/python_snapshots/control/ArpiarSaundersLab_annsql/c66fb84a7ce4a6a9b23dad2f15fd5d3812b65d17,11,11,0,1298,133,981,11,0,0
control,ArpiarSaundersLab/annsql,dd27a7d1a7b06498d0d3ead34847d6e7241105f6,repo_python/run-py-3a/strict/python_snapshots/control/ArpiarSaundersLab_annsql/dd27a7d1a7b06498d0d3ead34847d6e7241105f6,14,14,0,1928,234,1416,14,0,0
control,BalancerMaxis/multisig-ops,11a86b0fffa84f618b236372f79ebdedd003a168,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/11a86b0fffa84f618b236372f79ebdedd003a168,77,76,1,11457,834,9096,76,0,0
control,BalancerMaxis/multisig-ops,293b45f01cfdbe37abab909b627f9419f8a6a0be,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/293b45f01cfdbe37abab909b627f9419f8a6a0be,76,75,1,11323,826,8984,75,0,0
control,BalancerMaxis/multisig-ops,5483a5ab2c8ec21b205d21bfb3d3b7b96a737fe9,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/5483a5ab2c8ec21b205d21bfb3d3b7b96a737fe9,90,89,1,13950,984,11047,89,0,0
control,BalancerMaxis/multisig-ops,5507c2d5eb55e27c52041c0712b6a8abe8509dcd,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/5507c2d5eb55e27c52041c0712b6a8abe8509dcd,84,83,1,12404,857,9855,83,0,0
control,BalancerMaxis/multisig-ops,6ab6c1a7bd43de48366f370db059ffac768caf4a,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/6ab6c1a7bd43de48366f370db059ffac768caf4a,75,74,1,10588,794,8337,74,0,0
control,BalancerMaxis/multisig-ops,707332fe68a8b569c7fe20e020300a86a882f90c,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/707332fe68a8b569c7fe20e020300a86a882f90c,85,84,1,12662,877,10061,84,0,0
control,BalancerMaxis/multisig-ops,7f89042c4e35b1e75c5e987c3bac3a2faf98dbef,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/7f89042c4e35b1e75c5e987c3bac3a2faf98dbef,87,86,1,13367,917,10685,86,0,0
control,BalancerMaxis/multisig-ops,9614e46a65df5037ab770ea4d2b21dc51c8b0018,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/9614e46a65df5037ab770ea4d2b21dc51c8b0018,84,83,1,12419,858,9869,83,0,0
control,BalancerMaxis/multisig-ops,9d46eba7992833ffc520fed2afc4d8ec6ed5fad9,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/9d46eba7992833ffc520fed2afc4d8ec6ed5fad9,75,74,1,10922,811,8626,74,0,0
control,BalancerMaxis/multisig-ops,a4414862d17f1c2f1a775d2f7bef9d3b79384edb,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/a4414862d17f1c2f1a775d2f7bef9d3b79384edb,82,81,1,12098,847,9614,81,0,0
control,BalancerMaxis/multisig-ops,a719d670957ca738f43a2e583516df488a3e9428,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/a719d670957ca738f43a2e583516df488a3e9428,84,83,1,12340,857,9803,83,0,0
control,BalancerMaxis/multisig-ops,ac6ec10c4a3b2f72ba1b9b898800280c0c6a36a0,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/ac6ec10c4a3b2f72ba1b9b898800280c0c6a36a0,81,80,1,12005,847,9529,80,0,0
control,BalancerMaxis/multisig-ops,b41a942c42f6608f5b31a227968894f2c2a12ff1,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/b41a942c42f6608f5b31a227968894f2c2a12ff1,78,77,1,11771,837,9357,77,0,0
control,BalancerMaxis/multisig-ops,b660d124f15401d6aa523fe33731f99bf0e4e6aa,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/b660d124f15401d6aa523fe33731f99bf0e4e6aa,87,86,1,13149,897,10499,86,0,0
control,BalancerMaxis/multisig-ops,bfb22ac38e1c315d7ca2087ce4d8d2d81981e0cc,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/bfb22ac38e1c315d7ca2087ce4d8d2d81981e0cc,89,88,1,13675,986,10832,88,0,0
control,BalancerMaxis/multisig-ops,cf6f7f1782e8b6ee5ec7b47529e5b43eb3634aad,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/cf6f7f1782e8b6ee5ec7b47529e5b43eb3634aad,81,80,1,12096,849,9609,80,0,0
control,BalancerMaxis/multisig-ops,df970e8b772a5bcd3d75893a4ad23c0f9cba345c,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/df970e8b772a5bcd3d75893a4ad23c0f9cba345c,75,74,1,10718,803,8441,74,0,0
control,BalancerMaxis/multisig-ops,ee129356940cfa41c62e1bbda188aaa1bd7f25fe,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/ee129356940cfa41c62e1bbda188aaa1bd7f25fe,86,85,1,13099,896,10454,85,0,0
control,BalancerMaxis/multisig-ops,ef51287d70e9efda0138c4589d010f62bd1b519e,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/ef51287d70e9efda0138c4589d010f62bd1b519e,79,78,1,11934,847,9489,78,0,0
control,BalancerMaxis/multisig-ops,fd38e66687763b0ff3795de0978304eeed41ec45,repo_python/run-py-3a/strict/python_snapshots/control/BalancerMaxis_multisig-ops/fd38e66687763b0ff3795de0978304eeed41ec45,87,86,1,13299,905,10635,86,0,0
control,Benzauber/convert-commander,094aeaeeb494ad5b7f5ada26f3ca0a3df3ffa55d,repo_python/run-py-3a/strict/python_snapshots/control/Benzauber_convert-commander/094aeaeeb494ad5b7f5ada26f3ca0a3df3ffa55d,5,5,0,569,28,450,5,0,0
control,Benzauber/convert-commander,0daf3fb2c5f7ea7f15b45b2b78959f7c0ac495cc,repo_python/run-py-3a/strict/python_snapshots/control/Benzauber_convert-commander/0daf3fb2c5f7ea7f15b45b2b78959f7c0ac495cc,3,3,0,355,8,275,3,0,0
control,Benzauber/convert-commander,47516bf205985b3e69a7bac2e1cd36540053803a,repo_python/run-py-3a/strict/python_snapshots/control/Benzauber_convert-commander/47516bf205985b3e69a7bac2e1cd36540053803a,5,5,0,554,13,455,5,0,0
control,Benzauber/convert-commander,48a6e6b7605a540c6fe4f1a5f4f2ceb4e31d59a5,repo_python/run-py-3a/strict/python_snapshots/control/Benzauber_convert-commander/48a6e6b7605a540c6fe4f1a5f4f2ceb4e31d59a5,5,5,0,569,28,450,5,0,0
control,Benzauber/convert-commander,799f1b779024bb90c5bca1df44b23a9ec13ee5c3,repo_python/run-py-3a/strict/python_snapshots/control/Benzauber_convert-commander/799f1b779024bb90c5bca1df44b23a9ec13ee5c3,5,5,0,554,13,455,5,0,0
control,Benzauber/convert-commander,91e35d37877657be0089732cd8e4fd0c81c1822a,repo_python/run-py-3a/strict/python_snapshots/control/Benzauber_convert-commander/91e35d37877657be0089732cd8e4fd0c81c1822a,6,6,0,735,41,586,6,0,0
control,Benzauber/convert-commander,c6af5ce2dd031d22e63cb2cfe906d4d7eaf8cd29,repo_python/run-py-3a/strict/python_snapshots/control/Benzauber_convert-commander/c6af5ce2dd031d22e63cb2cfe906d4d7eaf8cd29,3,3,0,355,8,275,3,0,0
control,Benzauber/convert-commander,f0d8e7aaa90f855e27ba3f7347c100a2b0f578bb,repo_python/run-py-3a/strict/python_snapshots/control/Benzauber_convert-commander/f0d8e7aaa90f855e27ba3f7347c100a2b0f578bb,5,5,0,523,13,422,5,0,0
control,BiancoChiu/iOSRealRun-cli-18,083f8ec6ddfe558edb48f054222f109673a2f0e6,repo_python/run-py-3a/strict/python_snapshots/control/BiancoChiu_iOSRealRun-cli-18/083f8ec6ddfe558edb48f054222f109673a2f0e6,9,9,0,393,14,307,9,0,0
control,BiancoChiu/iOSRealRun-cli-18,0ba61c949e12360c704691ccbff79de8c60c4241,repo_python/run-py-3a/strict/python_snapshots/control/BiancoChiu_iOSRealRun-cli-18/0ba61c949e12360c704691ccbff79de8c60c4241,8,8,0,418,15,330,8,0,0
control,BiancoChiu/iOSRealRun-cli-18,87c1f190c78839acead294e745990692fed6d80d,repo_python/run-py-3a/strict/python_snapshots/control/BiancoChiu_iOSRealRun-cli-18/87c1f190c78839acead294e745990692fed6d80d,8,8,0,408,6,330,8,0,0
control,BiancoChiu/iOSRealRun-cli-18,ad628f18ae71a3032893fac49a120a6c2dba0866,repo_python/run-py-3a/strict/python_snapshots/control/BiancoChiu_iOSRealRun-cli-18/ad628f18ae71a3032893fac49a120a6c2dba0866,8,8,0,408,6,330,8,0,0
control,BiancoChiu/iOSRealRun-cli-18,cbae4f82e572aaa30402dd48b620095af563b68c,repo_python/run-py-3a/strict/python_snapshots/control/BiancoChiu_iOSRealRun-cli-18/cbae4f82e572aaa30402dd48b620095af563b68c,8,8,0,408,6,330,8,0,0
control,BiancoChiu/iOSRealRun-cli-18,cecde43510d4ecee001f9ca20ef342409ef8fd54,repo_python/run-py-3a/strict/python_snapshots/control/BiancoChiu_iOSRealRun-cli-18/cecde43510d4ecee001f9ca20ef342409ef8fd54,9,9,0,393,14,307,9,0,0
control,C4NU/Paddie,1a14eff63d31b1ad0ab3a0691bfb5aa0df680cae,repo_python/run-py-3a/strict/python_snapshots/control/C4NU_Paddie/1a14eff63d31b1ad0ab3a0691bfb5aa0df680cae,18,18,0,2008,113,1480,18,0,0
control,C4NU/Paddie,46fe27201a0aaf26672fd5deec435ff61c53e8b7,repo_python/run-py-3a/strict/python_snapshots/control/C4NU_Paddie/46fe27201a0aaf26672fd5deec435ff61c53e8b7,18,18,0,1974,104,1459,18,0,0
control,C4NU/Paddie,7d588668b42aaceddaff6f2d555702cc0f621a54,repo_python/run-py-3a/strict/python_snapshots/control/C4NU_Paddie/7d588668b42aaceddaff6f2d555702cc0f621a54,25,25,0,2488,151,1828,25,0,0
control,C4NU/Paddie,af78d9ca13262dfd0eb4a863bd582284ea452fab,repo_python/run-py-3a/strict/python_snapshots/control/C4NU_Paddie/af78d9ca13262dfd0eb4a863bd582284ea452fab,18,18,0,1949,104,1436,18,0,0
control,C4NU/Paddie,d3420b46f68925d6f95c5353d0a4a279ae49d00f,repo_python/run-py-3a/strict/python_snapshots/control/C4NU_Paddie/d3420b46f68925d6f95c5353d0a4a279ae49d00f,18,18,0,1975,104,1460,18,0,0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,082dcef82b88940afa60985c64c398429d547f7f,repo_python/run-py-3a/strict/python_snapshots/control/DakeQQ_YOLO-Depth-Estimation-for-Android/082dcef82b88940afa60985c64c398429d547f7f,21,21,0,5038,182,4098,21,0,0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2ad3fe85e7d446edaf80cd78f6d8db36654b8d08,repo_python/run-py-3a/strict/python_snapshots/control/DakeQQ_YOLO-Depth-Estimation-for-Android/2ad3fe85e7d446edaf80cd78f6d8db36654b8d08,28,28,0,6008,268,4832,28,0,0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2e475ab5a9f5e652f78775462a0266e1fae0b0c3,repo_python/run-py-3a/strict/python_snapshots/control/DakeQQ_YOLO-Depth-Estimation-for-Android/2e475ab5a9f5e652f78775462a0266e1fae0b0c3,0,0,0,0,0,0,0,0,0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,3ff413961e0ff4684127c19850df1c2843338daf,repo_python/run-py-3a/strict/python_snapshots/control/DakeQQ_YOLO-Depth-Estimation-for-Android/3ff413961e0ff4684127c19850df1c2843338daf,29,29,0,7061,297,5709,29,0,0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,688729a935875ae3334b09ab9bfb1d2bc35697cf,repo_python/run-py-3a/strict/python_snapshots/control/DakeQQ_YOLO-Depth-Estimation-for-Android/688729a935875ae3334b09ab9bfb1d2bc35697cf,29,29,0,6704,283,5402,29,0,0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,84ee3ace472147df2b22afd8d948484ef2d4c6f4,repo_python/run-py-3a/strict/python_snapshots/control/DakeQQ_YOLO-Depth-Estimation-for-Android/84ee3ace472147df2b22afd8d948484ef2d4c6f4,0,0,0,0,0,0,0,0,0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,875f91c8c138c8b47e7e31292530ce72a1cabcc9,repo_python/run-py-3a/strict/python_snapshots/control/DakeQQ_YOLO-Depth-Estimation-for-Android/875f91c8c138c8b47e7e31292530ce72a1cabcc9,29,29,0,6704,283,5402,29,0,0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,a2cf0eff16041de6c7dd1d55ed8fe389491a8558,repo_python/run-py-3a/strict/python_snapshots/control/DakeQQ_YOLO-Depth-Estimation-for-Android/a2cf0eff16041de6c7dd1d55ed8fe389491a8558,28,28,0,5490,262,4403,28,0,0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,b9ab794a306ef3542a62c8773d05fecad4457598,repo_python/run-py-3a/strict/python_snapshots/control/DakeQQ_YOLO-Depth-Estimation-for-Android/b9ab794a306ef3542a62c8773d05fecad4457598,29,29,0,6573,276,5288,29,0,0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,c731ca0e47b709258690e58819cec510094b9b19,repo_python/run-py-3a/strict/python_snapshots/control/DakeQQ_YOLO-Depth-Estimation-for-Android/c731ca0e47b709258690e58819cec510094b9b19,29,29,0,7061,297,5709,29,0,0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,cc5b3daa4ca5be8a55a19a0b764b05f9796832d1,repo_python/run-py-3a/strict/python_snapshots/control/DakeQQ_YOLO-Depth-Estimation-for-Android/cc5b3daa4ca5be8a55a19a0b764b05f9796832d1,29,29,0,7061,297,5709,29,0,0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,d864f4791aae2fc41a1761941eb2a1a424d14d9c,repo_python/run-py-3a/strict/python_snapshots/control/DakeQQ_YOLO-Depth-Estimation-for-Android/d864f4791aae2fc41a1761941eb2a1a424d14d9c,30,30,0,8211,328,6648,30,0,0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,de2f651b9e4429956f6a8aa8845c55648db1079b,repo_python/run-py-3a/strict/python_snapshots/control/DakeQQ_YOLO-Depth-Estimation-for-Android/de2f651b9e4429956f6a8aa8845c55648db1079b,29,29,0,6704,283,5402,29,0,0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,fcc15fef88fd0cd4f154b584f2e0fa082da10bfc,repo_python/run-py-3a/strict/python_snapshots/control/DakeQQ_YOLO-Depth-Estimation-for-Android/fcc15fef88fd0cd4f154b584f2e0fa082da10bfc,29,29,0,6703,283,5401,29,0,0
control,Drchip61/Dual_SAM,3efdae9483742dd2e2d63331ebdf67972492c9c7,repo_python/run-py-3a/strict/python_snapshots/control/Drchip61_Dual_SAM/3efdae9483742dd2e2d63331ebdf67972492c9c7,28,28,0,5104,493,3793,27,1,0
control,Drchip61/Dual_SAM,5f38d57c5ccaa4e16693d0b77f09c984901ac5b9,repo_python/run-py-3a/strict/python_snapshots/control/Drchip61_Dual_SAM/5f38d57c5ccaa4e16693d0b77f09c984901ac5b9,28,28,0,5104,493,3793,27,1,0
control,Drchip61/Dual_SAM,cf57ce7726f1d40206e0793cb096c1fc48f73425,repo_python/run-py-3a/strict/python_snapshots/control/Drchip61_Dual_SAM/cf57ce7726f1d40206e0793cb096c1fc48f73425,28,28,0,5104,493,3793,27,1,0
control,EURAC-EEBgroup/brick-llm,23c57e249931c71130ae8d1b880bee1950b1501d,repo_python/run-py-3a/strict/python_snapshots/control/EURAC-EEBgroup_brick-llm/23c57e249931c71130ae8d1b880bee1950b1501d,35,35,0,1863,115,1372,35,0,0
control,EURAC-EEBgroup/brick-llm,324dafc988d53f922b62b6fde9921efb3320348a,repo_python/run-py-3a/strict/python_snapshots/control/EURAC-EEBgroup_brick-llm/324dafc988d53f922b62b6fde9921efb3320348a,32,32,0,1677,101,1239,32,0,0
control,EURAC-EEBgroup/brick-llm,34f614a557afc5b0aae5773b9e0954122c8de30e,repo_python/run-py-3a/strict/python_snapshots/control/EURAC-EEBgroup_brick-llm/34f614a557afc5b0aae5773b9e0954122c8de30e,11,11,0,625,63,445,11,0,0
control,EURAC-EEBgroup/brick-llm,5d44960a73b9ef0bc4bf79ee9bb2492a821a5795,repo_python/run-py-3a/strict/python_snapshots/control/EURAC-EEBgroup_brick-llm/5d44960a73b9ef0bc4bf79ee9bb2492a821a5795,36,36,0,1954,121,1432,36,0,0
control,EURAC-EEBgroup/brick-llm,ac89ecd41929d3133379fda4bcf5e85927d1c4ac,repo_python/run-py-3a/strict/python_snapshots/control/EURAC-EEBgroup_brick-llm/ac89ecd41929d3133379fda4bcf5e85927d1c4ac,38,38,0,2539,136,1869,38,0,0
control,EURAC-EEBgroup/brick-llm,cf5babd71b703f4df2764b7e410524923df8253b,repo_python/run-py-3a/strict/python_snapshots/control/EURAC-EEBgroup_brick-llm/cf5babd71b703f4df2764b7e410524923df8253b,36,36,0,1950,121,1429,36,0,0
control,EURAC-EEBgroup/brick-llm,eae4dac0eb871b7859148567812caa3344dfd400,repo_python/run-py-3a/strict/python_snapshots/control/EURAC-EEBgroup_brick-llm/eae4dac0eb871b7859148567812caa3344dfd400,38,38,0,2539,136,1869,38,0,0
control,Envious-Data/Env-KB,1e0873a8409cca1332537cb4934c04b54ce33a7a,repo_python/run-py-3a/strict/python_snapshots/control/Envious-Data_Env-KB/1e0873a8409cca1332537cb4934c04b54ce33a7a,1,1,0,78,5,58,1,0,0
control,Envious-Data/Env-KB,e9f0ea380e5344ecc131da5c96ecf387425c7e7f,repo_python/run-py-3a/strict/python_snapshots/control/Envious-Data_Env-KB/e9f0ea380e5344ecc131da5c96ecf387425c7e7f,1,1,0,78,5,58,1,0,0
control,Event-AHU/OpenEvDET,0387128430648126abe7ef71016a4ff6a1f03f20,repo_python/run-py-3a/strict/python_snapshots/control/Event-AHU_OpenEvDET/0387128430648126abe7ef71016a4ff6a1f03f20,117,117,0,16297,1323,11636,117,0,0
control,Event-AHU/OpenEvDET,070bdea99e2bdc41c69d0c7e883b3b2ca19069ab,repo_python/run-py-3a/strict/python_snapshots/control/Event-AHU_OpenEvDET/070bdea99e2bdc41c69d0c7e883b3b2ca19069ab,0,0,0,0,0,0,0,0,0
control,Event-AHU/OpenEvDET,43a3a8aa71be7b2caad23f0b2e75ecdb43f38763,repo_python/run-py-3a/strict/python_snapshots/control/Event-AHU_OpenEvDET/43a3a8aa71be7b2caad23f0b2e75ecdb43f38763,56,56,0,7553,591,5406,56,0,0
control,Event-AHU/OpenEvDET,77a31ac8d522bafc38fbe2569df8020ffc6d11ff,repo_python/run-py-3a/strict/python_snapshots/control/Event-AHU_OpenEvDET/77a31ac8d522bafc38fbe2569df8020ffc6d11ff,117,117,0,16242,1310,11598,117,0,0
control,Event-AHU/OpenEvDET,7bee63b33fe810ff1c51382f567cfa9fb7b1a745,repo_python/run-py-3a/strict/python_snapshots/control/Event-AHU_OpenEvDET/7bee63b33fe810ff1c51382f567cfa9fb7b1a745,0,0,0,0,0,0,0,0,0
control,Event-AHU/OpenEvDET,9445d9825b622f47cb581339ad6322d28c1f0609,repo_python/run-py-3a/strict/python_snapshots/control/Event-AHU_OpenEvDET/9445d9825b622f47cb581339ad6322d28c1f0609,0,0,0,0,0,0,0,0,0
control,Event-AHU/OpenEvDET,a9dff9f1f657e3218e08ef2de59d3b0049764adc,repo_python/run-py-3a/strict/python_snapshots/control/Event-AHU_OpenEvDET/a9dff9f1f657e3218e08ef2de59d3b0049764adc,56,56,0,7553,591,5406,56,0,0
control,Event-AHU/OpenEvDET,b18ae742fd121615f5acaef3748206b4905e0314,repo_python/run-py-3a/strict/python_snapshots/control/Event-AHU_OpenEvDET/b18ae742fd121615f5acaef3748206b4905e0314,0,0,0,0,0,0,0,0,0
control,Event-AHU/OpenEvDET,bd38079458e2d14cce522f1135b3fde0066ab432,repo_python/run-py-3a/strict/python_snapshots/control/Event-AHU_OpenEvDET/bd38079458e2d14cce522f1135b3fde0066ab432,0,0,0,0,0,0,0,0,0
control,Event-AHU/OpenEvDET,c3089ba55502bb47ab6689d56bed4bd44236c126,repo_python/run-py-3a/strict/python_snapshots/control/Event-AHU_OpenEvDET/c3089ba55502bb47ab6689d56bed4bd44236c126,117,117,0,16297,1323,11636,117,0,0
control,Event-AHU/OpenEvDET,dfc518d6227f891592be57dc9f0bdfccdbc1fc2a,repo_python/run-py-3a/strict/python_snapshots/control/Event-AHU_OpenEvDET/dfc518d6227f891592be57dc9f0bdfccdbc1fc2a,56,56,0,7553,591,5406,56,0,0
control,Event-AHU/OpenEvDET,ef3b6902aabe5fcbb4bcbe52f0d7c160db58811b,repo_python/run-py-3a/strict/python_snapshots/control/Event-AHU_OpenEvDET/ef3b6902aabe5fcbb4bcbe52f0d7c160db58811b,0,0,0,0,0,0,0,0,0
control,Event-AHU/OpenEvDET,fe248bc731b4b3bcfe7716459dd97b020d56379a,repo_python/run-py-3a/strict/python_snapshots/control/Event-AHU_OpenEvDET/fe248bc731b4b3bcfe7716459dd97b020d56379a,0,0,0,0,0,0,0,0,0
control,FFY0/AdaKV,66b95be2d9e3c5e113874ee6d5370086838c2e16,repo_python/run-py-3a/strict/python_snapshots/control/FFY0_AdaKV/66b95be2d9e3c5e113874ee6d5370086838c2e16,13,13,0,3553,295,2706,13,0,0
control,FFY0/AdaKV,67a0fc2729800c3d902225f359e0b50f9202556b,repo_python/run-py-3a/strict/python_snapshots/control/FFY0_AdaKV/67a0fc2729800c3d902225f359e0b50f9202556b,13,13,0,3553,295,2706,13,0,0
control,FFY0/AdaKV,759b5dff12c4aa8c8285454fd00ee16ad4c85a36,repo_python/run-py-3a/strict/python_snapshots/control/FFY0_AdaKV/759b5dff12c4aa8c8285454fd00ee16ad4c85a36,8,8,0,1808,193,1393,8,0,0
control,FFY0/AdaKV,83ec65b6e25e99ac0918f752a8c71bf49b1e31c9,repo_python/run-py-3a/strict/python_snapshots/control/FFY0_AdaKV/83ec65b6e25e99ac0918f752a8c71bf49b1e31c9,11,11,0,2651,230,2053,11,0,0
control,FFY0/AdaKV,88bddcd2ecd01e94f153ed7b38834330913dba8a,repo_python/run-py-3a/strict/python_snapshots/control/FFY0_AdaKV/88bddcd2ecd01e94f153ed7b38834330913dba8a,12,12,0,2982,325,2233,12,0,0
control,FFY0/AdaKV,d2252fa9870a2eb233b8512ce67242187dbed987,repo_python/run-py-3a/strict/python_snapshots/control/FFY0_AdaKV/d2252fa9870a2eb233b8512ce67242187dbed987,12,12,0,2982,325,2233,12,0,0
control,FFY0/AdaKV,e0124ae9f61cd26dda2a84bbfa56f01ed51b8978,repo_python/run-py-3a/strict/python_snapshots/control/FFY0_AdaKV/e0124ae9f61cd26dda2a84bbfa56f01ed51b8978,7,7,0,1555,158,1231,7,0,0
control,FMInference/FlexiGen,004ffef82b46e8dc8685c55d0cdda650bdaf1269,repo_python/run-py-3a/strict/python_snapshots/control/FMInference_FlexiGen/004ffef82b46e8dc8685c55d0cdda650bdaf1269,2327,2327,0,972159,67231,749997,2324,3,0
control,FMInference/FlexiGen,19753bc062d47cc34e73efb27824e97ff5216a68,repo_python/run-py-3a/strict/python_snapshots/control/FMInference_FlexiGen/19753bc062d47cc34e73efb27824e97ff5216a68,2327,2327,0,972136,67231,749980,2324,3,0
