dataset_source,repo_name,latest_commit,snapshot_dir,python_files_manifest,regular_python_files_counted,symlinks_skipped,total_physical_lines,comment_only_lines,ncloc_python_snapshot,tokenized_files,fallback_files,ncloc_failure_count
treatment,ilanbenb/wa_llm,95b88f091416560b0e21f46bcbbb4ddd6a936241,repo_python/run-py-3a/strict/python_snapshots/treatment/ilanbenb_wa_llm/95b88f091416560b0e21f46bcbbb4ddd6a936241,44,44,0,4040,192,3080,44,0,0
treatment,ilanbenb/wa_llm,a77b929194f2e873ba5771c3b5abe71e6d02ff55,repo_python/run-py-3a/strict/python_snapshots/treatment/ilanbenb_wa_llm/a77b929194f2e873ba5771c3b5abe71e6d02ff55,36,36,0,3381,141,2576,36,0,0
treatment,ilanbenb/wa_llm,e34e63788ce3b4b6bb15a6c2484d230a3e75f4fd,repo_python/run-py-3a/strict/python_snapshots/treatment/ilanbenb_wa_llm/e34e63788ce3b4b6bb15a6c2484d230a3e75f4fd,23,23,0,2154,65,1638,23,0,0
treatment,ilanbenb/wa_llm,f56e3e01bc6dc3f46168b179967818623657dda1,repo_python/run-py-3a/strict/python_snapshots/treatment/ilanbenb_wa_llm/f56e3e01bc6dc3f46168b179967818623657dda1,0,0,0,0,0,0,0,0,0
treatment,instructor-ai/instructor,05de0f3548ee318f5cb9d9a010cef027147b7443,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/05de0f3548ee318f5cb9d9a010cef027147b7443,312,312,0,36349,979,28911,312,0,0
treatment,instructor-ai/instructor,081418d59a397b38a1b66fe58a64ef94f9124a6b,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/081418d59a397b38a1b66fe58a64ef94f9124a6b,192,192,0,16973,318,13647,192,0,0
treatment,instructor-ai/instructor,3804ec6ac530bdd54f869d64768093eb881cb996,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/3804ec6ac530bdd54f869d64768093eb881cb996,133,133,0,11719,257,9377,133,0,0
treatment,instructor-ai/instructor,3e36162cb1961b59aad85ed0203ecb52403e6ad0,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/3e36162cb1961b59aad85ed0203ecb52403e6ad0,209,209,0,18700,327,15016,209,0,0
treatment,instructor-ai/instructor,429392538e996bb0180bec467677bb9e099a0467,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/429392538e996bb0180bec467677bb9e099a0467,261,261,0,25172,394,20276,261,0,0
treatment,instructor-ai/instructor,4c4a1ce106538a8f20fb2d81ef3f25cfbb3be40d,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/4c4a1ce106538a8f20fb2d81ef3f25cfbb3be40d,261,261,0,25026,389,20157,261,0,0
treatment,instructor-ai/instructor,56520508f7b575172c717d2f237580e257689602,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/56520508f7b575172c717d2f237580e257689602,358,358,0,43028,1437,34020,358,0,0
treatment,instructor-ai/instructor,795c3cf3e5390381ae7d39fb3d827468f39c97a9,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/795c3cf3e5390381ae7d39fb3d827468f39c97a9,293,293,0,30179,664,24192,293,0,0
treatment,instructor-ai/instructor,7ab33bd5f6a15e6a041762e9c26a40396a3d7480,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/7ab33bd5f6a15e6a041762e9c26a40396a3d7480,118,118,0,10325,241,8238,118,0,0
treatment,instructor-ai/instructor,840737777a919f9a5fcf1505edee0f04b0b9b03f,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/840737777a919f9a5fcf1505edee0f04b0b9b03f,208,208,0,18774,329,15081,208,0,0
treatment,instructor-ai/instructor,887316c8267df621b985c736a2ebba504edf2399,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/887316c8267df621b985c736a2ebba504edf2399,261,261,0,25170,394,20274,261,0,0
treatment,instructor-ai/instructor,924909392522d57d9a5282976f3273cc79d9c4a1,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/924909392522d57d9a5282976f3273cc79d9c4a1,290,290,0,29535,648,23656,290,0,0
treatment,instructor-ai/instructor,a54ea2d01beac03fa0128112198565f55eac3f75,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/a54ea2d01beac03fa0128112198565f55eac3f75,247,247,0,23880,385,19222,247,0,0
treatment,instructor-ai/instructor,ab5b48dc75db0380198483adb96d15c42b8c64a4,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/ab5b48dc75db0380198483adb96d15c42b8c64a4,162,162,0,15060,284,12115,162,0,0
treatment,instructor-ai/instructor,ce579ebb2d9d4fd50f16d8d11071f65977a5c455,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/ce579ebb2d9d4fd50f16d8d11071f65977a5c455,148,148,0,13051,282,10413,148,0,0
treatment,instructor-ai/instructor,d99d18b2b93b165d28fd755cef9141aa142c5b01,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/d99d18b2b93b165d28fd755cef9141aa142c5b01,197,197,0,17457,317,14025,197,0,0
treatment,instructor-ai/instructor,db87832d2b019e276b941c10e2aaf23337c0d653,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/db87832d2b019e276b941c10e2aaf23337c0d653,218,218,0,19794,353,15870,218,0,0
treatment,instructor-ai/instructor,e6fd592b1b28122c09a13b63015b700e0e44ac7b,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/e6fd592b1b28122c09a13b63015b700e0e44ac7b,360,360,0,43241,1447,34160,360,0,0
treatment,instructor-ai/instructor,f86df783bb2ea160f73b8dd37a318d6e448557ea,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/f86df783bb2ea160f73b8dd37a318d6e448557ea,261,261,0,25172,394,20276,261,0,0
treatment,instructor-ai/instructor,fe151f49267ea90c8a1f660df2c01e51520ae360,repo_python/run-py-3a/strict/python_snapshots/treatment/instructor-ai_instructor/fe151f49267ea90c8a1f660df2c01e51520ae360,303,303,0,32943,763,26384,303,0,0
treatment,jmurth1234/ClaudePlayer,45dd06d8c80a3b3506fe424720b047878134b930,repo_python/run-py-3a/strict/python_snapshots/treatment/jmurth1234_ClaudePlayer/45dd06d8c80a3b3506fe424720b047878134b930,3,3,0,1081,118,781,3,0,0
treatment,jmurth1234/ClaudePlayer,aa32d533362ab550e93e5febb504b5e33c17698f,repo_python/run-py-3a/strict/python_snapshots/treatment/jmurth1234_ClaudePlayer/aa32d533362ab550e93e5febb504b5e33c17698f,20,20,0,1921,215,1404,20,0,0
treatment,keephq/keep,0dcfac86313597fd3eb6bc0aa7233bd35a0b5338,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/0dcfac86313597fd3eb6bc0aa7233bd35a0b5338,266,266,0,37269,1805,30890,266,0,0
treatment,keephq/keep,23e20189f22444f91b33f89339fe438bc08c9a16,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/23e20189f22444f91b33f89339fe438bc08c9a16,271,271,0,38230,1833,31707,271,0,0
treatment,keephq/keep,32e024320952bd1a507b7fc8bc769aec60ee4f68,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/32e024320952bd1a507b7fc8bc769aec60ee4f68,679,679,0,129790,6064,106830,679,0,0
treatment,keephq/keep,6ad036b1837b2de0331014c58d2d1e1d99e46d59,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/6ad036b1837b2de0331014c58d2d1e1d99e46d59,488,488,0,79030,3413,65585,488,0,0
treatment,keephq/keep,6ba6ca03bdd94c1a4805ee87abbcb7b195ff01bf,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/6ba6ca03bdd94c1a4805ee87abbcb7b195ff01bf,628,628,0,111987,4943,92529,628,0,0
treatment,keephq/keep,76c396f983198158da30246a7e40e42bceebf46b,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/76c396f983198158da30246a7e40e42bceebf46b,691,691,0,134367,6449,110345,691,0,0
treatment,keephq/keep,9cefe4e98749a406a2fbdc97fdbddf8dbdcb6664,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/9cefe4e98749a406a2fbdc97fdbddf8dbdcb6664,668,668,0,125846,5832,103707,668,0,0
treatment,keephq/keep,a3b9303830358fbeefa53d83f721951c8c1560f4,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/a3b9303830358fbeefa53d83f721951c8c1560f4,468,468,0,73522,3212,61051,468,0,0
treatment,keephq/keep,add75fb2aa8bbd8ed47f68dfc3d242cb78cd68d8,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/add75fb2aa8bbd8ed47f68dfc3d242cb78cd68d8,437,437,0,68356,2901,56731,437,0,0
treatment,keephq/keep,bd626be9f9760d7665d906f637467f8b811175d3,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/bd626be9f9760d7665d906f637467f8b811175d3,326,326,0,48160,2271,39954,326,0,0
treatment,keephq/keep,c21dc97d3b04c9804a2ae1349907af431f444fd6,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/c21dc97d3b04c9804a2ae1349907af431f444fd6,577,577,0,99291,4236,82350,577,0,0
treatment,keephq/keep,c71d7c076780fad16bfcffb616a01278c75c6d6f,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/c71d7c076780fad16bfcffb616a01278c75c6d6f,684,684,0,131361,6199,108005,684,0,0
treatment,keephq/keep,ce4a9609fb7ec489659278675998594e47c6e183,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/ce4a9609fb7ec489659278675998594e47c6e183,223,223,0,27217,1257,22544,223,0,0
treatment,keephq/keep,d25b4706e1d27184c587c326b77a4ea126cbb3e0,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/d25b4706e1d27184c587c326b77a4ea126cbb3e0,243,243,0,32650,1633,27001,243,0,0
treatment,keephq/keep,e5d85d9ca27a74536e0e9f8fbb54edf893c8f0c2,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/e5d85d9ca27a74536e0e9f8fbb54edf893c8f0c2,536,536,0,90364,3831,75041,536,0,0
treatment,keephq/keep,e6ce080de41cd5e218eff5357b00f6ebdbb5b757,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/e6ce080de41cd5e218eff5357b00f6ebdbb5b757,301,301,0,42605,2015,35371,301,0,0
treatment,keephq/keep,e9aca814ab111790ebadc672c582711f6d119ce5,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/e9aca814ab111790ebadc672c582711f6d119ce5,239,239,0,30096,1516,24813,239,0,0
treatment,keephq/keep,eb1ead38d602eb0db889e19e7023e5947c44b4ac,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/eb1ead38d602eb0db889e19e7023e5947c44b4ac,360,360,0,52260,2370,43268,360,0,0
treatment,keephq/keep,fb4b5d5ad83f4a1b7b3014aaf14aa2681c88f58a,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/fb4b5d5ad83f4a1b7b3014aaf14aa2681c88f58a,412,412,0,62713,2746,51964,412,0,0
treatment,keephq/keep,fc01ed670be54804d40ccaaa73bc28723f7c02e6,repo_python/run-py-3a/strict/python_snapshots/treatment/keephq_keep/fc01ed670be54804d40ccaaa73bc28723f7c02e6,640,640,0,116703,5147,96429,640,0,0
treatment,leettools-dev/leettools,956ff760bdfbbe1c9a241742cad3b59cdde30655,repo_python/run-py-3a/strict/python_snapshots/treatment/leettools-dev_leettools/956ff760bdfbbe1c9a241742cad3b59cdde30655,601,601,0,63014,1433,52025,601,0,0
treatment,leettools-dev/leettools,bda6d9df917d725b816c05796846f480118cc20a,repo_python/run-py-3a/strict/python_snapshots/treatment/leettools-dev_leettools/bda6d9df917d725b816c05796846f480118cc20a,595,595,0,62007,1407,51193,595,0,0
treatment,leettools-dev/leettools,bf8220202f5a90c809cf170822cad5bce2d8f498,repo_python/run-py-3a/strict/python_snapshots/treatment/leettools-dev_leettools/bf8220202f5a90c809cf170822cad5bce2d8f498,504,504,0,47910,1038,39427,504,0,0
treatment,leettools-dev/leettools,c004b03a63f7aca6e384d56c2e9b3b4b06027a8c,repo_python/run-py-3a/strict/python_snapshots/treatment/leettools-dev_leettools/c004b03a63f7aca6e384d56c2e9b3b4b06027a8c,519,519,0,51249,1119,42245,519,0,0
treatment,leettools-dev/leettools,ea08c2251ef60be5c545e99a82abc904257653ad,repo_python/run-py-3a/strict/python_snapshots/treatment/leettools-dev_leettools/ea08c2251ef60be5c545e99a82abc904257653ad,584,584,0,60020,1267,49571,584,0,0
treatment,loftwah/auto-jira,8e104dc37f9b389470e7ad193419a23df5939b90,repo_python/run-py-3a/strict/python_snapshots/treatment/loftwah_auto-jira/8e104dc37f9b389470e7ad193419a23df5939b90,6,6,0,1097,74,853,6,0,0
treatment,lss233/kirara-ai,01f95895fcbe6a330b5b7b82c5769afa080abb05,repo_python/run-py-3a/strict/python_snapshots/treatment/lss233_kirara-ai/01f95895fcbe6a330b5b7b82c5769afa080abb05,245,245,0,21203,1267,15914,245,0,0
treatment,lss233/kirara-ai,54f257682d2260fc533b7daa22889b5fe1700e7a,repo_python/run-py-3a/strict/python_snapshots/treatment/lss233_kirara-ai/54f257682d2260fc533b7daa22889b5fe1700e7a,40,40,0,1567,99,1189,40,0,0
treatment,lss233/kirara-ai,71e0a0cb2c71119ee3fac4b92760209655744606,repo_python/run-py-3a/strict/python_snapshots/treatment/lss233_kirara-ai/71e0a0cb2c71119ee3fac4b92760209655744606,90,90,0,7864,191,6366,90,0,0
treatment,lss233/kirara-ai,742e32566be60609889fd085b817ea2db7e1eae4,repo_python/run-py-3a/strict/python_snapshots/treatment/lss233_kirara-ai/742e32566be60609889fd085b817ea2db7e1eae4,90,90,0,7864,191,6366,90,0,0
treatment,lss233/kirara-ai,8120f39cf29bcfefd71c5b7d6a88899ab957e211,repo_python/run-py-3a/strict/python_snapshots/treatment/lss233_kirara-ai/8120f39cf29bcfefd71c5b7d6a88899ab957e211,43,43,0,1950,106,1491,43,0,0
treatment,lss233/kirara-ai,8295a5deda0b289a3f70d946064b6c9a3e1b0753,repo_python/run-py-3a/strict/python_snapshots/treatment/lss233_kirara-ai/8295a5deda0b289a3f70d946064b6c9a3e1b0753,288,288,0,29684,1793,22503,288,0,0
treatment,lss233/kirara-ai,8ebe4ce51b0e75ee4c4b10ef01e4fda4e17f1f4b,repo_python/run-py-3a/strict/python_snapshots/treatment/lss233_kirara-ai/8ebe4ce51b0e75ee4c4b10ef01e4fda4e17f1f4b,288,288,0,29684,1793,22503,288,0,0
treatment,lss233/kirara-ai,e3f9f4ee52116b858fa36d0ce7d7a91a6db7751a,repo_python/run-py-3a/strict/python_snapshots/treatment/lss233_kirara-ai/e3f9f4ee52116b858fa36d0ce7d7a91a6db7751a,161,161,0,13168,654,9999,161,0,0
treatment,lss233/kirara-ai,fc34a6fb6bed5001960084c506ccd5fbd4f2e779,repo_python/run-py-3a/strict/python_snapshots/treatment/lss233_kirara-ai/fc34a6fb6bed5001960084c506ccd5fbd4f2e779,263,263,0,26181,1562,19732,263,0,0
treatment,martinnormark/neural-mesh-simplification,04bd64ef3db6e0b1e1c5907ce9801b325c489e90,repo_python/run-py-3a/strict/python_snapshots/treatment/martinnormark_neural-mesh-simplification/04bd64ef3db6e0b1e1c5907ce9801b325c489e90,41,41,0,2874,169,2080,41,0,0
treatment,martinnormark/neural-mesh-simplification,198a70cf6c7020112dee19952a6da0e70e3d159d,repo_python/run-py-3a/strict/python_snapshots/treatment/martinnormark_neural-mesh-simplification/198a70cf6c7020112dee19952a6da0e70e3d159d,44,44,0,3122,169,2301,44,0,0
treatment,martinnormark/neural-mesh-simplification,2983d17ea727c12d1a6e1e02b0a3e2b2d822d4b9,repo_python/run-py-3a/strict/python_snapshots/treatment/martinnormark_neural-mesh-simplification/2983d17ea727c12d1a6e1e02b0a3e2b2d822d4b9,52,52,0,3883,230,2805,52,0,0
treatment,martinnormark/neural-mesh-simplification,2ada79100932189cfd28a56093ba3d72e24f3ec7,repo_python/run-py-3a/strict/python_snapshots/treatment/martinnormark_neural-mesh-simplification/2ada79100932189cfd28a56093ba3d72e24f3ec7,52,52,0,3995,230,2912,52,0,0
treatment,martinnormark/neural-mesh-simplification,e291b76feb20ed72becd9125bd7cc8fcaf512a8a,repo_python/run-py-3a/strict/python_snapshots/treatment/martinnormark_neural-mesh-simplification/e291b76feb20ed72becd9125bd7cc8fcaf512a8a,52,52,0,3883,230,2805,52,0,0
treatment,matebenyovszky/healing-agent,179b937c81bb8aa6401c7fc48900ca823555ca0d,repo_python/run-py-3a/strict/python_snapshots/treatment/matebenyovszky_healing-agent/179b937c81bb8aa6401c7fc48900ca823555ca0d,25,25,0,2326,198,1761,25,0,0
treatment,matebenyovszky/healing-agent,3feed67c8817444c94a58a497fc2f785cb6e7094,repo_python/run-py-3a/strict/python_snapshots/treatment/matebenyovszky_healing-agent/3feed67c8817444c94a58a497fc2f785cb6e7094,29,29,0,2668,220,2016,29,0,0
treatment,matebenyovszky/healing-agent,ed663491defb2c98b012f564ad5067a8741da037,repo_python/run-py-3a/strict/python_snapshots/treatment/matebenyovszky_healing-agent/ed663491defb2c98b012f564ad5067a8741da037,29,29,0,2655,202,2022,29,0,0
treatment,namuan/trading-utils,03db4e30f917722ee80a352fc330af3d5e59b406,repo_python/run-py-3a/strict/python_snapshots/treatment/namuan_trading-utils/03db4e30f917722ee80a352fc330af3d5e59b406,125,125,0,24001,1431,18594,125,0,0
treatment,namuan/trading-utils,303ea8532d774af9531699c7278303c6d2deb657,repo_python/run-py-3a/strict/python_snapshots/treatment/namuan_trading-utils/303ea8532d774af9531699c7278303c6d2deb657,126,126,0,24320,1436,18829,126,0,0
treatment,namuan/trading-utils,365d6f2a195d9fb578f145a3ecad5ef464eaa225,repo_python/run-py-3a/strict/python_snapshots/treatment/namuan_trading-utils/365d6f2a195d9fb578f145a3ecad5ef464eaa225,61,61,0,6181,193,4887,61,0,0
treatment,namuan/trading-utils,3bedcdc08e3d1bb6cafeb08eedc369dd9935df20,repo_python/run-py-3a/strict/python_snapshots/treatment/namuan_trading-utils/3bedcdc08e3d1bb6cafeb08eedc369dd9935df20,67,67,0,7057,263,5537,67,0,0
treatment,namuan/trading-utils,6223b14be1472cdbd940b4744f8ff3f754e6b9ca,repo_python/run-py-3a/strict/python_snapshots/treatment/namuan_trading-utils/6223b14be1472cdbd940b4744f8ff3f754e6b9ca,90,90,0,12536,451,9893,90,0,0
treatment,namuan/trading-utils,6a282409aec8b7d508567277e4028df0b0177c29,repo_python/run-py-3a/strict/python_snapshots/treatment/namuan_trading-utils/6a282409aec8b7d508567277e4028df0b0177c29,74,74,0,8138,310,6393,74,0,0
treatment,namuan/trading-utils,731168eed0c56f5f5bd78fc28c02e52dbbac0d55,repo_python/run-py-3a/strict/python_snapshots/treatment/namuan_trading-utils/731168eed0c56f5f5bd78fc28c02e52dbbac0d55,56,56,0,5423,183,4265,56,0,0
treatment,namuan/trading-utils,83bd40773354a29601e0c927d84e4ae4b905a993,repo_python/run-py-3a/strict/python_snapshots/treatment/namuan_trading-utils/83bd40773354a29601e0c927d84e4ae4b905a993,60,60,0,6056,196,4784,60,0,0
treatment,namuan/trading-utils,845e9c334d99edee42a923d4f4e8446d2c3a7c2e,repo_python/run-py-3a/strict/python_snapshots/treatment/namuan_trading-utils/845e9c334d99edee42a923d4f4e8446d2c3a7c2e,70,70,0,7498,290,5880,70,0,0
treatment,namuan/trading-utils,8862e384363c02d717f3a5c691a9ce06f7b38918,repo_python/run-py-3a/strict/python_snapshots/treatment/namuan_trading-utils/8862e384363c02d717f3a5c691a9ce06f7b38918,101,101,0,16741,874,12930,101,0,0
treatment,namuan/trading-utils,a34c6ed0ec038a18a9412b9443b79981c10c3342,repo_python/run-py-3a/strict/python_snapshots/treatment/namuan_trading-utils/a34c6ed0ec038a18a9412b9443b79981c10c3342,122,122,0,22951,1325,17782,122,0,0
treatment,namuan/trading-utils,ac3dabe73bc74f4329d20a4fbbe5547a04dc5a01,repo_python/run-py-3a/strict/python_snapshots/treatment/namuan_trading-utils/ac3dabe73bc74f4329d20a4fbbe5547a04dc5a01,82,82,0,10873,370,8654,82,0,0
treatment,namuan/trading-utils,c905414efa9a4a785a787184653912d268984c8a,repo_python/run-py-3a/strict/python_snapshots/treatment/namuan_trading-utils/c905414efa9a4a785a787184653912d268984c8a,73,73,0,7955,298,6256,73,0,0
treatment,namuan/trading-utils,ddd34a11ea8aed024058acd1de1c5e1462ff55b0,repo_python/run-py-3a/strict/python_snapshots/treatment/namuan_trading-utils/ddd34a11ea8aed024058acd1de1c5e1462ff55b0,119,119,0,22064,1230,17121,119,0,0
treatment,namuan/trading-utils,e088d9231feb860e65393c43a1d561f3971301ae,repo_python/run-py-3a/strict/python_snapshots/treatment/namuan_trading-utils/e088d9231feb860e65393c43a1d561f3971301ae,87,87,0,11670,407,9244,87,0,0
treatment,nextml-code/pytorch-datastream,0fa6f41c76f04734451c1ab29385920f0a69c421,repo_python/run-py-3a/strict/python_snapshots/treatment/nextml-code_pytorch-datastream/0fa6f41c76f04734451c1ab29385920f0a69c421,21,21,0,2506,35,1997,21,0,0
treatment,nextml-code/pytorch-datastream,7a3e9411106bcf354a5dd6e660a9b7aac0c52599,repo_python/run-py-3a/strict/python_snapshots/treatment/nextml-code_pytorch-datastream/7a3e9411106bcf354a5dd6e660a9b7aac0c52599,20,20,0,2490,4,2012,20,0,0
treatment,nextml-code/pytorch-datastream,87d1ae2d11ceb561e1b5f0ce037f5892da5e902e,repo_python/run-py-3a/strict/python_snapshots/treatment/nextml-code_pytorch-datastream/87d1ae2d11ceb561e1b5f0ce037f5892da5e902e,21,21,0,2506,35,1997,21,0,0
treatment,nextml-code/pytorch-datastream,b6b326aa486c4f4f41e79832357641da56e79768,repo_python/run-py-3a/strict/python_snapshots/treatment/nextml-code_pytorch-datastream/b6b326aa486c4f4f41e79832357641da56e79768,21,21,0,2482,35,1986,21,0,0
treatment,osomai/servicenow-mcp,1407e200620bf7b1dc2b2269f4d0d331ec31a1af,repo_python/run-py-3a/strict/python_snapshots/treatment/osomai_servicenow-mcp/1407e200620bf7b1dc2b2269f4d0d331ec31a1af,58,58,0,19307,1396,14849,58,0,0
treatment,osomai/servicenow-mcp,15de01c77dddaf0cf9a5939f2683436088d510b9,repo_python/run-py-3a/strict/python_snapshots/treatment/osomai_servicenow-mcp/15de01c77dddaf0cf9a5939f2683436088d510b9,59,59,0,19501,1409,14999,59,0,0
treatment,osomai/servicenow-mcp,2ccb5864e204ab0e397e7b11366e7137fda6356e,repo_python/run-py-3a/strict/python_snapshots/treatment/osomai_servicenow-mcp/2ccb5864e204ab0e397e7b11366e7137fda6356e,54,54,0,17079,1238,13134,54,0,0
treatment,osomai/servicenow-mcp,7b4d9e220ae702b3f36d4027e2a7cee83de234d7,repo_python/run-py-3a/strict/python_snapshots/treatment/osomai_servicenow-mcp/7b4d9e220ae702b3f36d4027e2a7cee83de234d7,58,58,0,18302,1291,13978,58,0,0
treatment,osomai/servicenow-mcp,8ada1173a9f4bd18e7ef97bff96e07d0530e4ee7,repo_python/run-py-3a/strict/python_snapshots/treatment/osomai_servicenow-mcp/8ada1173a9f4bd18e7ef97bff96e07d0530e4ee7,54,54,0,17079,1238,13134,54,0,0
treatment,panther-labs/panther-analysis,0256e82f8fa9e6422d433578d0e40184912a9f82,repo_python/run-py-3a/strict/python_snapshots/treatment/panther-labs_panther-analysis/0256e82f8fa9e6422d433578d0e40184912a9f82,749,749,0,24369,1450,17973,749,0,0
treatment,panther-labs/panther-analysis,0690f53e62019b6a3e89c3d9eabe730d0ab0e525,repo_python/run-py-3a/strict/python_snapshots/treatment/panther-labs_panther-analysis/0690f53e62019b6a3e89c3d9eabe730d0ab0e525,817,817,0,26933,1544,19812,817,0,0
treatment,panther-labs/panther-analysis,1583883284ed3104ee76e9db8ed41883313bbe1d,repo_python/run-py-3a/strict/python_snapshots/treatment/panther-labs_panther-analysis/1583883284ed3104ee76e9db8ed41883313bbe1d,648,648,0,22360,1449,16340,648,0,0
treatment,panther-labs/panther-analysis,185cb1db26535ded893ebdf0c26a5fef700ab546,repo_python/run-py-3a/strict/python_snapshots/treatment/panther-labs_panther-analysis/185cb1db26535ded893ebdf0c26a5fef700ab546,801,801,0,26879,1607,19738,801,0,0
treatment,panther-labs/panther-analysis,24cdefb3cfe05be135e8941654c0f3c9d1797863,repo_python/run-py-3a/strict/python_snapshots/treatment/panther-labs_panther-analysis/24cdefb3cfe05be135e8941654c0f3c9d1797863,623,623,0,21412,1442,15621,623,0,0
treatment,panther-labs/panther-analysis,2dd28b22b6769fbc8dd7ff0e994c0ed7ead7304f,repo_python/run-py-3a/strict/python_snapshots/treatment/panther-labs_panther-analysis/2dd28b22b6769fbc8dd7ff0e994c0ed7ead7304f,699,699,0,23748,1526,17378,699,0,0
treatment,panther-labs/panther-analysis,4aa347f5a424a5a0f0a650b43798ccc663913a97,repo_python/run-py-3a/strict/python_snapshots/treatment/panther-labs_panther-analysis/4aa347f5a424a5a0f0a650b43798ccc663913a97,660,660,0,22889,1456,16782,660,0,0
treatment,panther-labs/panther-analysis,642d24848e2157a207f954ba1cc01409ece6fba5,repo_python/run-py-3a/strict/python_snapshots/treatment/panther-labs_panther-analysis/642d24848e2157a207f954ba1cc01409ece6fba5,787,787,0,26442,1531,19488,787,0,0
treatment,panther-labs/panther-analysis,71d7eeb2e7c7ebe65e42e1907b86f09f4ccc5c6f,repo_python/run-py-3a/strict/python_snapshots/treatment/panther-labs_panther-analysis/71d7eeb2e7c7ebe65e42e1907b86f09f4ccc5c6f,778,778,0,26102,1520,19247,778,0,0
treatment,panther-labs/panther-analysis,791b90d5b9575124d6058f0808a11101d3d969f2,repo_python/run-py-3a/strict/python_snapshots/treatment/panther-labs_panther-analysis/791b90d5b9575124d6058f0808a11101d3d969f2,664,664,0,22926,1456,16811,664,0,0
treatment,panther-labs/panther-analysis,8893eaa4056c483dbdc717972b7010006494f114,repo_python/run-py-3a/strict/python_snapshots/treatment/panther-labs_panther-analysis/8893eaa4056c483dbdc717972b7010006494f114,642,642,0,22000,1449,16075,642,0,0
treatment,panther-labs/panther-analysis,a2abdcf4369e99c412d78aefd6e0304a6dbc09a8,repo_python/run-py-3a/strict/python_snapshots/treatment/panther-labs_panther-analysis/a2abdcf4369e99c412d78aefd6e0304a6dbc09a8,799,799,0,26554,1574,19527,799,0,0
treatment,panther-labs/panther-analysis,ad044d32ab62f43d10d305715cbeccd3ad1d6022,repo_python/run-py-3a/strict/python_snapshots/treatment/panther-labs_panther-analysis/ad044d32ab62f43d10d305715cbeccd3ad1d6022,801,801,0,26875,1607,19733,801,0,0
treatment,panther-labs/panther-analysis,d02d3e76d1994587a2b8fe5be3c7835bbe132520,repo_python/run-py-3a/strict/python_snapshots/treatment/panther-labs_panther-analysis/d02d3e76d1994587a2b8fe5be3c7835bbe132520,743,743,0,23914,1418,17636,743,0,0
treatment,panther-labs/panther-analysis,e36ab755e770405c0fdb16cc8ef7354fbdb30ce9,repo_python/run-py-3a/strict/python_snapshots/treatment/panther-labs_panther-analysis/e36ab755e770405c0fdb16cc8ef7354fbdb30ce9,734,734,0,24739,1544,18050,734,0,0
treatment,panther-labs/panther-analysis,e50a5ee55e313ce12b065d8c6486c2e16ae23916,repo_python/run-py-3a/strict/python_snapshots/treatment/panther-labs_panther-analysis/e50a5ee55e313ce12b065d8c6486c2e16ae23916,810,810,0,27389,1631,20144,810,0,0
