repo_name,time,metric,our_value,paper_value,diff_our_minus_paper,abs_diff
jinli99/iShapEditing,2024-11,code_smells,113.0,137.0,-24.0,24.0
markmelnic/stealthenium,2024-08,bugs,0.0,24.0,-24.0,24.0
markmelnic/stealthenium,2024-10,bugs,0.0,24.0,-24.0,24.0
markmelnic/stealthenium,2025-02,bugs,0.0,24.0,-24.0,24.0
panther-labs/panther-analysis,2025-01,code_smells,188.0,164.0,24.0,24.0
tw-haiven/haiven,2025-03,bugs,2.0,26.0,-24.0,24.0
tw-haiven/haiven,2025-04,bugs,2.0,26.0,-24.0,24.0
utensils/mcp-nixos,2025-05,code_smells,19.0,43.0,-24.0,24.0
utensils/mcp-nixos,2025-06,code_smells,19.0,43.0,-24.0,24.0
utensils/mcp-nixos,2025-08,code_smells,20.0,44.0,-24.0,24.0
yeagerai/genlayer-studio,2025-05,code_smells,196.0,172.0,24.0,24.0
zeyangsha/De-Fake,2024-05,technical_debt,673.0,649.0,24.0,24.0
zeyangsha/De-Fake,2025-06,technical_debt,673.0,649.0,24.0,24.0
OpenSPP/openspp-modules,2024-10,duplicated_lines_density,4.1,27.8,-23.700000000000003,23.700000000000003
OpenSPP/openspp-modules,2024-11,duplicated_lines_density,4.0,27.6,-23.6,23.6
BalancerMaxis/multisig-ops,2024-09,technical_debt,2251.0,2228.0,23.0,23.0
BalancerMaxis/multisig-ops,2024-10,technical_debt,2265.0,2242.0,23.0,23.0
BalancerMaxis/multisig-ops,2024-11,technical_debt,2321.0,2298.0,23.0,23.0
C4NU/Paddie,2025-03,cognitive_complexity,363.0,340.0,23.0,23.0
Hankanman/Area-Occupancy-Detection,2025-07,code_smells,74.0,51.0,23.0,23.0
Kiln-AI/Kiln,2025-05,technical_debt,1250.0,1273.0,-23.0,23.0
MalevichAI/malevich,2024-04,cognitive_complexity,1762.0,1785.0,-23.0,23.0
MalevichAI/malevich,2024-05,cognitive_complexity,1769.0,1792.0,-23.0,23.0
MalevichAI/malevich,2024-06,cognitive_complexity,2186.0,2209.0,-23.0,23.0
MalevichAI/malevich,2024-07,cognitive_complexity,2450.0,2473.0,-23.0,23.0
MalevichAI/malevich,2024-08,cognitive_complexity,2706.0,2729.0,-23.0,23.0
MalevichAI/malevich,2024-09,cognitive_complexity,2756.0,2779.0,-23.0,23.0
MalevichAI/malevich,2024-10,cognitive_complexity,2785.0,2808.0,-23.0,23.0
MalevichAI/malevich,2024-11,cognitive_complexity,2785.0,2808.0,-23.0,23.0
Multi-V-VM/MVVM,2024-01,code_smells,21.0,44.0,-23.0,23.0
OSU-NLP-Group/HippoRAG,2024-06,code_smells,92.0,69.0,23.0,23.0
aio-libs/aiohttp,2025-03,bugs,4.0,27.0,-23.0,23.0
aio-libs/aiohttp,2025-05,vulnerabilities,24.0,1.0,23.0,23.0
believethehype/nostrdvm,2024-05,bugs,5.0,28.0,-23.0,23.0
c4fun/tell-stories-webui,2025-02,code_smells,60.0,37.0,23.0,23.0
c4fun/tell-stories-webui,2025-04,code_smells,60.0,37.0,23.0,23.0
daxa-ai/pebblo,2024-01,code_smells,59.0,36.0,23.0,23.0
dymmond/edgy,2025-03,bugs,5.0,28.0,-23.0,23.0
dymmond/edgy,2025-04,bugs,7.0,30.0,-23.0,23.0
ericyuegu/hal,2024-09,code_smells,97.0,74.0,23.0,23.0
getsentry/sentry,2024-07,vulnerabilities,27.0,4.0,23.0,23.0
getsentry/sentry,2024-08,vulnerabilities,27.0,4.0,23.0,23.0
getsentry/sentry,2024-09,vulnerabilities,27.0,4.0,23.0,23.0
grapeot/web_agentic_ai,2025-03,code_smells,78.0,55.0,23.0,23.0
ilanbenb/wa_llm,2025-07,code_smells,40.0,17.0,23.0,23.0
ilanbenb/wa_llm,2025-08,code_smells,40.0,17.0,23.0,23.0
instructor-ai/instructor,2024-07,code_smells,86.0,109.0,-23.0,23.0
namuan/trading-utils,2024-02,code_smells,67.0,44.0,23.0,23.0
namuan/trading-utils,2024-03,code_smells,81.0,58.0,23.0,23.0
panther-labs/panther-analysis,2024-10,code_smells,183.0,160.0,23.0,23.0
panther-labs/panther-analysis,2024-11,code_smells,184.0,161.0,23.0,23.0
panther-labs/panther-analysis,2025-03,code_smells,188.0,165.0,23.0,23.0
panther-labs/panther-analysis,2025-05,code_smells,187.0,164.0,23.0,23.0
panther-labs/panther-analysis,2025-06,code_smells,188.0,165.0,23.0,23.0
panther-labs/panther-analysis,2025-07,code_smells,193.0,170.0,23.0,23.0
panther-labs/panther-analysis,2025-08,code_smells,194.0,171.0,23.0,23.0
ruiqini/NTFields,2024-07,code_smells,159.0,182.0,-23.0,23.0
utensils/mcp-nixos,2025-05,cognitive_complexity,1053.0,1076.0,-23.0,23.0
utensils/mcp-nixos,2025-06,cognitive_complexity,1053.0,1076.0,-23.0,23.0
utensils/mcp-nixos,2025-08,cognitive_complexity,950.0,973.0,-23.0,23.0
PromtEngineer/localGPT,2024-01,comment_lines_density,24.9,2.3,22.599999999999998,22.599999999999998
ArpiarSaundersLab/annsql,2025-01,duplicated_lines_density,39.1,16.6,22.5,22.5
OpenSPP/openspp-modules,2024-12,duplicated_lines_density,4.8,27.2,-22.4,22.4
OpenSPP/openspp-modules,2025-01,duplicated_lines_density,4.8,27.1,-22.3,22.3
AkariAsai/ScholarQABench,2025-02,code_smells,66.0,44.0,22.0,22.0
AkariAsai/ScholarQABench,2025-04,code_smells,66.0,44.0,22.0,22.0
AkariAsai/ScholarQABench,2025-07,code_smells,66.0,44.0,22.0,22.0
AkariAsai/ScholarQABench,2025-08,code_smells,66.0,44.0,22.0,22.0
BalancerMaxis/multisig-ops,2024-01,code_smells,440.0,418.0,22.0,22.0
BalancerMaxis/multisig-ops,2024-02,code_smells,448.0,426.0,22.0,22.0
BalancerMaxis/multisig-ops,2024-03,code_smells,452.0,430.0,22.0,22.0
BalancerMaxis/multisig-ops,2024-04,code_smells,457.0,435.0,22.0,22.0
BalancerMaxis/multisig-ops,2024-05,code_smells,463.0,441.0,22.0,22.0
BalancerMaxis/multisig-ops,2024-06,code_smells,469.0,447.0,22.0,22.0
BalancerMaxis/multisig-ops,2024-07,code_smells,474.0,452.0,22.0,22.0
BalancerMaxis/multisig-ops,2024-08,code_smells,475.0,453.0,22.0,22.0
BalancerMaxis/multisig-ops,2024-12,code_smells,479.0,457.0,22.0,22.0
BalancerMaxis/multisig-ops,2025-01,code_smells,484.0,462.0,22.0,22.0
BalancerMaxis/multisig-ops,2025-02,technical_debt,2395.0,2373.0,22.0,22.0
FolhaSP/mosaico,2024-11,bugs,0.0,22.0,-22.0,22.0
MDGrey33/pyvisionai,2025-06,code_smells,58.0,36.0,22.0,22.0
NVIDIA/cuEquivariance,2025-04,code_smells,240.0,262.0,-22.0,22.0
NVIDIA/cuEquivariance,2025-05,code_smells,248.0,270.0,-22.0,22.0
NVIDIA/cuEquivariance,2025-06,code_smells,248.0,270.0,-22.0,22.0
OSU-NLP-Group/HippoRAG,2024-05,code_smells,79.0,57.0,22.0,22.0
OSU-NLP-Group/HippoRAG,2025-02,code_smells,84.0,62.0,22.0,22.0
OSU-NLP-Group/HippoRAG,2025-03,code_smells,85.0,63.0,22.0,22.0
OpenSPP/openspp-modules,2024-01,bugs,5.0,27.0,-22.0,22.0
VRSEN/agency-swarm,2025-03,cognitive_complexity,1518.0,1540.0,-22.0,22.0
aio-libs/aiohttp,2024-11,bugs,5.0,27.0,-22.0,22.0
aio-libs/aiohttp,2024-12,bugs,5.0,27.0,-22.0,22.0
aio-libs/aiohttp,2025-01,bugs,5.0,27.0,-22.0,22.0
believethehype/nostrdvm,2025-01,vulnerabilities,24.0,2.0,22.0,22.0
believethehype/nostrdvm,2025-02,vulnerabilities,24.0,2.0,22.0,22.0
believethehype/nostrdvm,2025-03,vulnerabilities,24.0,2.0,22.0,22.0
believethehype/nostrdvm,2025-04,vulnerabilities,24.0,2.0,22.0,22.0
believethehype/nostrdvm,2025-05,vulnerabilities,24.0,2.0,22.0,22.0
believethehype/nostrdvm,2025-08,vulnerabilities,24.0,2.0,22.0,22.0
ericmjl/llamabot,2024-03,code_smells,32.0,54.0,-22.0,22.0
ericmjl/llamabot,2024-04,code_smells,32.0,54.0,-22.0,22.0
ericmjl/llamabot,2024-05,code_smells,32.0,54.0,-22.0,22.0
ericmjl/llamabot,2024-06,code_smells,32.0,54.0,-22.0,22.0
ericyuegu/hal,2024-12,code_smells,132.0,110.0,22.0,22.0
getsentry/sentry,2024-05,vulnerabilities,27.0,5.0,22.0,22.0
getsentry/sentry,2024-06,vulnerabilities,27.0,5.0,22.0,22.0
kuleshov-group/caduceus,2024-02,code_smells,121.0,99.0,22.0,22.0
kuleshov-group/caduceus,2024-03,code_smells,121.0,99.0,22.0,22.0
nextml-code/pytorch-datastream,2024-08,code_smells,13.0,35.0,-22.0,22.0
nextml-code/pytorch-datastream,2024-09,code_smells,13.0,35.0,-22.0,22.0
nextml-code/pytorch-datastream,2025-01,code_smells,13.0,35.0,-22.0,22.0
panther-labs/panther-analysis,2024-12,code_smells,183.0,161.0,22.0,22.0
stakewise/v3-operator,2024-08,technical_debt,256.0,234.0,22.0,22.0
stakewise/v3-operator,2024-09,technical_debt,256.0,234.0,22.0,22.0
stakewise/v3-operator,2024-10,technical_debt,258.0,236.0,22.0,22.0
stakewise/v3-operator,2024-11,technical_debt,248.0,226.0,22.0,22.0
stakewise/v3-operator,2024-12,technical_debt,254.0,232.0,22.0,22.0
stakewise/v3-operator,2025-01,technical_debt,248.0,226.0,22.0,22.0
stakewise/v3-operator,2025-02,technical_debt,248.0,226.0,22.0,22.0
stakewise/v3-operator,2025-04,technical_debt,248.0,226.0,22.0,22.0
stakewise/v3-operator,2025-05,technical_debt,248.0,226.0,22.0,22.0
stakewise/v3-operator,2025-06,technical_debt,248.0,226.0,22.0,22.0
stakewise/v3-operator,2025-07,technical_debt,246.0,224.0,22.0,22.0
stakewise/v3-operator,2025-08,technical_debt,246.0,224.0,22.0,22.0
tmux-python/tmuxp,2024-01,code_smells,60.0,82.0,-22.0,22.0
tmux-python/tmuxp,2024-02,code_smells,55.0,77.0,-22.0,22.0
tw-haiven/haiven,2025-07,bugs,1.0,23.0,-22.0,22.0
tw-haiven/haiven,2025-08,bugs,1.0,23.0,-22.0,22.0
wdm0006/pygeohash,2025-03,bugs,0.0,22.0,-22.0,22.0
wdm0006/pygeohash,2025-04,bugs,0.0,22.0,-22.0,22.0
wdm0006/pygeohash,2025-05,bugs,0.0,22.0,-22.0,22.0
wdm0006/pygeohash,2025-07,bugs,0.0,22.0,-22.0,22.0
yeagerai/genlayer-studio,2024-12,code_smells,153.0,175.0,-22.0,22.0
W1ndys/Blog,2024-05,comment_lines_density,25.0,3.1,21.9,21.9
W1ndys/Blog,2024-06,comment_lines_density,25.0,3.1,21.9,21.9
W1ndys/Blog,2024-07,comment_lines_density,25.0,3.1,21.9,21.9
W1ndys/Blog,2024-08,comment_lines_density,25.0,3.1,21.9,21.9
W1ndys/Blog,2024-09,comment_lines_density,25.0,3.1,21.9,21.9
W1ndys/Blog,2024-10,comment_lines_density,25.0,3.1,21.9,21.9
W1ndys/Blog,2024-11,comment_lines_density,25.0,3.1,21.9,21.9
W1ndys/Blog,2024-12,comment_lines_density,25.0,3.1,21.9,21.9
OpenSPP/openspp-modules,2025-02,duplicated_lines_density,3.7,25.4,-21.7,21.7
PromtEngineer/localGPT,2024-05,comment_lines_density,24.2,2.5,21.7,21.7
PromtEngineer/localGPT,2024-08,comment_lines_density,24.2,2.5,21.7,21.7
PromtEngineer/localGPT,2024-09,comment_lines_density,24.2,2.5,21.7,21.7
W1ndys/Blog,2024-04,comment_lines_density,25.0,3.3,21.7,21.7
PromtEngineer/localGPT,2024-02,comment_lines_density,24.0,2.5,21.5,21.5
PromtEngineer/localGPT,2024-10,comment_lines_density,23.7,2.6,21.099999999999998,21.099999999999998
PromtEngineer/localGPT,2024-11,comment_lines_density,23.7,2.6,21.099999999999998,21.099999999999998
PromtEngineer/localGPT,2025-02,comment_lines_density,23.7,2.6,21.099999999999998,21.099999999999998
PromtEngineer/localGPT,2025-03,comment_lines_density,23.7,2.6,21.099999999999998,21.099999999999998
AkariAsai/ScholarQABench,2024-11,code_smells,65.0,44.0,21.0,21.0
BalancerMaxis/multisig-ops,2024-09,code_smells,472.0,451.0,21.0,21.0
BalancerMaxis/multisig-ops,2024-10,code_smells,474.0,453.0,21.0,21.0
BalancerMaxis/multisig-ops,2024-11,code_smells,477.0,456.0,21.0,21.0
Chocksy/qc-options-framework,2024-04,ncloc,4015.0,4036.0,-21.0,21.0
Chocksy/qc-options-framework,2024-06,ncloc,4102.0,4123.0,-21.0,21.0
Chocksy/qc-options-framework,2024-07,ncloc,4158.0,4179.0,-21.0,21.0
Chocksy/qc-options-framework,2024-08,code_smells,844.0,823.0,21.0,21.0
Chocksy/qc-options-framework,2024-08,ncloc,4446.0,4467.0,-21.0,21.0
Chocksy/qc-options-framework,2024-09,ncloc,4610.0,4631.0,-21.0,21.0
Chocksy/qc-options-framework,2024-10,ncloc,4624.0,4645.0,-21.0,21.0
Chocksy/qc-options-framework,2024-11,ncloc,9256.0,9277.0,-21.0,21.0
Chocksy/qc-options-framework,2024-12,ncloc,9381.0,9402.0,-21.0,21.0
Chocksy/qc-options-framework,2025-01,ncloc,9423.0,9444.0,-21.0,21.0
Chocksy/qc-options-framework,2025-03,ncloc,9842.0,9863.0,-21.0,21.0
FFY0/AdaKV,2024-06,technical_debt,407.0,428.0,-21.0,21.0
FFY0/AdaKV,2024-07,technical_debt,402.0,423.0,-21.0,21.0
FolhaSP/mosaico,2024-12,bugs,1.0,22.0,-21.0,21.0
FolhaSP/mosaico,2025-01,bugs,1.0,22.0,-21.0,21.0
FolhaSP/mosaico,2025-02,bugs,1.0,22.0,-21.0,21.0
VRSEN/agency-swarm,2024-03,cognitive_complexity,848.0,827.0,21.0,21.0
dromara/domain-admin,2024-05,bugs,1.0,22.0,-21.0,21.0
dromara/domain-admin,2024-06,bugs,1.0,22.0,-21.0,21.0
dromara/domain-admin,2024-07,bugs,2.0,23.0,-21.0,21.0
dromara/domain-admin,2024-08,bugs,2.0,23.0,-21.0,21.0
ericyuegu/hal,2024-10,code_smells,100.0,79.0,21.0,21.0
ericyuegu/hal,2025-03,bugs,21.0,42.0,-21.0,21.0
odoo/industry,2024-08,technical_debt,0.0,21.0,-21.0,21.0
qiboteam/qibojit,2025-02,technical_debt,540.0,561.0,-21.0,21.0
zilliztech/mcp-server-milvus,2025-03,code_smells,26.0,5.0,21.0,21.0
zilliztech/mcp-server-milvus,2025-05,code_smells,26.0,5.0,21.0,21.0
zilliztech/mcp-server-milvus,2025-06,code_smells,26.0,5.0,21.0,21.0
W1ndys/Blog,2024-03,comment_lines_density,23.5,2.6,20.9,20.9
zauberzeug/nicegui,2024-01,duplicated_lines_density,13.1,33.9,-20.799999999999997,20.799999999999997
zauberzeug/nicegui,2024-04,duplicated_lines_density,12.3,32.7,-20.400000000000002,20.400000000000002
zauberzeug/nicegui,2024-07,duplicated_lines_density,12.1,32.5,-20.4,20.4
zauberzeug/nicegui,2024-05,duplicated_lines_density,12.3,32.6,-20.3,20.3
zauberzeug/nicegui,2024-06,duplicated_lines_density,12.2,32.5,-20.3,20.3
zauberzeug/nicegui,2024-03,duplicated_lines_density,12.6,32.9,-20.299999999999997,20.299999999999997
zauberzeug/nicegui,2024-02,duplicated_lines_density,12.9,33.0,-20.1,20.1
BalancerMaxis/multisig-ops,2025-02,code_smells,490.0,470.0,20.0,20.0
BalancerMaxis/multisig-ops,2025-04,code_smells,494.0,474.0,20.0,20.0
BalancerMaxis/multisig-ops,2025-05,code_smells,503.0,483.0,20.0,20.0
BalancerMaxis/multisig-ops,2025-06,code_smells,510.0,490.0,20.0,20.0
Chocksy/qc-options-framework,2024-06,code_smells,769.0,749.0,20.0,20.0
Chocksy/qc-options-framework,2024-07,code_smells,783.0,763.0,20.0,20.0
Chocksy/qc-options-framework,2024-09,code_smells,850.0,830.0,20.0,20.0
Chocksy/qc-options-framework,2024-10,code_smells,852.0,832.0,20.0,20.0
DannyMac180/mirror,2024-12,cognitive_complexity,398.0,418.0,-20.0,20.0
Elevate-Code/better-voice-typing,2025-07,technical_debt,129.0,109.0,20.0,20.0
ITSpecialist111/ai_automation_suggester,2024-10,technical_debt,25.0,5.0,20.0,20.0
Kiln-AI/Kiln,2024-09,code_smells,30.0,50.0,-20.0,20.0
MalevichAI/malevich,2024-08,code_smells,349.0,329.0,20.0,20.0
Multi-V-VM/MVVM,2024-05,code_smells,341.0,321.0,20.0,20.0
OpenMOSS/Language-Model-SAEs,2025-03,bugs,6.0,26.0,-20.0,20.0
OpenMOSS/Language-Model-SAEs,2025-04,bugs,4.0,24.0,-20.0,20.0
PiotrMachowski/Home-Assistant-custom-components-TGE,2024-08,technical_debt,24.0,4.0,20.0,20.0
W1ndys/Blog,2025-01,technical_debt,0.0,20.0,-20.0,20.0
W1ndys/Blog,2025-02,technical_debt,5.0,25.0,-20.0,20.0
W1ndys/Blog,2025-03,technical_debt,5.0,25.0,-20.0,20.0
W1ndys/Blog,2025-04,technical_debt,5.0,25.0,-20.0,20.0
aio-libs/aiohttp,2025-06,vulnerabilities,24.0,4.0,20.0,20.0
aio-libs/aiohttp,2025-07,vulnerabilities,24.0,4.0,20.0,20.0
aio-libs/aiohttp,2025-08,vulnerabilities,24.0,4.0,20.0,20.0
airweave-ai/airweave,2025-04,code_smells,420.0,440.0,-20.0,20.0
aj47/100x-orchestrator,2024-11,code_smells,33.0,13.0,20.0,20.0
believethehype/nostrdvm,2024-11,vulnerabilities,22.0,2.0,20.0,20.0
believethehype/nostrdvm,2024-12,vulnerabilities,22.0,2.0,20.0,20.0
bobokun/actualtap-py,2024-11,technical_debt,26.0,6.0,20.0,20.0
bobokun/actualtap-py,2024-12,technical_debt,26.0,6.0,20.0,20.0
bobokun/actualtap-py,2025-01,technical_debt,26.0,6.0,20.0,20.0
bobokun/actualtap-py,2025-02,technical_debt,26.0,6.0,20.0,20.0
bobokun/actualtap-py,2025-03,technical_debt,26.0,6.0,20.0,20.0
bobokun/actualtap-py,2025-04,technical_debt,26.0,6.0,20.0,20.0
bobokun/actualtap-py,2025-05,technical_debt,26.0,6.0,20.0,20.0
bobokun/actualtap-py,2025-06,technical_debt,26.0,6.0,20.0,20.0
codingforentrepreneurs/Cursor-Django,2024-10,technical_debt,13.0,33.0,-20.0,20.0
cohnen/mcp-google-ads,2025-07,cognitive_complexity,267.0,287.0,-20.0,20.0
emresen20/Pau-Bilgisayar-nots,2024-12,technical_debt,123.0,143.0,-20.0,20.0
ericmjl/pyds-cli,2024-02,technical_debt,76.0,56.0,20.0,20.0
ericyuegu/hal,2024-05,technical_debt,145.0,125.0,20.0,20.0
ericyuegu/hal,2024-11,code_smells,118.0,98.0,20.0,20.0
evermoving/SystemCaptioner,2024-10,technical_debt,37.0,17.0,20.0,20.0
evermoving/SystemCaptioner,2024-11,technical_debt,44.0,24.0,20.0,20.0
evermoving/SystemCaptioner,2024-12,technical_debt,44.0,24.0,20.0,20.0
evermoving/SystemCaptioner,2025-08,technical_debt,44.0,24.0,20.0,20.0
ilanbenb/wa_llm,2025-06,code_smells,37.0,17.0,20.0,20.0
instructor-ai/instructor,2024-08,code_smells,85.0,105.0,-20.0,20.0
popey/sbommage,2025-08,ncloc,591.0,611.0,-20.0,20.0
sirkirby/unifi-network-rules,2024-09,technical_debt,87.0,67.0,20.0,20.0
taylorwilsdon/open-webui-tools,2025-05,technical_debt,128.0,108.0,20.0,20.0
tw-haiven/haiven,2025-01,bugs,2.0,22.0,-20.0,20.0
tw-haiven/haiven,2025-05,bugs,2.0,22.0,-20.0,20.0
tw-haiven/haiven,2025-06,bugs,2.0,22.0,-20.0,20.0
viktoriasemaan/sa-ai-agent,2024-10,technical_debt,25.0,5.0,20.0,20.0
wdm0006/git-pandas,2025-03,technical_debt,137.0,157.0,-20.0,20.0
yeagerai/genlayer-studio,2025-01,code_smells,150.0,170.0,-20.0,20.0
yihozhang/most-influential-pl-papers,2025-01,technical_debt,25.0,5.0,20.0,20.0
zilliztech/mcp-server-milvus,2025-04,code_smells,25.0,5.0,20.0,20.0
OpenSPP/openspp-modules,2025-05,duplicated_lines_density,7.3,27.0,-19.7,19.7
OpenSPP/openspp-modules,2025-06,duplicated_lines_density,7.3,27.0,-19.7,19.7
OpenSPP/openspp-modules,2025-07,duplicated_lines_density,7.3,27.0,-19.7,19.7
DakeQQ/YOLO-Depth-Estimation-for-Android,2024-07,duplicated_lines_density,0.5,20.1,-19.6,19.6
OpenSPP/openspp-modules,2025-03,duplicated_lines_density,7.5,27.1,-19.6,19.6
OpenSPP/openspp-modules,2025-04,duplicated_lines_density,7.5,27.1,-19.6,19.6
BalancerMaxis/multisig-ops,2025-03,code_smells,493.0,474.0,19.0,19.0
DannyMac180/mirror,2024-12,technical_debt,132.0,113.0,19.0,19.0
DataDog/integrations-core,2025-04,cognitive_complexity,38446.0,38427.0,19.0,19.0
Hankanman/Area-Occupancy-Detection,2025-05,code_smells,44.0,25.0,19.0,19.0
MalevichAI/malevich,2024-09,code_smells,363.0,344.0,19.0,19.0
OpenMOSS/Language-Model-SAEs,2024-05,technical_debt,365.0,384.0,-19.0,19.0
VRSEN/agency-swarm,2024-03,technical_debt,893.0,874.0,19.0,19.0
VirtualFlow/VFVS,2024-01,bugs,2.0,21.0,-19.0,19.0
aio-libs/aiohttp,2025-02,bugs,2.0,21.0,-19.0,19.0
airweave-ai/airweave,2025-06,bugs,61.0,42.0,19.0,19.0
allthingslinux/tux,2024-04,cognitive_complexity,472.0,453.0,19.0,19.0
grapeot/web_agentic_ai,2025-02,code_smells,68.0,49.0,19.0,19.0
ilanbenb/wa_llm,2025-01,ncloc,1554.0,1573.0,-19.0,19.0
kuleshov-group/caduceus,2024-04,code_smells,126.0,107.0,19.0,19.0
kuleshov-group/caduceus,2024-05,code_smells,126.0,107.0,19.0,19.0
kuleshov-group/caduceus,2024-06,code_smells,126.0,107.0,19.0,19.0
kuleshov-group/caduceus,2024-08,code_smells,126.0,107.0,19.0,19.0
kuleshov-group/caduceus,2024-10,code_smells,126.0,107.0,19.0,19.0
kuleshov-group/caduceus,2025-01,code_smells,126.0,107.0,19.0,19.0
kuleshov-group/caduceus,2025-05,code_smells,126.0,107.0,19.0,19.0
kuleshov-group/caduceus,2025-06,code_smells,126.0,107.0,19.0,19.0
leettools-dev/leettools,2024-12,code_smells,479.0,460.0,19.0,19.0
lss233/kirara-ai,2024-12,ncloc,1029.0,1048.0,-19.0,19.0
lss233/kirara-ai,2025-01,ncloc,1271.0,1290.0,-19.0,19.0
tony/django-slugify-processor,2024-01,technical_debt,10.0,29.0,-19.0,19.0
tony/django-slugify-processor,2024-02,technical_debt,10.0,29.0,-19.0,19.0
tony/django-slugify-processor,2024-03,technical_debt,10.0,29.0,-19.0,19.0
tony/django-slugify-processor,2024-04,technical_debt,10.0,29.0,-19.0,19.0
tony/django-slugify-processor,2024-05,technical_debt,10.0,29.0,-19.0,19.0
tony/django-slugify-processor,2024-06,technical_debt,10.0,29.0,-19.0,19.0
tony/django-slugify-processor,2024-07,technical_debt,10.0,29.0,-19.0,19.0
tony/django-slugify-processor,2024-08,technical_debt,10.0,29.0,-19.0,19.0
tony/django-slugify-processor,2024-09,technical_debt,10.0,29.0,-19.0,19.0
tony/django-slugify-processor,2024-10,technical_debt,10.0,29.0,-19.0,19.0
tony/django-slugify-processor,2024-11,technical_debt,10.0,29.0,-19.0,19.0
tony/django-slugify-processor,2024-12,technical_debt,10.0,29.0,-19.0,19.0
tw-haiven/haiven,2024-12,bugs,2.0,21.0,-19.0,19.0
tw-haiven/haiven,2025-02,bugs,2.0,21.0,-19.0,19.0
weaviate/t2v-transformers-models,2025-07,code_smells,20.0,39.0,-19.0,19.0
weaviate/t2v-transformers-models,2025-08,code_smells,20.0,39.0,-19.0,19.0
Benzauber/convert-commander,2024-11,bugs,0.0,18.0,-18.0,18.0
Benzauber/convert-commander,2024-12,bugs,0.0,18.0,-18.0,18.0
Hankanman/Area-Occupancy-Detection,2025-04,ncloc,7621.0,7639.0,-18.0,18.0
Hankanman/Area-Occupancy-Detection,2025-05,ncloc,7679.0,7697.0,-18.0,18.0
ResearchHub/researchhub-backend,2024-06,vulnerabilities,19.0,1.0,18.0,18.0
ResearchHub/researchhub-backend,2024-07,vulnerabilities,19.0,1.0,18.0,18.0
ResearchHub/researchhub-backend,2024-08,vulnerabilities,19.0,1.0,18.0,18.0
RobinWu218/ToST,2025-02,vulnerabilities,18.0,0.0,18.0,18.0
aio-libs/aiohttp,2024-01,vulnerabilities,18.0,0.0,18.0,18.0
aio-libs/aiohttp,2024-02,vulnerabilities,18.0,0.0,18.0,18.0
aio-libs/aiohttp,2024-03,vulnerabilities,18.0,0.0,18.0,18.0
aio-libs/aiohttp,2024-04,vulnerabilities,18.0,0.0,18.0,18.0
aio-libs/aiohttp,2024-05,vulnerabilities,18.0,0.0,18.0,18.0
aio-libs/aiohttp,2024-06,vulnerabilities,18.0,0.0,18.0,18.0
aio-libs/aiohttp,2024-07,vulnerabilities,18.0,0.0,18.0,18.0
aio-libs/aiohttp,2024-08,vulnerabilities,18.0,0.0,18.0,18.0
aio-libs/aiohttp,2024-09,vulnerabilities,18.0,0.0,18.0,18.0
aio-libs/aiohttp,2024-10,vulnerabilities,18.0,0.0,18.0,18.0
aio-libs/aiohttp,2024-11,vulnerabilities,18.0,0.0,18.0,18.0
aio-libs/aiohttp,2024-12,vulnerabilities,19.0,1.0,18.0,18.0
aio-libs/aiohttp,2025-01,vulnerabilities,19.0,1.0,18.0,18.0
aio-libs/aiohttp,2025-02,vulnerabilities,19.0,1.0,18.0,18.0
aio-libs/aiohttp,2025-03,vulnerabilities,19.0,1.0,18.0,18.0
aio-libs/aiohttp,2025-04,bugs,4.0,22.0,-18.0,18.0
aio-libs/aiohttp,2025-04,vulnerabilities,19.0,1.0,18.0,18.0
cgevans/qslib,2025-08,cognitive_complexity,1561.0,1579.0,-18.0,18.0
cohnen/mcp-google-ads,2025-08,technical_debt,203.0,185.0,18.0,18.0
daxa-ai/pebblo,2025-02,code_smells,140.0,158.0,-18.0,18.0
ericmjl/llamabot,2024-02,code_smells,29.0,47.0,-18.0,18.0
ericyuegu/hal,2025-02,bugs,21.0,39.0,-18.0,18.0
lss233/kirara-ai,2025-04,code_smells,146.0,128.0,18.0,18.0
tmux-python/tmuxp,2024-03,code_smells,53.0,71.0,-18.0,18.0
tmux-python/tmuxp,2024-04,code_smells,53.0,71.0,-18.0,18.0
tmux-python/tmuxp,2024-05,code_smells,53.0,71.0,-18.0,18.0
tmux-python/tmuxp,2024-06,code_smells,53.0,71.0,-18.0,18.0
tmux-python/tmuxp,2024-07,code_smells,53.0,71.0,-18.0,18.0
tmux-python/tmuxp,2024-08,code_smells,53.0,71.0,-18.0,18.0
tmux-python/tmuxp,2024-09,code_smells,53.0,71.0,-18.0,18.0
tmux-python/tmuxp,2024-10,code_smells,53.0,71.0,-18.0,18.0
tmux-python/tmuxp,2024-11,code_smells,53.0,71.0,-18.0,18.0
tmux-python/tmuxp,2024-12,code_smells,53.0,71.0,-18.0,18.0
tw-haiven/haiven,2024-09,bugs,2.0,20.0,-18.0,18.0
yeagerai/genlayer-studio,2025-03,code_smells,170.0,152.0,18.0,18.0
zhang-xr/FirmLLM,2025-02,code_smells,128.0,110.0,18.0,18.0
OpenSPP/openspp-modules,2024-02,duplicated_lines_density,3.1,20.9,-17.799999999999997,17.799999999999997
ArpiarSaundersLab/annsql,2024-11,duplicated_lines_density,30.2,12.5,17.7,17.7
