outcome,term,estimate,std_error,conf_low,conf_high,p_value,note,outcome_label,panel,estimate_pct,conf_low_pct,conf_high_pct
log_commits,treat,0.217748308972099,0.125352362298365,-0.0279423211326953,0.463438939076894,0.0823713228610178,Borusyak static treatment effect,Commits,strict,24.3274107298033,-2.75555453216487,58.953089653742
log_lines_added,treat,0.992551801581745,0.267332730724598,0.468579649361534,1.51652395380196,0.000204982385136671,Borusyak static treatment effect,Lines Added,strict,169.811073843464,59.7723253590538,355.63595200211
