repo_name,time,dataset_source,is_treatment,event,post_event,time_to_event,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,cursor,commits,lines_added,lines_removed,contributors,stars,issues,age,ncloc_paper,ncloc_python_snapshot,paper_covariate_matched,python_snapshot_ncloc_matched,analysis_ready_agc_paper_ncloc,analysis_ready_agc_python_snapshot_ncloc,latest_commit,python_file_count,files_analyzed,failure_count,agc_analysis_status,agc_repo_month_matched,top_level_blocks_scored,agc_top_level_blocks,human_top_level_blocks,agc_top_level_block_ratio,function_blocks_scored,agc_function_blocks,human_function_blocks,agc_function_block_ratio,class_blocks_scored,agc_class_blocks,human_class_blocks,agc_class_block_ratio,comparison_status,changed_top_level_blocks,changed_agc_top_level_blocks,changed_hwc_top_level_blocks,agc_changed_top_level_block_ratio,added_top_level_blocks,added_agc_top_level_blocks,added_hwc_top_level_blocks,agc_added_top_level_block_ratio,modified_top_level_blocks,modified_agc_top_level_blocks,modified_hwc_top_level_blocks,agc_modified_top_level_block_ratio,changed_function_blocks,changed_agc_function_blocks,changed_hwc_function_blocks,agc_changed_function_block_ratio,changed_class_blocks,changed_agc_class_blocks,changed_hwc_class_blocks,agc_changed_class_block_ratio,analysis_ready_agc_changed_block_paper_ncloc,analysis_ready_agc_changed_block_python_snapshot_ncloc
tmux-python/tmuxp,2025-03,treatment,1,2025-03,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,877,249,2,17.0,1.0,2547.0,8243.0,9353,1,1,1,1,1b034699e8484f3c76a8ef46f5132dcf87b38fd0,99,99,0,ok,1,315,58,257,0.1841269841269841,239,48,191,0.200836820083682,76,10,66,0.131578947368421,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tmux-python/tmuxp,2025-04,treatment,1,2025-03,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1084,1074,1,25.0,5.0,2578.0,8243.0,9353,1,1,1,1,fad8ac65bba4223e4e082a09149221396a852e0b,99,99,0,ok,1,315,58,257,0.1841269841269841,239,48,191,0.200836820083682,76,10,66,0.131578947368421,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tmux-python/tmuxp,2025-05,treatment,1,2025-03,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,995,958,1,20.0,0.0,2608.0,8243.0,9353,1,1,1,1,d9d4038baa7ecee9623fd770703b544ecec78ad0,99,99,0,ok,1,315,58,257,0.1841269841269841,239,48,191,0.200836820083682,76,10,66,0.131578947368421,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tmux-python/tmuxp,2025-06,treatment,1,2025-03,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,345,295,1,11.0,0.0,2639.0,8251.0,9361,1,1,1,1,0708824ac8dbff7f0a4b504156be5bc511c288c7,99,99,0,ok,1,315,58,257,0.1841269841269841,239,48,191,0.200836820083682,76,10,66,0.131578947368421,ready,7,1,6,0.14285714285714285,0,0,0,,7,1,6,0.14285714285714285,4,0,4,0.0,3,1,2,0.3333333333333333,1,1
tmux-python/tmuxp,2025-07,treatment,1,2025-03,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,436,377,1,19.0,3.0,2669.0,8251.0,9361,1,1,1,1,7cea7b926b3366c59d7ca1e41de55cb020a0ce67,99,99,0,ok,1,315,58,257,0.1841269841269841,239,48,191,0.200836820083682,76,10,66,0.131578947368421,ready,1,0,1,0.0,0,0,0,,1,0,1,0.0,1,0,1,0.0,0,0,0,,1,1
tmux-python/tmuxp,2025-08,treatment,1,2025-03,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,799,747,1,12.0,0.0,2700.0,8251.0,9361,1,1,1,1,ccbc3729b89db062589697c28077877dc2b30642,99,99,0,ok,1,315,58,257,0.1841269841269841,239,48,191,0.200836820083682,76,10,66,0.131578947368421,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-docutils,2024-01,treatment,0,2025-03,0,-14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,216,213,1,0.0,0.0,3116.0,2441.0,2932,1,1,1,1,f463f0e4262bb8502fae0403bf11ab2c4898d5e7,55,55,0,ok,1,97,24,73,0.2474226804123711,68,19,49,0.2794117647058823,29,5,24,0.1724137931034483,no_previous_month,,,,,,,,,,,,,,,,,,,,,0,0
tony/django-docutils,2024-02,treatment,0,2025-03,0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,567,410,1,0.0,0.0,0.0,2490.0,2981,1,1,1,1,c8209f9d5a07ebc8e6e10219aab19b7c5b4d5884,55,55,0,ok,1,97,23,74,0.2371134020618556,68,18,50,0.2647058823529412,29,5,24,0.1724137931034483,ready,28,7,21,0.25,0,0,0,,28,7,21,0.25,23,7,16,0.30434782608695654,5,0,5,0.0,1,1
tony/django-docutils,2024-03,treatment,0,2025-03,0,-12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,608,468,1,0.0,0.0,3176.0,2480.0,2971,1,1,1,1,4cb8ec6f725cd2970fc928fefa0d66bc7818e606,55,55,0,ok,1,97,23,74,0.2371134020618556,68,18,50,0.2647058823529412,29,5,24,0.1724137931034483,ready,27,3,24,0.1111111111111111,0,0,0,,27,3,24,0.1111111111111111,12,0,12,0.0,15,3,12,0.2,1,1
tony/django-docutils,2024-04,treatment,0,2025-03,0,-11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,411,358,1,0.0,0.0,3207.0,2482.0,2973,1,1,1,1,b470d95fbeee9e27390502d866f9d5b3727a128d,55,55,0,ok,1,97,23,74,0.2371134020618556,68,18,50,0.2647058823529412,29,5,24,0.1724137931034483,ready,2,0,2,0.0,0,0,0,,2,0,2,0.0,0,0,0,,2,0,2,0.0,1,1
tony/django-docutils,2024-05,treatment,0,2025-03,0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,374,369,1,0.0,0.0,3237.0,2482.0,2973,1,1,1,1,6b00f517ec2c7fdac4c7a5f4e7d72c1ba5e25e9c,55,55,0,ok,1,97,23,74,0.2371134020618556,68,18,50,0.2647058823529412,29,5,24,0.1724137931034483,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-docutils,2024-06,treatment,0,2025-03,0,-9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,207,209,1,0.0,0.0,3268.0,2482.0,2973,1,1,1,1,ed75180f3d90e6143179995c2c67b6404e7dcb76,55,55,0,ok,1,97,23,74,0.2371134020618556,68,18,50,0.2647058823529412,29,5,24,0.1724137931034483,ready,1,0,1,0.0,0,0,0,,1,0,1,0.0,0,0,0,,1,0,1,0.0,1,1
tony/django-docutils,2024-07,treatment,0,2025-03,0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,240,206,1,0.0,0.0,3298.0,2482.0,2973,1,1,1,1,c9a88ac56a64421fa9e2474259961df7c19f33f0,55,55,0,ok,1,97,23,74,0.2371134020618556,68,18,50,0.2647058823529412,29,5,24,0.1724137931034483,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-docutils,2024-08,treatment,0,2025-03,0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,389,350,1,0.0,0.0,3329.0,2482.0,2973,1,1,1,1,4895644e3dafb21706239dde18e001ce5aa37f2a,55,55,0,ok,1,97,23,74,0.2371134020618556,68,18,50,0.2647058823529412,29,5,24,0.1724137931034483,ready,2,0,2,0.0,0,0,0,,2,0,2,0.0,0,0,0,,2,0,2,0.0,1,1
tony/django-docutils,2024-09,treatment,0,2025-03,0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,166,152,1,0.0,0.0,3360.0,2482.0,2973,1,1,1,1,7c1baf58136bc611e2eb4d7994592a7d6a17e0b1,55,55,0,ok,1,97,23,74,0.2371134020618556,68,18,50,0.2647058823529412,29,5,24,0.1724137931034483,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-docutils,2024-10,treatment,0,2025-03,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,260,238,1,0.0,0.0,3390.0,2482.0,2973,1,1,1,1,cfc1b264d19de55cfeb79c038d982a192b0412b0,55,55,0,ok,1,97,23,74,0.2371134020618556,68,18,50,0.2647058823529412,29,5,24,0.1724137931034483,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-docutils,2024-11,treatment,0,2025-03,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,3220,3482,1,0.0,0.0,3421.0,2482.0,2973,1,1,1,1,dca24e450cbb63e22a148c6a77b88d347ff735fe,55,55,0,ok,1,97,23,74,0.2371134020618556,68,18,50,0.2647058823529412,29,5,24,0.1724137931034483,ready,1,0,1,0.0,0,0,0,,1,0,1,0.0,1,0,1,0.0,0,0,0,,1,1
tony/django-docutils,2024-12,treatment,0,2025-03,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,1686,1170,1,0.0,0.0,3451.0,2483.0,2974,1,1,1,1,0b290cba2d4cbab3dac9ce00ec05a350b0011536,55,55,0,ok,1,97,23,74,0.2371134020618556,68,18,50,0.2647058823529412,29,5,24,0.1724137931034483,ready,43,5,38,0.11627906976744186,0,0,0,,43,5,38,0.11627906976744186,24,2,22,0.08333333333333333,19,3,16,0.15789473684210525,1,1
tony/django-docutils,2025-01,treatment,0,2025-03,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,934,636,1,0.0,0.0,0.0,2546.0,3037,1,1,1,1,0762c1f2c1d50954673b464d3773e769a8987adb,55,55,0,ok,1,97,23,74,0.2371134020618556,68,18,50,0.2647058823529412,29,5,24,0.1724137931034483,ready,42,2,40,0.047619047619047616,0,0,0,,42,2,40,0.047619047619047616,29,2,27,0.06896551724137931,13,0,13,0.0,1,1
tony/django-docutils,2025-02,treatment,0,2025-03,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,475,399,1,0.0,0.0,3513.0,2546.0,3037,1,1,1,1,cab44af66af2cdcf4b368f4214a9332bef904062,55,55,0,ok,1,97,23,74,0.2371134020618556,68,18,50,0.2647058823529412,29,5,24,0.1724137931034483,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-docutils,2025-03,treatment,1,2025-03,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,785,278,1,0.0,0.0,0.0,2546.0,3037,1,1,1,1,cb6234c0320cdbaa55c1656a8a3285bf96cb98a1,55,55,0,ok,1,97,23,74,0.2371134020618556,68,18,50,0.2647058823529412,29,5,24,0.1724137931034483,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-docutils,2025-04,treatment,1,2025-03,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1005,961,1,0.0,0.0,0.0,2546.0,3037,1,1,1,1,599abd08daad0eac078e5da127e64df1b075bc59,55,55,0,ok,1,97,23,74,0.2371134020618556,68,18,50,0.2647058823529412,29,5,24,0.1724137931034483,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-docutils,2025-05,treatment,1,2025-03,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1044,1006,1,0.0,0.0,0.0,2546.0,3037,1,1,1,1,ffe2c204fb91ed963b5ea7c40fe56343682171cb,55,55,0,ok,1,97,23,74,0.2371134020618556,68,18,50,0.2647058823529412,29,5,24,0.1724137931034483,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-docutils,2025-06,treatment,1,2025-03,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,356,320,1,0.0,0.0,0.0,2546.0,3037,1,1,1,1,fd6165b39d44bf78d66b9855a041ccc1eed04b52,55,55,0,ok,1,97,23,74,0.2371134020618556,68,18,50,0.2647058823529412,29,5,24,0.1724137931034483,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-docutils,2025-07,treatment,1,2025-03,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,351,317,1,0.0,0.0,0.0,2546.0,3037,1,1,1,1,584f8bc192dea2bfc0821e833c3edd4d143b877a,55,55,0,ok,1,97,23,74,0.2371134020618556,68,18,50,0.2647058823529412,29,5,24,0.1724137931034483,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-docutils,2025-08,treatment,1,2025-03,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,811,759,1,0.0,0.0,0.0,2546.0,3037,1,1,1,1,de6617c5da06ebc56a352d5feb48bb0f22edb58a,55,55,0,ok,1,97,23,74,0.2371134020618556,68,18,50,0.2647058823529412,29,5,24,0.1724137931034483,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-slugify-processor,2024-01,treatment,0,2025-03,0,-14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,194,191,1,0.0,0.0,663.0,448.0,348,1,1,1,1,227f314d702464fef559a94968bcdc846f93c3dd,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,no_previous_month,,,,,,,,,,,,,,,,,,,,,0,0
tony/django-slugify-processor,2024-02,treatment,0,2025-03,0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,338,275,1,0.0,0.0,694.0,452.0,352,1,1,1,1,c53422d9799f6f00af48ba08f1258c4acf6d7e10,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,ready,3,0,3,0.0,0,0,0,,3,0,3,0.0,2,0,2,0.0,1,0,1,0.0,1,1
tony/django-slugify-processor,2024-03,treatment,0,2025-03,0,-12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,330,259,1,0.0,0.0,0.0,451.0,351,1,1,1,1,625e9516a26bf81c36fa5f46545cc2fb151695bf,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,ready,3,0,3,0.0,0,0,0,,3,0,3,0.0,3,0,3,0.0,0,0,0,,1,1
tony/django-slugify-processor,2024-04,treatment,0,2025-03,0,-11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,257,217,1,0.0,0.0,754.0,452.0,352,1,1,1,1,a7eeca135ee98af17416707ccebe4d0ab71e81ea,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-slugify-processor,2024-05,treatment,0,2025-03,0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,344,354,1,0.0,0.0,784.0,452.0,352,1,1,1,1,6017c27336c358589d6037444aba9655597cc674,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-slugify-processor,2024-06,treatment,0,2025-03,0,-9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,204,217,1,0.0,0.0,815.0,452.0,352,1,1,1,1,b7f343f679836da504ec13ab5f7141f4cc82f903,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-slugify-processor,2024-07,treatment,0,2025-03,0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,173,173,1,0.0,0.0,845.0,452.0,352,1,1,1,1,fcb2cbcaeb9939da81e2f745b116da5769f75301,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-slugify-processor,2024-08,treatment,0,2025-03,0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,438,364,1,0.0,0.0,876.0,452.0,352,1,1,1,1,432747420eab99528bd9020bdce7960f026fdd97,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,ready,2,0,2,0.0,0,0,0,,2,0,2,0.0,2,0,2,0.0,0,0,0,,1,1
tony/django-slugify-processor,2024-09,treatment,0,2025-03,0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,154,140,1,0.0,0.0,907.0,452.0,352,1,1,1,1,8a0aca4f986460539cc2d20866778e5e313a9eff,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-slugify-processor,2024-10,treatment,0,2025-03,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,245,223,1,0.0,0.0,937.0,452.0,352,1,1,1,1,edf528705b41fd3da6bdda6b301d96935d20e528,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-slugify-processor,2024-11,treatment,0,2025-03,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,3039,3321,1,0.0,0.0,968.0,452.0,352,1,1,1,1,1dc94bb6f163648c69660d0aa269a736a717275b,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,ready,1,0,1,0.0,0,0,0,,1,0,1,0.0,1,0,1,0.0,0,0,0,,1,1
tony/django-slugify-processor,2024-12,treatment,0,2025-03,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,1431,978,1,0.0,0.0,998.0,452.0,352,1,1,1,1,bea6b3564750911252df8a8d28e83fbd0de7bc59,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,ready,1,0,1,0.0,0,0,0,,1,0,1,0.0,1,0,1,0.0,0,0,0,,1,1
tony/django-slugify-processor,2025-01,treatment,0,2025-03,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,414,332,1,0.0,0.0,0.0,462.0,362,1,1,1,1,e4f9c51a2ece040252f2939e256110736c1cfd26,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,ready,3,1,2,0.3333333333333333,0,0,0,,3,1,2,0.3333333333333333,3,1,2,0.3333333333333333,0,0,0,,1,1
tony/django-slugify-processor,2025-02,treatment,0,2025-03,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,458,383,1,0.0,0.0,1060.0,462.0,362,1,1,1,1,3b9dbc9ac9e04d72e3f5e53d39b47b68ec38a9ea,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-slugify-processor,2025-03,treatment,1,2025-03,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,772,255,1,1.0,0.0,1088.0,462.0,362,1,1,1,1,f2ab14a44f748984c903bc323dd389d0d9fe421f,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-slugify-processor,2025-04,treatment,1,2025-03,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,994,950,1,0.0,0.0,0.0,462.0,362,1,1,1,1,0537ae316c7984f37fc5a0830e5dff7ed00e9f71,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-slugify-processor,2025-05,treatment,1,2025-03,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1012,975,1,0.0,0.0,0.0,462.0,362,1,1,1,1,afa6278429c45dfbfbf41e78d4206b5be96165fe,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-slugify-processor,2025-06,treatment,1,2025-03,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,353,317,1,0.0,0.0,0.0,462.0,362,1,1,1,1,ffbe70e71c0940cc22892058ea59a61e1192f734,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-slugify-processor,2025-07,treatment,1,2025-03,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,339,305,1,0.0,0.0,0.0,462.0,362,1,1,1,1,046f46e267ac31071b4d3a702cdef5401fddcb6b,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
tony/django-slugify-processor,2025-08,treatment,1,2025-03,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,791,739,1,0.0,0.0,0.0,462.0,362,1,1,1,1,7ca63af648acca67953a5f668d890f26297437ff,14,14,0,ok,1,13,1,12,0.0769230769230769,12,1,11,0.0833333333333333,1,0,1,0.0,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
trycua/cua,2025-01,treatment,0,2025-03,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,,0,1,1,0,0,19a07d24d3c1207aa0809c77975087d92c070b0a,0,0,0,ok,1,0,0,0,,0,0,0,,0,0,0,,no_previous_month,,,,,,,,,,,,,,,,,,,,,0,0
trycua/cua,2025-02,treatment,0,2025-03,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37,1158,460,4,0.0,0.0,0.0,,0,1,1,0,0,b187511acfabe7fad390c581961fb7718748d07d,0,0,0,ok,1,0,0,0,,0,0,0,,0,0,0,,ready,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0
trycua/cua,2025-03,treatment,1,2025-03,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,120,62016,14752,6,665.0,12.0,0.0,11016.0,12736,1,1,1,1,9324ab56b21973171f72bfbb6f8aeb8c76871bf3,118,118,0,ok,1,235,85,150,0.3617021276595745,87,34,53,0.3908045977011494,148,51,97,0.3445945945945945,ready,235,85,150,0.3617021276595745,235,85,150,0.3617021276595745,0,0,0,,87,34,53,0.39080459770114945,148,51,97,0.34459459459459457,1,1
trycua/cua,2025-04,treatment,1,2025-03,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,286,68591,23084,12,1902.0,28.0,15.0,11136.0,16295,1,1,1,1,60bcb0716cfa720084faafb1d0c9b1f716a6945c,140,140,0,ok,1,288,96,192,0.3333333333333333,130,46,84,0.3538461538461538,158,50,108,0.3164556962025316,ready,82,18,64,0.21951219512195122,55,15,40,0.2727272727272727,27,3,24,0.1111111111111111,47,12,35,0.2553191489361702,35,6,29,0.17142857142857143,1,1
trycua/cua,2025-05,treatment,1,2025-03,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,227,48737,32831,7,2562.0,35.0,45.0,18802.0,21343,1,1,1,1,99b979ef114345fae36dba627f33577388759f47,160,160,0,ok,1,336,105,231,0.3125,162,49,113,0.3024691358024691,174,56,118,0.3218390804597701,ready,84,15,69,0.17857142857142858,50,11,39,0.22,34,4,30,0.11764705882352941,48,6,42,0.125,36,9,27,0.25,1,1
trycua/cua,2025-06,treatment,1,2025-03,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,189,55422,30785,5,373.0,5.0,76.0,22926.0,23736,1,1,1,1,f4b6b5942bc67e3331da5c442f6b8aa894bd12a1,174,174,0,ok,1,376,107,269,0.2845744680851064,196,51,145,0.2602040816326531,180,56,124,0.3111111111111111,ready,85,5,80,0.058823529411764705,41,2,39,0.04878048780487805,44,3,41,0.06818181818181818,48,2,46,0.041666666666666664,37,3,34,0.08108108108108109,1,1
trycua/cua,2025-07,treatment,1,2025-03,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,138,81213,64548,6,152.0,2.0,106.0,19580.0,18945,1,1,1,1,10bac17c7892facda695a514891e078ae9a55991,124,124,0,ok,1,353,92,261,0.2606232294617563,248,62,186,0.25,105,30,75,0.2857142857142857,ready,128,25,103,0.1953125,98,20,78,0.20408163265306123,30,5,25,0.16666666666666666,98,20,78,0.20408163265306123,30,5,25,0.16666666666666666,1,1
trycua/cua,2025-08,treatment,1,2025-03,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,278,518112,235949,10,242.0,12.0,137.0,24194.0,24596,1,1,1,1,9515a650ad505cad48638abcb96d343d7b6d1da1,147,147,0,ok,1,409,88,321,0.2151589242053789,283,57,226,0.2014134275618374,126,31,95,0.246031746031746,ready,142,23,119,0.1619718309859155,100,19,81,0.19,42,4,38,0.09523809523809523,92,19,73,0.20652173913043478,50,4,46,0.08,1,1
tsukumijima/KonomiTV,2024-01,treatment,0,2025-01,0,-12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89,41093,11903,3,28.0,0.0,831.0,50918.0,12691,1,1,1,1,324073ec85deb342d707d69972b6c441596da646,57,57,0,ok,1,223,76,147,0.3408071748878923,124,37,87,0.2983870967741935,99,39,60,0.3939393939393939,no_previous_month,,,,,,,,,,,,,,,,,,,,,0,0
tsukumijima/KonomiTV,2024-02,treatment,0,2025-01,0,-11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,5259,32930,4,7.0,0.0,862.0,29729.0,14053,1,1,1,1,20d52b28713499b675372a22f102f14110a1bfad,60,60,0,ok,1,270,91,179,0.337037037037037,149,38,111,0.2550335570469799,121,53,68,0.4380165289256198,ready,126,32,94,0.25396825396825395,48,18,30,0.375,78,14,64,0.1794871794871795,82,12,70,0.14634146341463414,44,20,24,0.45454545454545453,1,1
tsukumijima/KonomiTV,2024-03,treatment,0,2025-01,0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,131,124,3,12.0,0.0,891.0,29734.0,14058,1,1,1,1,82ce662b2b4e9bd6ff0d0031a2067ceb5d16e304,60,60,0,ok,1,270,90,180,0.3333333333333333,149,37,112,0.2483221476510067,121,53,68,0.4380165289256198,ready,7,2,5,0.2857142857142857,0,0,0,,7,2,5,0.2857142857142857,3,1,2,0.3333333333333333,4,1,3,0.25,1,1
tsukumijima/KonomiTV,2024-04,treatment,0,2025-01,0,-9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4044,3910,3,9.0,1.0,922.0,29771.0,14100,1,1,1,1,78805d9a46099bf9a9bf0aab6fe0c2378e8139b5,60,60,0,ok,1,271,91,180,0.3357933579335793,149,38,111,0.2550335570469799,122,53,69,0.4344262295081967,ready,57,14,43,0.24561403508771928,25,11,14,0.44,32,3,29,0.09375,37,4,33,0.10810810810810811,20,10,10,0.5,1,1
