outcome,term,estimate,std_error,conf_low,conf_high,p_value,note,outcome_label,ast_sequence_token_band_set,analysis_design_status,ast_sequence_token_band_width,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
agc_function_change_event_ratio,treat,-0.0541138581913145,0.0345646121949281,-0.121860498093374,0.0136327817107446,,Borusyak static treatment effect,AGC-Like Event Share | Positive-Event Month,width20_80_139,post_hoc_exploratory_sensitivity,20,120-139,120,140,bounded_band,ratio,paper,calendar_month,all,strict_width20_80_139_band_120_139_ratio_paper_ncloc_calendar_month_all
