dataset_source,repo_name,latest_commit,repo_dir,repo_dir_exists,commit_exists,error
control,adelatour11/androidtvbackground,643fc587f6a4462f0c0402be899059877cbf3df9,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/adelatour11_androidtvbackground,1,1,
control,adelatour11/androidtvbackground,ff3845ffb8172920c0c224052b77fa81708c463e,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/adelatour11_androidtvbackground,1,1,
control,adelatour11/androidtvbackground,0128ef8112e8071c63f30f2aca9fde7831f5e213,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/adelatour11_androidtvbackground,1,1,
control,adelatour11/androidtvbackground,3887a623b0ad32405826237c132fec2625f83bbf,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/adelatour11_androidtvbackground,1,1,
control,adelatour11/androidtvbackground,aff8e8fe4c7de868cd845610797d2c4fe47deb05,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/adelatour11_androidtvbackground,1,1,
control,adelatour11/androidtvbackground,4d2dd2139cb7a32df68d24494631373a4b5b1807,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/adelatour11_androidtvbackground,1,1,
control,adelatour11/androidtvbackground,4d82c578f6308417109ba352bffef004e4901c76,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/adelatour11_androidtvbackground,1,1,
control,aio-libs/aiohttp,fa2bb5d2594043ab7ebc6153f2c6ef3a728c328a,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aio-libs/aiohttp,a75ed655d7200102bb0129445469a6f5b6fc7f45,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aio-libs/aiohttp,1542348fb93fabac142833d267c22210644c0b5e,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aio-libs/aiohttp,c215e56dc175e9da545e73b00531f743833e0de8,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aio-libs/aiohttp,25e3e41ad0012381f214886ff437b924a4fda2f2,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aio-libs/aiohttp,10e3940aff0945180b71193a45cedf927b4d448d,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aio-libs/aiohttp,4c81115c0318aa2c7975cb92eeb8fcde9fc84f8f,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aio-libs/aiohttp,b73a4c170c64e2691331542d30133df3d54032c0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aio-libs/aiohttp,22a12cc2e2ef289d9e96fd87dfc17272177e52ac,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aio-libs/aiohttp,e86b72f663ab1918e588853bf5fe5f458f72dbf2,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aio-libs/aiohttp,a37c4f28b7e3a4d19de283b36133abf9f4cb73cc,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aio-libs/aiohttp,b103bbca6b753e5b5357367cbaed10c7eade5a44,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aio-libs/aiohttp,3ef5f00f4cb4b4f7b2d6080485b399207c6a525f,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aio-libs/aiohttp,a5f520552d95fd0b348c9183cd51b38869a49334,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aio-libs/aiohttp,d2d3621211348aecb3d568e634ba0abb016b6009,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aio-libs/aiohttp,299fe00a2b7b1f5def7daa98260263a61bc9772d,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aio-libs/aiohttp,1710f059dd6c63fcac1efbfd041b1e1cdda9f474,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aio-libs/aiohttp,84a2bf121836b29cdf8b2a9aa3308cb6dcc9fb35,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aio-libs/aiohttp,f6941e738fd5f8b3b110dcf7d1e63ee41de86a70,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aio-libs/aiohttp,acfc2e6e34e36c5afadc665ac3a6ffb5c1e00234,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aio-libs_aiohttp,1,1,
control,aj47/100x-orchestrator,2c394810aace9b232637e95c1281dd07f8caba67,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aj47_100x-orchestrator,1,1,
control,aj47/100x-orchestrator,ac9f1d7177edc0d733edd023c5ba631b61d6bbf3,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aj47_100x-orchestrator,1,1,
control,aj47/100x-orchestrator,c0f903e0768d211838793febb3ea3cc78ea325ef,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aj47_100x-orchestrator,1,1,
control,aj47/100x-orchestrator,4fede5d1be8abff710a702ee2ee324e4aa329ba3,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aj47_100x-orchestrator,1,1,
control,ali-bahrainian/RAG_best_practices,7e6218cb7260e337747c807bc28f60516fa7b760,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ali-bahrainian_RAG_best_practices,1,1,
control,ali-bahrainian/RAG_best_practices,735049f4a408786566fbd3823ef8cb9ba461f341,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ali-bahrainian_RAG_best_practices,1,1,
control,ali-bahrainian/RAG_best_practices,be7e7ac3532da61f47c1931c68b52f647267c608,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ali-bahrainian_RAG_best_practices,1,1,
control,aws-samples/aws-dms-cdc-data-pipeline,a356ba6970f7d550a30ea4f6a83d2307573a2d81,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws-samples_aws-dms-cdc-data-pipeline,1,1,
control,aws-samples/aws-dms-cdc-data-pipeline,6b8f482a2d290a9cd9b2e25199439567462214cf,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws-samples_aws-dms-cdc-data-pipeline,1,1,
control,aws-samples/aws-dms-cdc-data-pipeline,1e3520d9c580cde0227bb5c971dac2be8b5e1635,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws-samples_aws-dms-cdc-data-pipeline,1,1,
control,aws-samples/aws-dms-cdc-data-pipeline,7a248bbbe3b3ccc58fec30fdabcdeffc4992491f,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws-samples_aws-dms-cdc-data-pipeline,1,1,
control,aws-samples/aws-dms-cdc-data-pipeline,d15a811b3328a4cec14534f724cbd8b6399360f0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws-samples_aws-dms-cdc-data-pipeline,1,1,
control,aws-samples/aws-dms-cdc-data-pipeline,543f8daf3483b4730bdd27e419a6cd2e5926b6e4,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws-samples_aws-dms-cdc-data-pipeline,1,1,
control,aws-samples/aws-dms-cdc-data-pipeline,4196a7c2072cee21b71315957f0007c61907d932,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws-samples_aws-dms-cdc-data-pipeline,1,1,
control,aws/nova-act,0166b77440414fa4722ba2a00bd4efb53b8b0284,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,1,1,
control,aws/nova-act,d13683ac30876df8004b7eaeb6ed9db10607a419,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,1,1,
control,aws/nova-act,9fdf998b06aa849cefeec00490a3429837f584f2,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,1,1,
control,aws/nova-act,ec2a9086644b1fc68c0c39ed362360e2843800eb,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,1,1,
control,aws/nova-act,0c34f761c63a37dc23f400ea6257163f2009b0d5,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,1,1,
control,aws/nova-act,03bf255e76814a50b7ed1cd4e9961d8d6b9dc01d,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,1,1,
control,baaivision/EVE,3bdde8cf07d29c43fde3477471803c45293f601d,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/baaivision_EVE,1,1,
control,baaivision/EVE,4460bd68c7279f64fa31e54c33fdc666af484b0b,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/baaivision_EVE,1,1,
control,baaivision/EVE,c5bd77dfa8aaf19beb22257094dede0fc487b846,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/baaivision_EVE,1,1,
control,baaivision/EVE,c42d6f4946b397d19a07e04a6536813684764ce8,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/baaivision_EVE,1,1,
control,baaivision/EVE,cc63ec74d9e5eb7f476c2e083eac087b2882f285,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/baaivision_EVE,1,1,
control,believethehype/nostrdvm,d38a7cf1833f29ff1d16d392e0ac45bcca3c94cd,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,
control,believethehype/nostrdvm,1fd708e9565070c5f488dd84b4cdb1f035b62c2c,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,
control,believethehype/nostrdvm,1f4f7cd5ac26006cdd339cf14028c89f2fd5df00,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,
control,believethehype/nostrdvm,6a264f7edd6a7acb7ca49da1b587316bc6ede852,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,
control,believethehype/nostrdvm,9509d49186f1adcd4220db22611c7860ea7a9cd9,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,
control,believethehype/nostrdvm,365e7de6aac45ddd03d91587d6566b53704d8a0c,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,
control,believethehype/nostrdvm,728db264af2b01dafe19e7352d4f6b55c5ff0ccb,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,
control,believethehype/nostrdvm,8785288c9792a28f5aca7b34d63951113ed0ba70,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,
control,believethehype/nostrdvm,9a17d966d31a71d931ba83375444e30a12525fcd,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,
control,believethehype/nostrdvm,25dfaa5d9d8d6f1953316fc9c07bb9236c842e40,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,
control,believethehype/nostrdvm,8dedff5b20dcbaa64f40672faadb34c93b5111d2,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,
control,believethehype/nostrdvm,09873fd990809b06cc4218215f48575c41c969e3,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,
control,believethehype/nostrdvm,86d96a4772f8f217bb372c7d811277420b6cc930,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,
control,believethehype/nostrdvm,963c39ee31b67106336fa28dd56c73d065349a3d,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,
control,believethehype/nostrdvm,12d618e1897f5aeebbb669573f95b24b865bcf83,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,
control,believethehype/nostrdvm,f793b498e47e0ce9e9944d4d54e215b8c88d40f7,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,
control,believethehype/nostrdvm,80314c16683b64155db66144dfd93f4e3179e0aa,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,
control,believethehype/nostrdvm,e48dfe7e7ae497453383502f9de26ed22b0fc7e8,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,1,1,
control,bobokun/actualtap-py,a5fcb921ad47b516b36cca41ecfe36142cb0fcd0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bobokun_actualtap-py,1,1,
control,bobokun/actualtap-py,45a1dfead973828b1e14187cc7c95496522eb0ba,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bobokun_actualtap-py,1,1,
control,bobokun/actualtap-py,a26e3c46adf6f1fab7f983a855d535a043c9d0f1,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bobokun_actualtap-py,1,1,
control,bobokun/actualtap-py,0a0b9f8b3074166a662f745379a4eaec7e2286c4,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bobokun_actualtap-py,1,1,
control,bobokun/actualtap-py,f18a4b2af590b5fcdc9fbfb576acba83448f4a7e,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bobokun_actualtap-py,1,1,
control,bobokun/actualtap-py,9a1766dde5ccaec881ea3622d317c24075657f3c,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bobokun_actualtap-py,1,1,
control,bobokun/actualtap-py,8aff825b3c669e457f84a2a319c45c17ebc1c3d9,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bobokun_actualtap-py,1,1,
control,bobokun/actualtap-py,91d4301414af6c64524a732f970daf5cad50ff1b,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bobokun_actualtap-py,1,1,
control,bobokun/actualtap-py,594fc8def9e8fc43de05b1c60d6d6c1328418b2d,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bobokun_actualtap-py,1,1,
control,bobokun/actualtap-py,5da960399e0af62f7fe967931cd7ab754bc166f8,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bobokun_actualtap-py,1,1,
control,bobokun/actualtap-py,cb10f3fb24b0bd412ef6f86b7d3c20701e38a163,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bobokun_actualtap-py,1,1,
control,bobokun/actualtap-py,995bef727f592aa9edd92801e9d1f401b760c67f,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bobokun_actualtap-py,1,1,
control,bobokun/actualtap-py,eb7fac7e0328535a7df8956bee346324bc5045d8,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bobokun_actualtap-py,1,1,
control,bobokun/actualtap-py,ed5e4f556aa1a459c8cca67343262d890a2f8cbf,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bobokun_actualtap-py,1,1,
control,bropines/chrome-lens-py,ad8d9902f2c9a302c532c005da8b86b7da25858a,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bropines_chrome-lens-py,1,1,
control,bropines/chrome-lens-py,84922f3da6764564f118d381dbd9ee84b09681b6,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bropines_chrome-lens-py,1,1,
control,bropines/chrome-lens-py,fd01ef9d479704ebf3b40ed2d84e650d14fa385f,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bropines_chrome-lens-py,1,1,
control,bropines/chrome-lens-py,e37629473f98a73ca5118f0f3970855c19e4789d,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bropines_chrome-lens-py,1,1,
control,bropines/chrome-lens-py,cc867b581a07a1c4dae60fc5963017d18393ee8c,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bropines_chrome-lens-py,1,1,
control,bropines/chrome-lens-py,9fe53b7726defcbb4189829ff8808d17c80f482d,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bropines_chrome-lens-py,1,1,
control,bropines/chrome-lens-py,01ca4c0bdf4c77e9cd0ace4c24e5a63df29a37ba,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bropines_chrome-lens-py,1,1,
control,bropines/chrome-lens-py,e06a26cc2df7b9f475b163cd147c2d892ae69a7b,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bropines_chrome-lens-py,1,1,
control,bropines/chrome-lens-py,4f1620431d6867b4088acf5de8a05f55c8a89244,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bropines_chrome-lens-py,1,1,
control,bropines/chrome-lens-py,f0ba9bc2757176ac16104b265c8003212d822a3c,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/bropines_chrome-lens-py,1,1,
control,caffeinedoom/reconthing,63f6a888dcf040f261ad37f46356ce5dba6ec853,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/caffeinedoom_reconthing,1,1,
control,cyb3rfortr3ss/ByDeF,d7b3e3870708b397ed5abbf846b77d5f1159a5a8,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/cyb3rfortr3ss_ByDeF,1,1,
control,cyb3rfortr3ss/ByDeF,af0b596ed25048c90b6bdee88900c8fad8fcda6c,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/cyb3rfortr3ss_ByDeF,1,1,
control,davidhandsome86/LLM_RAG,57f27f2529bbadf6c72f236c4f10140984d2dfdd,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/davidhandsome86_LLM_RAG,1,1,
control,davidhandsome86/LLM_RAG,87dcfc0ac2aedc2c0b4591d96a8c049af730d1cb,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/davidhandsome86_LLM_RAG,1,1,
control,daxa-ai/pebblo,dd0f7f3c16db9f483fb4eabe74a13953fe69d2bf,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/daxa-ai_pebblo,1,1,
control,daxa-ai/pebblo,fb68cbd371dea2703a715eef83e5ba8d8efb19e6,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/daxa-ai_pebblo,1,1,
control,daxa-ai/pebblo,8bb53c3f1461b23ebb349dd49be75ba338a87cd2,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/daxa-ai_pebblo,1,1,
control,daxa-ai/pebblo,c2dafbad2de48d2901b4f1b4e1abbdbfb3059e13,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/daxa-ai_pebblo,1,1,
control,daxa-ai/pebblo,d7943987a7eb9b40c4cf1f957a49b9109201b974,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/daxa-ai_pebblo,1,1,
control,daxa-ai/pebblo,c1c7567f6e9820dd1994ae08b2846b1f4b26fed9,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/daxa-ai_pebblo,1,1,
control,daxa-ai/pebblo,111ebf49220edbf177d96e09f6eb1852448c11ce,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/daxa-ai_pebblo,1,1,
control,daxa-ai/pebblo,59a9834cf52b9f1aa69b06626702def7a1ea46ba,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/daxa-ai_pebblo,1,1,
control,daxa-ai/pebblo,c68f56e1092764a2e0205dfb3019811d411b7e94,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/daxa-ai_pebblo,1,1,
control,daxa-ai/pebblo,efcc3fbdfe4fd4619aea93d5b3a09e5f4c764715,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/daxa-ai_pebblo,1,1,
control,daxa-ai/pebblo,e67b01121b7140ae6448941fb10c2f257515d1b0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/daxa-ai_pebblo,1,1,
control,daxa-ai/pebblo,3a962db74dc6a2ace27cbd53802b8574df503dd3,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/daxa-ai_pebblo,1,1,
control,daxa-ai/pebblo,0ecabf60c19de7cb4cefe66ee10940575860d193,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/daxa-ai_pebblo,1,1,
control,dimatura/pypcd,940c36b375038ba19de8c1d6b3d292ddff8c0bd4,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dimatura_pypcd,1,1,
control,dimatura/pypcd,b8ce5f2af38b16e549ccadbe54459501761933ab,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dimatura_pypcd,1,1,
control,dimatura/pypcd,6321080f704d3fa331b6b244daf55a6d774212f8,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dimatura_pypcd,1,1,
control,djeada/Kurs-Podstaw-Pythona,28db5fdf224bfcf3916266630a5d2cc0e6908b06,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/djeada_Kurs-Podstaw-Pythona,1,1,
control,djeada/Kurs-Podstaw-Pythona,9607373ba86b30cf636052dd9b55498064b3c8f8,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/djeada_Kurs-Podstaw-Pythona,1,1,
control,djeada/Kurs-Podstaw-Pythona,8d0e9de1f09397589f384c78867e9595e1ef56f1,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/djeada_Kurs-Podstaw-Pythona,1,1,
control,djeada/Kurs-Podstaw-Pythona,da69156ef45034b6c2915d452d409370b56a64b1,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/djeada_Kurs-Podstaw-Pythona,1,1,
control,djeada/Kurs-Podstaw-Pythona,d0ac209a9a3c79873be165cc068315b6ed9d8af8,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/djeada_Kurs-Podstaw-Pythona,1,1,
control,djeada/Kurs-Podstaw-Pythona,de9119d575258c086ce84309850295f498da46cd,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/djeada_Kurs-Podstaw-Pythona,1,1,
control,djeada/Kurs-Podstaw-Pythona,a95e0316c23821dad349a60a0bbc6effa22738dc,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/djeada_Kurs-Podstaw-Pythona,1,1,
control,djeada/Kurs-Podstaw-Pythona,827fc8be3749d84001b16eed3fd87f16444aafa9,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/djeada_Kurs-Podstaw-Pythona,1,1,
control,djeada/Kurs-Podstaw-Pythona,b4d61b22c3462726f3be93901abb607b95201578,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/djeada_Kurs-Podstaw-Pythona,1,1,
control,djeada/Kurs-Podstaw-Pythona,379390701baddbf36fa5be1cde3dc979fc3bcd7a,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/djeada_Kurs-Podstaw-Pythona,1,1,
control,djeada/Kurs-Podstaw-Pythona,09b1533f92ef06b3bfbf03137e462fcb1db1dd9b,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/djeada_Kurs-Podstaw-Pythona,1,1,
control,djeada/Kurs-Podstaw-Pythona,f8c8f45ea09e9fe28d91c9841108a04ee267bd31,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/djeada_Kurs-Podstaw-Pythona,1,1,
control,djeada/Kurs-Podstaw-Pythona,3f1204f499a377135708d6d85a82de2caf1b297a,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/djeada_Kurs-Podstaw-Pythona,1,1,
control,dottxt-ai/prompts,b47c9ba122b0bf40291637b678da62a6ce029eaf,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dottxt-ai_prompts,1,1,
control,dottxt-ai/prompts,1ce5258495a41ebf87c1ef2e8e1fed90baefe001,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dottxt-ai_prompts,1,1,
control,dottxt-ai/prompts,3d2689ad7c388af3ab603aa374a51ca66d9eb915,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dottxt-ai_prompts,1,1,
control,dottxt-ai/prompts,d386a43d3e735a56bcbf616c484ffe7fa8ed9f22,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dottxt-ai_prompts,1,1,
control,dromara/domain-admin,018861d9645ed015717a1875fdf446c30289f51a,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dromara_domain-admin,1,1,
control,dromara/domain-admin,8dd2085555021afc38b116a50c912d7595936d55,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dromara_domain-admin,1,1,
control,dromara/domain-admin,6406f470292889443bef67d6221e6ad49e0bb67c,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dromara_domain-admin,1,1,
control,dromara/domain-admin,57c9f93d9e57006343ab869f23b00f8fd0425962,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dromara_domain-admin,1,1,
control,dromara/domain-admin,dc857fc8d3efa99d3ec1586209a9aa6fb442be4f,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dromara_domain-admin,1,1,
control,dromara/domain-admin,0fbc2225825252b1e0fbe1ec1deb4450d734da38,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dromara_domain-admin,1,1,
control,dromara/domain-admin,330b1299e9a82b01c31ec84a33cef2610b3bca55,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dromara_domain-admin,1,1,
control,dromara/domain-admin,f47953389ad7a0ea5ca4440b58a4c6c21868df7f,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dromara_domain-admin,1,1,
control,dromara/domain-admin,b1d376b3c3e250f0a89c127e3e0af736bea59d83,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dromara_domain-admin,1,1,
control,dromara/domain-admin,00fa6785486975f2e5c8cdff3375d1cb31ee3f53,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dromara_domain-admin,1,1,
control,dromara/domain-admin,f1db25e8d01f10f13644afc47a0d8684de3d66ad,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dromara_domain-admin,1,1,
control,dromara/domain-admin,f184fef939ce2392a3b0c423daa1775993fada71,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dromara_domain-admin,1,1,
control,dromara/domain-admin,15e8af88c2d0c17be14d35b573fa7ec70d4479b0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dromara_domain-admin,1,1,
control,dromara/domain-admin,9e29e6935996b3d9c6b099b1e64ade2e4789bca8,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dromara_domain-admin,1,1,
control,dromara/domain-admin,560c637c93b13ccec631e0fb7a22953d380e5ca9,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dromara_domain-admin,1,1,
control,dromara/domain-admin,4824c6239ec2dcd136144d1b9558cc628a43a0fa,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dromara_domain-admin,1,1,
control,dromara/domain-admin,a2aae1b9d2eea4eda91f6e48b67d9def52ed11e1,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dromara_domain-admin,1,1,
