classification,token_range,event_month,treatment_unique_body_count,treatment_panel_repo_months,treatment_panel_repositories,treatment_aligned_pairs,treatment_unique_body_count_per_100_repo_months,treatment_unique_body_count_per_100_repositories,control_unique_body_count,control_panel_repo_months,control_panel_repositories,control_aligned_pairs,control_unique_body_count_per_100_repo_months,control_unique_body_count_per_100_repositories,unique_body_count_difference_treatment_minus_control,treatment_unique_body_share_within_month,control_unique_body_share_within_month
HWC-like,181-190,-4,28,35,35,300,80.0,80.0,19,47,47,300,40.42553191489362,40.42553191489362,9,0.07799442896935933,0.055232558139534885
HWC-like,191-200,-4,26,35,35,300,74.28571428571429,74.28571428571429,35,47,47,300,74.46808510638297,74.46808510638297,-9,0.07242339832869081,0.10174418604651163
ALL,ALL,-3,682,40,40,300,1705.0,1705.0,339,45,45,300,753.3333333333334,753.3333333333334,343,1.0,1.0
ALL,100-110,-3,98,40,40,300,245.0,245.0,52,45,45,300,115.55555555555556,115.55555555555556,46,0.1436950146627566,0.15339233038348082
ALL,111-120,-3,94,40,40,300,235.0,235.0,45,45,45,300,100.0,100.0,49,0.1378299120234604,0.13274336283185842
ALL,121-130,-3,82,40,40,300,205.0,205.0,44,45,45,300,97.77777777777777,97.77777777777777,38,0.12023460410557185,0.12979351032448377
ALL,131-140,-3,92,40,40,300,230.0,230.0,43,45,45,300,95.55555555555556,95.55555555555556,49,0.1348973607038123,0.12684365781710916
ALL,141-150,-3,61,40,40,300,152.5,152.5,41,45,45,300,91.11111111111111,91.11111111111111,20,0.08944281524926687,0.12094395280235988
ALL,151-160,-3,60,40,40,300,150.0,150.0,32,45,45,300,71.11111111111111,71.11111111111111,28,0.08797653958944282,0.0943952802359882
ALL,161-170,-3,52,40,40,300,130.0,130.0,28,45,45,300,62.22222222222222,62.22222222222222,24,0.07624633431085044,0.08259587020648967
ALL,171-180,-3,45,40,40,300,112.5,112.5,22,45,45,300,48.888888888888886,48.888888888888886,23,0.06598240469208211,0.06489675516224189
ALL,181-190,-3,49,40,40,300,122.5,122.5,21,45,45,300,46.666666666666664,46.666666666666664,28,0.0718475073313783,0.061946902654867256
ALL,191-200,-3,49,40,40,300,122.5,122.5,11,45,45,300,24.444444444444443,24.444444444444443,38,0.0718475073313783,0.032448377581120944
AGC-like,ALL,-3,96,40,40,300,240.0,240.0,34,45,45,300,75.55555555555556,75.55555555555556,62,1.0,1.0
AGC-like,100-110,-3,9,40,40,300,22.5,22.5,5,45,45,300,11.11111111111111,11.11111111111111,4,0.09375,0.14705882352941177
AGC-like,111-120,-3,11,40,40,300,27.5,27.5,4,45,45,300,8.88888888888889,8.88888888888889,7,0.11458333333333333,0.11764705882352941
AGC-like,121-130,-3,13,40,40,300,32.5,32.5,8,45,45,300,17.77777777777778,17.77777777777778,5,0.13541666666666666,0.23529411764705882
AGC-like,131-140,-3,12,40,40,300,30.0,30.0,6,45,45,300,13.333333333333334,13.333333333333334,6,0.125,0.17647058823529413
AGC-like,141-150,-3,13,40,40,300,32.5,32.5,4,45,45,300,8.88888888888889,8.88888888888889,9,0.13541666666666666,0.11764705882352941
AGC-like,151-160,-3,10,40,40,300,25.0,25.0,2,45,45,300,4.444444444444445,4.444444444444445,8,0.10416666666666667,0.058823529411764705
AGC-like,161-170,-3,8,40,40,300,20.0,20.0,0,45,45,300,0.0,0.0,8,0.08333333333333333,0.0
AGC-like,171-180,-3,6,40,40,300,15.0,15.0,1,45,45,300,2.2222222222222223,2.2222222222222223,5,0.0625,0.029411764705882353
AGC-like,181-190,-3,8,40,40,300,20.0,20.0,3,45,45,300,6.666666666666667,6.666666666666667,5,0.08333333333333333,0.08823529411764706
AGC-like,191-200,-3,6,40,40,300,15.0,15.0,1,45,45,300,2.2222222222222223,2.2222222222222223,5,0.0625,0.029411764705882353
HWC-like,ALL,-3,586,40,40,300,1465.0,1465.0,305,45,45,300,677.7777777777778,677.7777777777778,281,1.0,1.0
HWC-like,100-110,-3,89,40,40,300,222.5,222.5,47,45,45,300,104.44444444444444,104.44444444444444,42,0.15187713310580206,0.1540983606557377
HWC-like,111-120,-3,83,40,40,300,207.5,207.5,41,45,45,300,91.11111111111111,91.11111111111111,42,0.1416382252559727,0.13442622950819672
HWC-like,121-130,-3,69,40,40,300,172.5,172.5,36,45,45,300,80.0,80.0,33,0.11774744027303755,0.1180327868852459
HWC-like,131-140,-3,80,40,40,300,200.0,200.0,37,45,45,300,82.22222222222223,82.22222222222223,43,0.13651877133105803,0.12131147540983607
HWC-like,141-150,-3,48,40,40,300,120.0,120.0,37,45,45,300,82.22222222222223,82.22222222222223,11,0.08191126279863481,0.12131147540983607
HWC-like,151-160,-3,50,40,40,300,125.0,125.0,30,45,45,300,66.66666666666667,66.66666666666667,20,0.08532423208191127,0.09836065573770492
HWC-like,161-170,-3,44,40,40,300,110.0,110.0,28,45,45,300,62.22222222222222,62.22222222222222,16,0.07508532423208192,0.09180327868852459
HWC-like,171-180,-3,39,40,40,300,97.5,97.5,21,45,45,300,46.666666666666664,46.666666666666664,18,0.06655290102389079,0.06885245901639345
HWC-like,181-190,-3,41,40,40,300,102.5,102.5,18,45,45,300,40.0,40.0,23,0.06996587030716724,0.05901639344262295
HWC-like,191-200,-3,43,40,40,300,107.5,107.5,10,45,45,300,22.22222222222222,22.22222222222222,33,0.07337883959044368,0.03278688524590164
ALL,ALL,-2,561,42,42,300,1335.7142857142858,1335.7142857142858,323,49,49,300,659.1836734693877,659.1836734693877,238,1.0,1.0
ALL,100-110,-2,71,42,42,300,169.04761904761904,169.04761904761904,47,49,49,300,95.91836734693878,95.91836734693878,24,0.1265597147950089,0.14551083591331268
ALL,111-120,-2,66,42,42,300,157.14285714285714,157.14285714285714,38,49,49,300,77.55102040816327,77.55102040816327,28,0.11764705882352941,0.11764705882352941
ALL,121-130,-2,82,42,42,300,195.23809523809524,195.23809523809524,45,49,49,300,91.83673469387755,91.83673469387755,37,0.14616755793226383,0.1393188854489164
ALL,131-140,-2,61,42,42,300,145.23809523809524,145.23809523809524,23,49,49,300,46.93877551020408,46.93877551020408,38,0.10873440285204991,0.07120743034055728
ALL,141-150,-2,61,42,42,300,145.23809523809524,145.23809523809524,28,49,49,300,57.142857142857146,57.142857142857146,33,0.10873440285204991,0.08668730650154799
ALL,151-160,-2,59,42,42,300,140.47619047619048,140.47619047619048,35,49,49,300,71.42857142857143,71.42857142857143,24,0.1051693404634581,0.10835913312693499
ALL,161-170,-2,56,42,42,300,133.33333333333334,133.33333333333334,36,49,49,300,73.46938775510205,73.46938775510205,20,0.09982174688057041,0.11145510835913312
ALL,171-180,-2,33,42,42,300,78.57142857142857,78.57142857142857,22,49,49,300,44.89795918367347,44.89795918367347,11,0.058823529411764705,0.06811145510835913
ALL,181-190,-2,32,42,42,300,76.19047619047619,76.19047619047619,22,49,49,300,44.89795918367347,44.89795918367347,10,0.0570409982174688,0.06811145510835913
ALL,191-200,-2,40,42,42,300,95.23809523809524,95.23809523809524,27,49,49,300,55.10204081632653,55.10204081632653,13,0.07130124777183601,0.08359133126934984
AGC-like,ALL,-2,72,42,42,300,171.42857142857142,171.42857142857142,26,49,49,300,53.06122448979592,53.06122448979592,46,1.0,1.0
AGC-like,100-110,-2,10,42,42,300,23.80952380952381,23.80952380952381,7,49,49,300,14.285714285714286,14.285714285714286,3,0.1388888888888889,0.2692307692307692
AGC-like,111-120,-2,8,42,42,300,19.047619047619047,19.047619047619047,3,49,49,300,6.122448979591836,6.122448979591836,5,0.1111111111111111,0.11538461538461539
AGC-like,121-130,-2,11,42,42,300,26.19047619047619,26.19047619047619,3,49,49,300,6.122448979591836,6.122448979591836,8,0.1527777777777778,0.11538461538461539
AGC-like,131-140,-2,11,42,42,300,26.19047619047619,26.19047619047619,1,49,49,300,2.0408163265306123,2.0408163265306123,10,0.1527777777777778,0.038461538461538464
AGC-like,141-150,-2,5,42,42,300,11.904761904761905,11.904761904761905,4,49,49,300,8.16326530612245,8.16326530612245,1,0.06944444444444445,0.15384615384615385
AGC-like,151-160,-2,11,42,42,300,26.19047619047619,26.19047619047619,4,49,49,300,8.16326530612245,8.16326530612245,7,0.1527777777777778,0.15384615384615385
AGC-like,161-170,-2,4,42,42,300,9.523809523809524,9.523809523809524,2,49,49,300,4.081632653061225,4.081632653061225,2,0.05555555555555555,0.07692307692307693
AGC-like,171-180,-2,2,42,42,300,4.761904761904762,4.761904761904762,1,49,49,300,2.0408163265306123,2.0408163265306123,1,0.027777777777777776,0.038461538461538464
AGC-like,181-190,-2,4,42,42,300,9.523809523809524,9.523809523809524,1,49,49,300,2.0408163265306123,2.0408163265306123,3,0.05555555555555555,0.038461538461538464
AGC-like,191-200,-2,6,42,42,300,14.285714285714286,14.285714285714286,0,49,49,300,0.0,0.0,6,0.08333333333333333,0.0
HWC-like,ALL,-2,489,42,42,300,1164.2857142857142,1164.2857142857142,297,49,49,300,606.1224489795918,606.1224489795918,192,1.0,1.0
HWC-like,100-110,-2,61,42,42,300,145.23809523809524,145.23809523809524,40,49,49,300,81.63265306122449,81.63265306122449,21,0.12474437627811862,0.13468013468013468
HWC-like,111-120,-2,58,42,42,300,138.0952380952381,138.0952380952381,35,49,49,300,71.42857142857143,71.42857142857143,23,0.11860940695296524,0.11784511784511785
HWC-like,121-130,-2,71,42,42,300,169.04761904761904,169.04761904761904,42,49,49,300,85.71428571428571,85.71428571428571,29,0.14519427402862986,0.1414141414141414
HWC-like,131-140,-2,50,42,42,300,119.04761904761905,119.04761904761905,22,49,49,300,44.89795918367347,44.89795918367347,28,0.10224948875255624,0.07407407407407407
HWC-like,141-150,-2,56,42,42,300,133.33333333333334,133.33333333333334,24,49,49,300,48.97959183673469,48.97959183673469,32,0.11451942740286299,0.08080808080808081
HWC-like,151-160,-2,48,42,42,300,114.28571428571429,114.28571428571429,31,49,49,300,63.265306122448976,63.265306122448976,17,0.09815950920245399,0.10437710437710437
HWC-like,161-170,-2,52,42,42,300,123.80952380952381,123.80952380952381,34,49,49,300,69.38775510204081,69.38775510204081,18,0.10633946830265849,0.11447811447811448
HWC-like,171-180,-2,31,42,42,300,73.80952380952381,73.80952380952381,21,49,49,300,42.857142857142854,42.857142857142854,10,0.06339468302658487,0.0707070707070707
HWC-like,181-190,-2,28,42,42,300,66.66666666666667,66.66666666666667,21,49,49,300,42.857142857142854,42.857142857142854,7,0.05725971370143149,0.0707070707070707
HWC-like,191-200,-2,34,42,42,300,80.95238095238095,80.95238095238095,27,49,49,300,55.10204081632653,55.10204081632653,7,0.06952965235173825,0.09090909090909091
ALL,ALL,-1,701,53,53,300,1322.6415094339623,1322.6415094339623,465,54,54,300,861.1111111111111,861.1111111111111,236,1.0,1.0
ALL,100-110,-1,93,53,53,300,175.47169811320754,175.47169811320754,65,54,54,300,120.37037037037037,120.37037037037037,28,0.1326676176890157,0.13978494623655913
ALL,111-120,-1,73,53,53,300,137.73584905660377,137.73584905660377,60,54,54,300,111.11111111111111,111.11111111111111,13,0.10413694721825963,0.12903225806451613
ALL,121-130,-1,74,53,53,300,139.62264150943398,139.62264150943398,57,54,54,300,105.55555555555556,105.55555555555556,17,0.10556348074179743,0.12258064516129032
ALL,131-140,-1,84,53,53,300,158.49056603773585,158.49056603773585,33,54,54,300,61.111111111111114,61.111111111111114,51,0.11982881597717546,0.07096774193548387
ALL,141-150,-1,58,53,53,300,109.43396226415095,109.43396226415095,46,54,54,300,85.18518518518519,85.18518518518519,12,0.08273894436519258,0.0989247311827957
ALL,151-160,-1,87,53,53,300,164.1509433962264,164.1509433962264,45,54,54,300,83.33333333333333,83.33333333333333,42,0.12410841654778887,0.0967741935483871
ALL,161-170,-1,61,53,53,300,115.09433962264151,115.09433962264151,34,54,54,300,62.96296296296296,62.96296296296296,27,0.08701854493580599,0.07311827956989247
ALL,171-180,-1,64,53,53,300,120.75471698113208,120.75471698113208,49,54,54,300,90.74074074074075,90.74074074074075,15,0.0912981455064194,0.1053763440860215
ALL,181-190,-1,50,53,53,300,94.33962264150944,94.33962264150944,35,54,54,300,64.81481481481481,64.81481481481481,15,0.07132667617689016,0.07526881720430108
ALL,191-200,-1,57,53,53,300,107.54716981132076,107.54716981132076,41,54,54,300,75.92592592592592,75.92592592592592,16,0.08131241084165478,0.08817204301075268
AGC-like,ALL,-1,101,53,53,300,190.56603773584905,190.56603773584905,108,54,54,300,200.0,200.0,-7,1.0,1.0
AGC-like,100-110,-1,17,53,53,300,32.075471698113205,32.075471698113205,18,54,54,300,33.333333333333336,33.333333333333336,-1,0.16831683168316833,0.16666666666666666
AGC-like,111-120,-1,11,53,53,300,20.754716981132077,20.754716981132077,10,54,54,300,18.51851851851852,18.51851851851852,1,0.10891089108910891,0.09259259259259259
AGC-like,121-130,-1,10,53,53,300,18.867924528301888,18.867924528301888,19,54,54,300,35.18518518518518,35.18518518518518,-9,0.09900990099009901,0.17592592592592593
AGC-like,131-140,-1,12,53,53,300,22.641509433962263,22.641509433962263,10,54,54,300,18.51851851851852,18.51851851851852,2,0.1188118811881188,0.09259259259259259
AGC-like,141-150,-1,10,53,53,300,18.867924528301888,18.867924528301888,8,54,54,300,14.814814814814815,14.814814814814815,2,0.09900990099009901,0.07407407407407407
AGC-like,151-160,-1,9,53,53,300,16.9811320754717,16.9811320754717,12,54,54,300,22.22222222222222,22.22222222222222,-3,0.0891089108910891,0.1111111111111111
AGC-like,161-170,-1,6,53,53,300,11.320754716981131,11.320754716981131,9,54,54,300,16.666666666666668,16.666666666666668,-3,0.0594059405940594,0.08333333333333333
AGC-like,171-180,-1,10,53,53,300,18.867924528301888,18.867924528301888,8,54,54,300,14.814814814814815,14.814814814814815,2,0.09900990099009901,0.07407407407407407
AGC-like,181-190,-1,8,53,53,300,15.09433962264151,15.09433962264151,10,54,54,300,18.51851851851852,18.51851851851852,-2,0.07920792079207921,0.09259259259259259
AGC-like,191-200,-1,8,53,53,300,15.09433962264151,15.09433962264151,4,54,54,300,7.407407407407407,7.407407407407407,4,0.07920792079207921,0.037037037037037035
HWC-like,ALL,-1,600,53,53,300,1132.0754716981132,1132.0754716981132,357,54,54,300,661.1111111111111,661.1111111111111,243,1.0,1.0
HWC-like,100-110,-1,76,53,53,300,143.39622641509433,143.39622641509433,47,54,54,300,87.03703703703704,87.03703703703704,29,0.12666666666666668,0.13165266106442577
HWC-like,111-120,-1,62,53,53,300,116.98113207547169,116.98113207547169,50,54,54,300,92.5925925925926,92.5925925925926,12,0.10333333333333333,0.1400560224089636
HWC-like,121-130,-1,64,53,53,300,120.75471698113208,120.75471698113208,38,54,54,300,70.37037037037037,70.37037037037037,26,0.10666666666666667,0.10644257703081232
HWC-like,131-140,-1,72,53,53,300,135.8490566037736,135.8490566037736,23,54,54,300,42.592592592592595,42.592592592592595,49,0.12,0.06442577030812324
HWC-like,141-150,-1,48,53,53,300,90.56603773584905,90.56603773584905,38,54,54,300,70.37037037037037,70.37037037037037,10,0.08,0.10644257703081232
HWC-like,151-160,-1,78,53,53,300,147.16981132075472,147.16981132075472,33,54,54,300,61.111111111111114,61.111111111111114,45,0.13,0.09243697478991597
HWC-like,161-170,-1,55,53,53,300,103.77358490566037,103.77358490566037,25,54,54,300,46.2962962962963,46.2962962962963,30,0.09166666666666666,0.0700280112044818
HWC-like,171-180,-1,54,53,53,300,101.88679245283019,101.88679245283019,41,54,54,300,75.92592592592592,75.92592592592592,13,0.09,0.11484593837535013
HWC-like,181-190,-1,42,53,53,300,79.24528301886792,79.24528301886792,25,54,54,300,46.2962962962963,46.2962962962963,17,0.07,0.0700280112044818
HWC-like,191-200,-1,49,53,53,300,92.45283018867924,92.45283018867924,37,54,54,300,68.51851851851852,68.51851851851852,12,0.08166666666666667,0.10364145658263306
ALL,ALL,0,1744,100,100,300,1744.0,1744.0,204,71,71,300,287.32394366197184,287.32394366197184,1540,1.0,1.0
ALL,100-110,0,260,100,100,300,260.0,260.0,31,71,71,300,43.66197183098591,43.66197183098591,229,0.14908256880733944,0.15196078431372548
ALL,111-120,0,243,100,100,300,243.0,243.0,23,71,71,300,32.394366197183096,32.394366197183096,220,0.1393348623853211,0.11274509803921569
ALL,121-130,0,191,100,100,300,191.0,191.0,17,71,71,300,23.943661971830984,23.943661971830984,174,0.1095183486238532,0.08333333333333333
ALL,131-140,0,166,100,100,300,166.0,166.0,20,71,71,300,28.169014084507044,28.169014084507044,146,0.09518348623853211,0.09803921568627451
ALL,141-150,0,189,100,100,300,189.0,189.0,22,71,71,300,30.985915492957748,30.985915492957748,167,0.10837155963302753,0.10784313725490197
ALL,151-160,0,138,100,100,300,138.0,138.0,19,71,71,300,26.760563380281692,26.760563380281692,119,0.07912844036697247,0.09313725490196079
ALL,161-170,0,138,100,100,300,138.0,138.0,19,71,71,300,26.760563380281692,26.760563380281692,119,0.07912844036697247,0.09313725490196079
ALL,171-180,0,159,100,100,300,159.0,159.0,18,71,71,300,25.35211267605634,25.35211267605634,141,0.0911697247706422,0.08823529411764706
ALL,181-190,0,117,100,100,300,117.0,117.0,16,71,71,300,22.535211267605632,22.535211267605632,101,0.06708715596330275,0.0784313725490196
ALL,191-200,0,143,100,100,300,143.0,143.0,19,71,71,300,26.760563380281692,26.760563380281692,124,0.08199541284403669,0.09313725490196079
AGC-like,ALL,0,440,100,100,300,440.0,440.0,41,71,71,300,57.74647887323944,57.74647887323944,399,1.0,1.0
AGC-like,100-110,0,58,100,100,300,58.0,58.0,7,71,71,300,9.859154929577464,9.859154929577464,51,0.1318181818181818,0.17073170731707318
AGC-like,111-120,0,53,100,100,300,53.0,53.0,3,71,71,300,4.225352112676056,4.225352112676056,50,0.12045454545454545,0.07317073170731707
AGC-like,121-130,0,57,100,100,300,57.0,57.0,6,71,71,300,8.450704225352112,8.450704225352112,51,0.12954545454545455,0.14634146341463414
AGC-like,131-140,0,47,100,100,300,47.0,47.0,5,71,71,300,7.042253521126761,7.042253521126761,42,0.10681818181818181,0.12195121951219512
AGC-like,141-150,0,52,100,100,300,52.0,52.0,3,71,71,300,4.225352112676056,4.225352112676056,49,0.11818181818181818,0.07317073170731707
AGC-like,151-160,0,35,100,100,300,35.0,35.0,2,71,71,300,2.816901408450704,2.816901408450704,33,0.07954545454545454,0.04878048780487805
AGC-like,161-170,0,44,100,100,300,44.0,44.0,4,71,71,300,5.633802816901408,5.633802816901408,40,0.1,0.0975609756097561
AGC-like,171-180,0,32,100,100,300,32.0,32.0,4,71,71,300,5.633802816901408,5.633802816901408,28,0.07272727272727272,0.0975609756097561
AGC-like,181-190,0,31,100,100,300,31.0,31.0,2,71,71,300,2.816901408450704,2.816901408450704,29,0.07045454545454545,0.04878048780487805
AGC-like,191-200,0,31,100,100,300,31.0,31.0,5,71,71,300,7.042253521126761,7.042253521126761,26,0.07045454545454545,0.12195121951219512
HWC-like,ALL,0,1304,100,100,300,1304.0,1304.0,163,71,71,300,229.57746478873239,229.57746478873239,1141,1.0,1.0
HWC-like,100-110,0,202,100,100,300,202.0,202.0,24,71,71,300,33.80281690140845,33.80281690140845,178,0.1549079754601227,0.147239263803681
HWC-like,111-120,0,190,100,100,300,190.0,190.0,20,71,71,300,28.169014084507044,28.169014084507044,170,0.14570552147239263,0.12269938650306748
HWC-like,121-130,0,134,100,100,300,134.0,134.0,11,71,71,300,15.492957746478874,15.492957746478874,123,0.10276073619631902,0.06748466257668712
HWC-like,131-140,0,119,100,100,300,119.0,119.0,15,71,71,300,21.12676056338028,21.12676056338028,104,0.09125766871165644,0.09202453987730061
HWC-like,141-150,0,137,100,100,300,137.0,137.0,19,71,71,300,26.760563380281692,26.760563380281692,118,0.10506134969325154,0.1165644171779141
HWC-like,151-160,0,103,100,100,300,103.0,103.0,17,71,71,300,23.943661971830984,23.943661971830984,86,0.0789877300613497,0.10429447852760736
HWC-like,161-170,0,94,100,100,300,94.0,94.0,15,71,71,300,21.12676056338028,21.12676056338028,79,0.07208588957055215,0.09202453987730061
