classification,token_range,event_month,treatment_unique_body_count,treatment_panel_repo_months,treatment_panel_repositories,treatment_aligned_pairs,treatment_unique_body_count_per_100_repo_months,treatment_unique_body_count_per_100_repositories,control_unique_body_count,control_panel_repo_months,control_panel_repositories,control_aligned_pairs,control_unique_body_count_per_100_repo_months,control_unique_body_count_per_100_repositories,unique_body_count_difference_treatment_minus_control,treatment_unique_body_share_within_month,control_unique_body_share_within_month
ALL,121-130,-4,39,35,35,300,111.42857142857143,111.42857142857143,37,47,47,300,78.72340425531915,78.72340425531915,2,0.1015625,0.09181141439205956
ALL,131-140,-4,35,35,35,300,100.0,100.0,45,47,47,300,95.74468085106383,95.74468085106383,-10,0.09114583333333333,0.11166253101736973
ALL,141-150,-4,43,35,35,300,122.85714285714286,122.85714285714286,35,47,47,300,74.46808510638297,74.46808510638297,8,0.11197916666666667,0.08684863523573201
ALL,151-160,-4,30,35,35,300,85.71428571428571,85.71428571428571,45,47,47,300,95.74468085106383,95.74468085106383,-15,0.078125,0.11166253101736973
ALL,161-170,-4,40,35,35,300,114.28571428571429,114.28571428571429,28,47,47,300,59.57446808510638,59.57446808510638,12,0.10416666666666667,0.06947890818858561
ALL,171-180,-4,34,35,35,300,97.14285714285714,97.14285714285714,42,47,47,300,89.36170212765957,89.36170212765957,-8,0.08854166666666667,0.10421836228287841
ALL,181-190,-4,28,35,35,300,80.0,80.0,23,47,47,300,48.93617021276596,48.93617021276596,5,0.07291666666666667,0.05707196029776675
ALL,191-200,-4,27,35,35,300,77.14285714285714,77.14285714285714,41,47,47,300,87.23404255319149,87.23404255319149,-14,0.0703125,0.10173697270471464
AGC-like,ALL,-4,25,35,35,300,71.42857142857143,71.42857142857143,59,47,47,300,125.53191489361703,125.53191489361703,-34,1.0,1.0
AGC-like,100-110,-4,1,35,35,300,2.857142857142857,2.857142857142857,8,47,47,300,17.02127659574468,17.02127659574468,-7,0.04,0.13559322033898305
AGC-like,111-120,-4,6,35,35,300,17.142857142857142,17.142857142857142,3,47,47,300,6.382978723404255,6.382978723404255,3,0.24,0.05084745762711865
AGC-like,121-130,-4,6,35,35,300,17.142857142857142,17.142857142857142,5,47,47,300,10.638297872340425,10.638297872340425,1,0.24,0.0847457627118644
AGC-like,131-140,-4,5,35,35,300,14.285714285714286,14.285714285714286,10,47,47,300,21.27659574468085,21.27659574468085,-5,0.2,0.1694915254237288
AGC-like,141-150,-4,1,35,35,300,2.857142857142857,2.857142857142857,9,47,47,300,19.148936170212767,19.148936170212767,-8,0.04,0.15254237288135594
AGC-like,151-160,-4,1,35,35,300,2.857142857142857,2.857142857142857,3,47,47,300,6.382978723404255,6.382978723404255,-2,0.04,0.05084745762711865
AGC-like,161-170,-4,3,35,35,300,8.571428571428571,8.571428571428571,4,47,47,300,8.51063829787234,8.51063829787234,-1,0.12,0.06779661016949153
AGC-like,171-180,-4,1,35,35,300,2.857142857142857,2.857142857142857,7,47,47,300,14.893617021276595,14.893617021276595,-6,0.04,0.11864406779661017
AGC-like,181-190,-4,0,35,35,300,0.0,0.0,4,47,47,300,8.51063829787234,8.51063829787234,-4,0.0,0.06779661016949153
AGC-like,191-200,-4,1,35,35,300,2.857142857142857,2.857142857142857,6,47,47,300,12.76595744680851,12.76595744680851,-5,0.04,0.1016949152542373
HWC-like,ALL,-4,359,35,35,300,1025.7142857142858,1025.7142857142858,344,47,47,300,731.9148936170212,731.9148936170212,15,1.0,1.0
HWC-like,100-110,-4,51,35,35,300,145.71428571428572,145.71428571428572,57,47,47,300,121.27659574468085,121.27659574468085,-6,0.14206128133704735,0.16569767441860464
HWC-like,111-120,-4,50,35,35,300,142.85714285714286,142.85714285714286,39,47,47,300,82.97872340425532,82.97872340425532,11,0.1392757660167131,0.11337209302325581
HWC-like,121-130,-4,33,35,35,300,94.28571428571429,94.28571428571429,32,47,47,300,68.08510638297872,68.08510638297872,1,0.09192200557103064,0.09302325581395349
HWC-like,131-140,-4,30,35,35,300,85.71428571428571,85.71428571428571,35,47,47,300,74.46808510638297,74.46808510638297,-5,0.08356545961002786,0.10174418604651163
HWC-like,141-150,-4,42,35,35,300,120.0,120.0,26,47,47,300,55.319148936170215,55.319148936170215,16,0.116991643454039,0.0755813953488372
HWC-like,151-160,-4,29,35,35,300,82.85714285714286,82.85714285714286,42,47,47,300,89.36170212765957,89.36170212765957,-13,0.0807799442896936,0.12209302325581395
HWC-like,161-170,-4,37,35,35,300,105.71428571428571,105.71428571428571,24,47,47,300,51.06382978723404,51.06382978723404,13,0.10306406685236769,0.06976744186046512
HWC-like,171-180,-4,33,35,35,300,94.28571428571429,94.28571428571429,35,47,47,300,74.46808510638297,74.46808510638297,-2,0.09192200557103064,0.10174418604651163
