dataset_source,repo_name,time,commits_scanned,commits_with_python_changes,commits_with_function_change_events,unique_changed_functions,unique_changed_files,time_to_event,is_treatment,post_event,event,cursor,commits_with_function_events_manifest,commits_with_function_events_scored,detection_complete,detector_merge_status,treatment_group,treatment_period,parse_exclusion_records,has_parse_exclusion,commits,lines_added,age,ncloc_paper,ncloc_python_snapshot,contributors,stars,issues,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,analysis_ready_agc_changed_block_paper_ncloc,analysis_ready_agc_changed_block_python_snapshot_ncloc,log1p_commits,log1p_lines_added,log1p_age,log1p_contributors,log1p_stars,log1p_issues,analysis_ready_paper_ncloc,analysis_ready_python_snapshot_ncloc,analysis_ready_ratio_paper_ncloc,analysis_ready_ratio_python_snapshot_ncloc,treat,unit_id,calendar_time,function_change_events,agc_function_change_events,hwc_function_change_events,has_function_change_event,zero_function_event_month,agc_function_change_event_ratio,log1p_function_change_events,log1p_agc_function_change_events,log1p_hwc_function_change_events,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_band,ast_sequence_token_specification,ratio_sample
control,dymmond/edgy,2025-05,11,11,10,464,93,,0,0,,0,10.0,10.0,True,both,control,control,0,0,11,4504,329.0,42689.0,44203,2,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.4849066497880004,8.412943170042437,5.799092654460526,1.0986122886681096,2.079441541679836,0.0,1,1,1,1,0,dymmond/edgy,2025-05,21,14,7,1,0,0.6666666666666666,3.0910424533583156,2.70805020110221,2.0794415416798357,70,80,70-79,bounded_band,1
control,dymmond/edgy,2025-06,6,6,5,87,31,,0,0,,0,5.0,5.0,True,both,control,control,0,0,6,1566,360.0,43469.0,44995,1,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.9459101490553128,7.356918242356021,5.8888779583328805,0.6931471805599453,2.079441541679836,0.0,1,1,1,1,0,dymmond/edgy,2025-06,8,4,4,1,0,0.5,2.197224577336219,1.6094379124341003,1.6094379124341003,70,80,70-79,bounded_band,1
control,dymmond/edgy,2025-07,19,16,15,1065,134,,0,0,,0,15.0,15.0,True,both,control,control,0,0,19,18896,390.0,44979.0,55946,2,8.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.995732273553991,9.846758458290038,5.968707559985366,1.0986122886681096,2.197224577336219,1.0986122886681096,1,1,1,1,0,dymmond/edgy,2025-07,70,56,14,1,0,0.8,4.2626798770413155,4.04305126783455,2.70805020110221,70,80,70-79,bounded_band,1
control,golemfoundation/octant,2024-01,172,56,52,370,153,,0,0,,0,52.0,52.0,True,both,control,control,0,0,272,71692,0.0,49073.0,15794,13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60947179518496,11.180148392811926,0.0,2.6390573296152584,0.0,0.0,1,1,1,1,0,golemfoundation/octant,2024-01,29,16,13,1,0,0.5517241379310345,3.4011973816621555,2.833213344056216,2.6390573296152584,70,80,70-79,bounded_band,1
control,golemfoundation/octant,2024-02,107,16,14,117,44,,0,0,,0,14.0,14.0,True,both,control,control,0,0,181,52930,0.0,51498.0,16687,14,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.204006687076795,10.87674445755095,0.0,2.70805020110221,1.0986122886681096,0.0,1,1,1,1,0,golemfoundation/octant,2024-02,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,70,80,70-79,bounded_band,1
control,golemfoundation/octant,2024-03,177,47,39,495,152,,0,0,,0,39.0,39.0,True,both,control,control,0,0,235,33503,8.0,53797.0,17730,12,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.46383180502561,10.419420113670265,2.197224577336219,2.5649493574615367,0.6931471805599453,0.0,1,1,1,1,0,golemfoundation/octant,2024-03,37,21,16,1,0,0.5675675675675675,3.6375861597263857,3.0910424533583156,2.833213344056216,70,80,70-79,bounded_band,1
control,golemfoundation/octant,2024-04,325,102,85,296,111,,0,0,,0,85.0,85.0,True,both,control,control,1,1,456,86120,39.0,57578.0,19703,16,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.124683390894204,11.363508563115484,3.688879454113936,2.833213344056216,0.6931471805599453,0.0,1,1,1,1,0,golemfoundation/octant,2024-04,32,11,21,1,0,0.34375,3.4965075614664802,2.4849066497880004,3.0910424533583156,70,80,70-79,bounded_band,1
control,golemfoundation/octant,2024-05,114,61,48,317,123,,0,0,,0,48.0,48.0,True,both,control,control,0,0,178,35557,69.0,60499.0,21614,13,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.187385805840755,10.478920445076517,4.248495242049359,2.6390573296152584,0.6931471805599453,0.0,1,1,1,1,0,golemfoundation/octant,2024-05,20,8,12,1,0,0.4,3.044522437723423,2.197224577336219,2.5649493574615367,70,80,70-79,bounded_band,1
control,golemfoundation/octant,2024-06,149,87,77,288,104,,0,0,,0,77.0,77.0,True,both,control,control,5,1,221,68386,100.0,63204.0,23646,14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.402677381872279,11.132938027067707,4.61512051684126,2.70805020110221,0.0,0.0,1,1,1,1,0,golemfoundation/octant,2024-06,33,15,18,1,0,0.45454545454545453,3.526360524616161,2.772588722239781,2.9444389791664403,70,80,70-79,bounded_band,1
control,golemfoundation/octant,2024-07,126,31,23,128,58,,0,0,,0,23.0,23.0,True,both,control,control,0,0,195,37874,130.0,67722.0,25630,14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.278114659230517,10.54204654281167,4.875197323201151,2.70805020110221,0.0,0.0,1,1,1,1,0,golemfoundation/octant,2024-07,5,3,2,1,0,0.6,1.791759469228055,1.3862943611198906,1.0986122886681096,70,80,70-79,bounded_band,1
control,golemfoundation/octant,2024-08,92,30,30,48,17,,0,0,,0,30.0,30.0,True,both,control,control,0,0,119,17724,161.0,70379.0,25715,13,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.787491742782046,9.782731351400328,5.087596335232384,2.6390573296152584,0.6931471805599453,0.0,1,1,1,1,0,golemfoundation/octant,2024-08,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,70,80,70-79,bounded_band,1
control,golemfoundation/octant,2024-09,113,16,15,126,61,,0,0,,0,15.0,15.0,True,both,control,control,0,0,184,35767,192.0,69537.0,26474,9,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.220355825078324,10.484808917913815,5.262690188904886,2.302585092994045,1.0986122886681096,0.0,1,1,1,1,0,golemfoundation/octant,2024-09,7,3,4,1,0,0.42857142857142855,2.0794415416798357,1.3862943611198906,1.6094379124341003,70,80,70-79,bounded_band,1
control,golemfoundation/octant,2024-10,179,21,15,310,112,,0,0,,0,15.0,15.0,True,both,control,control,0,0,280,67696,222.0,74640.0,31811,13,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.638354669333745,11.122797144772276,5.407171771460119,2.6390573296152584,0.6931471805599453,0.0,1,1,1,1,0,golemfoundation/octant,2024-10,16,11,5,1,0,0.6875,2.833213344056216,2.4849066497880004,1.791759469228055,70,80,70-79,bounded_band,1
control,golemfoundation/octant,2024-11,101,10,8,17,9,,0,0,,0,8.0,8.0,True,both,control,control,0,0,135,24216,253.0,76404.0,31837,7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.912654885736052,10.0948101448605,5.537334267018537,2.079441541679836,0.0,0.0,1,1,1,1,0,golemfoundation/octant,2024-11,3,1,2,1,0,0.3333333333333333,1.3862943611198906,0.6931471805599453,1.0986122886681096,70,80,70-79,bounded_band,1
control,golemfoundation/octant,2024-12,162,24,18,160,58,,0,0,,0,18.0,18.0,True,both,control,control,6,1,202,72933,283.0,79845.0,33240,8,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.313205979041787,11.197310201587902,5.648974238161206,2.197224577336219,0.6931471805599453,0.0,1,1,1,1,0,golemfoundation/octant,2024-12,13,7,6,1,0,0.5384615384615384,2.6390573296152584,2.0794415416798357,1.9459101490553132,70,80,70-79,bounded_band,1
control,golemfoundation/octant,2025-01,123,28,18,183,84,,0,0,,0,18.0,18.0,True,both,control,control,0,0,206,71139,314.0,82911.0,34309,9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.332718793265369,11.172405045502446,5.752572638825633,2.302585092994045,0.0,0.0,1,1,1,1,0,golemfoundation/octant,2025-01,5,1,4,1,0,0.2,1.791759469228055,0.6931471805599453,1.6094379124341003,70,80,70-79,bounded_band,1
control,golemfoundation/octant,2025-02,37,24,18,209,87,,0,0,,0,18.0,18.0,True,both,control,control,0,0,57,16006,345.0,86361.0,37935,11,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.060443010546419,9.680781405546698,5.846438775057724,2.4849066497880004,0.6931471805599453,0.0,1,1,1,1,0,golemfoundation/octant,2025-02,7,4,3,1,0,0.5714285714285714,2.0794415416798357,1.6094379124341003,1.3862943611198906,70,80,70-79,bounded_band,1
control,golemfoundation/octant,2025-03,167,88,70,240,70,,0,0,,0,70.0,70.0,True,both,control,control,0,0,192,17077,373.0,86850.0,40522,6,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.262690188904886,9.74554636446755,5.924255797414531,1.9459101490553128,0.6931471805599453,0.0,1,1,1,1,0,golemfoundation/octant,2025-03,13,9,4,1,0,0.6923076923076923,2.6390573296152584,2.3025850929940455,1.6094379124341003,70,80,70-79,bounded_band,1
control,golemfoundation/octant,2025-04,159,132,110,190,58,,0,0,,0,110.0,110.0,True,both,control,control,0,0,199,39710,404.0,92052.0,43345,5,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.298317366548036,10.58938350638188,6.003887067106539,1.791759469228055,1.0986122886681096,0.0,1,1,1,1,0,golemfoundation/octant,2025-04,17,8,9,1,0,0.47058823529411764,2.8903717578961645,2.197224577336219,2.3025850929940455,70,80,70-79,bounded_band,1
control,golemfoundation/octant,2025-05,70,61,59,161,66,,0,0,,0,59.0,59.0,True,both,control,control,0,0,83,13861,434.0,94964.0,46439,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.430816798843313,9.53690656247793,6.075346031088684,1.6094379124341005,0.0,0.0,1,1,1,1,0,golemfoundation/octant,2025-05,7,2,5,1,0,0.2857142857142857,2.0794415416798357,1.0986122886681096,1.791759469228055,70,80,70-79,bounded_band,1
control,infected4098/Wave-U-Mamba,2024-09,51,19,16,68,9,,0,0,,0,16.0,16.0,True,both,control,control,0,0,51,46302,0.0,1072.0,1079,1,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.951243718581427,10.742962032791649,0.0,0.6931471805599453,1.791759469228055,0.0,1,1,1,1,0,infected4098/Wave-U-Mamba,2024-09,5,1,4,1,0,0.2,1.791759469228055,0.6931471805599453,1.6094379124341003,70,80,70-79,bounded_band,1
control,jacebrowning/datafiles,2024-10,1,1,1,7,2,,0,0,,0,1.0,1.0,True,both,control,control,0,0,2,2076,2256.0,4487.0,4310,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0986122886681096,7.638679823876112,7.721791776817535,0.6931471805599453,0.0,0.0,1,1,1,1,0,jacebrowning/datafiles,2024-10,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,70,80,70-79,bounded_band,1
control,jacebrowning/datafiles,2025-02,9,3,3,12,7,,0,0,,0,3.0,3.0,True,both,control,control,0,0,15,1013,2379.0,4471.0,4294,2,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.772588722239781,6.921658184151128,7.77485576666552,1.0986122886681096,0.0,1.0986122886681096,1,1,1,1,0,jacebrowning/datafiles,2025-02,4,4,0,1,0,1.0,1.6094379124341003,1.6094379124341003,0.0,70,80,70-79,bounded_band,1
control,jinli99/iShapEditing,2024-03,2,2,2,685,31,,0,0,,0,2.0,2.0,True,both,control,control,0,0,2,219,0.0,6683.0,7299,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681096,5.393627546352361,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,0,jinli99/iShapEditing,2024-03,21,15,6,1,0,0.7142857142857143,3.0910424533583156,2.772588722239781,1.9459101490553132,70,80,70-79,bounded_band,1
control,kangtegong/pyftrace,2024-11,43,33,27,95,13,,0,0,,0,27.0,27.0,True,both,control,control,0,0,43,2489,5.0,1128.0,1181,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.784189633918261,7.820037989458753,1.791759469228055,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,1,1,1,0,kangtegong/pyftrace,2024-11,2,2,0,1,0,1.0,1.0986122886681096,1.0986122886681096,0.0,70,80,70-79,bounded_band,1
control,kuleshov-group/caduceus,2024-02,5,3,3,357,35,,0,0,,0,3.0,3.0,True,both,control,control,0,0,5,52,0.0,5281.0,5852,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,3.9702919135521215,0.0,0.6931471805599453,0.6931471805599453,0.0,1,1,1,1,0,kuleshov-group/caduceus,2024-02,17,11,6,1,0,0.6470588235294118,2.8903717578961645,2.4849066497880004,1.9459101490553132,70,80,70-79,bounded_band,1
control,kuleshov-group/caduceus,2024-04,2,1,1,18,1,,0,0,,0,1.0,1.0,True,both,control,control,0,0,2,1031,34.0,5861.0,6250,2,20.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0986122886681096,6.939253946041508,3.555348061489413,1.0986122886681096,3.044522437723423,3.4657359027997265,1,1,1,1,0,kuleshov-group/caduceus,2024-04,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,70,80,70-79,bounded_band,1
control,lancedb/lancedb,2024-04,485,147,139,643,80,,0,0,,0,139.0,139.0,True,both,control,control,0,0,488,73338,373.0,15470.0,11847,42,208.0,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.192362489474872,11.202847806408275,5.924255797414531,3.7612001156935615,5.342334251964811,4.276666119016055,1,1,1,1,0,lancedb/lancedb,2024-04,43,36,7,1,0,0.8372093023255814,3.784189633918261,3.6109179126442243,2.0794415416798357,70,80,70-79,bounded_band,1
control,lancedb/lancedb,2024-05,70,13,10,29,16,,0,0,,0,10.0,10.0,True,both,control,control,0,0,70,23889,403.0,17029.0,12080,23,428.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.262679877041316,10.081215240319857,6.00141487796115,3.1780538303479453,6.061456918928017,3.9318256327243257,1,1,1,1,0,lancedb/lancedb,2024-05,4,3,1,1,0,0.75,1.6094379124341003,1.3862943611198906,0.6931471805599453,70,80,70-79,bounded_band,1
control,lancedb/lancedb,2024-06,43,6,5,26,9,,0,0,,0,5.0,5.0,True,both,control,control,0,0,43,5562,434.0,18589.0,12259,14,208.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.784189633918261,8.623892810075294,6.075346031088684,2.70805020110221,5.342334251964811,3.58351893845611,1,1,1,1,0,lancedb/lancedb,2024-06,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,70,80,70-79,bounded_band,1
control,lancedb/lancedb,2024-07,69,17,17,70,20,,0,0,,0,17.0,17.0,True,both,control,control,0,0,69,14629,464.0,20083.0,12592,20,288.0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.248495242049359,9.59082949401417,6.142037405587356,3.044522437723423,5.666426688112432,3.688879454113936,1,1,1,1,0,lancedb/lancedb,2024-07,2,0,2,1,0,0.0,1.0986122886681096,0.0,1.0986122886681096,70,80,70-79,bounded_band,1
control,lancedb/lancedb,2024-08,59,21,20,131,26,,0,0,,0,20.0,20.0,True,both,control,control,0,0,59,4698,495.0,20546.0,13311,12,199.0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.0943445622221,8.455104999102815,6.206575926724927,2.5649493574615367,5.298317366548036,4.442651256490317,1,1,1,1,0,lancedb/lancedb,2024-08,10,6,4,1,0,0.6,2.3978952727983707,1.9459101490553132,1.6094379124341003,70,80,70-79,bounded_band,1
control,lancedb/lancedb,2024-09,63,27,25,112,31,,0,0,,0,25.0,25.0,True,both,control,control,0,0,63,6359,526.0,21675.0,14419,19,247.0,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.158883083359672,8.757783656334167,6.267200548541362,2.995732273553991,5.513428746164982,4.709530201312334,1,1,1,1,0,lancedb/lancedb,2024-09,4,2,2,1,0,0.5,1.6094379124341003,1.0986122886681096,1.0986122886681096,70,80,70-79,bounded_band,1
control,lancedb/lancedb,2024-10,50,9,9,54,17,,0,0,,0,9.0,9.0,True,both,control,control,0,0,50,5540,556.0,21682.0,14985,11,326.0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.9318256327243257,8.61993026886735,6.322565239927284,2.4849066497880004,5.7899601708972535,4.143134726391533,1,1,1,1,0,lancedb/lancedb,2024-10,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,70,80,70-79,bounded_band,1
control,lancedb/lancedb,2024-11,87,23,23,156,28,,0,0,,0,23.0,23.0,True,both,control,control,0,0,87,13001,587.0,22522.0,15749,21,250.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.477336814478206,9.472858470764416,6.376726947898627,3.091042453358316,5.525452939131784,4.61512051684126,1,1,1,1,0,lancedb/lancedb,2024-11,7,4,3,1,0,0.5714285714285714,2.0794415416798357,1.6094379124341003,1.3862943611198906,70,80,70-79,bounded_band,1
control,lancedb/lancedb,2024-12,90,23,22,255,24,,0,0,,0,22.0,22.0,True,both,control,control,0,0,90,8462,617.0,23524.0,16934,13,270.0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.51085950651685,9.043458999670106,6.42648845745769,2.6390573296152584,5.602118820879701,4.143134726391533,1,1,1,1,0,lancedb/lancedb,2024-12,10,9,1,1,0,0.9,2.3978952727983707,2.3025850929940455,0.6931471805599453,70,80,70-79,bounded_band,1
control,lancedb/lancedb,2025-01,89,27,24,176,27,,0,0,,0,24.0,24.0,True,both,control,control,0,0,89,19604,648.0,25744.0,19047,19,233.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.499809670330265,9.883539914726432,6.4754327167040895,2.995732273553991,5.455321115357701,4.0943445622221,1,1,1,1,0,lancedb/lancedb,2025-01,2,2,0,1,0,1.0,1.0986122886681096,1.0986122886681096,0.0,70,80,70-79,bounded_band,1
control,lancedb/lancedb,2025-02,77,16,16,123,27,,0,0,,0,16.0,16.0,True,both,control,control,0,0,77,6809,679.0,26921.0,19820,11,338.0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.356708826689592,8.826147399143558,6.522092798170152,2.4849066497880004,5.82600010738045,4.07753744390572,1,1,1,1,0,lancedb/lancedb,2025-02,3,2,1,1,0,0.6666666666666666,1.3862943611198906,1.0986122886681096,0.6931471805599453,70,80,70-79,bounded_band,1
control,lancedb/lancedb,2025-03,85,20,18,138,19,,0,0,,0,18.0,18.0,True,both,control,control,0,0,85,8275,707.0,28068.0,20531,17,240.0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.454347296253507,9.021115038865434,6.56244409369372,2.8903717578961645,5.484796933490655,4.454347296253507,1,1,1,1,0,lancedb/lancedb,2025-03,7,5,2,1,0,0.7142857142857143,2.0794415416798357,1.791759469228055,1.0986122886681096,70,80,70-79,bounded_band,1
control,lancedb/lancedb,2025-04,104,18,17,196,30,,0,0,,0,17.0,17.0,True,both,control,control,0,0,104,9034,738.0,29375.0,22413,16,284.0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.653960350157523,9.10886120302633,6.6052979209482015,2.833213344056216,5.652489180268651,3.737669618283368,1,1,1,1,0,lancedb/lancedb,2025-04,10,8,2,1,0,0.8,2.3978952727983707,2.197224577336219,1.0986122886681096,70,80,70-79,bounded_band,1
control,lancedb/lancedb,2025-05,64,7,7,72,9,,0,0,,0,7.0,7.0,True,both,control,control,0,0,64,4596,768.0,30103.0,22693,13,181.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.174387269895637,8.433159195806228,6.645090969505644,2.6390573296152584,5.204006687076795,2.833213344056216,1,1,1,1,0,lancedb/lancedb,2025-05,3,3,0,1,0,1.0,1.3862943611198906,1.3862943611198906,0.0,70,80,70-79,bounded_band,1
control,lancedb/lancedb,2025-06,46,7,7,57,9,,0,0,,0,7.0,7.0,True,both,control,control,0,0,46,3437,799.0,30612.0,23177,12,198.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.8501476017100575,8.142645185942794,6.684611727667927,2.5649493574615367,5.293304824724492,3.1780538303479453,1,1,1,1,0,lancedb/lancedb,2025-06,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,70,80,70-79,bounded_band,1
control,lancedb/lancedb,2025-07,54,17,15,60,24,,0,0,,0,15.0,15.0,True,both,control,control,0,0,54,3852,829.0,31373.0,23477,16,208.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.007333185232471,8.256607344626158,6.721425700790643,2.833213344056216,5.342334251964811,2.772588722239781,1,1,1,1,0,lancedb/lancedb,2025-07,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,70,80,70-79,bounded_band,1
control,lancedb/lancedb,2025-08,36,11,11,170,18,,0,0,,0,11.0,11.0,True,both,control,control,0,0,36,6471,860.0,28931.0,25580,13,129.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.610917912644224,8.775240458738327,6.7580945044277305,2.6390573296152584,4.867534450455582,2.995732273553991,1,1,1,1,0,lancedb/lancedb,2025-08,11,10,1,1,0,0.9090909090909091,2.4849066497880004,2.3978952727983707,0.6931471805599453,70,80,70-79,bounded_band,1
control,loml13yyy/AtlassianConfluence-RCE,2024-10,7,4,2,3,1,,0,0,,0,2.0,2.0,True,both,control,control,0,0,7,86,0.0,52.0,52,1,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.079441541679836,4.465908118654584,0.0,0.6931471805599453,2.5649493574615367,0.0,1,1,1,1,0,loml13yyy/AtlassianConfluence-RCE,2024-10,2,2,0,1,0,1.0,1.0986122886681096,1.0986122886681096,0.0,70,80,70-79,bounded_band,1
control,loml13yyy/yyGRPU8,2024-10,6,3,2,3,1,,0,0,,0,2.0,2.0,True,both,control,control,0,0,6,81,0.0,50.0,50,1,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9459101490553128,4.406719247264253,0.0,0.6931471805599453,2.4849066497880004,0.0,1,1,1,1,0,loml13yyy/yyGRPU8,2024-10,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,70,80,70-79,bounded_band,1
control,markmelnic/stealthenium,2024-08,1,1,1,22,18,,0,0,,0,1.0,1.0,True,both,control,control,0,0,1,0,0.0,2204.0,353,1,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0.0,0.0,0.6931471805599453,1.0986122886681096,0.0,1,1,1,1,0,markmelnic/stealthenium,2024-08,9,2,7,1,0,0.2222222222222222,2.3025850929940455,1.0986122886681096,2.0794415416798357,70,80,70-79,bounded_band,1
control,microsoft/AzureTRE,2024-01,6,3,2,102,50,,0,0,,0,2.0,2.0,True,both,control,control,0,0,6,1223,1032.0,40025.0,19819,4,3.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9459101490553128,7.109879463072272,6.940222469119639,1.6094379124341005,1.3862943611198906,2.9444389791664403,1,1,1,1,0,microsoft/AzureTRE,2024-01,9,0,9,1,0,0.0,2.3025850929940455,0.0,2.3025850929940455,70,80,70-79,bounded_band,1
control,microsoft/AzureTRE,2025-02,39,8,5,59,12,,0,0,,0,5.0,5.0,True,both,control,control,0,0,39,14354,1429.0,44420.0,20500,8,7.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.688879454113936,9.571853592555165,7.265429723253953,2.197224577336219,2.079441541679836,4.61512051684126,1,1,1,1,0,microsoft/AzureTRE,2025-02,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,70,80,70-79,bounded_band,1
control,microsoft/AzureTRE,2025-04,22,5,4,78,18,,0,0,,0,4.0,4.0,True,both,control,control,0,0,22,2893,1488.0,45569.0,21130,8,3.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.1354942159291497,7.970394907191428,7.305860032684008,2.197224577336219,1.3862943611198906,4.189654742026425,1,1,1,1,0,microsoft/AzureTRE,2025-04,4,2,2,1,0,0.5,1.6094379124341003,1.0986122886681096,1.0986122886681096,70,80,70-79,bounded_band,1
control,microsoft/semantic-link-labs,2024-05,22,7,7,227,48,,0,0,,0,7.0,7.0,True,both,control,control,0,0,26,28885,0.0,6791.0,7224,5,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.295836866004329,10.271112327661111,0.0,1.791759469228055,2.772588722239781,0.0,1,1,1,1,0,microsoft/semantic-link-labs,2024-05,12,3,9,1,0,0.25,2.5649493574615367,1.3862943611198906,2.3025850929940455,70,80,70-79,bounded_band,1
control,microsoft/semantic-link-labs,2024-06,29,22,18,606,118,,0,0,,0,18.0,18.0,True,both,control,control,0,0,33,24548,15.0,10600.0,13612,5,31.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.526360524616161,10.10842639919549,2.772588722239781,1.791759469228055,3.4657359027997265,0.0,1,1,1,1,0,microsoft/semantic-link-labs,2024-06,21,21,0,1,0,1.0,3.0910424533583156,3.0910424533583156,0.0,70,80,70-79,bounded_band,1
control,microsoft/semantic-link-labs,2024-08,129,124,114,262,37,,0,0,,0,114.0,114.0,True,both,control,control,0,0,145,66570,76.0,12648.0,16197,3,15.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.983606621708336,11.106024326263508,4.343805421853684,1.3862943611198906,2.772588722239781,3.713572066704308,1,1,1,1,0,microsoft/semantic-link-labs,2024-08,2,2,0,1,0,1.0,1.0986122886681096,1.0986122886681096,0.0,70,80,70-79,bounded_band,1
control,microsoft/semantic-link-labs,2024-09,161,151,138,288,60,,0,0,,0,138.0,138.0,True,both,control,control,0,0,200,43850,107.0,17660.0,22386,2,26.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.303304908059076,10.6885528025574,4.68213122712422,1.0986122886681096,3.295836866004329,3.4011973816621555,1,1,1,1,0,microsoft/semantic-link-labs,2024-09,4,1,3,1,0,0.25,1.6094379124341003,0.6931471805599453,1.3862943611198906,70,80,70-79,bounded_band,1
control,microsoft/semantic-link-labs,2024-10,109,98,90,215,64,,0,0,,0,90.0,90.0,True,both,control,control,0,0,133,8681,137.0,19274.0,24767,3,28.0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.897839799950911,9.06900719585954,4.927253685157204,1.3862943611198906,3.3672958299864737,3.737669618283368,1,1,1,1,0,microsoft/semantic-link-labs,2024-10,2,0,2,1,0,0.0,1.0986122886681096,0.0,1.0986122886681096,70,80,70-79,bounded_band,1
