dataset_source,repo_name,time,commits_scanned,commits_with_python_changes,commits_with_function_change_events,unique_changed_functions,unique_changed_files,time_to_event,is_treatment,post_event,event,cursor,commits_with_function_events_manifest,commits_with_function_events_scored,detection_complete,detector_merge_status,treatment_group,treatment_period,parse_exclusion_records,has_parse_exclusion,commits,lines_added,age,ncloc_paper,ncloc_python_snapshot,contributors,stars,issues,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,analysis_ready_agc_changed_block_paper_ncloc,analysis_ready_agc_changed_block_python_snapshot_ncloc,log1p_commits,log1p_lines_added,log1p_age,log1p_contributors,log1p_stars,log1p_issues,analysis_ready_paper_ncloc,analysis_ready_python_snapshot_ncloc,analysis_ready_ratio_paper_ncloc,analysis_ready_ratio_python_snapshot_ncloc,treat,unit_id,calendar_time,function_change_events,agc_function_change_events,hwc_function_change_events,has_function_change_event,zero_function_event_month,agc_function_change_event_ratio,log1p_function_change_events,log1p_agc_function_change_events,log1p_hwc_function_change_events,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_band,ast_sequence_token_specification,ratio_sample
treatment,PostHog/posthog,2025-02,897,354,313,1965,409,0.0,1,1,2025-02,1,313.0,313.0,True,both,treatment,event,0,0,897,197144,1827.0,896790.0,472023,58,666.0,214.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.800170068302199,12.191694777584216,7.510977752014095,4.07753744390572,6.502790045915623,5.3706380281276624,1,1,1,1,1,PostHog/posthog,2025-02,44,21,23,1,0,0.4772727272727273,3.8066624897703196,3.0910424533583156,3.1780538303479453,70,80,70-79,bounded_band,1
treatment,PostHog/posthog,2025-03,942,424,377,2269,487,1.0,1,1,2025-02,1,377.0,377.0,True,both,treatment,post,0,0,942,199769,1855.0,936364.0,493998,60,795.0,202.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6.849066282633458,12.204921983772778,7.526178913346145,4.110873864173311,6.679599185844383,5.313205979041787,1,1,1,1,1,PostHog/posthog,2025-03,64,32,32,1,0,0.5,4.174387269895637,3.4965075614664802,3.4965075614664802,70,80,70-79,bounded_band,1
treatment,PostHog/posthog,2025-04,880,376,333,2162,460,2.0,1,1,2025-02,1,333.0,333.0,True,both,treatment,post,0,0,880,168900,1886.0,937017.0,516641,63,698.0,198.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6.781057625936179,12.037068023441478,7.54274354536855,4.158883083359672,6.54965074223381,5.293304824724492,1,1,1,1,1,PostHog/posthog,2025-04,66,33,33,1,0,0.5,4.204692619390966,3.526360524616161,3.526360524616161,70,80,70-79,bounded_band,1
treatment,PostHog/posthog,2025-05,748,320,288,1826,424,3.0,1,1,2025-02,0,288.0,288.0,True,both,treatment,post,0,0,748,225422,1916.0,1021926.0,537504,67,511.0,286.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6.618738983517219,12.32573391619833,7.558516743045645,4.219507705176107,6.238324625039508,5.6594822157596205,1,1,1,1,1,PostHog/posthog,2025-05,57,33,24,1,0,0.5789473684210527,4.060443010546419,3.526360524616161,3.2188758248682006,70,80,70-79,bounded_band,1
treatment,PostHog/posthog,2025-06,1043,465,404,2886,568,4.0,1,1,2025-02,1,404.0,404.0,True,both,treatment,post,0,0,1043,237242,1947.0,1079135.0,568232,76,460.0,203.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6.950814768442584,12.376840211295066,7.57455848420248,4.343805421853684,6.133398042996649,5.318119993844216,1,1,1,1,1,PostHog/posthog,2025-06,88,50,38,1,0,0.5681818181818182,4.48863636973214,3.9318256327243257,3.6635616461296463,70,80,70-79,bounded_band,1
treatment,PostHog/posthog,2025-07,1143,527,487,4658,775,5.0,1,1,2025-02,0,487.0,487.0,True,both,treatment,post,0,0,1143,325484,1977.0,1155675.0,618141,80,389.0,199.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7.042286171939743,12.6930716566196,7.589841512182657,4.394449154672438,5.966146739123692,5.298317366548036,1,1,1,1,1,PostHog/posthog,2025-07,127,51,76,1,0,0.4015748031496063,4.852030263919617,3.951243718581427,4.343805421853684,70,80,70-79,bounded_band,1
treatment,PostHog/posthog,2025-08,990,484,412,4321,793,6.0,1,1,2025-02,0,412.0,412.0,True,both,treatment,post,0,0,990,320595,2008.0,1232071.0,658122,79,442.0,166.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6.898714534329987,12.677937042473392,7.605392364814934,4.382026634673881,6.093569770045136,5.1179938124167546,1,1,1,1,1,PostHog/posthog,2025-08,105,56,49,1,0,0.5333333333333333,4.663439094112067,4.04305126783455,3.912023005428146,70,80,70-79,bounded_band,1
treatment,ResearchHub/researchhub-backend,2024-01,12,12,12,210,76,-14.0,0,0,2025-03,0,12.0,12.0,True,both,treatment,pre,0,0,12,10050,961.0,77300.0,73754,3,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5649493574615367,9.21542741102474,6.8690144506657065,1.3862943611198906,0.6931471805599453,0.0,1,1,1,1,1,ResearchHub/researchhub-backend,2024-01,10,7,3,1,0,0.7,2.3978952727983707,2.0794415416798357,1.3862943611198906,70,80,70-79,bounded_band,1
treatment,ResearchHub/researchhub-backend,2024-02,29,29,29,118,29,-13.0,0,0,2025-03,0,29.0,29.0,True,both,treatment,pre,0,0,29,4787,992.0,79116.0,75645,2,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.4011973816621555,8.473868066677863,6.900730664045172,1.0986122886681096,2.079441541679836,0.0,1,1,1,1,1,ResearchHub/researchhub-backend,2024-02,4,3,1,1,0,0.75,1.6094379124341003,1.3862943611198906,0.6931471805599453,70,80,70-79,bounded_band,1
treatment,ResearchHub/researchhub-backend,2024-03,142,86,67,125,42,-12.0,0,0,2025-03,0,67.0,67.0,True,both,treatment,pre,0,0,185,5113,1021.0,79197.0,75708,9,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.225746673713201,8.539737155851132,6.92951677076365,2.302585092994045,0.6931471805599453,1.0986122886681096,1,1,1,1,1,ResearchHub/researchhub-backend,2024-03,3,3,0,1,0,1.0,1.3862943611198906,1.3862943611198906,0.0,70,80,70-79,bounded_band,1
treatment,ResearchHub/researchhub-backend,2024-04,134,111,61,108,42,-11.0,0,0,2025-03,0,61.0,61.0,True,both,treatment,pre,0,0,177,5200,1052.0,77492.0,74005,4,1.0,43.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.181783550292085,8.556606193773073,6.959398512133975,1.6094379124341005,0.6931471805599453,3.784189633918261,1,1,1,1,1,ResearchHub/researchhub-backend,2024-04,6,3,3,1,0,0.5,1.9459101490553132,1.3862943611198906,1.3862943611198906,70,80,70-79,bounded_band,1
treatment,ResearchHub/researchhub-backend,2024-05,127,102,72,110,38,-10.0,0,0,2025-03,0,72.0,72.0,True,both,treatment,pre,0,0,163,31561,1082.0,79748.0,76271,5,1.0,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.099866427824198,10.359709144308075,6.987490247000991,1.791759469228055,0.6931471805599453,3.091042453358316,1,1,1,1,1,ResearchHub/researchhub-backend,2024-05,1,0,1,1,0,0.0,0.6931471805599453,0.0,0.6931471805599453,70,80,70-79,bounded_band,1
treatment,ResearchHub/researchhub-backend,2024-07,242,206,160,258,58,-8.0,0,0,2025-03,0,160.0,160.0,True,both,treatment,pre,0,0,348,75973,1143.0,83219.0,79800,4,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.855071922202427,11.238146455473954,7.042286171939743,1.6094379124341005,1.0986122886681096,0.0,1,1,1,1,1,ResearchHub/researchhub-backend,2024-07,17,3,14,1,0,0.17647058823529413,2.8903717578961645,1.3862943611198906,2.70805020110221,70,80,70-79,bounded_band,1
treatment,ResearchHub/researchhub-backend,2024-08,211,173,114,269,90,-7.0,0,0,2025-03,0,114.0,114.0,True,both,treatment,pre,0,0,278,22223,1174.0,77705.0,74232,4,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.631211781821365,10.008928064994125,7.069023426578259,1.6094379124341005,0.6931471805599453,0.0,1,1,1,1,1,ResearchHub/researchhub-backend,2024-08,5,4,1,1,0,0.8,1.791759469228055,1.6094379124341003,0.6931471805599453,70,80,70-79,bounded_band,1
treatment,ResearchHub/researchhub-backend,2024-09,133,121,77,130,46,-6.0,0,0,2025-03,0,77.0,77.0,True,both,treatment,pre,0,0,185,20040,1205.0,77556.0,74097,7,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.225746673713201,9.905535454153428,7.09506437728713,2.079441541679836,0.0,0.0,1,1,1,1,1,ResearchHub/researchhub-backend,2024-09,3,2,1,1,0,0.6666666666666666,1.3862943611198906,1.0986122886681096,0.6931471805599453,70,80,70-79,bounded_band,1
treatment,ResearchHub/researchhub-backend,2024-10,182,153,103,135,51,-5.0,0,0,2025-03,0,103.0,103.0,True,both,treatment,pre,0,0,241,17434,1235.0,77192.0,73752,6,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5.488937726156686,9.76623495910975,7.119635638017636,1.9459101490553128,0.6931471805599453,0.0,1,1,1,1,1,ResearchHub/researchhub-backend,2024-10,9,8,1,1,0,0.8888888888888888,2.3025850929940455,2.197224577336219,0.6931471805599453,70,80,70-79,bounded_band,1
treatment,ResearchHub/researchhub-backend,2024-11,179,151,79,148,50,-4.0,0,0,2025-03,0,79.0,79.0,True,both,treatment,pre,0,0,241,11058,1266.0,77930.0,74493,6,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5.488937726156686,9.31099985507536,7.144407180321139,1.9459101490553128,1.0986122886681096,0.0,1,1,1,1,1,ResearchHub/researchhub-backend,2024-11,10,10,0,1,0,1.0,2.3978952727983707,2.3978952727983707,0.0,70,80,70-79,bounded_band,1
treatment,ResearchHub/researchhub-backend,2024-12,94,79,51,107,33,-3.0,0,0,2025-03,0,51.0,51.0,True,both,treatment,pre,0,0,128,6576,1296.0,77155.0,73734,4,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4.859812404361672,8.79133399330135,7.167809184316444,1.6094379124341005,1.0986122886681096,0.0,1,1,1,1,1,ResearchHub/researchhub-backend,2024-12,8,5,3,1,0,0.625,2.197224577336219,1.791759469228055,1.3862943611198906,70,80,70-79,bounded_band,1
treatment,ResearchHub/researchhub-backend,2025-01,112,107,72,227,67,-2.0,0,0,2025-03,0,72.0,72.0,True,both,treatment,pre,0,0,142,7807,1327.0,79076.0,75787,6,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4.962844630259907,8.962904128092928,7.191429330036379,1.9459101490553128,0.0,0.0,1,1,1,1,1,ResearchHub/researchhub-backend,2025-01,8,7,1,1,0,0.875,2.197224577336219,2.0794415416798357,0.6931471805599453,70,80,70-79,bounded_band,1
treatment,ResearchHub/researchhub-backend,2025-02,145,133,96,202,64,-1.0,0,0,2025-03,0,96.0,96.0,True,both,treatment,pre,0,0,199,11077,1358.0,77070.0,74303,7,2.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.298317366548036,9.312716438593048,7.214504414151143,2.079441541679836,1.0986122886681096,0.0,1,1,1,1,1,ResearchHub/researchhub-backend,2025-02,5,1,4,1,0,0.2,1.791759469228055,0.6931471805599453,1.6094379124341003,70,80,70-79,bounded_band,1
treatment,ResearchHub/researchhub-backend,2025-03,204,195,150,378,96,0.0,1,1,2025-03,1,150.0,150.0,True,both,treatment,event,0,0,282,27671,1386.0,80840.0,78348,7,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5.645446897643238,10.228176350617003,7.234898420314831,2.079441541679836,0.0,0.0,1,1,1,1,1,ResearchHub/researchhub-backend,2025-03,9,4,5,1,0,0.4444444444444444,2.3025850929940455,1.6094379124341003,1.791759469228055,70,80,70-79,bounded_band,1
treatment,ResearchHub/researchhub-backend,2025-04,176,173,139,259,61,1.0,1,1,2025-03,0,139.0,139.0,True,both,treatment,post,0,0,243,15281,1417.0,80840.0,81601,7,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5.497168225293201,9.634430944207512,7.257002707092073,2.079441541679836,0.6931471805599453,0.0,1,1,1,1,1,ResearchHub/researchhub-backend,2025-04,3,2,1,1,0,0.6666666666666666,1.3862943611198906,1.0986122886681096,0.6931471805599453,70,80,70-79,bounded_band,1
treatment,ResearchHub/researchhub-backend,2025-05,157,148,110,474,101,2.0,1,1,2025-03,0,110.0,110.0,True,both,treatment,post,0,0,212,21119,1447.0,88352.0,86397,8,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5.361292165709425,9.957975737820195,7.277938572945661,2.197224577336219,0.0,0.0,1,1,1,1,1,ResearchHub/researchhub-backend,2025-05,11,2,9,1,0,0.18181818181818182,2.4849066497880004,1.0986122886681096,2.3025850929940455,70,80,70-79,bounded_band,1
treatment,ResearchHub/researchhub-backend,2025-06,184,175,135,312,81,3.0,1,1,2025-03,0,135.0,135.0,True,both,treatment,post,0,0,257,19807,1478.0,93892.0,92318,7,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5.552959584921617,9.893841175484322,7.2991214627108,2.079441541679836,0.0,0.0,1,1,1,1,1,ResearchHub/researchhub-backend,2025-06,5,2,3,1,0,0.4,1.791759469228055,1.0986122886681096,1.3862943611198906,70,80,70-79,bounded_band,1
treatment,ResearchHub/researchhub-backend,2025-07,118,103,84,295,63,4.0,1,1,2025-03,0,84.0,84.0,True,both,treatment,post,0,0,170,14189,1508.0,96366.0,95130,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5.141663556502659,9.560292770154089,7.319202458767848,1.3862943611198906,0.0,0.0,1,1,1,1,1,ResearchHub/researchhub-backend,2025-07,6,6,0,1,0,1.0,1.9459101490553132,1.9459101490553132,0.0,70,80,70-79,bounded_band,1
treatment,ResearchHub/researchhub-backend,2025-08,285,218,123,380,89,5.0,1,1,2025-03,0,123.0,123.0,True,both,treatment,post,0,0,363,31523,1539.0,92954.0,92020,8,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5.8971538676367405,10.35850443947354,7.339537695407674,2.197224577336219,0.6931471805599453,0.0,1,1,1,1,1,ResearchHub/researchhub-backend,2025-08,8,6,2,1,0,0.75,2.197224577336219,1.9459101490553132,1.0986122886681096,70,80,70-79,bounded_band,1
treatment,Scrapybara/codecapy,2025-01,7,6,6,30,8,0.0,1,1,2025-01,1,6.0,6.0,True,both,treatment,event,0,0,7,1515,0.0,864.0,814,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.079441541679836,7.323830566202317,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,1,Scrapybara/codecapy,2025-01,5,5,0,1,0,1.0,1.791759469228055,1.791759469228055,0.0,70,80,70-79,bounded_band,1
treatment,Scrapybara/codecapy,2025-02,28,16,15,41,9,1.0,1,1,2025-01,0,15.0,15.0,True,both,treatment,post,0,0,28,2795,0.0,1454.0,1433,1,110.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3.3672958299864737,7.935945103353701,0.0,0.6931471805599453,4.709530201312334,0.0,1,1,1,1,1,Scrapybara/codecapy,2025-02,3,2,1,1,0,0.6666666666666666,1.3862943611198906,1.0986122886681096,0.6931471805599453,70,80,70-79,bounded_band,1
treatment,SlyyCooper/cursorrules-architect,2024-12,3,2,2,46,6,0.0,1,1,2024-12,1,2.0,2.0,True,both,treatment,event,0,0,3,3019,0.0,1421.0,1482,1,6.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.3862943611198906,8.013012110368916,0.0,0.6931471805599453,1.9459101490553128,0.0,1,1,1,1,1,SlyyCooper/cursorrules-architect,2024-12,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,70,80,70-79,bounded_band,1
treatment,SlyyCooper/cursorrules-architect,2025-03,4,4,4,160,42,3.0,1,1,2024-12,1,4.0,4.0,True,both,treatment,post,0,0,4,11459,90.0,3245.0,4102,1,16.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.6094379124341005,9.34661799026873,4.51085950651685,0.6931471805599453,2.833213344056216,1.9459101490553128,1,1,1,1,1,SlyyCooper/cursorrules-architect,2025-03,7,4,3,1,0,0.5714285714285714,2.0794415416798357,1.6094379124341003,1.3862943611198906,70,80,70-79,bounded_band,1
treatment,TextGeneratorio/text-generator.io,2025-01,10,7,6,81,8,-2.0,0,0,2025-03,0,6.0,6.0,True,both,treatment,pre,0,0,10,1931,552.0,62492.0,17844,1,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.3978952727983707,7.566311014772463,6.315358001522335,0.6931471805599453,0.0,0.0,1,1,1,1,1,TextGeneratorio/text-generator.io,2025-01,3,2,1,1,0,0.6666666666666666,1.3862943611198906,1.0986122886681096,0.6931471805599453,70,80,70-79,bounded_band,1
treatment,TextGeneratorio/text-generator.io,2025-04,15,6,6,46,6,1.0,1,1,2025-03,1,6.0,6.0,True,both,treatment,post,0,0,16,8558,642.0,66233.0,18469,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2.833213344056216,9.05473863988161,6.466144724237619,0.6931471805599453,1.0986122886681096,0.0,1,1,1,1,1,TextGeneratorio/text-generator.io,2025-04,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,70,80,70-79,bounded_band,1
treatment,TextGeneratorio/text-generator.io,2025-05,13,10,7,15,5,2.0,1,1,2025-03,0,7.0,7.0,True,both,treatment,post,0,0,19,4001,672.0,65058.0,17278,2,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2.995732273553991,8.294549515143679,6.511745329644728,1.0986122886681096,0.0,0.0,1,1,1,1,1,TextGeneratorio/text-generator.io,2025-05,2,0,2,1,0,0.0,1.0986122886681096,0.0,1.0986122886681096,70,80,70-79,bounded_band,1
treatment,TextGeneratorio/text-generator.io,2025-06,8,8,6,52,19,3.0,1,1,2025-03,0,6.0,6.0,True,both,treatment,post,3,1,18,7976,703.0,64476.0,17294,2,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2.9444389791664403,8.984317679911129,6.556778356158042,1.0986122886681096,0.0,0.0,1,1,1,1,1,TextGeneratorio/text-generator.io,2025-06,3,2,1,1,0,0.6666666666666666,1.3862943611198906,1.0986122886681096,0.6931471805599453,70,80,70-79,bounded_band,1
treatment,TextGeneratorio/text-generator.io,2025-07,31,21,18,392,68,4.0,1,1,2025-03,1,18.0,18.0,True,both,treatment,post,4,1,44,28172,733.0,71455.0,23129,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3.80666248977032,10.246119351472723,6.598509028614515,1.0986122886681096,1.0986122886681096,0.0,1,1,1,1,1,TextGeneratorio/text-generator.io,2025-07,18,12,6,1,0,0.6666666666666666,2.9444389791664403,2.5649493574615367,1.9459101490553132,70,80,70-79,bounded_band,1
treatment,The-Pocket/PocketFlow,2024-12,82,27,24,347,11,-2.0,0,0,2025-02,0,24.0,24.0,True,both,treatment,pre,0,0,82,7315,0.0,1268.0,1274,2,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.418840607796597,8.897819009510757,0.0,1.0986122886681096,0.0,0.0,1,1,1,1,1,The-Pocket/PocketFlow,2024-12,42,19,23,1,0,0.4523809523809524,3.7612001156935624,2.995732273553991,3.1780538303479453,70,80,70-79,bounded_band,1
treatment,The-Pocket/PocketFlow,2025-01,121,5,2,4,2,-1.0,0,0,2025-02,0,2.0,2.0,True,both,treatment,pre,0,0,122,2868,0.0,1268.0,1274,4,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4.812184355372417,7.961718815981363,0.0,1.6094379124341005,0.0,0.0,1,1,1,1,1,The-Pocket/PocketFlow,2025-01,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,70,80,70-79,bounded_band,1
treatment,The-Pocket/PocketFlow,2025-03,226,31,25,369,108,1.0,1,1,2025-02,1,25.0,25.0,True,both,treatment,post,0,0,233,38530,26.0,4586.0,4762,7,989.0,11.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5.455321115357701,10.559218391085642,3.295836866004329,2.079441541679836,6.897704943128636,2.4849066497880004,1,1,1,1,1,The-Pocket/PocketFlow,2025-03,27,17,10,1,0,0.6296296296296297,3.332204510175204,2.8903717578961645,2.3978952727983707,70,80,70-79,bounded_band,1
treatment,The-Pocket/PocketFlow,2025-04,44,22,19,219,42,2.0,1,1,2025-02,1,19.0,19.0,True,both,treatment,post,0,0,53,13717,57.0,7386.0,7361,10,1759.0,16.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3.988984046564274,9.526464118059266,4.060443010546419,2.3978952727983707,7.473069088032197,2.833213344056216,1,1,1,1,1,The-Pocket/PocketFlow,2025-04,8,5,3,1,0,0.625,2.197224577336219,1.791759469228055,1.3862943611198906,70,80,70-79,bounded_band,1
treatment,The-Pocket/PocketFlow,2025-05,45,29,26,181,49,3.0,1,1,2025-02,1,26.0,26.0,True,both,treatment,post,0,0,52,13135,87.0,11204.0,9948,8,1323.0,16.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3.9702919135521215,9.48311183169221,4.477336814478206,2.197224577336219,7.188412736496954,2.833213344056216,1,1,1,1,1,The-Pocket/PocketFlow,2025-05,7,4,3,1,0,0.5714285714285714,2.0794415416798357,1.6094379124341003,1.3862943611198906,70,80,70-79,bounded_band,1
treatment,The-Pocket/PocketFlow,2025-06,8,3,2,78,12,4.0,1,1,2025-02,1,2.0,2.0,True,both,treatment,post,0,0,10,4281,118.0,12184.0,11116,4,517.0,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2.3978952727983707,8.362175469149628,4.77912349311153,1.6094379124341005,6.249975242259483,2.197224577336219,1,1,1,1,1,The-Pocket/PocketFlow,2025-06,5,3,2,1,0,0.6,1.791759469228055,1.3862943611198906,1.0986122886681096,70,80,70-79,bounded_band,1
treatment,The-Pocket/PocketFlow,2025-07,11,5,3,39,1,5.0,1,1,2025-02,1,3.0,3.0,True,both,treatment,post,0,0,15,346,148.0,12173.0,11105,7,860.0,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.772588722239781,5.849324779946859,5.003946305945459,2.079441541679836,6.7580945044277305,2.302585092994045,1,1,1,1,1,The-Pocket/PocketFlow,2025-07,4,2,2,1,0,0.5,1.6094379124341003,1.0986122886681096,1.0986122886681096,70,80,70-79,bounded_band,1
treatment,The-Pocket/PocketFlow-Template-Python,2025-03,24,2,1,6,2,1.0,1,1,2025-02,1,1.0,1.0,True,both,treatment,post,0,0,24,9633,0.0,45.0,46,3,33.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3.218875824868201,9.173053787190163,0.0,1.3862943611198906,3.526360524616161,0.0,1,1,1,1,1,The-Pocket/PocketFlow-Template-Python,2025-03,1,0,1,1,0,0.0,0.6931471805599453,0.0,0.6931471805599453,70,80,70-79,bounded_band,1
treatment,The-Pocket/Tutorial-AI-Paul-Graham,2025-02,11,5,5,18,4,-1.0,0,0,2025-03,0,5.0,5.0,True,both,treatment,pre,0,0,12,307,0.0,443.0,444,2,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.5649493574615367,5.730099782973574,0.0,1.0986122886681096,0.0,0.0,1,1,1,1,1,The-Pocket/Tutorial-AI-Paul-Graham,2025-02,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,70,80,70-79,bounded_band,1
treatment,The-Pocket/Tutorial-AI-Paul-Graham,2025-03,12,1,1,50,10,0.0,1,1,2025-03,1,1.0,1.0,True,both,treatment,event,0,0,12,3612,0.0,839.0,889,2,12.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2.5649493574615367,8.19229373114764,0.0,1.0986122886681096,2.5649493574615367,0.0,1,1,1,1,1,The-Pocket/Tutorial-AI-Paul-Graham,2025-03,4,4,0,1,0,1.0,1.6094379124341003,1.6094379124341003,0.0,70,80,70-79,bounded_band,1
treatment,The-Pocket/Tutorial-Cold-Email-Personalization,2025-03,8,3,3,24,7,0.0,1,1,2025-03,1,3.0,3.0,True,both,treatment,event,0,0,8,577,0.0,599.0,620,2,4.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.197224577336219,6.359573868672377,0.0,1.0986122886681096,1.6094379124341005,0.0,1,1,1,1,1,The-Pocket/Tutorial-Cold-Email-Personalization,2025-03,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,70,80,70-79,bounded_band,1
treatment,ToolUse/infinite-ai-seo,2025-02,7,4,4,54,7,0.0,1,1,2025-02,1,4.0,4.0,True,both,treatment,event,0,0,7,1115,0.0,1122.0,1235,1,14.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.079441541679836,7.017506142941256,0.0,0.6931471805599453,2.70805020110221,0.0,1,1,1,1,1,ToolUse/infinite-ai-seo,2025-02,2,2,0,1,0,1.0,1.0986122886681096,1.0986122886681096,0.0,70,80,70-79,bounded_band,1
treatment,ToolUse/tool-use-ai,2024-10,24,17,16,104,19,-2.0,0,0,2024-12,0,16.0,16.0,True,both,treatment,pre,0,0,39,10239,0.0,2276.0,2284,3,4.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3.688879454113936,9.2340568985935,0.0,1.3862943611198906,1.6094379124341005,1.6094379124341005,1,1,1,1,1,ToolUse/tool-use-ai,2024-10,3,2,1,1,0,0.6666666666666666,1.3862943611198906,1.0986122886681096,0.6931471805599453,70,80,70-79,bounded_band,1
treatment,ToolUse/tool-use-ai,2024-11,21,7,7,34,5,-1.0,0,0,2024-12,0,7.0,7.0,True,both,treatment,pre,0,0,29,3389,12.0,2977.0,2987,4,9.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3.4011973816621555,8.128585200374495,2.5649493574615367,1.6094379124341005,2.302585092994045,1.791759469228055,1,1,1,1,1,ToolUse/tool-use-ai,2024-11,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,70,80,70-79,bounded_band,1
treatment,VRSEN/agency-swarm,2024-01,66,53,46,114,37,-9.0,0,0,2024-10,0,46.0,46.0,True,both,treatment,pre,0,0,72,7419,39.0,3306.0,3473,2,305.0,29.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.290459441148391,8.911934336161426,3.688879454113936,1.0986122886681096,5.723585101952381,3.4011973816621555,1,1,1,1,1,VRSEN/agency-swarm,2024-01,3,2,1,1,0,0.6666666666666666,1.3862943611198906,1.0986122886681096,0.6931471805599453,70,80,70-79,bounded_band,1
treatment,VRSEN/agency-swarm,2024-02,46,33,30,80,26,-8.0,0,0,2024-10,0,30.0,30.0,True,both,treatment,pre,2,1,51,4731,70.0,3598.0,3786,5,125.0,19.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.951243718581427,8.462103225098277,4.262679877041316,1.791759469228055,4.836281906951478,2.995732273553991,1,1,1,1,1,VRSEN/agency-swarm,2024-02,1,0,1,1,0,0.0,0.6931471805599453,0.0,0.6931471805599453,70,80,70-79,bounded_band,1
