outcome,outcome_label,time,estimate,conf_low,conf_high,std_error,p_value,significant,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
has_function_change_event,Any Function-Change Event,-6,0.0460986093696156,-0.121131269834028,0.213328488573259,0.0853213669406344,,FALSE,60-69,60,70,bounded_band,full,paper,calendar_month,all,strict_band_60_69_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-5,0.0391597122561928,-0.0770568870587545,0.15537631157114,0.0592941833239527,,FALSE,60-69,60,70,bounded_band,full,paper,calendar_month,all,strict_band_60_69_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-4,0.105767049592465,-0.0458743893610351,0.257408488545964,0.0773680810987244,,FALSE,60-69,60,70,bounded_band,full,paper,calendar_month,all,strict_band_60_69_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-3,-0.0337991048141403,-0.171145130674251,0.103546921045971,0.0700745029898526,,FALSE,60-69,60,70,bounded_band,full,paper,calendar_month,all,strict_band_60_69_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-2,0.102808118115964,-0.0657326518439008,0.27134888807583,0.0859901887550333,,FALSE,60-69,60,70,bounded_band,full,paper,calendar_month,all,strict_band_60_69_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,0,0.103415142713938,-0.0140641556671549,0.220894441095031,0.0599384175413738,,FALSE,60-69,60,70,bounded_band,full,paper,calendar_month,all,strict_band_60_69_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,1,0.0869579655871122,-0.0616766010332314,0.235592532207456,0.0758339625613998,,FALSE,60-69,60,70,bounded_band,full,paper,calendar_month,all,strict_band_60_69_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,2,0.104708291736902,-0.0492609591486507,0.258677542622455,0.078555740247731,,FALSE,60-69,60,70,bounded_band,full,paper,calendar_month,all,strict_band_60_69_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,3,0.0428583849473784,-0.126638683617766,0.212355453512522,0.0864780962067062,,FALSE,60-69,60,70,bounded_band,full,paper,calendar_month,all,strict_band_60_69_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,4,-0.0569880646101201,-0.218110537971988,0.104134408751748,0.0822053435519733,,FALSE,60-69,60,70,bounded_band,full,paper,calendar_month,all,strict_band_60_69_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,5,0.00746990579278748,-0.143334177320222,0.158273988905797,0.0769408587311275,,FALSE,60-69,60,70,bounded_band,full,paper,calendar_month,all,strict_band_60_69_full_paper_ncloc_calendar_month_all
