outcome,term,estimate,std_error,conf_low,conf_high,p_value,note,outcome_label,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
agc_function_change_event_ratio,treat,-0.060756172338855,0.0494852502727334,-0.157747262873412,0.0362349181957024,,Borusyak static treatment effect,AGC-Like Event Share | Positive-Event Month,130-139,130,140,bounded_band,ratio,paper,calendar_month,all,strict_band_130_139_ratio_paper_ncloc_calendar_month_all
