outcome,outcome_label,time,estimate,conf_low,conf_high,std_error,p_value,significant,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-6,0.0429168044798498,-0.107481104383354,0.193314713343054,0.0767336269710224,,FALSE,130-139,130,140,bounded_band,ratio,paper,calendar_month,all,strict_band_130_139_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-5,0.00568682706739194,-0.13315325340225,0.144526907537033,0.0708367757498171,,FALSE,130-139,130,140,bounded_band,ratio,paper,calendar_month,all,strict_band_130_139_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-4,-0.0348877916923185,-0.17900769946737,0.109232116082733,0.0735305651913529,,FALSE,130-139,130,140,bounded_band,ratio,paper,calendar_month,all,strict_band_130_139_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-3,-0.0105971035230411,-0.167847622146424,0.146653415100342,0.0802298564405017,,FALSE,130-139,130,140,bounded_band,ratio,paper,calendar_month,all,strict_band_130_139_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-2,-0.132001423645898,-0.269159983485305,0.00515713619350869,0.0699788570609218,,FALSE,130-139,130,140,bounded_band,ratio,paper,calendar_month,all,strict_band_130_139_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,0,-0.0749014984604706,-0.181375753542145,0.0315727566212036,0.0543235995314665,,FALSE,130-139,130,140,bounded_band,ratio,paper,calendar_month,all,strict_band_130_139_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,1,-0.038733723642114,-0.170337683796095,0.0928702365118673,0.0671448776295823,,FALSE,130-139,130,140,bounded_band,ratio,paper,calendar_month,all,strict_band_130_139_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,2,-0.105552776778424,-0.265589031032503,0.0544834774756555,0.0816511501296324,,FALSE,130-139,130,140,bounded_band,ratio,paper,calendar_month,all,strict_band_130_139_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,3,-0.0500910769515368,-0.177076132974785,0.076893979071711,0.0647882938894121,,FALSE,130-139,130,140,bounded_band,ratio,paper,calendar_month,all,strict_band_130_139_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,4,-0.0642207675605819,-0.244909930297611,0.116468395176447,0.0921883483352189,,FALSE,130-139,130,140,bounded_band,ratio,paper,calendar_month,all,strict_band_130_139_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,5,-0.020636092147116,-0.205393795032457,0.164121610738225,0.0942641341251738,,FALSE,130-139,130,140,bounded_band,ratio,paper,calendar_month,all,strict_band_130_139_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,6,-0.017695957402948,-0.165380238683014,0.129988323877118,0.0753491231020746,,FALSE,130-139,130,140,bounded_band,ratio,paper,calendar_month,all,strict_band_130_139_ratio_paper_ncloc_calendar_month_all
