outcome,outcome_label,time,estimate,conf_low,conf_high,std_error,p_value,significant,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-6,0.0569083282558433,-0.121657826822815,0.235474483334502,0.0911051811625807,,FALSE,80-89,80,90,bounded_band,ratio,paper,calendar_month,all,strict_band_80_89_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-5,0.018571866975314,-0.168642666604823,0.205786400555451,0.0955176191735393,,FALSE,80-89,80,90,bounded_band,ratio,paper,calendar_month,all,strict_band_80_89_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-4,0.0603506448363972,-0.123416493155287,0.244117782828082,0.0937587438733084,,FALSE,80-89,80,90,bounded_band,ratio,paper,calendar_month,all,strict_band_80_89_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-3,-0.0840669151355337,-0.26388509270828,0.0957512624372122,0.0917439681493601,,FALSE,80-89,80,90,bounded_band,ratio,paper,calendar_month,all,strict_band_80_89_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-2,0.0192031380675094,-0.138289439063517,0.176695715198536,0.0803533556790954,,FALSE,80-89,80,90,bounded_band,ratio,paper,calendar_month,all,strict_band_80_89_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,0,0.0717125934641848,-0.0446462760870406,0.18807146301541,0.0593667701791966,,FALSE,80-89,80,90,bounded_band,ratio,paper,calendar_month,all,strict_band_80_89_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,1,0.0246294843303397,-0.106383453965535,0.155642422626215,0.0668433358652423,,FALSE,80-89,80,90,bounded_band,ratio,paper,calendar_month,all,strict_band_80_89_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,2,-0.0635555043706163,-0.21129198178851,0.0841809730472776,0.0753757537846397,,FALSE,80-89,80,90,bounded_band,ratio,paper,calendar_month,all,strict_band_80_89_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,3,-0.0497707903828132,-0.206739215523266,0.10719763475764,0.0800859311941087,,FALSE,80-89,80,90,bounded_band,ratio,paper,calendar_month,all,strict_band_80_89_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,4,-0.0146824244575236,-0.189060830226196,0.159695981311149,0.0889685743717719,,FALSE,80-89,80,90,bounded_band,ratio,paper,calendar_month,all,strict_band_80_89_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,5,0.0333886106105137,-0.12338922372715,0.190166444948178,0.079988690988604,,FALSE,80-89,80,90,bounded_band,ratio,paper,calendar_month,all,strict_band_80_89_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,6,0.0568296188915919,-0.134998231840357,0.248657469623541,0.0978713524142597,,FALSE,80-89,80,90,bounded_band,ratio,paper,calendar_month,all,strict_band_80_89_ratio_paper_ncloc_calendar_month_all
