outcome,term,estimate,std_error,conf_low,conf_high,p_value,note,outcome_label,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
has_function_change_event,treat,0.0358234768766383,0.0544298440236399,-0.0708590174096959,0.142505971162973,,Borusyak static treatment effect,Any Function-Change Event,120-129,120,130,bounded_band,full,paper,calendar_month,all,strict_band_120_129_full_paper_ncloc_calendar_month_all
log1p_function_change_events,treat,0.127849145443888,0.145264104503982,-0.156868499383917,0.412566790271693,,Borusyak static treatment effect,Total Function-Change Events (log1p),120-129,120,130,bounded_band,full,paper,calendar_month,all,strict_band_120_129_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,treat,0.00185566664403358,0.111479105652006,-0.216643380433898,0.220354713721965,,Borusyak static treatment effect,AGC-Like Function-Change Events (log1p),120-129,120,130,bounded_band,full,paper,calendar_month,all,strict_band_120_129_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,treat,0.144426428935561,0.12955192005572,-0.109495334373651,0.398348192244772,,Borusyak static treatment effect,HWC-Like Function-Change Events (log1p),120-129,120,130,bounded_band,full,paper,calendar_month,all,strict_band_120_129_full_paper_ncloc_calendar_month_all
