repo_name,time,dataset_source,ever_treated,is_treatment,is_treatment_dynamic,event,post_event,time_to_event,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,cursor,commits,lines_added,lines_removed,contributors,matched_as_control,matched_treatment_repos,match_ranks,matched_periods
1mrat/cursor-taskrunner,2024-08,treatment,1,1,1,2024-08,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,4.0,264.0,8.0,1.0,,,,
1mrat/cursor-taskrunner,2024-09,treatment,1,1,0,2024-08,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,False,0.0,0.0,0.0,0.0,,,,
1mrat/cursor-taskrunner,2024-10,treatment,1,1,0,2024-08,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,False,0.0,0.0,0.0,0.0,,,,
1mrat/cursor-taskrunner,2024-11,treatment,1,1,0,2024-08,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,False,0.0,0.0,0.0,0.0,,,,
1mrat/cursor-taskrunner,2024-12,treatment,1,1,0,2024-08,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,False,0.0,0.0,0.0,0.0,,,,
1mrat/cursor-taskrunner,2025-01,treatment,1,1,0,2024-08,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.0,0.0,0.0,0.0,,,,
1mrat/cursor-taskrunner,2025-02,treatment,1,1,0,2024-08,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,False,0.0,0.0,0.0,0.0,,,,
1mrat/cursor-taskrunner,2025-03,treatment,1,1,0,2024-08,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,False,0.0,0.0,0.0,0.0,,,,
1mrat/cursor-taskrunner,2025-04,treatment,1,1,0,2024-08,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,False,0.0,0.0,0.0,0.0,,,,
1mrat/cursor-taskrunner,2025-05,treatment,1,1,0,2024-08,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,False,0.0,0.0,0.0,0.0,,,,
1mrat/cursor-taskrunner,2025-06,treatment,1,1,0,2024-08,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,False,0.0,0.0,0.0,0.0,,,,
1mrat/cursor-taskrunner,2025-07,treatment,1,1,0,2024-08,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,False,0.0,0.0,0.0,0.0,,,,
1mrat/cursor-taskrunner,2025-08,treatment,1,1,0,2024-08,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,False,0.0,0.0,0.0,0.0,,,,
Anemll/Anemll,2025-02,treatment,1,1,1,2025-02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,8.0,2742.0,701.0,2.0,,,,
Anemll/Anemll,2025-03,treatment,1,1,0,2025-02,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,False,0.0,0.0,0.0,0.0,,,,
Anemll/Anemll,2025-04,treatment,1,1,1,2025-02,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,True,5.0,23138.0,423.0,2.0,,,,
Anemll/Anemll,2025-05,treatment,1,1,0,2025-02,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,False,1.0,2.0,2.0,1.0,,,,
Anemll/Anemll,2025-06,treatment,1,1,1,2025-02,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,True,65.0,91287.0,9154.0,3.0,,,,
Anemll/Anemll,2025-07,treatment,1,1,0,2025-02,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,False,1.0,5389.0,567.0,1.0,,,,
Anemll/Anemll,2025-08,treatment,1,1,0,2025-02,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,False,0.0,0.0,0.0,0.0,,,,
Apocrathia/home-assistant-config,2024-01,treatment,1,0,0,2025-02,0,-13,1,0,0,0,0,0,0,0,0,0,0,0,0,False,5.0,32.0,22.0,1.0,,,,
Apocrathia/home-assistant-config,2024-02,treatment,1,0,0,2025-02,0,-12,1,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,1.0,1.0,1.0,,,,
Apocrathia/home-assistant-config,2024-03,treatment,1,0,0,2025-02,0,-11,1,0,0,0,0,0,0,0,0,0,0,0,0,False,3.0,14.0,147.0,1.0,,,,
Apocrathia/home-assistant-config,2024-04,treatment,1,0,0,2025-02,0,-10,1,0,0,0,0,0,0,0,0,0,0,0,0,False,6.0,108.0,40.0,1.0,,,,
Apocrathia/home-assistant-config,2024-05,treatment,1,0,0,2025-02,0,-9,1,0,0,0,0,0,0,0,0,0,0,0,0,False,17.0,120.0,46.0,4.0,,,,
Apocrathia/home-assistant-config,2024-06,treatment,1,0,0,2025-02,0,-8,1,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,5.0,5.0,1.0,,,,
Apocrathia/home-assistant-config,2024-07,treatment,1,0,0,2025-02,0,-7,1,0,0,0,0,0,0,0,0,0,0,0,0,False,17.0,500.0,61.0,3.0,,,,
Apocrathia/home-assistant-config,2024-08,treatment,1,0,0,2025-02,0,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,,,,
