panel,output_file,complete_output_file,missing_output_file,output_rows,complete_rows,missing_core_quality_rows,output_repos,complete_repos,missing_core_quality_repos
strict,repo_python/did_final_pyv2_paper_overlap/panel_event_matched_strict_with_sonarqube_quality_did_input.csv,repo_python/did_final_pyv2_paper_overlap/panel_event_matched_strict_with_sonarqube_quality_did_input_complete.csv,repo_python/did_final_pyv2_paper_overlap/panel_event_matched_strict_with_sonarqube_quality_did_input_missing_core_quality.csv,1633,1588,45,220,217,23
