outcome,term,estimate,std_error,conf_low,conf_high,p_value,note,outcome_label,panel,sample_type,ncloc_spec,time_mode,parse_exclusion_mode
has_function_change_event,treat,0.0392596647971496,0.058394412309306,-0.0751933833290902,0.153712712923389,,Borusyak static treatment effect,Any Function-Change Event,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_function_change_events,treat,0.0477682786845631,0.224491896647292,-0.392235838744129,0.487772396113256,,Borusyak static treatment effect,Total Function-Change Events (log1p),strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_agc_function_change_events,treat,0.0522639479833418,0.202784261262778,-0.345193204091703,0.449721100058387,,Borusyak static treatment effect,AGC-Like Function-Change Events (log1p),strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_hwc_function_change_events,treat,-0.0235732106209546,0.196880221624715,-0.409458445005395,0.362312023763486,,Borusyak static treatment effect,HWC-Like Function-Change Events (log1p),strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
