outcome,outcome_label,time,estimate,conf_low,conf_high,std_error,p_value,significant,panel,sample_type,ncloc_spec,time_mode,parse_exclusion_mode
has_function_change_event,Any Function-Change Event,-6,-0.019970309808235,-0.158148770213967,0.118208150597497,0.0704992144927203,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
has_function_change_event,Any Function-Change Event,-5,0.0322543297256835,-0.0843251587537796,0.148833818205147,0.0594793308568689,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
has_function_change_event,Any Function-Change Event,-4,-0.066904623949057,-0.204659469034305,0.0708502211361906,0.0702830842271671,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
has_function_change_event,Any Function-Change Event,-3,0.0583193333294043,-0.0727078188354505,0.189346485494259,0.0668505878392116,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
has_function_change_event,Any Function-Change Event,-2,0.149740409992373,0.0262926386305802,0.273188181354167,0.0629835568172415,,TRUE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
has_function_change_event,Any Function-Change Event,0,0.126872470532476,-0.00631650690534488,0.260061447970297,0.0679535599172556,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
has_function_change_event,Any Function-Change Event,1,0.122796316738214,-0.0381987060565093,0.283791339532937,0.0821403177524096,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
has_function_change_event,Any Function-Change Event,2,0.0855698353572294,-0.0784128571044668,0.249552527818926,0.0836646390110695,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
has_function_change_event,Any Function-Change Event,3,-0.0192304986265758,-0.175120641965923,0.136659644712771,0.0795357874180342,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
has_function_change_event,Any Function-Change Event,4,-0.15540249205898,-0.318698086861578,0.00789310274361868,0.0833140789809176,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
has_function_change_event,Any Function-Change Event,5,0.0029073567161049,-0.173573436209483,0.179388149641693,0.0900412208804019,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
has_function_change_event,Any Function-Change Event,6,0.0467401493499964,-0.236485437356411,0.329965736056404,0.144502850360412,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_function_change_events,Total Function-Change Events (log1p),-6,0.105299828372865,-0.488926700254663,0.699526357000393,0.303176800320167,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_function_change_events,Total Function-Change Events (log1p),-5,0.0104759853796758,-0.386860320281476,0.407812291040828,0.202722604929159,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_function_change_events,Total Function-Change Events (log1p),-4,0.0154008685105266,-0.511028383367913,0.541830120388966,0.268586352999204,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_function_change_events,Total Function-Change Events (log1p),-3,0.070934062111452,-0.36492842676415,0.506796550987054,0.222378820854899,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_function_change_events,Total Function-Change Events (log1p),-2,0.53068510528245,0.00893802972916891,1.05243218083573,0.266197487527184,,TRUE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_function_change_events,Total Function-Change Events (log1p),0,0.561497324056222,0.0615241968829186,1.06147045122953,0.255088330190461,,TRUE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_function_change_events,Total Function-Change Events (log1p),1,0.217238463960823,-0.351766408965431,0.786243336887076,0.290308608635844,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_function_change_events,Total Function-Change Events (log1p),2,-0.0770219757271047,-0.690703412833504,0.536659461379295,0.313102774033877,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_function_change_events,Total Function-Change Events (log1p),3,-0.267764593217732,-0.96457141055896,0.429042224123495,0.355513682316953,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_function_change_events,Total Function-Change Events (log1p),4,-0.569017277617082,-1.18244815059273,0.0444135953585637,0.312974935191656,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_function_change_events,Total Function-Change Events (log1p),5,-0.162149708820848,-0.868124525776112,0.543825108134416,0.360191233140441,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_function_change_events,Total Function-Change Events (log1p),6,-0.323007097190625,-1.31293103490727,0.666916840526024,0.505063233528903,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),-6,0.132899337861513,-0.427545409806388,0.693344085529413,0.285941197789745,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),-5,0.00225278409104267,-0.379310457120038,0.383816025302123,0.194675123066878,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),-4,0.0626644563856728,-0.428205602373898,0.553534515145244,0.250443907530393,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),-3,0.0588051762050625,-0.362493973096257,0.480104325506382,0.214948545561898,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),-2,0.446977897235528,-0.0666246066604296,0.960580401131486,0.262042093824468,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),0,0.484303700052559,0.0294525885768545,0.939154811528264,0.232066893610054,,TRUE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),1,0.201156327232196,-0.297664510987117,0.699977165451508,0.254500427662915,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),2,-0.0913973366877449,-0.650355103661587,0.467560430286097,0.285182534170328,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),3,-0.250614836122539,-0.889638983818439,0.388409311573362,0.326032728416276,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),4,-0.538464631892313,-1.1064427359629,0.0295134721782784,0.289784746974792,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),5,-0.0711048987709976,-0.733276945012673,0.591067147470678,0.337842880735549,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),6,-0.171931542811514,-1.04120321543861,0.697340129815585,0.44350595542199,,FALSE,strict_function_lines_1_8_full_python_snapshot_ncloc_calendar_month_parse_clean,full,python_snapshot,calendar_month,parse_clean
