dataset_source,repo_name,time,commits_scanned,commits_with_python_changes,commits_with_function_change_events,unique_changed_functions,unique_changed_files,time_to_event,is_treatment,post_event,event,cursor,commits_with_function_events_manifest,commits_with_function_events_scored,detection_complete,detector_merge_status,treatment_group,treatment_period,parse_exclusion_records,has_parse_exclusion,commits,lines_added,age,ncloc_paper,ncloc_python_snapshot,contributors,stars,issues,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,analysis_ready_agc_changed_block_paper_ncloc,analysis_ready_agc_changed_block_python_snapshot_ncloc,log1p_commits,log1p_lines_added,log1p_age,log1p_contributors,log1p_stars,log1p_issues,analysis_ready_paper_ncloc,analysis_ready_python_snapshot_ncloc,analysis_ready_ratio_paper_ncloc,analysis_ready_ratio_python_snapshot_ncloc,treat,unit_id,calendar_time,function_change_events,agc_function_change_events,hwc_function_change_events,has_function_change_event,zero_function_event_month,agc_function_change_event_ratio,log1p_function_change_events,log1p_agc_function_change_events,log1p_hwc_function_change_events,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_band,ast_sequence_token_specification,ratio_sample
control,bropines/chrome-lens-py,2025-06,13,6,5,44,12,,0,0,,0,5.0,5.0,True,both,control,control,0,0,14,9727,293.0,3222.0,3409,2,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.70805020110221,9.182763604205949,5.683579767338681,1.0986122886681096,0.6931471805599453,0.6931471805599453,1,1,1,1,0,bropines/chrome-lens-py,2025-06,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,50,60,50-59,bounded_band,1
control,caffeinedoom/reconthing,2024-11,3,1,1,87,19,,0,0,,0,1.0,1.0,True,both,control,control,0,0,3,3,0.0,1688.0,1669,1,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3862943611198906,1.3862943611198906,0.0,0.6931471805599453,2.3978952727983707,0.0,1,1,1,1,0,caffeinedoom/reconthing,2024-11,5,2,3,1,0,0.4,1.791759469228055,1.0986122886681096,1.3862943611198906,50,60,50-59,bounded_band,1
control,cyb3rfortr3ss/ByDeF,2025-05,7,1,1,12,1,,0,0,,0,1.0,1.0,True,both,control,control,0,0,7,570,0.0,317.0,317,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.079441541679836,6.34738920965601,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,0,cyb3rfortr3ss/ByDeF,2025-05,2,2,0,1,0,1.0,1.0986122886681096,1.0986122886681096,0.0,50,60,50-59,bounded_band,1
control,daxa-ai/pebblo,2024-01,133,56,41,112,36,,0,0,,0,41.0,41.0,True,both,control,control,2,1,175,12581,0.0,1843.0,1027,14,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.170483995038151,9.440022500129974,0.0,2.70805020110221,0.6931471805599453,0.6931471805599453,1,1,1,1,0,daxa-ai/pebblo,2024-01,4,4,0,1,0,1.0,1.6094379124341003,1.6094379124341003,0.0,50,60,50-59,bounded_band,1
control,daxa-ai/pebblo,2024-02,74,25,23,102,23,,0,0,,0,23.0,23.0,True,both,control,control,0,0,74,7799,2.0,6755.0,2618,12,43.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.31748811353631,8.961879012677683,1.0986122886681096,2.5649493574615367,3.784189633918261,2.302585092994045,1,1,1,1,0,daxa-ai/pebblo,2024-02,7,3,4,1,0,0.42857142857142855,2.0794415416798357,1.3862943611198906,1.6094379124341003,50,60,50-59,bounded_band,1
control,daxa-ai/pebblo,2024-03,46,25,23,102,29,,0,0,,0,23.0,23.0,True,both,control,control,0,0,46,5024,31.0,8418.0,3877,8,72.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.8501476017100575,8.522180732927277,3.4657359027997265,2.197224577336219,4.290459441148391,1.6094379124341005,1,1,1,1,0,daxa-ai/pebblo,2024-03,3,3,0,1,0,1.0,1.3862943611198906,1.3862943611198906,0.0,50,60,50-59,bounded_band,1
control,daxa-ai/pebblo,2024-04,33,14,12,51,22,,0,0,,0,12.0,12.0,True,both,control,control,0,0,33,2327,62.0,9821.0,4540,9,6.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.526360524616161,7.752764808851328,4.143134726391533,2.302585092994045,1.9459101490553128,2.079441541679836,1,1,1,1,0,daxa-ai/pebblo,2024-04,2,2,0,1,0,1.0,1.0986122886681096,1.0986122886681096,0.0,50,60,50-59,bounded_band,1
control,daxa-ai/pebblo,2024-05,21,10,9,71,23,,0,0,,0,9.0,9.0,True,both,control,control,0,0,21,2817,92.0,11439.0,5493,7,8.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.091042453358316,7.943782692458625,4.532599493153255,2.079441541679836,2.197224577336219,1.791759469228055,1,1,1,1,0,daxa-ai/pebblo,2024-05,2,2,0,1,0,1.0,1.0986122886681096,1.0986122886681096,0.0,50,60,50-59,bounded_band,1
control,daxa-ai/pebblo,2024-07,40,17,15,90,30,,0,0,,0,15.0,15.0,True,both,control,control,0,0,40,2549,153.0,12857.0,6740,8,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.713572066704308,7.843848638152472,5.036952602413629,2.197224577336219,0.6931471805599453,0.6931471805599453,1,1,1,1,0,daxa-ai/pebblo,2024-07,7,5,2,1,0,0.7142857142857143,2.0794415416798357,1.791759469228055,1.0986122886681096,50,60,50-59,bounded_band,1
control,daxa-ai/pebblo,2024-08,32,17,15,162,39,,0,0,,0,15.0,15.0,True,both,control,control,0,0,32,5726,184.0,15733.0,9597,10,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.49650756146648,8.652947112393857,5.220355825078324,2.3978952727983707,1.3862943611198906,1.3862943611198906,1,1,1,1,0,daxa-ai/pebblo,2024-08,7,6,1,1,0,0.8571428571428571,2.0794415416798357,1.9459101490553132,0.6931471805599453,50,60,50-59,bounded_band,1
control,daxa-ai/pebblo,2024-09,54,24,23,158,39,,0,0,,0,23.0,23.0,True,both,control,control,0,0,54,6717,215.0,17260.0,11263,10,8.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.007333185232471,8.812545770172237,5.375278407684164,2.3978952727983707,2.197224577336219,1.6094379124341005,1,1,1,1,0,daxa-ai/pebblo,2024-09,4,4,0,1,0,1.0,1.6094379124341003,1.6094379124341003,0.0,50,60,50-59,bounded_band,1
control,dottxt-ai/prompts,2024-07,13,5,5,27,3,,0,0,,0,5.0,5.0,True,both,control,control,0,0,13,817,0.0,264.0,416,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6390573296152584,6.706862336602747,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,0,dottxt-ai/prompts,2024-07,2,1,1,1,0,0.5,1.0986122886681096,0.6931471805599453,0.6931471805599453,50,60,50-59,bounded_band,1
control,dottxt-ai/prompts,2024-09,7,5,4,19,2,,0,0,,0,4.0,4.0,True,both,control,control,0,0,7,431,0.0,229.0,384,2,17.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.079441541679836,6.06842558824411,0.0,1.0986122886681096,2.8903717578961645,1.0986122886681096,1,1,1,1,0,dottxt-ai/prompts,2024-09,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,50,60,50-59,bounded_band,1
control,dromara/domain-admin,2024-01,27,20,14,102,40,,0,0,,0,14.0,14.0,True,both,control,control,0,0,27,2547,0.0,8888.0,10684,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.332204510175204,7.843064016692054,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,0,dromara/domain-admin,2024-01,5,4,1,1,0,0.8,1.791759469228055,1.6094379124341003,0.6931471805599453,50,60,50-59,bounded_band,1
control,dromara/domain-admin,2024-02,34,30,19,65,28,,0,0,,0,19.0,19.0,True,both,control,control,0,0,34,1103,0.0,9410.0,11306,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.555348061489413,7.00669522683704,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,0,dromara/domain-admin,2024-02,2,0,2,1,0,0.0,1.0986122886681096,0.0,1.0986122886681096,50,60,50-59,bounded_band,1
control,dromara/domain-admin,2024-03,20,13,8,41,16,,0,0,,0,8.0,8.0,True,both,control,control,0,0,20,810,0.0,9750.0,11756,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.044522437723423,6.698268054115412,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,0,dromara/domain-admin,2024-03,2,0,2,1,0,0.0,1.0986122886681096,0.0,1.0986122886681096,50,60,50-59,bounded_band,1
control,dromara/domain-admin,2024-04,28,24,12,19,14,,0,0,,0,12.0,12.0,True,both,control,control,0,0,28,914,0.0,9846.0,11871,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.3672958299864737,6.818924065275521,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,0,dromara/domain-admin,2024-04,1,0,1,1,0,0.0,0.6931471805599453,0.0,0.6931471805599453,50,60,50-59,bounded_band,1
control,dromara/domain-admin,2024-05,9,3,2,8,3,,0,0,,0,2.0,2.0,True,both,control,control,0,0,9,342,0.0,10099.0,11938,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.302585092994045,5.83773044716594,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,0,dromara/domain-admin,2024-05,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,50,60,50-59,bounded_band,1
control,dromara/domain-admin,2024-06,20,14,9,52,15,,0,0,,0,9.0,9.0,True,both,control,control,0,0,20,3112,0.0,10541.0,12671,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.044522437723423,8.043342170441608,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,0,dromara/domain-admin,2024-06,9,6,3,1,0,0.6666666666666666,2.3025850929940455,1.9459101490553132,1.3862943611198906,50,60,50-59,bounded_band,1
control,dromara/domain-admin,2024-07,36,27,17,201,47,,0,0,,0,17.0,17.0,True,both,control,control,0,0,36,2159,0.0,11611.0,13912,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.610917912644224,7.67786350067821,0.0,1.0986122886681096,0.0,0.0,1,1,1,1,0,dromara/domain-admin,2024-07,13,9,4,1,0,0.6923076923076923,2.6390573296152584,2.3025850929940455,1.6094379124341003,50,60,50-59,bounded_band,1
control,dromara/domain-admin,2024-08,8,6,4,53,13,,0,0,,0,4.0,4.0,True,both,control,control,0,0,8,2511,0.0,11929.0,14358,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.197224577336219,7.828834527588089,0.0,1.0986122886681096,0.0,0.0,1,1,1,1,0,dromara/domain-admin,2024-08,8,4,4,1,0,0.5,2.197224577336219,1.6094379124341003,1.6094379124341003,50,60,50-59,bounded_band,1
control,dromara/domain-admin,2024-09,28,8,4,18,11,,0,0,,0,4.0,4.0,True,both,control,control,0,0,28,622,0.0,12221.0,14459,1,92.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.3672958299864737,6.434546518787453,0.0,0.6931471805599453,4.532599493153255,1.6094379124341005,1,1,1,1,0,dromara/domain-admin,2024-09,2,2,0,1,0,1.0,1.0986122886681096,1.0986122886681096,0.0,50,60,50-59,bounded_band,1
control,dromara/domain-admin,2024-11,20,15,6,27,11,,0,0,,0,6.0,6.0,True,both,control,control,0,0,20,309,59.0,12602.0,14895,3,84.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.044522437723423,5.736572297479192,4.0943445622221,1.3862943611198906,4.442651256490317,2.6390573296152584,1,1,1,1,0,dromara/domain-admin,2024-11,2,2,0,1,0,1.0,1.0986122886681096,1.0986122886681096,0.0,50,60,50-59,bounded_band,1
control,dromara/domain-admin,2024-12,6,3,1,1,1,,0,0,,0,1.0,1.0,True,both,control,control,0,0,6,14,89.0,12601.0,14894,1,81.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.9459101490553128,2.70805020110221,4.499809670330265,0.6931471805599453,4.406719247264253,2.079441541679836,1,1,1,1,0,dromara/domain-admin,2024-12,1,0,1,1,0,0.0,0.6931471805599453,0.0,0.6931471805599453,50,60,50-59,bounded_band,1
control,dymmond/edgy,2024-01,36,30,18,346,69,,0,0,,0,18.0,18.0,True,both,control,control,0,0,47,12520,0.0,18358.0,19449,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8712010109078903,9.435162513668947,0.0,1.0986122886681096,0.0,0.0,1,1,1,1,0,dymmond/edgy,2024-01,10,7,3,1,0,0.7,2.3978952727983707,2.0794415416798357,1.3862943611198906,50,60,50-59,bounded_band,1
control,dymmond/edgy,2024-05,17,11,8,330,62,,0,0,,0,8.0,8.0,True,both,control,control,0,0,17,4846,0.0,20849.0,22024,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.8903717578961645,8.486115235845375,0.0,1.3862943611198906,0.0,0.0,1,1,1,1,0,dymmond/edgy,2024-05,12,8,4,1,0,0.6666666666666666,2.5649493574615367,2.197224577336219,1.6094379124341003,50,60,50-59,bounded_band,1
control,dymmond/edgy,2024-06,13,10,9,482,73,,0,0,,0,9.0,9.0,True,both,control,control,0,0,13,7533,0.0,23338.0,24543,3,7.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.6390573296152584,8.927181388251986,0.0,1.3862943611198906,2.079441541679836,1.9459101490553128,1,1,1,1,0,dymmond/edgy,2024-06,20,20,0,1,0,1.0,3.044522437723423,3.044522437723423,0.0,50,60,50-59,bounded_band,1
control,dymmond/edgy,2024-08,15,11,9,544,179,,0,0,,0,9.0,9.0,True,both,control,control,0,0,15,5847,56.0,24580.0,25810,3,22.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.772588722239781,8.673855001429613,4.04305126783455,1.3862943611198906,3.1354942159291497,1.791759469228055,1,1,1,1,0,dymmond/edgy,2024-08,32,28,4,1,0,0.875,3.4965075614664802,3.3672958299864737,1.6094379124341003,50,60,50-59,bounded_band,1
control,dymmond/edgy,2024-09,14,14,13,997,276,,0,0,,0,13.0,13.0,True,both,control,control,0,0,14,11795,87.0,29482.0,31100,1,23.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.70805020110221,9.375515769935166,4.477336814478206,0.6931471805599453,3.1780538303479453,1.0986122886681096,1,1,1,1,0,dymmond/edgy,2024-09,49,31,18,1,0,0.6326530612244898,3.912023005428146,3.4657359027997265,2.9444389791664403,50,60,50-59,bounded_band,1
control,dymmond/edgy,2024-10,31,29,24,452,93,,0,0,,0,24.0,24.0,True,both,control,control,0,0,31,6443,117.0,31836.0,33461,2,11.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.4657359027997265,8.770904744296864,4.770684624465664,1.0986122886681096,2.4849066497880004,1.9459101490553128,1,1,1,1,0,dymmond/edgy,2024-10,23,19,4,1,0,0.8260869565217391,3.1780538303479453,2.995732273553991,1.6094379124341003,50,60,50-59,bounded_band,1
control,dymmond/edgy,2024-11,14,14,10,230,89,,0,0,,0,10.0,10.0,True,both,control,control,0,0,14,2904,148.0,32016.0,33544,1,13.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.70805020110221,7.974188669286011,5.003946305945459,0.6931471805599453,2.6390573296152584,1.6094379124341005,1,1,1,1,0,dymmond/edgy,2024-11,19,15,4,1,0,0.7894736842105263,2.995732273553991,2.772588722239781,1.6094379124341003,50,60,50-59,bounded_band,1
control,dymmond/edgy,2024-12,13,8,7,64,28,,0,0,,0,7.0,7.0,True,both,control,control,0,0,13,2064,178.0,32854.0,34438,2,13.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.6390573296152584,7.632885505395133,5.187385805840755,1.0986122886681096,2.6390573296152584,1.6094379124341005,1,1,1,1,0,dymmond/edgy,2024-12,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,50,60,50-59,bounded_band,1
control,dymmond/edgy,2025-01,21,16,15,369,100,,0,0,,0,15.0,15.0,True,both,control,control,0,0,21,6987,209.0,36338.0,37967,3,18.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.091042453358316,8.851949671253946,5.3471075307174685,1.3862943611198906,2.9444389791664403,1.9459101490553128,1,1,1,1,0,dymmond/edgy,2025-01,12,7,5,1,0,0.5833333333333334,2.5649493574615367,2.0794415416798357,1.791759469228055,50,60,50-59,bounded_band,1
control,dymmond/edgy,2025-02,15,14,12,129,39,,0,0,,0,12.0,12.0,True,both,control,control,0,0,15,4506,240.0,37886.0,39613,3,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.772588722239781,8.413387022690648,5.484796933490655,1.3862943611198906,2.6390573296152584,0.0,1,1,1,1,0,dymmond/edgy,2025-02,3,3,0,1,0,1.0,1.3862943611198906,1.3862943611198906,0.0,50,60,50-59,bounded_band,1
control,dymmond/edgy,2025-03,14,12,12,212,57,,0,0,,0,12.0,12.0,True,both,control,control,0,0,14,4084,268.0,40340.0,42082,2,14.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.70805020110221,8.315077007294104,5.594711379601839,1.0986122886681096,2.70805020110221,1.0986122886681096,1,1,1,1,0,dymmond/edgy,2025-03,10,2,8,1,0,0.2,2.3978952727983707,1.0986122886681096,2.197224577336219,50,60,50-59,bounded_band,1
control,dymmond/edgy,2025-04,10,10,10,350,184,,0,0,,0,10.0,10.0,True,both,control,control,0,0,10,2705,299.0,41282.0,43089,1,10.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.3978952727983707,7.903226808730733,5.703782474656201,0.6931471805599453,2.3978952727983707,0.6931471805599453,1,1,1,1,0,dymmond/edgy,2025-04,11,11,0,1,0,1.0,2.4849066497880004,2.4849066497880004,0.0,50,60,50-59,bounded_band,1
control,dymmond/edgy,2025-05,11,11,10,464,93,,0,0,,0,10.0,10.0,True,both,control,control,0,0,11,4504,329.0,42689.0,44203,2,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.4849066497880004,8.412943170042437,5.799092654460526,1.0986122886681096,2.079441541679836,0.0,1,1,1,1,0,dymmond/edgy,2025-05,10,10,0,1,0,1.0,2.3978952727983707,2.3978952727983707,0.0,50,60,50-59,bounded_band,1
control,dymmond/edgy,2025-06,6,6,5,87,31,,0,0,,0,5.0,5.0,True,both,control,control,0,0,6,1566,360.0,43469.0,44995,1,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.9459101490553128,7.356918242356021,5.8888779583328805,0.6931471805599453,2.079441541679836,0.0,1,1,1,1,0,dymmond/edgy,2025-06,4,4,0,1,0,1.0,1.6094379124341003,1.6094379124341003,0.0,50,60,50-59,bounded_band,1
control,dymmond/edgy,2025-07,19,16,15,1065,134,,0,0,,0,15.0,15.0,True,both,control,control,0,0,19,18896,390.0,44979.0,55946,2,8.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.995732273553991,9.846758458290038,5.968707559985366,1.0986122886681096,2.197224577336219,1.0986122886681096,1,1,1,1,0,dymmond/edgy,2025-07,26,22,4,1,0,0.8461538461538461,3.295836866004329,3.1354942159291497,1.6094379124341003,50,60,50-59,bounded_band,1
control,evermoving/SystemCaptioner,2024-10,108,62,52,73,8,,0,0,,0,52.0,52.0,True,both,control,control,0,0,111,2372,0.0,838.0,892,1,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.718498871295094,7.771910256435763,0.0,0.6931471805599453,1.791759469228055,0.0,1,1,1,1,0,evermoving/SystemCaptioner,2024-10,7,4,3,1,0,0.5714285714285714,2.0794415416798357,1.6094379124341003,1.3862943611198906,50,60,50-59,bounded_band,1
control,golemfoundation/octant,2024-01,172,56,52,370,153,,0,0,,0,52.0,52.0,True,both,control,control,0,0,272,71692,0.0,49073.0,15794,13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60947179518496,11.180148392811926,0.0,2.6390573296152584,0.0,0.0,1,1,1,1,0,golemfoundation/octant,2024-01,17,16,1,1,0,0.9411764705882353,2.8903717578961645,2.833213344056216,0.6931471805599453,50,60,50-59,bounded_band,1
control,golemfoundation/octant,2024-02,107,16,14,117,44,,0,0,,0,14.0,14.0,True,both,control,control,0,0,181,52930,0.0,51498.0,16687,14,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.204006687076795,10.87674445755095,0.0,2.70805020110221,1.0986122886681096,0.0,1,1,1,1,0,golemfoundation/octant,2024-02,8,5,3,1,0,0.625,2.197224577336219,1.791759469228055,1.3862943611198906,50,60,50-59,bounded_band,1
control,golemfoundation/octant,2024-03,177,47,39,495,152,,0,0,,0,39.0,39.0,True,both,control,control,0,0,235,33503,8.0,53797.0,17730,12,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.46383180502561,10.419420113670265,2.197224577336219,2.5649493574615367,0.6931471805599453,0.0,1,1,1,1,0,golemfoundation/octant,2024-03,40,36,4,1,0,0.9,3.7135720667043075,3.6109179126442243,1.6094379124341003,50,60,50-59,bounded_band,1
control,golemfoundation/octant,2024-04,325,102,85,296,111,,0,0,,0,85.0,85.0,True,both,control,control,1,1,456,86120,39.0,57578.0,19703,16,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.124683390894204,11.363508563115484,3.688879454113936,2.833213344056216,0.6931471805599453,0.0,1,1,1,1,0,golemfoundation/octant,2024-04,17,7,10,1,0,0.4117647058823529,2.8903717578961645,2.0794415416798357,2.3978952727983707,50,60,50-59,bounded_band,1
control,golemfoundation/octant,2024-05,114,61,48,317,123,,0,0,,0,48.0,48.0,True,both,control,control,0,0,178,35557,69.0,60499.0,21614,13,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.187385805840755,10.478920445076517,4.248495242049359,2.6390573296152584,0.6931471805599453,0.0,1,1,1,1,0,golemfoundation/octant,2024-05,15,9,6,1,0,0.6,2.772588722239781,2.3025850929940455,1.9459101490553132,50,60,50-59,bounded_band,1
control,golemfoundation/octant,2024-06,149,87,77,288,104,,0,0,,0,77.0,77.0,True,both,control,control,5,1,221,68386,100.0,63204.0,23646,14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.402677381872279,11.132938027067707,4.61512051684126,2.70805020110221,0.0,0.0,1,1,1,1,0,golemfoundation/octant,2024-06,42,20,22,1,0,0.47619047619047616,3.7612001156935624,3.044522437723423,3.1354942159291497,50,60,50-59,bounded_band,1
control,golemfoundation/octant,2024-07,126,31,23,128,58,,0,0,,0,23.0,23.0,True,both,control,control,0,0,195,37874,130.0,67722.0,25630,14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.278114659230517,10.54204654281167,4.875197323201151,2.70805020110221,0.0,0.0,1,1,1,1,0,golemfoundation/octant,2024-07,4,4,0,1,0,1.0,1.6094379124341003,1.6094379124341003,0.0,50,60,50-59,bounded_band,1
control,golemfoundation/octant,2024-08,92,30,30,48,17,,0,0,,0,30.0,30.0,True,both,control,control,0,0,119,17724,161.0,70379.0,25715,13,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.787491742782046,9.782731351400328,5.087596335232384,2.6390573296152584,0.6931471805599453,0.0,1,1,1,1,0,golemfoundation/octant,2024-08,2,2,0,1,0,1.0,1.0986122886681096,1.0986122886681096,0.0,50,60,50-59,bounded_band,1
control,golemfoundation/octant,2024-09,113,16,15,126,61,,0,0,,0,15.0,15.0,True,both,control,control,0,0,184,35767,192.0,69537.0,26474,9,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.220355825078324,10.484808917913815,5.262690188904886,2.302585092994045,1.0986122886681096,0.0,1,1,1,1,0,golemfoundation/octant,2024-09,8,7,1,1,0,0.875,2.197224577336219,2.0794415416798357,0.6931471805599453,50,60,50-59,bounded_band,1
control,golemfoundation/octant,2024-10,179,21,15,310,112,,0,0,,0,15.0,15.0,True,both,control,control,0,0,280,67696,222.0,74640.0,31811,13,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.638354669333745,11.122797144772276,5.407171771460119,2.6390573296152584,0.6931471805599453,0.0,1,1,1,1,0,golemfoundation/octant,2024-10,12,11,1,1,0,0.9166666666666666,2.5649493574615367,2.4849066497880004,0.6931471805599453,50,60,50-59,bounded_band,1
control,golemfoundation/octant,2024-12,162,24,18,160,58,,0,0,,0,18.0,18.0,True,both,control,control,6,1,202,72933,283.0,79845.0,33240,8,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.313205979041787,11.197310201587902,5.648974238161206,2.197224577336219,0.6931471805599453,0.0,1,1,1,1,0,golemfoundation/octant,2024-12,6,5,1,1,0,0.8333333333333334,1.9459101490553132,1.791759469228055,0.6931471805599453,50,60,50-59,bounded_band,1
control,golemfoundation/octant,2025-01,123,28,18,183,84,,0,0,,0,18.0,18.0,True,both,control,control,0,0,206,71139,314.0,82911.0,34309,9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.332718793265369,11.172405045502446,5.752572638825633,2.302585092994045,0.0,0.0,1,1,1,1,0,golemfoundation/octant,2025-01,5,4,1,1,0,0.8,1.791759469228055,1.6094379124341003,0.6931471805599453,50,60,50-59,bounded_band,1
control,golemfoundation/octant,2025-02,37,24,18,209,87,,0,0,,0,18.0,18.0,True,both,control,control,0,0,57,16006,345.0,86361.0,37935,11,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.060443010546419,9.680781405546698,5.846438775057724,2.4849066497880004,0.6931471805599453,0.0,1,1,1,1,0,golemfoundation/octant,2025-02,5,3,2,1,0,0.6,1.791759469228055,1.3862943611198906,1.0986122886681096,50,60,50-59,bounded_band,1
control,golemfoundation/octant,2025-03,167,88,70,240,70,,0,0,,0,70.0,70.0,True,both,control,control,0,0,192,17077,373.0,86850.0,40522,6,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.262690188904886,9.74554636446755,5.924255797414531,1.9459101490553128,0.6931471805599453,0.0,1,1,1,1,0,golemfoundation/octant,2025-03,5,3,2,1,0,0.6,1.791759469228055,1.3862943611198906,1.0986122886681096,50,60,50-59,bounded_band,1
control,golemfoundation/octant,2025-04,159,132,110,190,58,,0,0,,0,110.0,110.0,True,both,control,control,0,0,199,39710,404.0,92052.0,43345,5,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.298317366548036,10.58938350638188,6.003887067106539,1.791759469228055,1.0986122886681096,0.0,1,1,1,1,0,golemfoundation/octant,2025-04,16,12,4,1,0,0.75,2.833213344056216,2.5649493574615367,1.6094379124341003,50,60,50-59,bounded_band,1
control,golemfoundation/octant,2025-05,70,61,59,161,66,,0,0,,0,59.0,59.0,True,both,control,control,0,0,83,13861,434.0,94964.0,46439,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.430816798843313,9.53690656247793,6.075346031088684,1.6094379124341005,0.0,0.0,1,1,1,1,0,golemfoundation/octant,2025-05,9,8,1,1,0,0.8888888888888888,2.3025850929940455,2.197224577336219,0.6931471805599453,50,60,50-59,bounded_band,1
