treatment_repo,treatment_month,event_month,time_to_event,in_event_window,original_control_slots,python_eligible_controls,no_python_controls,snapshot_unknown_controls,missing_clone_controls,missing_monthly_history_controls,no_prior_snapshot_controls,exact_month_python_controls,prior_asof_python_controls,has_any_python_control,has_all_three_python_controls,coverage_class,eligible_snapshot_age_min_months,eligible_snapshot_age_median_months,eligible_snapshot_age_max_months,python_eligible_control_repos,no_python_control_repos,unavailable_or_unknown_control_repos,stable_python_control_count_event_window
Aronnaxx/Behold-Urwar-Droid-Concepts,2025-06,2025-03,3.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,1.0,2,aws/nova-act | cyb3rfortr3ss/ByDeF | vonssy/DreamerQuests-BOT,,,3
Aronnaxx/Behold-Urwar-Droid-Concepts,2025-07,2025-03,4.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,0.0,2,aws/nova-act | cyb3rfortr3ss/ByDeF | vonssy/DreamerQuests-BOT,,,3
Aronnaxx/Behold-Urwar-Droid-Concepts,2025-08,2025-03,5.0,1,3,3,0,0,0,0,0,1,2,1,1,3_of_3,0,1.0,3,aws/nova-act | cyb3rfortr3ss/ByDeF | vonssy/DreamerQuests-BOT,,,3
AttackIQ/DetectIQ,2024-11,2024-11,0.0,1,3,2,0,0,1,0,0,2,0,1,0,2_of_3,0,0.0,0,00sapo/taskcheck | sakomws/ai-workshop,,justin4ai/Quark,2
AttackIQ/DetectIQ,2024-12,2024-11,1.0,1,3,2,0,0,1,0,0,2,0,1,0,2_of_3,0,0.0,0,00sapo/taskcheck | sakomws/ai-workshop,,justin4ai/Quark,2
Chocksy/qc-options-framework,2024-04,2025-03,-11.0,0,3,3,0,0,0,0,0,3,0,1,1,3_of_3,1,3.0,4,Jieqianyu/SGN | Retmon403/cs2_cheats_for_python | Wang-ML-Lab/unified-continual-learning,,,3
Chocksy/qc-options-framework,2024-05,2025-03,-10.0,0,3,3,0,0,0,0,0,3,0,1,1,3_of_3,2,4.0,5,Jieqianyu/SGN | Retmon403/cs2_cheats_for_python | Wang-ML-Lab/unified-continual-learning,,,3
Chocksy/qc-options-framework,2024-06,2025-03,-9.0,0,3,3,0,0,0,0,0,3,0,1,1,3_of_3,3,5.0,6,Jieqianyu/SGN | Retmon403/cs2_cheats_for_python | Wang-ML-Lab/unified-continual-learning,,,3
Chocksy/qc-options-framework,2024-07,2025-03,-8.0,0,3,3,0,0,0,0,0,3,0,1,1,3_of_3,4,6.0,7,Jieqianyu/SGN | Retmon403/cs2_cheats_for_python | Wang-ML-Lab/unified-continual-learning,,,3
Chocksy/qc-options-framework,2024-08,2025-03,-7.0,0,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,7.0,8,Jieqianyu/SGN | Retmon403/cs2_cheats_for_python | Wang-ML-Lab/unified-continual-learning,,,3
Chocksy/qc-options-framework,2024-09,2025-03,-6.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,1.0,9,Jieqianyu/SGN | Retmon403/cs2_cheats_for_python | Wang-ML-Lab/unified-continual-learning,,,3
Chocksy/qc-options-framework,2024-10,2025-03,-5.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,1,2.0,10,Jieqianyu/SGN | Retmon403/cs2_cheats_for_python | Wang-ML-Lab/unified-continual-learning,,,3
Chocksy/qc-options-framework,2024-11,2025-03,-4.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,2,3.0,11,Jieqianyu/SGN | Retmon403/cs2_cheats_for_python | Wang-ML-Lab/unified-continual-learning,,,3
Chocksy/qc-options-framework,2024-12,2025-03,-3.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,3,4.0,12,Jieqianyu/SGN | Retmon403/cs2_cheats_for_python | Wang-ML-Lab/unified-continual-learning,,,3
Chocksy/qc-options-framework,2025-01,2025-03,-2.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,4.0,5,Jieqianyu/SGN | Retmon403/cs2_cheats_for_python | Wang-ML-Lab/unified-continual-learning,,,3
Chocksy/qc-options-framework,2025-02,2025-03,-1.0,1,3,3,0,0,0,0,0,1,2,1,1,3_of_3,1,5.0,6,Jieqianyu/SGN | Retmon403/cs2_cheats_for_python | Wang-ML-Lab/unified-continual-learning,,,3
Chocksy/qc-options-framework,2025-03,2025-03,0.0,1,3,3,0,0,0,0,0,1,2,1,1,3_of_3,0,2.0,6,Jieqianyu/SGN | Retmon403/cs2_cheats_for_python | Wang-ML-Lab/unified-continual-learning,,,3
DannyMac180/mirror,2024-12,2024-12,0.0,1,3,3,0,0,0,0,0,1,2,1,1,3_of_3,2,5.0,6,Makopolo/megascan_houdini20.0_USD_plugin | adelatour11/androidtvbackground | viktoriasemaan/sa-ai-agent,,,3
DataDog/integrations-core,2024-01,2025-03,-14.0,0,3,2,0,0,0,0,1,2,0,1,0,2_of_3,0,1.5,3,lancedb/lancedb | pieces-app/cli-agent,,microsoft/semantic-link-labs,3
DataDog/integrations-core,2024-02,2025-03,-13.0,0,3,2,0,0,0,0,1,2,0,1,0,2_of_3,0,2.0,4,lancedb/lancedb | pieces-app/cli-agent,,microsoft/semantic-link-labs,3
DataDog/integrations-core,2024-03,2025-03,-12.0,0,3,2,0,0,0,0,1,2,0,1,0,2_of_3,0,2.5,5,lancedb/lancedb | pieces-app/cli-agent,,microsoft/semantic-link-labs,3
DataDog/integrations-core,2024-04,2025-03,-11.0,0,3,2,0,0,0,0,1,2,0,1,0,2_of_3,0,0.0,0,lancedb/lancedb | pieces-app/cli-agent,,microsoft/semantic-link-labs,3
DataDog/integrations-core,2024-05,2025-03,-10.0,0,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,lancedb/lancedb | microsoft/semantic-link-labs | pieces-app/cli-agent,,,3
DataDog/integrations-core,2024-06,2025-03,-9.0,0,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,lancedb/lancedb | microsoft/semantic-link-labs | pieces-app/cli-agent,,,3
DataDog/integrations-core,2024-07,2025-03,-8.0,0,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,lancedb/lancedb | microsoft/semantic-link-labs | pieces-app/cli-agent,,,3
DataDog/integrations-core,2024-08,2025-03,-7.0,0,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,lancedb/lancedb | microsoft/semantic-link-labs | pieces-app/cli-agent,,,3
DataDog/integrations-core,2024-09,2025-03,-6.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,lancedb/lancedb | microsoft/semantic-link-labs | pieces-app/cli-agent,,,3
DataDog/integrations-core,2024-10,2025-03,-5.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,lancedb/lancedb | microsoft/semantic-link-labs | pieces-app/cli-agent,,,3
DataDog/integrations-core,2024-11,2025-03,-4.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,lancedb/lancedb | microsoft/semantic-link-labs | pieces-app/cli-agent,,,3
DataDog/integrations-core,2024-12,2025-03,-3.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,lancedb/lancedb | microsoft/semantic-link-labs | pieces-app/cli-agent,,,3
DataDog/integrations-core,2025-01,2025-03,-2.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,lancedb/lancedb | microsoft/semantic-link-labs | pieces-app/cli-agent,,,3
DataDog/integrations-core,2025-02,2025-03,-1.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,lancedb/lancedb | microsoft/semantic-link-labs | pieces-app/cli-agent,,,3
DataDog/integrations-core,2025-03,2025-03,0.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,lancedb/lancedb | microsoft/semantic-link-labs | pieces-app/cli-agent,,,3
DataDog/integrations-core,2025-04,2025-03,1.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,lancedb/lancedb | microsoft/semantic-link-labs | pieces-app/cli-agent,,,3
DataDog/integrations-core,2025-05,2025-03,2.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,lancedb/lancedb | microsoft/semantic-link-labs | pieces-app/cli-agent,,,3
DataDog/integrations-core,2025-06,2025-03,3.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,lancedb/lancedb | microsoft/semantic-link-labs | pieces-app/cli-agent,,,3
DataDog/integrations-core,2025-07,2025-03,4.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,lancedb/lancedb | microsoft/semantic-link-labs | pieces-app/cli-agent,,,3
DataDog/integrations-core,2025-08,2025-03,5.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,lancedb/lancedb | microsoft/semantic-link-labs | pieces-app/cli-agent,,,3
DataScienceUIBK/Rankify,2025-02,2025-03,-1.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,aio-libs/aiohttp | pieces-app/cli-agent | plurai-ai/intellagent,,,3
DataScienceUIBK/Rankify,2025-03,2025-03,0.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,1,aio-libs/aiohttp | pieces-app/cli-agent | plurai-ai/intellagent,,,3
DataScienceUIBK/Rankify,2025-04,2025-03,1.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,aio-libs/aiohttp | pieces-app/cli-agent | plurai-ai/intellagent,,,3
DataScienceUIBK/Rankify,2025-05,2025-03,2.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,0.0,1,aio-libs/aiohttp | pieces-app/cli-agent | plurai-ai/intellagent,,,3
DataScienceUIBK/Rankify,2025-06,2025-03,3.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,0.0,2,aio-libs/aiohttp | pieces-app/cli-agent | plurai-ai/intellagent,,,3
DataScienceUIBK/Rankify,2025-07,2025-03,4.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,0.0,3,aio-libs/aiohttp | pieces-app/cli-agent | plurai-ai/intellagent,,,3
DataScienceUIBK/Rankify,2025-08,2025-03,5.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,0.0,4,aio-libs/aiohttp | pieces-app/cli-agent | plurai-ai/intellagent,,,3
Elevate-Code/better-voice-typing,2024-10,2024-10,0.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,HelpingAI/Webscout | loml13yyy/AtlassianConfluence-RCE | loml13yyy/yyGRPU8,,,3
Elevate-Code/better-voice-typing,2024-11,2024-10,1.0,1,3,3,0,0,0,0,0,1,2,1,1,3_of_3,0,1.0,1,HelpingAI/Webscout | loml13yyy/AtlassianConfluence-RCE | loml13yyy/yyGRPU8,,,3
Elevate-Code/better-voice-typing,2024-12,2024-10,2.0,1,3,3,0,0,0,0,0,1,2,1,1,3_of_3,0,2.0,2,HelpingAI/Webscout | loml13yyy/AtlassianConfluence-RCE | loml13yyy/yyGRPU8,,,3
Elevate-Code/better-voice-typing,2025-01,2024-10,3.0,1,3,3,0,0,0,0,0,1,2,1,1,3_of_3,0,3.0,3,HelpingAI/Webscout | loml13yyy/AtlassianConfluence-RCE | loml13yyy/yyGRPU8,,,3
Elevate-Code/better-voice-typing,2025-02,2024-10,4.0,1,3,3,0,0,0,0,0,1,2,1,1,3_of_3,0,4.0,4,HelpingAI/Webscout | loml13yyy/AtlassianConfluence-RCE | loml13yyy/yyGRPU8,,,3
Elevate-Code/better-voice-typing,2025-03,2024-10,5.0,1,3,3,0,0,0,0,0,1,2,1,1,3_of_3,0,5.0,5,HelpingAI/Webscout | loml13yyy/AtlassianConfluence-RCE | loml13yyy/yyGRPU8,,,3
Elevate-Code/better-voice-typing,2025-04,2024-10,6.0,1,3,3,0,0,0,0,0,1,2,1,1,3_of_3,0,6.0,6,HelpingAI/Webscout | loml13yyy/AtlassianConfluence-RCE | loml13yyy/yyGRPU8,,,3
Elevate-Code/better-voice-typing,2025-05,2024-10,7.0,0,3,3,0,0,0,0,0,1,2,1,1,3_of_3,0,7.0,7,HelpingAI/Webscout | loml13yyy/AtlassianConfluence-RCE | loml13yyy/yyGRPU8,,,3
Elevate-Code/better-voice-typing,2025-06,2024-10,8.0,0,3,3,0,0,0,0,0,1,2,1,1,3_of_3,0,8.0,8,HelpingAI/Webscout | loml13yyy/AtlassianConfluence-RCE | loml13yyy/yyGRPU8,,,3
Elevate-Code/better-voice-typing,2025-07,2024-10,9.0,0,3,3,0,0,0,0,0,1,2,1,1,3_of_3,0,9.0,9,HelpingAI/Webscout | loml13yyy/AtlassianConfluence-RCE | loml13yyy/yyGRPU8,,,3
Hankanman/Area-Occupancy-Detection,2024-11,2024-12,-1.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,1,AkariAsai/ScholarQABench | caffeinedoom/reconthing | vortezwohl/Bhakti,,,3
Hankanman/Area-Occupancy-Detection,2024-12,2024-12,0.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,1,1.0,2,AkariAsai/ScholarQABench | caffeinedoom/reconthing | vortezwohl/Bhakti,,,3
Hankanman/Area-Occupancy-Detection,2025-01,2024-12,1.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,2,2.0,3,AkariAsai/ScholarQABench | caffeinedoom/reconthing | vortezwohl/Bhakti,,,3
Hankanman/Area-Occupancy-Detection,2025-02,2024-12,2.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,3.0,4,AkariAsai/ScholarQABench | caffeinedoom/reconthing | vortezwohl/Bhakti,,,3
Hankanman/Area-Occupancy-Detection,2025-03,2024-12,3.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,1,4.0,5,AkariAsai/ScholarQABench | caffeinedoom/reconthing | vortezwohl/Bhakti,,,3
Hankanman/Area-Occupancy-Detection,2025-04,2024-12,4.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,0.0,5,AkariAsai/ScholarQABench | caffeinedoom/reconthing | vortezwohl/Bhakti,,,3
Hankanman/Area-Occupancy-Detection,2025-05,2024-12,5.0,1,3,3,0,0,0,0,0,1,2,1,1,3_of_3,1,1.0,6,AkariAsai/ScholarQABench | caffeinedoom/reconthing | vortezwohl/Bhakti,,,3
Hankanman/Area-Occupancy-Detection,2025-06,2024-12,6.0,1,3,3,0,0,0,0,0,1,2,1,1,3_of_3,2,2.0,7,AkariAsai/ScholarQABench | caffeinedoom/reconthing | vortezwohl/Bhakti,,,3
Hankanman/Area-Occupancy-Detection,2025-07,2024-12,7.0,0,3,3,0,0,0,0,0,1,2,1,1,3_of_3,0,3.0,8,AkariAsai/ScholarQABench | caffeinedoom/reconthing | vortezwohl/Bhakti,,,3
Hankanman/Area-Occupancy-Detection,2025-08,2024-12,8.0,0,3,3,0,0,0,0,0,1,2,1,1,3_of_3,0,4.0,9,AkariAsai/ScholarQABench | caffeinedoom/reconthing | vortezwohl/Bhakti,,,3
Kiln-AI/Kiln,2024-08,2025-01,-5.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,PromtEngineer/localGPT | daxa-ai/pebblo | neuml/rag,,,3
Kiln-AI/Kiln,2024-09,2025-01,-4.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,PromtEngineer/localGPT | daxa-ai/pebblo | neuml/rag,,,3
Kiln-AI/Kiln,2024-10,2025-01,-3.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,PromtEngineer/localGPT | daxa-ai/pebblo | neuml/rag,,,3
Kiln-AI/Kiln,2024-11,2025-01,-2.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,PromtEngineer/localGPT | daxa-ai/pebblo | neuml/rag,,,3
Kiln-AI/Kiln,2024-12,2025-01,-1.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,1.0,1,PromtEngineer/localGPT | daxa-ai/pebblo | neuml/rag,,,3
Kiln-AI/Kiln,2025-01,2025-01,0.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,1,2.0,2,PromtEngineer/localGPT | daxa-ai/pebblo | neuml/rag,,,3
Kiln-AI/Kiln,2025-02,2025-01,1.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,2,PromtEngineer/localGPT | daxa-ai/pebblo | neuml/rag,,,3
Kiln-AI/Kiln,2025-03,2025-01,2.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,1.0,3,PromtEngineer/localGPT | daxa-ai/pebblo | neuml/rag,,,3
Kiln-AI/Kiln,2025-04,2025-01,3.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,1.0,2,PromtEngineer/localGPT | daxa-ai/pebblo | neuml/rag,,,3
Kiln-AI/Kiln,2025-05,2025-01,4.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,2.0,3,PromtEngineer/localGPT | daxa-ai/pebblo | neuml/rag,,,3
Kiln-AI/Kiln,2025-06,2025-01,5.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,1.0,3,PromtEngineer/localGPT | daxa-ai/pebblo | neuml/rag,,,3
Kiln-AI/Kiln,2025-07,2025-01,6.0,1,3,3,0,0,0,0,0,1,2,1,1,3_of_3,0,1.0,2,PromtEngineer/localGPT | daxa-ai/pebblo | neuml/rag,,,3
Kiln-AI/Kiln,2025-08,2025-01,7.0,0,3,3,0,0,0,0,0,0,3,1,1,3_of_3,1,2.0,3,PromtEngineer/localGPT | daxa-ai/pebblo | neuml/rag,,,3
KroMiose/nekro-agent,2024-07,2025-01,-6.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,DakeQQ/YOLO-Depth-Estimation-for-Android | FFY0/AdaKV | xinsir6/ControlNetPlus,,,3
KroMiose/nekro-agent,2024-08,2025-01,-5.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,DakeQQ/YOLO-Depth-Estimation-for-Android | FFY0/AdaKV | xinsir6/ControlNetPlus,,,3
KroMiose/nekro-agent,2024-09,2025-01,-4.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,1,DakeQQ/YOLO-Depth-Estimation-for-Android | FFY0/AdaKV | xinsir6/ControlNetPlus,,,3
KroMiose/nekro-agent,2024-10,2025-01,-3.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,1.0,2,DakeQQ/YOLO-Depth-Estimation-for-Android | FFY0/AdaKV | xinsir6/ControlNetPlus,,,3
KroMiose/nekro-agent,2024-11,2025-01,-2.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,0.0,2,DakeQQ/YOLO-Depth-Estimation-for-Android | FFY0/AdaKV | xinsir6/ControlNetPlus,,,3
KroMiose/nekro-agent,2024-12,2025-01,-1.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,0.0,3,DakeQQ/YOLO-Depth-Estimation-for-Android | FFY0/AdaKV | xinsir6/ControlNetPlus,,,3
KroMiose/nekro-agent,2025-01,2025-01,0.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,0.0,4,DakeQQ/YOLO-Depth-Estimation-for-Android | FFY0/AdaKV | xinsir6/ControlNetPlus,,,3
KroMiose/nekro-agent,2025-02,2025-01,1.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,1.0,5,DakeQQ/YOLO-Depth-Estimation-for-Android | FFY0/AdaKV | xinsir6/ControlNetPlus,,,3
KroMiose/nekro-agent,2025-03,2025-01,2.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,2.0,6,DakeQQ/YOLO-Depth-Estimation-for-Android | FFY0/AdaKV | xinsir6/ControlNetPlus,,,3
KroMiose/nekro-agent,2025-04,2025-01,3.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,3.0,7,DakeQQ/YOLO-Depth-Estimation-for-Android | FFY0/AdaKV | xinsir6/ControlNetPlus,,,3
KroMiose/nekro-agent,2025-05,2025-01,4.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,4.0,8,DakeQQ/YOLO-Depth-Estimation-for-Android | FFY0/AdaKV | xinsir6/ControlNetPlus,,,3
KroMiose/nekro-agent,2025-06,2025-01,5.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,1.0,9,DakeQQ/YOLO-Depth-Estimation-for-Android | FFY0/AdaKV | xinsir6/ControlNetPlus,,,3
KroMiose/nekro-agent,2025-07,2025-01,6.0,1,3,3,0,0,0,0,0,1,2,1,1,3_of_3,1,2.0,10,DakeQQ/YOLO-Depth-Estimation-for-Android | FFY0/AdaKV | xinsir6/ControlNetPlus,,,3
KroMiose/nekro-agent,2025-08,2025-01,7.0,0,3,3,0,0,0,0,0,1,2,1,1,3_of_3,0,2.0,11,DakeQQ/YOLO-Depth-Estimation-for-Android | FFY0/AdaKV | xinsir6/ControlNetPlus,,,3
LearningCircuit/local-deep-research,2025-02,2025-03,-1.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,1,EURAC-EEBgroup/brick-llm | ITSpecialist111/ai_automation_suggester | dromara/domain-admin,,,3
LearningCircuit/local-deep-research,2025-03,2025-03,0.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,EURAC-EEBgroup/brick-llm | ITSpecialist111/ai_automation_suggester | dromara/domain-admin,,,3
LearningCircuit/local-deep-research,2025-04,2025-03,1.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,1,EURAC-EEBgroup/brick-llm | ITSpecialist111/ai_automation_suggester | dromara/domain-admin,,,3
LearningCircuit/local-deep-research,2025-05,2025-03,2.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,1,EURAC-EEBgroup/brick-llm | ITSpecialist111/ai_automation_suggester | dromara/domain-admin,,,3
LearningCircuit/local-deep-research,2025-06,2025-03,3.0,1,3,3,0,0,0,0,0,2,1,1,1,3_of_3,0,0.0,1,EURAC-EEBgroup/brick-llm | ITSpecialist111/ai_automation_suggester | dromara/domain-admin,,,3
LearningCircuit/local-deep-research,2025-07,2025-03,4.0,1,3,3,0,0,0,0,0,1,2,1,1,3_of_3,0,1.0,2,EURAC-EEBgroup/brick-llm | ITSpecialist111/ai_automation_suggester | dromara/domain-admin,,,3
LearningCircuit/local-deep-research,2025-08,2025-03,5.0,1,3,3,0,0,0,0,0,1,2,1,1,3_of_3,0,2.0,3,EURAC-EEBgroup/brick-llm | ITSpecialist111/ai_automation_suggester | dromara/domain-admin,,,3
MDGrey33/pyvisionai,2024-11,2025-01,-2.0,1,3,0,0,0,0,0,3,0,0,0,0,0_of_3,,,,,,MrTimonM/Arichain-Bot | ali-bahrainian/RAG_best_practices | yihozhang/most-influential-pl-papers,0
MDGrey33/pyvisionai,2024-12,2025-01,-1.0,1,3,1,0,0,0,0,2,1,0,1,0,1_of_3,0,0.0,0,ali-bahrainian/RAG_best_practices,,MrTimonM/Arichain-Bot | yihozhang/most-influential-pl-papers,0
MDGrey33/pyvisionai,2025-01,2025-01,0.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,MrTimonM/Arichain-Bot | ali-bahrainian/RAG_best_practices | yihozhang/most-influential-pl-papers,,,0
MDGrey33/pyvisionai,2025-02,2025-01,1.0,1,3,3,0,0,0,0,0,1,2,1,1,3_of_3,1,1.0,1,MrTimonM/Arichain-Bot | ali-bahrainian/RAG_best_practices | yihozhang/most-influential-pl-papers,,,0
MDGrey33/pyvisionai,2025-03,2025-01,2.0,1,3,3,0,0,0,0,0,1,2,1,1,3_of_3,0,2.0,2,MrTimonM/Arichain-Bot | ali-bahrainian/RAG_best_practices | yihozhang/most-influential-pl-papers,,,0
MDGrey33/pyvisionai,2025-04,2025-01,3.0,1,3,3,0,0,0,0,0,0,3,1,1,3_of_3,1,3.0,3,MrTimonM/Arichain-Bot | ali-bahrainian/RAG_best_practices | yihozhang/most-influential-pl-papers,,,0
MDGrey33/pyvisionai,2025-05,2025-01,4.0,1,3,3,0,0,0,0,0,0,3,1,1,3_of_3,2,4.0,4,MrTimonM/Arichain-Bot | ali-bahrainian/RAG_best_practices | yihozhang/most-influential-pl-papers,,,0
MDGrey33/pyvisionai,2025-06,2025-01,5.0,1,3,3,0,0,0,0,0,0,3,1,1,3_of_3,3,5.0,5,MrTimonM/Arichain-Bot | ali-bahrainian/RAG_best_practices | yihozhang/most-influential-pl-papers,,,0
MDGrey33/pyvisionai,2025-07,2025-01,6.0,1,3,3,0,0,0,0,0,0,3,1,1,3_of_3,4,6.0,6,MrTimonM/Arichain-Bot | ali-bahrainian/RAG_best_practices | yihozhang/most-influential-pl-papers,,,0
Meeting-Baas/speaking-meeting-bot,2024-11,2024-11,0.0,1,3,2,0,0,1,0,0,2,0,1,0,2_of_3,0,0.0,0,00sapo/taskcheck | sakomws/ai-workshop,,justin4ai/Quark,2
Meeting-Baas/speaking-meeting-bot,2024-12,2024-11,1.0,1,3,2,0,0,1,0,0,2,0,1,0,2_of_3,0,0.0,0,00sapo/taskcheck | sakomws/ai-workshop,,justin4ai/Quark,2
Meeting-Baas/speaking-meeting-bot,2025-01,2024-11,2.0,1,3,2,0,0,1,0,0,1,1,1,0,2_of_3,1,1.0,1,00sapo/taskcheck | sakomws/ai-workshop,,justin4ai/Quark,2
Meeting-Baas/speaking-meeting-bot,2025-02,2024-11,3.0,1,3,2,0,0,1,0,0,1,1,1,0,2_of_3,2,2.0,2,00sapo/taskcheck | sakomws/ai-workshop,,justin4ai/Quark,2
Meeting-Baas/speaking-meeting-bot,2025-03,2024-11,4.0,1,3,2,0,0,1,0,0,1,1,1,0,2_of_3,0,1.5,3,00sapo/taskcheck | sakomws/ai-workshop,,justin4ai/Quark,2
Meeting-Baas/speaking-meeting-bot,2025-04,2024-11,5.0,1,3,2,0,0,1,0,0,1,1,1,0,2_of_3,1,2.5,4,00sapo/taskcheck | sakomws/ai-workshop,,justin4ai/Quark,2
Meeting-Baas/speaking-meeting-bot,2025-05,2024-11,6.0,1,3,2,0,0,1,0,0,1,1,1,0,2_of_3,0,2.5,5,00sapo/taskcheck | sakomws/ai-workshop,,justin4ai/Quark,2
Meeting-Baas/speaking-meeting-bot,2025-06,2024-11,7.0,0,3,2,0,0,1,0,0,1,1,1,0,2_of_3,0,3.0,6,00sapo/taskcheck | sakomws/ai-workshop,,justin4ai/Quark,2
Mineru98/mysql-mcp-server,2025-03,2025-03,0.0,1,3,3,0,0,0,0,0,3,0,1,1,3_of_3,0,0.0,0,aws/nova-act | cyb3rfortr3ss/ByDeF | vonssy/DreamerQuests-BOT,,,3
Multi-V-VM/MVVM,2024-01,2025-03,-14.0,0,3,2,0,0,0,0,1,0,2,1,0,2_of_3,9,14.0,19,4mritGiri/NumberTracker | chrisyy2003/nonebot-plugin-gpt3,,yoongi43/music_audio_enhancement_conformer,3
Multi-V-VM/MVVM,2024-02,2025-03,-13.0,0,3,2,0,0,0,0,1,0,2,1,0,2_of_3,10,15.0,20,4mritGiri/NumberTracker | chrisyy2003/nonebot-plugin-gpt3,,yoongi43/music_audio_enhancement_conformer,3
Multi-V-VM/MVVM,2024-03,2025-03,-12.0,0,3,2,0,0,0,0,1,0,2,1,0,2_of_3,11,16.0,21,4mritGiri/NumberTracker | chrisyy2003/nonebot-plugin-gpt3,,yoongi43/music_audio_enhancement_conformer,3
Multi-V-VM/MVVM,2024-04,2025-03,-11.0,0,3,2,0,0,0,0,1,0,2,1,0,2_of_3,12,17.0,22,4mritGiri/NumberTracker | chrisyy2003/nonebot-plugin-gpt3,,yoongi43/music_audio_enhancement_conformer,3
