treatment_repo,treatment_clone_dir_name,treatment_clone_path,treatment_is_git_repository,matched_period,propensity_score,original_matched_control_count,control_rank,control_repo,control_clone_found,control_clone_dir_name,control_clone_path,control_is_git_repository,pair_status
osomai/servicenow-mcp,osomai_servicenow-mcp,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/osomai_servicenow-mcp,True,202502,0.0740099640284197,3,3,vonssy/DreamerQuests-BOT,True,vonssy_DreamerQuests-BOT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vonssy_DreamerQuests-BOT,True,aligned
panther-labs/panther-analysis,panther-labs_panther-analysis,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/panther-labs_panther-analysis,True,202502,0.0105936344809447,3,1,harvard-edge/QuaRL,True,harvard-edge_QuaRL,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/harvard-edge_QuaRL,True,aligned
panther-labs/panther-analysis,panther-labs_panther-analysis,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/panther-labs_panther-analysis,True,202502,0.0105936344809447,3,2,thegreenwebfoundation/admin-portal,True,thegreenwebfoundation_admin-portal,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/thegreenwebfoundation_admin-portal,True,aligned
panther-labs/panther-analysis,panther-labs_panther-analysis,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/panther-labs_panther-analysis,True,202502,0.0105936344809447,3,3,jgwak/GSDN,True,jgwak_GSDN,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/jgwak_GSDN,True,aligned
PiotrCzapla/smart_dictation,PiotrCzapla_smart_dictation,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/PiotrCzapla_smart_dictation,True,202409,0.0212830932484271,3,1,loml13yyy/AtlassianConfluence-RCE,True,loml13yyy_AtlassianConfluence-RCE,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/loml13yyy_AtlassianConfluence-RCE,True,aligned
PiotrCzapla/smart_dictation,PiotrCzapla_smart_dictation,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/PiotrCzapla_smart_dictation,True,202409,0.0212830932484271,3,2,loml13yyy/yyGRPU8,True,loml13yyy_yyGRPU8,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/loml13yyy_yyGRPU8,True,aligned
PiotrCzapla/smart_dictation,PiotrCzapla_smart_dictation,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/PiotrCzapla_smart_dictation,True,202409,0.0212830932484271,3,3,HelpingAI/Webscout,True,HelpingAI_Webscout,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/HelpingAI_Webscout,True,aligned
PostHog/posthog,PostHog_posthog,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/PostHog_posthog,True,202501,0.9999999999337106,3,1,NVIDIA/cuEquivariance,True,NVIDIA_cuEquivariance,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/NVIDIA_cuEquivariance,True,aligned
PostHog/posthog,PostHog_posthog,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/PostHog_posthog,True,202501,0.9999999999337106,3,2,aj47/100x-orchestrator,True,aj47_100x-orchestrator,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aj47_100x-orchestrator,True,aligned
PostHog/posthog,PostHog_posthog,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/PostHog_posthog,True,202501,0.9999999999337106,3,3,golemfoundation/octant,True,golemfoundation_octant,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/golemfoundation_octant,True,aligned
raphaelmansuy/code2prompt,raphaelmansuy_code2prompt,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/raphaelmansuy_code2prompt,True,202408,0.2786058832470743,3,1,OSU-NLP-Group/HippoRAG,True,OSU-NLP-Group_HippoRAG,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/OSU-NLP-Group_HippoRAG,True,aligned
raphaelmansuy/code2prompt,raphaelmansuy_code2prompt,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/raphaelmansuy_code2prompt,True,202408,0.2786058832470743,3,2,odoo/industry,True,odoo_industry,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/odoo_industry,True,aligned
raphaelmansuy/code2prompt,raphaelmansuy_code2prompt,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/raphaelmansuy_code2prompt,True,202408,0.2786058832470743,3,3,thefatedefeater/V2ray-Config,True,thefatedefeater_V2ray-Config,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/thefatedefeater_V2ray-Config,True,aligned
raphaelmansuy/iteration_of_tought,raphaelmansuy_iteration_of_tought,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/raphaelmansuy_iteration_of_tought,True,202408,0.0199226183490069,3,1,MingSun-Tse/LightAvatar-TensorFlow,True,MingSun-Tse_LightAvatar-TensorFlow,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/MingSun-Tse_LightAvatar-TensorFlow,True,aligned
raphaelmansuy/iteration_of_tought,raphaelmansuy_iteration_of_tought,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/raphaelmansuy_iteration_of_tought,True,202408,0.0199226183490069,3,2,FMInference/FlexiGen,True,FMInference_FlexiGen,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/FMInference_FlexiGen,True,aligned
raphaelmansuy/iteration_of_tought,raphaelmansuy_iteration_of_tought,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/raphaelmansuy_iteration_of_tought,True,202408,0.0199226183490069,3,3,dottxt-ai/prompts,True,dottxt-ai_prompts,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dottxt-ai_prompts,True,aligned
ResearchHub/researchhub-backend,ResearchHub_researchhub-backend,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ResearchHub_researchhub-backend,True,202502,0.0664741298855285,3,1,jinli99/iShapEditing,True,jinli99_iShapEditing,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/jinli99_iShapEditing,True,aligned
ResearchHub/researchhub-backend,ResearchHub_researchhub-backend,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ResearchHub_researchhub-backend,True,202502,0.0664741298855285,3,2,slopp/30_days_of_dagster,True,slopp_30_days_of_dagster,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/slopp_30_days_of_dagster,True,aligned
ResearchHub/researchhub-backend,ResearchHub_researchhub-backend,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ResearchHub_researchhub-backend,True,202502,0.0664741298855285,3,3,PiotrMachowski/Home-Assistant-custom-components-TGE,True,PiotrMachowski_Home-Assistant-custom-components-TGE,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/PiotrMachowski_Home-Assistant-custom-components-TGE,True,aligned
samuelgursky/davinci-resolve-mcp,samuelgursky_davinci-resolve-mcp,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/samuelgursky_davinci-resolve-mcp,True,202502,0.0740099640284197,3,1,aws/nova-act,True,aws_nova-act,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,True,aligned
samuelgursky/davinci-resolve-mcp,samuelgursky_davinci-resolve-mcp,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/samuelgursky_davinci-resolve-mcp,True,202502,0.0740099640284197,3,2,cyb3rfortr3ss/ByDeF,True,cyb3rfortr3ss_ByDeF,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/cyb3rfortr3ss_ByDeF,True,aligned
samuelgursky/davinci-resolve-mcp,samuelgursky_davinci-resolve-mcp,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/samuelgursky_davinci-resolve-mcp,True,202502,0.0740099640284197,3,3,vonssy/DreamerQuests-BOT,True,vonssy_DreamerQuests-BOT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vonssy_DreamerQuests-BOT,True,aligned
sbomify/sbomify,sbomify_sbomify,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/sbomify_sbomify,True,202412,0.0436832021199089,3,1,ali-bahrainian/RAG_best_practices,True,ali-bahrainian_RAG_best_practices,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ali-bahrainian_RAG_best_practices,True,aligned
sbomify/sbomify,sbomify_sbomify,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/sbomify_sbomify,True,202412,0.0436832021199089,3,2,MrTimonM/Arichain-Bot,True,MrTimonM_Arichain-Bot,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/MrTimonM_Arichain-Bot,True,aligned
sbomify/sbomify,sbomify_sbomify,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/sbomify_sbomify,True,202412,0.0436832021199089,3,3,yihozhang/most-influential-pl-papers,True,yihozhang_most-influential-pl-papers,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/yihozhang_most-influential-pl-papers,True,aligned
Scrapybara/codecapy,Scrapybara_codecapy,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Scrapybara_codecapy,True,202412,0.0436832021199089,3,1,ali-bahrainian/RAG_best_practices,True,ali-bahrainian_RAG_best_practices,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ali-bahrainian_RAG_best_practices,True,aligned
Scrapybara/codecapy,Scrapybara_codecapy,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Scrapybara_codecapy,True,202412,0.0436832021199089,3,2,MrTimonM/Arichain-Bot,True,MrTimonM_Arichain-Bot,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/MrTimonM_Arichain-Bot,True,aligned
Scrapybara/codecapy,Scrapybara_codecapy,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Scrapybara_codecapy,True,202412,0.0436832021199089,3,3,yihozhang/most-influential-pl-papers,True,yihozhang_most-influential-pl-papers,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/yihozhang_most-influential-pl-papers,True,aligned
sirkirby/unifi-network-rules,sirkirby_unifi-network-rules,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/sirkirby_unifi-network-rules,True,202502,0.3865901920593677,3,1,microsoft/semantic-link-labs,True,microsoft_semantic-link-labs,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/microsoft_semantic-link-labs,True,aligned
sirkirby/unifi-network-rules,sirkirby_unifi-network-rules,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/sirkirby_unifi-network-rules,True,202502,0.3865901920593677,3,2,lancedb/lancedb,True,lancedb_lancedb,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/lancedb_lancedb,True,aligned
sirkirby/unifi-network-rules,sirkirby_unifi-network-rules,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/sirkirby_unifi-network-rules,True,202502,0.3865901920593677,3,3,pieces-app/cli-agent,True,pieces-app_cli-agent,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,True,aligned
SlyyCooper/cursorrules-architect,SlyyCooper_cursorrules-architect,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/SlyyCooper_cursorrules-architect,True,202411,0.0322513881792437,3,1,Event-AHU/OpenEvDET,True,Event-AHU_OpenEvDET,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Event-AHU_OpenEvDET,True,aligned
SlyyCooper/cursorrules-architect,SlyyCooper_cursorrules-architect,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/SlyyCooper_cursorrules-architect,True,202411,0.0322513881792437,3,2,RobinWu218/ToST,True,RobinWu218_ToST,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/RobinWu218_ToST,True,aligned
SlyyCooper/cursorrules-architect,SlyyCooper_cursorrules-architect,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/SlyyCooper_cursorrules-architect,True,202411,0.0322513881792437,3,3,vonssy/BlockBitsApp-BOT,True,vonssy_BlockBitsApp-BOT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vonssy_BlockBitsApp-BOT,True,aligned
smartian1/tgtrader,smartian1_tgtrader,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/smartian1_tgtrader,True,202412,0.0426145775277993,3,1,tusgino/llm-code-reviewer,True,tusgino_llm-code-reviewer,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/tusgino_llm-code-reviewer,True,aligned
smartian1/tgtrader,smartian1_tgtrader,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/smartian1_tgtrader,True,202412,0.0426145775277993,3,2,SEU-ProactiveSecurity-Group/LLM-PD,True,SEU-ProactiveSecurity-Group_LLM-PD,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/SEU-ProactiveSecurity-Group_LLM-PD,True,aligned
smartian1/tgtrader,smartian1_tgtrader,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/smartian1_tgtrader,True,202412,0.0426145775277993,3,3,xnl-h4ck3r/getSubsidiaries,True,xnl-h4ck3r_getSubsidiaries,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/xnl-h4ck3r_getSubsidiaries,True,aligned
smorin/py-launch-blueprint,smorin_py-launch-blueprint,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/smorin_py-launch-blueprint,True,202502,0.0792466713614922,3,1,zhou19830318/xiaozhi_micropython,True,zhou19830318_xiaozhi_micropython,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/zhou19830318_xiaozhi_micropython,True,aligned
smorin/py-launch-blueprint,smorin_py-launch-blueprint,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/smorin_py-launch-blueprint,True,202502,0.0792466713614922,3,2,zhang-xr/FirmLLM,True,zhang-xr_FirmLLM,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/zhang-xr_FirmLLM,True,aligned
smorin/py-launch-blueprint,smorin_py-launch-blueprint,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/smorin_py-launch-blueprint,True,202502,0.0792466713614922,3,3,zju3dv/ready_to_react,True,zju3dv_ready_to_react,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/zju3dv_ready_to_react,True,aligned
sshtunnelvision/MCP-LOGO-GEN,sshtunnelvision_MCP-LOGO-GEN,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/sshtunnelvision_MCP-LOGO-GEN,True,202502,0.0740099640284197,3,1,aws/nova-act,True,aws_nova-act,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,True,aligned
sshtunnelvision/MCP-LOGO-GEN,sshtunnelvision_MCP-LOGO-GEN,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/sshtunnelvision_MCP-LOGO-GEN,True,202502,0.0740099640284197,3,2,cyb3rfortr3ss/ByDeF,True,cyb3rfortr3ss_ByDeF,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/cyb3rfortr3ss_ByDeF,True,aligned
sshtunnelvision/MCP-LOGO-GEN,sshtunnelvision_MCP-LOGO-GEN,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/sshtunnelvision_MCP-LOGO-GEN,True,202502,0.0740099640284197,3,3,vonssy/DreamerQuests-BOT,True,vonssy_DreamerQuests-BOT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vonssy_DreamerQuests-BOT,True,aligned
stampchain-io/btc_stamps,stampchain-io_btc_stamps,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/stampchain-io_btc_stamps,True,202412,0.038770967466997,3,1,python-ring-doorbell/python-ring-doorbell,True,python-ring-doorbell_python-ring-doorbell,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/python-ring-doorbell_python-ring-doorbell,True,aligned
stampchain-io/btc_stamps,stampchain-io_btc_stamps,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/stampchain-io_btc_stamps,True,202412,0.038770967466997,3,2,Chuffnugget/volcano_integration,True,Chuffnugget_volcano_integration,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Chuffnugget_volcano_integration,True,aligned
stampchain-io/btc_stamps,stampchain-io_btc_stamps,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/stampchain-io_btc_stamps,True,202412,0.038770967466997,3,3,rachtsy/KPCA_code,True,rachtsy_KPCA_code,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/rachtsy_KPCA_code,True,aligned
synaptiai/prompt-decorators,synaptiai_prompt-decorators,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/synaptiai_prompt-decorators,True,202502,0.0740099640284197,3,1,aws/nova-act,True,aws_nova-act,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,True,aligned
synaptiai/prompt-decorators,synaptiai_prompt-decorators,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/synaptiai_prompt-decorators,True,202502,0.0740099640284197,3,2,cyb3rfortr3ss/ByDeF,True,cyb3rfortr3ss_ByDeF,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/cyb3rfortr3ss_ByDeF,True,aligned
synaptiai/prompt-decorators,synaptiai_prompt-decorators,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/synaptiai_prompt-decorators,True,202502,0.0740099640284197,3,3,vonssy/DreamerQuests-BOT,True,vonssy_DreamerQuests-BOT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vonssy_DreamerQuests-BOT,True,aligned
terryyin/lizard,terryyin_lizard,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/terryyin_lizard,True,202412,3.942490159100863e-05,3,1,jrowellfx/lsseq,True,jrowellfx_lsseq,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/jrowellfx_lsseq,True,aligned
terryyin/lizard,terryyin_lizard,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/terryyin_lizard,True,202412,3.942490159100863e-05,3,2,monero-project/meta,True,monero-project_meta,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/monero-project_meta,True,aligned
terryyin/lizard,terryyin_lizard,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/terryyin_lizard,True,202412,3.942490159100863e-05,3,3,yousseb/meld,True,yousseb_meld,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/yousseb_meld,True,aligned
TextGeneratorio/text-generator.io,TextGeneratorio_text-generator.io,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,True,202502,0.0351877618716843,3,1,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,True,2019211474_DL-NASA-SOH-CNN-BILSTM-Attention,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/2019211474_DL-NASA-SOH-CNN-BILSTM-Attention,True,aligned
TextGeneratorio/text-generator.io,TextGeneratorio_text-generator.io,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,True,202502,0.0351877618716843,3,2,weaviate/t2v-transformers-models,True,weaviate_t2v-transformers-models,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/weaviate_t2v-transformers-models,True,aligned
TextGeneratorio/text-generator.io,TextGeneratorio_text-generator.io,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,True,202502,0.0351877618716843,3,3,saucer-man/qq_msg_decode,True,saucer-man_qq_msg_decode,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/saucer-man_qq_msg_decode,True,aligned
The-Pocket-World/PocketManus,The-Pocket-World_PocketManus,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket-World_PocketManus,True,202502,0.0740099640284197,3,1,aws/nova-act,True,aws_nova-act,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,True,aligned
The-Pocket-World/PocketManus,The-Pocket-World_PocketManus,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket-World_PocketManus,True,202502,0.0740099640284197,3,2,cyb3rfortr3ss/ByDeF,True,cyb3rfortr3ss_ByDeF,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/cyb3rfortr3ss_ByDeF,True,aligned
The-Pocket-World/PocketManus,The-Pocket-World_PocketManus,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket-World_PocketManus,True,202502,0.0740099640284197,3,3,vonssy/DreamerQuests-BOT,True,vonssy_DreamerQuests-BOT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vonssy_DreamerQuests-BOT,True,aligned
The-Pocket/PocketFlow,The-Pocket_PocketFlow,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_PocketFlow,True,202501,0.0752835910159034,3,1,MIT-Emerging-Talent/ET6-edXtras,True,MIT-Emerging-Talent_ET6-edXtras,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/MIT-Emerging-Talent_ET6-edXtras,True,aligned
The-Pocket/PocketFlow,The-Pocket_PocketFlow,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_PocketFlow,True,202501,0.0752835910159034,3,2,LuneMods/KCD2-Blender-Toolkit,True,LuneMods_KCD2-Blender-Toolkit,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/LuneMods_KCD2-Blender-Toolkit,True,aligned
The-Pocket/PocketFlow,The-Pocket_PocketFlow,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_PocketFlow,True,202501,0.0752835910159034,3,3,ninareyes1/Simple-Digital-Clock,True,ninareyes1_Simple-Digital-Clock,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ninareyes1_Simple-Digital-Clock,True,aligned
The-Pocket/PocketFlow-Template-Python,The-Pocket_PocketFlow-Template-Python,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_PocketFlow-Template-Python,True,202501,0.0752835910159034,3,1,MIT-Emerging-Talent/ET6-edXtras,True,MIT-Emerging-Talent_ET6-edXtras,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/MIT-Emerging-Talent_ET6-edXtras,True,aligned
The-Pocket/PocketFlow-Template-Python,The-Pocket_PocketFlow-Template-Python,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_PocketFlow-Template-Python,True,202501,0.0752835910159034,3,2,LuneMods/KCD2-Blender-Toolkit,True,LuneMods_KCD2-Blender-Toolkit,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/LuneMods_KCD2-Blender-Toolkit,True,aligned
The-Pocket/PocketFlow-Template-Python,The-Pocket_PocketFlow-Template-Python,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_PocketFlow-Template-Python,True,202501,0.0752835910159034,3,3,ninareyes1/Simple-Digital-Clock,True,ninareyes1_Simple-Digital-Clock,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ninareyes1_Simple-Digital-Clock,True,aligned
The-Pocket/Tutorial-AI-Paul-Graham,The-Pocket_Tutorial-AI-Paul-Graham,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-AI-Paul-Graham,True,202502,0.0740099640284197,3,1,aws/nova-act,True,aws_nova-act,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,True,aligned
The-Pocket/Tutorial-AI-Paul-Graham,The-Pocket_Tutorial-AI-Paul-Graham,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-AI-Paul-Graham,True,202502,0.0740099640284197,3,2,cyb3rfortr3ss/ByDeF,True,cyb3rfortr3ss_ByDeF,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/cyb3rfortr3ss_ByDeF,True,aligned
The-Pocket/Tutorial-AI-Paul-Graham,The-Pocket_Tutorial-AI-Paul-Graham,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-AI-Paul-Graham,True,202502,0.0740099640284197,3,3,vonssy/DreamerQuests-BOT,True,vonssy_DreamerQuests-BOT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vonssy_DreamerQuests-BOT,True,aligned
The-Pocket/Tutorial-Cold-Email-Personalization,The-Pocket_Tutorial-Cold-Email-Personalization,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-Cold-Email-Personalization,True,202502,0.0740099640284197,3,1,aws/nova-act,True,aws_nova-act,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,True,aligned
The-Pocket/Tutorial-Cold-Email-Personalization,The-Pocket_Tutorial-Cold-Email-Personalization,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-Cold-Email-Personalization,True,202502,0.0740099640284197,3,2,cyb3rfortr3ss/ByDeF,True,cyb3rfortr3ss_ByDeF,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/cyb3rfortr3ss_ByDeF,True,aligned
The-Pocket/Tutorial-Cold-Email-Personalization,The-Pocket_Tutorial-Cold-Email-Personalization,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-Cold-Email-Personalization,True,202502,0.0740099640284197,3,3,vonssy/DreamerQuests-BOT,True,vonssy_DreamerQuests-BOT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vonssy_DreamerQuests-BOT,True,aligned
The-Pocket/Tutorial-Cursor,The-Pocket_Tutorial-Cursor,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-Cursor,True,202502,0.0740099640284197,3,1,aws/nova-act,True,aws_nova-act,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,True,aligned
The-Pocket/Tutorial-Cursor,The-Pocket_Tutorial-Cursor,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-Cursor,True,202502,0.0740099640284197,3,2,cyb3rfortr3ss/ByDeF,True,cyb3rfortr3ss_ByDeF,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/cyb3rfortr3ss_ByDeF,True,aligned
The-Pocket/Tutorial-Cursor,The-Pocket_Tutorial-Cursor,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-Cursor,True,202502,0.0740099640284197,3,3,vonssy/DreamerQuests-BOT,True,vonssy_DreamerQuests-BOT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vonssy_DreamerQuests-BOT,True,aligned
TheSethRose/Agent-Chat,TheSethRose_Agent-Chat,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TheSethRose_Agent-Chat,True,202409,0.0212830932484271,3,1,loml13yyy/AtlassianConfluence-RCE,True,loml13yyy_AtlassianConfluence-RCE,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/loml13yyy_AtlassianConfluence-RCE,True,aligned
