treatment_repo,treatment_clone_dir_name,treatment_clone_path,treatment_is_git_repository,matched_period,propensity_score,original_matched_control_count,control_rank,control_repo,control_clone_found,control_clone_dir_name,control_clone_path,control_is_git_repository,pair_status
Hankanman/Area-Occupancy-Detection,Hankanman_Area-Occupancy-Detection,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Hankanman_Area-Occupancy-Detection,True,202411,0.0336330253620153,3,1,AkariAsai/ScholarQABench,True,AkariAsai_ScholarQABench,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/AkariAsai_ScholarQABench,True,aligned
Hankanman/Area-Occupancy-Detection,Hankanman_Area-Occupancy-Detection,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Hankanman_Area-Occupancy-Detection,True,202411,0.0336330253620153,3,2,caffeinedoom/reconthing,True,caffeinedoom_reconthing,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/caffeinedoom_reconthing,True,aligned
Hankanman/Area-Occupancy-Detection,Hankanman_Area-Occupancy-Detection,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Hankanman_Area-Occupancy-Detection,True,202411,0.0336330253620153,3,3,vortezwohl/Bhakti,True,vortezwohl_Bhakti,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vortezwohl_Bhakti,True,aligned
hyperb1iss/droidmind,hyperb1iss_droidmind,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/hyperb1iss_droidmind,True,202502,0.0740099640284197,3,1,aws/nova-act,True,aws_nova-act,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,True,aligned
hyperb1iss/droidmind,hyperb1iss_droidmind,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/hyperb1iss_droidmind,True,202502,0.0740099640284197,3,2,cyb3rfortr3ss/ByDeF,True,cyb3rfortr3ss_ByDeF,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/cyb3rfortr3ss_ByDeF,True,aligned
hyperb1iss/droidmind,hyperb1iss_droidmind,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/hyperb1iss_droidmind,True,202502,0.0740099640284197,3,3,vonssy/DreamerQuests-BOT,True,vonssy_DreamerQuests-BOT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vonssy_DreamerQuests-BOT,True,aligned
ilanbenb/wa_llm,ilanbenb_wa_llm,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ilanbenb_wa_llm,True,202501,0.0752835910159034,3,1,MIT-Emerging-Talent/ET6-edXtras,True,MIT-Emerging-Talent_ET6-edXtras,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/MIT-Emerging-Talent_ET6-edXtras,True,aligned
ilanbenb/wa_llm,ilanbenb_wa_llm,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ilanbenb_wa_llm,True,202501,0.0752835910159034,3,2,LuneMods/KCD2-Blender-Toolkit,True,LuneMods_KCD2-Blender-Toolkit,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/LuneMods_KCD2-Blender-Toolkit,True,aligned
ilanbenb/wa_llm,ilanbenb_wa_llm,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ilanbenb_wa_llm,True,202501,0.0752835910159034,3,3,ninareyes1/Simple-Digital-Clock,True,ninareyes1_Simple-Digital-Clock,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ninareyes1_Simple-Digital-Clock,True,aligned
instructor-ai/instructor,instructor-ai_instructor,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/instructor-ai_instructor,True,202502,0.4183156474613055,3,1,microsoft/semantic-link-labs,True,microsoft_semantic-link-labs,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/microsoft_semantic-link-labs,True,aligned
instructor-ai/instructor,instructor-ai_instructor,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/instructor-ai_instructor,True,202502,0.4183156474613055,3,2,lancedb/lancedb,True,lancedb_lancedb,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/lancedb_lancedb,True,aligned
instructor-ai/instructor,instructor-ai_instructor,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/instructor-ai_instructor,True,202502,0.4183156474613055,3,3,pieces-app/cli-agent,True,pieces-app_cli-agent,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,True,aligned
jmurth1234/ClaudePlayer,jmurth1234_ClaudePlayer,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/jmurth1234_ClaudePlayer,True,202502,0.0757653971227673,3,1,NiceRingNode/LGGPT,True,NiceRingNode_LGGPT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/NiceRingNode_LGGPT,True,aligned
jmurth1234/ClaudePlayer,jmurth1234_ClaudePlayer,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/jmurth1234_ClaudePlayer,True,202502,0.0757653971227673,3,2,taylorwilsdon/open-webui-tools,True,taylorwilsdon_open-webui-tools,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/taylorwilsdon_open-webui-tools,True,aligned
jmurth1234/ClaudePlayer,jmurth1234_ClaudePlayer,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/jmurth1234_ClaudePlayer,True,202502,0.0757653971227673,3,3,BiancoChiu/iOSRealRun-cli-18,True,BiancoChiu_iOSRealRun-cli-18,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/BiancoChiu_iOSRealRun-cli-18,True,aligned
keephq/keep,keephq_keep,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/keephq_keep,True,202502,0.9953669167411228,3,1,microsoft/semantic-link-labs,True,microsoft_semantic-link-labs,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/microsoft_semantic-link-labs,True,aligned
keephq/keep,keephq_keep,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/keephq_keep,True,202502,0.9953669167411228,3,2,lancedb/lancedb,True,lancedb_lancedb,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/lancedb_lancedb,True,aligned
keephq/keep,keephq_keep,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/keephq_keep,True,202502,0.9953669167411228,3,3,pieces-app/cli-agent,True,pieces-app_cli-agent,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,True,aligned
Kiln-AI/Kiln,Kiln-AI_Kiln,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Kiln-AI_Kiln,True,202412,0.089550799959486,3,1,PromtEngineer/localGPT,True,PromtEngineer_localGPT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/PromtEngineer_localGPT,True,aligned
Kiln-AI/Kiln,Kiln-AI_Kiln,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Kiln-AI_Kiln,True,202412,0.089550799959486,3,2,daxa-ai/pebblo,True,daxa-ai_pebblo,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/daxa-ai_pebblo,True,aligned
Kiln-AI/Kiln,Kiln-AI_Kiln,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Kiln-AI_Kiln,True,202412,0.089550799959486,3,3,neuml/rag,True,neuml_rag,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/neuml_rag,True,aligned
KroMiose/nekro-agent,KroMiose_nekro-agent,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/KroMiose_nekro-agent,True,202501,0.0611294299392948,3,1,xinsir6/ControlNetPlus,True,xinsir6_ControlNetPlus,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/xinsir6_ControlNetPlus,True,aligned
KroMiose/nekro-agent,KroMiose_nekro-agent,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/KroMiose_nekro-agent,True,202501,0.0611294299392948,3,2,FFY0/AdaKV,True,FFY0_AdaKV,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/FFY0_AdaKV,True,aligned
KroMiose/nekro-agent,KroMiose_nekro-agent,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/KroMiose_nekro-agent,True,202501,0.0611294299392948,3,3,DakeQQ/YOLO-Depth-Estimation-for-Android,True,DakeQQ_YOLO-Depth-Estimation-for-Android,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/DakeQQ_YOLO-Depth-Estimation-for-Android,True,aligned
LearningCircuit/local-deep-research,LearningCircuit_local-deep-research,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/LearningCircuit_local-deep-research,True,202502,0.1374168415260137,3,1,EURAC-EEBgroup/brick-llm,True,EURAC-EEBgroup_brick-llm,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/EURAC-EEBgroup_brick-llm,True,aligned
LearningCircuit/local-deep-research,LearningCircuit_local-deep-research,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/LearningCircuit_local-deep-research,True,202502,0.1374168415260137,3,2,dromara/domain-admin,True,dromara_domain-admin,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dromara_domain-admin,True,aligned
LearningCircuit/local-deep-research,LearningCircuit_local-deep-research,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/LearningCircuit_local-deep-research,True,202502,0.1374168415260137,3,3,ITSpecialist111/ai_automation_suggester,True,ITSpecialist111_ai_automation_suggester,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ITSpecialist111_ai_automation_suggester,True,aligned
leettools-dev/leettools,leettools-dev_leettools,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/leettools-dev_leettools,True,202502,0.0843488000724296,3,1,popey/sbommage,True,popey_sbommage,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/popey_sbommage,True,aligned
leettools-dev/leettools,leettools-dev_leettools,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/leettools-dev_leettools,True,202502,0.0843488000724296,3,2,zhipeixu/FakeShield,True,zhipeixu_FakeShield,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/zhipeixu_FakeShield,True,aligned
leettools-dev/leettools,leettools-dev_leettools,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/leettools-dev_leettools,True,202502,0.0843488000724296,3,3,Hack-a-Day/2024-Supercon-8-Add-On-Badge,True,Hack-a-Day_2024-Supercon-8-Add-On-Badge,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Hack-a-Day_2024-Supercon-8-Add-On-Badge,True,aligned
loftwah/auto-jira,loftwah_auto-jira,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/loftwah_auto-jira,True,202501,0.0752835910159034,3,1,MIT-Emerging-Talent/ET6-edXtras,True,MIT-Emerging-Talent_ET6-edXtras,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/MIT-Emerging-Talent_ET6-edXtras,True,aligned
loftwah/auto-jira,loftwah_auto-jira,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/loftwah_auto-jira,True,202501,0.0752835910159034,3,2,LuneMods/KCD2-Blender-Toolkit,True,LuneMods_KCD2-Blender-Toolkit,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/LuneMods_KCD2-Blender-Toolkit,True,aligned
loftwah/auto-jira,loftwah_auto-jira,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/loftwah_auto-jira,True,202501,0.0752835910159034,3,3,ninareyes1/Simple-Digital-Clock,True,ninareyes1_Simple-Digital-Clock,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ninareyes1_Simple-Digital-Clock,True,aligned
loning/universe,loning_universe,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/loning_universe,True,202502,0.0740099640284197,3,1,aws/nova-act,True,aws_nova-act,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,True,aligned
loning/universe,loning_universe,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/loning_universe,True,202502,0.0740099640284197,3,2,cyb3rfortr3ss/ByDeF,True,cyb3rfortr3ss_ByDeF,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/cyb3rfortr3ss_ByDeF,True,aligned
loning/universe,loning_universe,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/loning_universe,True,202502,0.0740099640284197,3,3,vonssy/DreamerQuests-BOT,True,vonssy_DreamerQuests-BOT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vonssy_DreamerQuests-BOT,True,aligned
lss233/kirara-ai,lss233_kirara-ai,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/lss233_kirara-ai,True,202501,0.0752835910159034,3,1,MIT-Emerging-Talent/ET6-edXtras,True,MIT-Emerging-Talent_ET6-edXtras,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/MIT-Emerging-Talent_ET6-edXtras,True,aligned
lss233/kirara-ai,lss233_kirara-ai,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/lss233_kirara-ai,True,202501,0.0752835910159034,3,2,LuneMods/KCD2-Blender-Toolkit,True,LuneMods_KCD2-Blender-Toolkit,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/LuneMods_KCD2-Blender-Toolkit,True,aligned
lss233/kirara-ai,lss233_kirara-ai,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/lss233_kirara-ai,True,202501,0.0752835910159034,3,3,ninareyes1/Simple-Digital-Clock,True,ninareyes1_Simple-Digital-Clock,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ninareyes1_Simple-Digital-Clock,True,aligned
martinnormark/neural-mesh-simplification,martinnormark_neural-mesh-simplification,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/martinnormark_neural-mesh-simplification,True,202412,0.0808511004374137,3,1,PromtEngineer/localGPT,True,PromtEngineer_localGPT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/PromtEngineer_localGPT,True,aligned
martinnormark/neural-mesh-simplification,martinnormark_neural-mesh-simplification,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/martinnormark_neural-mesh-simplification,True,202412,0.0808511004374137,3,2,daxa-ai/pebblo,True,daxa-ai_pebblo,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/daxa-ai_pebblo,True,aligned
martinnormark/neural-mesh-simplification,martinnormark_neural-mesh-simplification,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/martinnormark_neural-mesh-simplification,True,202412,0.0808511004374137,3,3,neuml/rag,True,neuml_rag,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/neuml_rag,True,aligned
matebenyovszky/healing-agent,matebenyovszky_healing-agent,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/matebenyovszky_healing-agent,True,202409,0.0212830932484271,3,1,loml13yyy/AtlassianConfluence-RCE,True,loml13yyy_AtlassianConfluence-RCE,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/loml13yyy_AtlassianConfluence-RCE,True,aligned
matebenyovszky/healing-agent,matebenyovszky_healing-agent,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/matebenyovszky_healing-agent,True,202409,0.0212830932484271,3,2,loml13yyy/yyGRPU8,True,loml13yyy_yyGRPU8,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/loml13yyy_yyGRPU8,True,aligned
matebenyovszky/healing-agent,matebenyovszky_healing-agent,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/matebenyovszky_healing-agent,True,202409,0.0212830932484271,3,3,HelpingAI/Webscout,True,HelpingAI_Webscout,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/HelpingAI_Webscout,True,aligned
MDGrey33/pyvisionai,MDGrey33_pyvisionai,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/MDGrey33_pyvisionai,True,202412,0.0436832021199089,3,1,ali-bahrainian/RAG_best_practices,True,ali-bahrainian_RAG_best_practices,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ali-bahrainian_RAG_best_practices,True,aligned
MDGrey33/pyvisionai,MDGrey33_pyvisionai,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/MDGrey33_pyvisionai,True,202412,0.0436832021199089,3,2,MrTimonM/Arichain-Bot,True,MrTimonM_Arichain-Bot,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/MrTimonM_Arichain-Bot,True,aligned
MDGrey33/pyvisionai,MDGrey33_pyvisionai,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/MDGrey33_pyvisionai,True,202412,0.0436832021199089,3,3,yihozhang/most-influential-pl-papers,True,yihozhang_most-influential-pl-papers,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/yihozhang_most-influential-pl-papers,True,aligned
Meeting-Baas/speaking-meeting-bot,Meeting-Baas_speaking-meeting-bot,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Meeting-Baas_speaking-meeting-bot,True,202410,0.0209116986327957,3,1,00sapo/taskcheck,True,00sapo_taskcheck,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/00sapo_taskcheck,True,aligned
Meeting-Baas/speaking-meeting-bot,Meeting-Baas_speaking-meeting-bot,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Meeting-Baas_speaking-meeting-bot,True,202410,0.0209116986327957,3,2,sakomws/ai-workshop,True,sakomws_ai-workshop,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/sakomws_ai-workshop,True,aligned
Meeting-Baas/speaking-meeting-bot,Meeting-Baas_speaking-meeting-bot,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Meeting-Baas_speaking-meeting-bot,True,202410,0.0209116986327957,3,3,justin4ai/Quark,False,,,False,control_clone_missing
Mineru98/mysql-mcp-server,Mineru98_mysql-mcp-server,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Mineru98_mysql-mcp-server,True,202502,0.0740099640284197,3,1,aws/nova-act,True,aws_nova-act,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,True,aligned
Mineru98/mysql-mcp-server,Mineru98_mysql-mcp-server,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Mineru98_mysql-mcp-server,True,202502,0.0740099640284197,3,2,cyb3rfortr3ss/ByDeF,True,cyb3rfortr3ss_ByDeF,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/cyb3rfortr3ss_ByDeF,True,aligned
Mineru98/mysql-mcp-server,Mineru98_mysql-mcp-server,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Mineru98_mysql-mcp-server,True,202502,0.0740099640284197,3,3,vonssy/DreamerQuests-BOT,True,vonssy_DreamerQuests-BOT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vonssy_DreamerQuests-BOT,True,aligned
Multi-V-VM/MVVM,Multi-V-VM_MVVM,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Multi-V-VM_MVVM,True,202502,0.0291201158028471,3,1,4mritGiri/NumberTracker,True,4mritGiri_NumberTracker,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/4mritGiri_NumberTracker,True,aligned
Multi-V-VM/MVVM,Multi-V-VM_MVVM,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Multi-V-VM_MVVM,True,202502,0.0291201158028471,3,2,chrisyy2003/nonebot-plugin-gpt3,True,chrisyy2003_nonebot-plugin-gpt3,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/chrisyy2003_nonebot-plugin-gpt3,True,aligned
Multi-V-VM/MVVM,Multi-V-VM_MVVM,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Multi-V-VM_MVVM,True,202502,0.0291201158028471,3,3,yoongi43/music_audio_enhancement_conformer,True,yoongi43_music_audio_enhancement_conformer,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/yoongi43_music_audio_enhancement_conformer,True,aligned
namuan/trading-utils,namuan_trading-utils,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/namuan_trading-utils,True,202410,0.0013536758854125,3,1,Envious-Data/Env-KB,True,Envious-Data_Env-KB,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Envious-Data_Env-KB,True,aligned
namuan/trading-utils,namuan_trading-utils,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/namuan_trading-utils,True,202410,0.0013536758854125,3,2,666wcy/ARPT-Bot,True,666wcy_ARPT-Bot,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/666wcy_ARPT-Bot,True,aligned
namuan/trading-utils,namuan_trading-utils,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/namuan_trading-utils,True,202410,0.0013536758854125,3,3,liangchundong/HGNN-AC,True,liangchundong_HGNN-AC,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/liangchundong_HGNN-AC,True,aligned
neal-zhu/sentinel,neal-zhu_sentinel,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/neal-zhu_sentinel,True,202410,0.0209116986327957,3,1,00sapo/taskcheck,True,00sapo_taskcheck,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/00sapo_taskcheck,True,aligned
neal-zhu/sentinel,neal-zhu_sentinel,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/neal-zhu_sentinel,True,202410,0.0209116986327957,3,2,sakomws/ai-workshop,True,sakomws_ai-workshop,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/sakomws_ai-workshop,True,aligned
neal-zhu/sentinel,neal-zhu_sentinel,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/neal-zhu_sentinel,True,202410,0.0209116986327957,3,3,justin4ai/Quark,False,,,False,control_clone_missing
nextml-code/pytorch-datastream,nextml-code_pytorch-datastream,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/nextml-code_pytorch-datastream,True,202412,0.006074567753907,3,1,wasilukm/hoymiles-mqtt,True,wasilukm_hoymiles-mqtt,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/wasilukm_hoymiles-mqtt,True,aligned
nextml-code/pytorch-datastream,nextml-code_pytorch-datastream,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/nextml-code_pytorch-datastream,True,202412,0.006074567753907,3,2,Cherecho/Triangular-arbitrage,True,Cherecho_Triangular-arbitrage,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Cherecho_Triangular-arbitrage,True,aligned
nextml-code/pytorch-datastream,nextml-code_pytorch-datastream,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/nextml-code_pytorch-datastream,True,202412,0.006074567753907,3,3,william-sy/TesyLocal,True,william-sy_TesyLocal,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/william-sy_TesyLocal,True,aligned
Ody-Z/Trading_Game_Simulator,Ody-Z_Trading_Game_Simulator,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Ody-Z_Trading_Game_Simulator,True,202501,0.0752835910159034,3,1,MIT-Emerging-Talent/ET6-edXtras,True,MIT-Emerging-Talent_ET6-edXtras,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/MIT-Emerging-Talent_ET6-edXtras,True,aligned
Ody-Z/Trading_Game_Simulator,Ody-Z_Trading_Game_Simulator,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Ody-Z_Trading_Game_Simulator,True,202501,0.0752835910159034,3,2,LuneMods/KCD2-Blender-Toolkit,True,LuneMods_KCD2-Blender-Toolkit,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/LuneMods_KCD2-Blender-Toolkit,True,aligned
Ody-Z/Trading_Game_Simulator,Ody-Z_Trading_Game_Simulator,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Ody-Z_Trading_Game_Simulator,True,202501,0.0752835910159034,3,3,ninareyes1/Simple-Digital-Clock,True,ninareyes1_Simple-Digital-Clock,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/ninareyes1_Simple-Digital-Clock,True,aligned
OpenMOSS/Language-Model-SAEs,OpenMOSS_Language-Model-SAEs,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/OpenMOSS_Language-Model-SAEs,True,202411,0.0322640213864148,3,1,Event-AHU/OpenEvDET,True,Event-AHU_OpenEvDET,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Event-AHU_OpenEvDET,True,aligned
OpenMOSS/Language-Model-SAEs,OpenMOSS_Language-Model-SAEs,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/OpenMOSS_Language-Model-SAEs,True,202411,0.0322640213864148,3,2,RobinWu218/ToST,True,RobinWu218_ToST,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/RobinWu218_ToST,True,aligned
OpenMOSS/Language-Model-SAEs,OpenMOSS_Language-Model-SAEs,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/OpenMOSS_Language-Model-SAEs,True,202411,0.0322640213864148,3,3,vonssy/BlockBitsApp-BOT,True,vonssy_BlockBitsApp-BOT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vonssy_BlockBitsApp-BOT,True,aligned
OpenSPP/openspp-modules,OpenSPP_openspp-modules,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/OpenSPP_openspp-modules,True,202502,0.0474682560517724,3,1,GispoCoding/qgis-venv-creator,True,GispoCoding_qgis-venv-creator,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/GispoCoding_qgis-venv-creator,True,aligned
OpenSPP/openspp-modules,OpenSPP_openspp-modules,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/OpenSPP_openspp-modules,True,202502,0.0474682560517724,3,2,davidhandsome86/LLM_RAG,True,davidhandsome86_LLM_RAG,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/davidhandsome86_LLM_RAG,True,aligned
OpenSPP/openspp-modules,OpenSPP_openspp-modules,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/OpenSPP_openspp-modules,True,202502,0.0474682560517724,3,3,omkarcloud/amazon-scraper,True,omkarcloud_amazon-scraper,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/omkarcloud_amazon-scraper,True,aligned
osomai/servicenow-mcp,osomai_servicenow-mcp,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/osomai_servicenow-mcp,True,202502,0.0740099640284197,3,1,aws/nova-act,True,aws_nova-act,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,True,aligned
osomai/servicenow-mcp,osomai_servicenow-mcp,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/osomai_servicenow-mcp,True,202502,0.0740099640284197,3,2,cyb3rfortr3ss/ByDeF,True,cyb3rfortr3ss_ByDeF,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/cyb3rfortr3ss_ByDeF,True,aligned
