target_id,variant,source_group,repo_name,time,rule,type,severity,category,paper_count,our_count,diff_our_minus_paper,paper_minus_our,abs_diff
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6661,CODE_SMELL,MAJOR,Code Style,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6747,CODE_SMELL,MAJOR,React Patterns,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6757,BUG,MAJOR,React Patterns,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6807,CODE_SMELL,MAJOR,Accessibility,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6844,CODE_SMELL,MAJOR,Accessibility,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6845,CODE_SMELL,MAJOR,Accessibility,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6852,CODE_SMELL,MAJOR,Accessibility,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S7767,CODE_SMELL,MAJOR,Unmapped,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,Web:DoctypePresenceCheck,BUG,MAJOR,HTML Structure,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,Web:PageWithoutTitleCheck,BUG,MAJOR,Accessibility,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,Web:S1827,CODE_SMELL,MAJOR,API Usage,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,css:S4666,CODE_SMELL,MAJOR,CSS Issues,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,docker:S6476,CODE_SMELL,MAJOR,Infrastructure,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,java:S112,CODE_SMELL,MAJOR,Error Handling,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,java:S5361,CODE_SMELL,CRITICAL,Code Style,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,javascript:S2251,BUG,MAJOR,Unmapped,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,javascript:S2259,BUG,MAJOR,Logic Error,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,kotlin:S1186,CODE_SMELL,CRITICAL,Empty/Incomplete Code,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,kotlin:S1862,BUG,MAJOR,Unmapped,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,kotlin:S6511,CODE_SMELL,MAJOR,Code Style,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,kubernetes:S1135,CODE_SMELL,INFO,Code Hygiene,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,kubernetes:S6430,VULNERABILITY,MAJOR,Unmapped,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,kubernetes:S6596,CODE_SMELL,MAJOR,Infrastructure,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,php:S1780,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S1607,CODE_SMELL,MAJOR,OOP/Design,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S2208,CODE_SMELL,CRITICAL,OOP/Design,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S2638,CODE_SMELL,CRITICAL,OOP/Design,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S3516,CODE_SMELL,BLOCKER,Logic Error,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S5361,CODE_SMELL,CRITICAL,Code Style,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S5720,CODE_SMELL,CRITICAL,Naming Conventions,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S5727,CODE_SMELL,CRITICAL,Logic Error,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S5747,CODE_SMELL,CRITICAL,Error Handling,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S5842,BUG,MINOR,Regex Issues,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S5890,CODE_SMELL,MAJOR,Type Safety,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S6002,BUG,CRITICAL,Unmapped,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S6019,CODE_SMELL,MAJOR,Regex Issues,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S6396,CODE_SMELL,MAJOR,Regex Issues,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S7512,CODE_SMELL,MAJOR,Unmapped,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S7608,VULNERABILITY,MAJOR,Unmapped,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S8493,BUG,BLOCKER,Unmapped,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S8495,CODE_SMELL,MAJOR,Unmapped,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S8572,CODE_SMELL,MAJOR,Unmapped,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S935,BUG,BLOCKER,Unmapped,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,secrets:S6694,VULNERABILITY,BLOCKER,Unmapped,0,1,1,-1,1
3,paper_like,treatment,DataDog/integrations-core,2025-01,secrets:S6706,VULNERABILITY,BLOCKER,Security,0,1,1,-1,1
