target_id,variant,source_group,repo_name,time,rule,type,severity,category,paper_count,our_count,diff_our_minus_paper,paper_minus_our,abs_diff
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S7059,CODE_SMELL,CRITICAL,Concurrency,0,4,4,-4,4
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S7718,CODE_SMELL,MINOR,Unmapped,0,4,4,-4,4
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S7727,BUG,MAJOR,Unmapped,0,4,4,-4,4
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S7756,CODE_SMELL,MINOR,Unmapped,0,4,4,-4,4
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S7769,CODE_SMELL,MINOR,Unmapped,0,4,4,-4,4
3,paper_like,treatment,DataDog/integrations-core,2025-01,docker:S6596,CODE_SMELL,MAJOR,Infrastructure,0,4,4,-4,4
3,paper_like,treatment,DataDog/integrations-core,2025-01,kubernetes:S6428,VULNERABILITY,MAJOR,Unmapped,0,4,4,-4,4
3,paper_like,treatment,DataDog/integrations-core,2025-01,kubernetes:S6865,VULNERABILITY,MAJOR,Security,0,4,4,-4,4
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S108,CODE_SMELL,MAJOR,Error Handling,0,4,4,-4,4
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S1226,BUG,MINOR,Logic Error,0,4,4,-4,4
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S2068,VULNERABILITY,MAJOR,Unmapped,0,4,4,-4,4
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S6659,CODE_SMELL,MINOR,Code Style,0,4,4,-4,4
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S930,BUG,BLOCKER,Logic Error,0,4,4,-4,4
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S1301,CODE_SMELL,MINOR,Code Style,0,3,3,-3,3
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S3516,CODE_SMELL,BLOCKER,Logic Error,0,3,3,-3,3
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S6035,CODE_SMELL,MAJOR,Regex Issues,0,3,3,-3,3
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S6324,BUG,MAJOR,Regex Issues,0,3,3,-3,3
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S7762,CODE_SMELL,MAJOR,Unmapped,0,3,3,-3,3
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S7784,CODE_SMELL,MINOR,Unmapped,0,3,3,-3,3
1,paper_like,treatment,zauberzeug/nicegui,2025-04,python:S1192,CODE_SMELL,CRITICAL,Code Complexity,0,3,3,-3,3
1,paper_like,treatment,zauberzeug/nicegui,2025-04,python:S7483,CODE_SMELL,MAJOR,Unmapped,0,3,3,-3,3
1,paper_like,treatment,zauberzeug/nicegui,2025-04,python:S7497,BUG,MAJOR,Unmapped,0,3,3,-3,3
1,paper_like,treatment,zauberzeug/nicegui,2025-04,python:S7503,CODE_SMELL,MINOR,Unmapped,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,Web:PageWithoutTitleCheck,BUG,MAJOR,Accessibility,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,docker:S7031,CODE_SMELL,MINOR,Infrastructure,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S1186,CODE_SMELL,CRITICAL,Empty/Incomplete Code,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S1264,CODE_SMELL,MINOR,Code Style,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S1854,CODE_SMELL,MAJOR,Code Hygiene,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S1874,CODE_SMELL,MINOR,API Usage,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S2703,CODE_SMELL,BLOCKER,Code Style,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S7741,CODE_SMELL,MINOR,Unmapped,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,python:S1940,CODE_SMELL,MINOR,Code Style,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,python:S3516,CODE_SMELL,BLOCKER,Logic Error,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,python:S3626,CODE_SMELL,MINOR,Code Hygiene,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,python:S6887,CODE_SMELL,CRITICAL,API Usage,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S101,CODE_SMELL,MINOR,Naming Conventions,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S2301,CODE_SMELL,MAJOR,Code Style,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S2737,CODE_SMELL,MINOR,Error Handling,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6822,CODE_SMELL,MAJOR,Accessibility,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6836,CODE_SMELL,MAJOR,Code Style,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6842,CODE_SMELL,MAJOR,Accessibility,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S7722,CODE_SMELL,MINOR,Unmapped,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S7726,CODE_SMELL,MINOR,Unmapped,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S7745,CODE_SMELL,MINOR,Unmapped,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S7757,CODE_SMELL,MINOR,Unmapped,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S7771,CODE_SMELL,MINOR,Unmapped,0,3,3,-3,3
2,paper_like,treatment,PostHog/posthog,2025-04,xml:S125,CODE_SMELL,MAJOR,Code Hygiene,0,3,3,-3,3
3,paper_like,treatment,DataDog/integrations-core,2025-01,Web:S5254,BUG,MAJOR,Accessibility,0,3,3,-3,3
3,paper_like,treatment,DataDog/integrations-core,2025-01,java:S106,CODE_SMELL,MAJOR,OOP/Design,0,3,3,-3,3
3,paper_like,treatment,DataDog/integrations-core,2025-01,java:S1192,CODE_SMELL,CRITICAL,Code Complexity,0,3,3,-3,3
3,paper_like,treatment,DataDog/integrations-core,2025-01,javascript:S3504,CODE_SMELL,CRITICAL,Code Style,0,3,3,-3,3
3,paper_like,treatment,DataDog/integrations-core,2025-01,javascript:S7773,CODE_SMELL,MINOR,Unmapped,0,3,3,-3,3
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S1542,CODE_SMELL,MAJOR,Naming Conventions,0,3,3,-3,3
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S1656,BUG,MAJOR,Logic Error,0,3,3,-3,3
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S1700,CODE_SMELL,MAJOR,Naming Conventions,0,3,3,-3,3
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S2737,CODE_SMELL,MINOR,Error Handling,0,3,3,-3,3
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S4487,CODE_SMELL,CRITICAL,Code Hygiene,0,3,3,-3,3
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S5443,VULNERABILITY,CRITICAL,Unmapped,0,3,3,-3,3
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S5850,BUG,MAJOR,Regex Issues,0,3,3,-3,3
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S7500,CODE_SMELL,MINOR,Unmapped,0,3,3,-3,3
3,paper_like,treatment,DataDog/integrations-core,2025-01,scala:S1192,CODE_SMELL,CRITICAL,Unmapped,0,3,3,-3,3
3,paper_like,treatment,DataDog/integrations-core,2025-01,terraform:S6405,VULNERABILITY,MAJOR,Unmapped,0,3,3,-3,3
1,paper_like,treatment,zauberzeug/nicegui,2025-04,css:S7924,CODE_SMELL,MAJOR,Unmapped,0,2,2,-2,2
1,paper_like,treatment,zauberzeug/nicegui,2025-04,docker:S7029,CODE_SMELL,MAJOR,Infrastructure,0,2,2,-2,2
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S1751,BUG,MAJOR,Logic Error,0,2,2,-2,2
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S2189,BUG,BLOCKER,Logic Error,0,2,2,-2,2
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S3696,CODE_SMELL,MAJOR,Error Handling,0,2,2,-2,2
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S3735,CODE_SMELL,CRITICAL,Code Style,0,2,2,-2,2
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S5868,BUG,MAJOR,Regex Issues,0,2,2,-2,2
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S6671,CODE_SMELL,MAJOR,Logic Error,0,2,2,-2,2
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S7759,CODE_SMELL,MINOR,Unmapped,0,2,2,-2,2
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S7763,CODE_SMELL,MINOR,Unmapped,0,2,2,-2,2
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S7770,CODE_SMELL,MINOR,Unmapped,0,2,2,-2,2
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S930,BUG,CRITICAL,Logic Error,0,2,2,-2,2
1,paper_like,treatment,zauberzeug/nicegui,2025-04,python:S3358,CODE_SMELL,MAJOR,Code Complexity,0,2,2,-2,2
1,paper_like,treatment,zauberzeug/nicegui,2025-04,python:S7504,CODE_SMELL,MINOR,Unmapped,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,Web:S5254,BUG,MAJOR,Accessibility,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,css:S4649,BUG,MAJOR,CSS Issues,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S125,CODE_SMELL,MAJOR,Code Hygiene,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S1871,CODE_SMELL,MAJOR,Logic Error,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S6397,CODE_SMELL,MAJOR,Regex Issues,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S6509,CODE_SMELL,MINOR,Code Style,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S7759,CODE_SMELL,MINOR,Unmapped,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S905,BUG,MAJOR,Logic Error,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,python:S1066,CODE_SMELL,MAJOR,Code Style,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,python:S116,CODE_SMELL,MINOR,Naming Conventions,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,python:S1186,CODE_SMELL,CRITICAL,Empty/Incomplete Code,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,python:S4144,CODE_SMELL,MAJOR,Code Complexity,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,python:S5754,CODE_SMELL,CRITICAL,Error Handling,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,python:S5914,CODE_SMELL,MAJOR,Type Safety,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,python:S6019,CODE_SMELL,MAJOR,Regex Issues,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,python:S6035,CODE_SMELL,MAJOR,Regex Issues,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,python:S7492,CODE_SMELL,MINOR,Unmapped,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,python:S7519,CODE_SMELL,MINOR,Unmapped,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S1125,CODE_SMELL,MINOR,Code Style,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S1128,CODE_SMELL,MINOR,Code Hygiene,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S1479,CODE_SMELL,MAJOR,Code Complexity,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S1763,BUG,MAJOR,Logic Error,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S3923,BUG,MAJOR,Logic Error,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S4030,CODE_SMELL,MAJOR,Code Hygiene,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S4123,CODE_SMELL,CRITICAL,Concurrency,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S4165,CODE_SMELL,MAJOR,Code Hygiene,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S4822,BUG,MAJOR,Logic Error,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S5148,VULNERABILITY,MINOR,Unmapped,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S5256,BUG,MAJOR,Accessibility,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6565,CODE_SMELL,MINOR,Type Safety,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6571,CODE_SMELL,MINOR,Type Safety,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6598,CODE_SMELL,MINOR,Type Safety,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6650,CODE_SMELL,MINOR,Code Style,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6770,CODE_SMELL,MINOR,React Patterns,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6841,CODE_SMELL,MAJOR,Accessibility,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6851,CODE_SMELL,MAJOR,Accessibility,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6959,BUG,MAJOR,Logic Error,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S7752,CODE_SMELL,MINOR,Unmapped,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S7787,CODE_SMELL,MINOR,Unmapped,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S878,CODE_SMELL,MAJOR,Code Style,0,2,2,-2,2
2,paper_like,treatment,PostHog/posthog,2025-04,xml:S2068,VULNERABILITY,MAJOR,Unmapped,0,2,2,-2,2
3,paper_like,treatment,DataDog/integrations-core,2025-01,java:S5443,VULNERABILITY,CRITICAL,Unmapped,0,2,2,-2,2
3,paper_like,treatment,DataDog/integrations-core,2025-01,javascript:S2688,BUG,MAJOR,Unmapped,0,2,2,-2,2
3,paper_like,treatment,DataDog/integrations-core,2025-01,kubernetes:S5849,VULNERABILITY,MAJOR,Unmapped,0,2,2,-2,2
3,paper_like,treatment,DataDog/integrations-core,2025-01,kubernetes:S6431,VULNERABILITY,MAJOR,Unmapped,0,2,2,-2,2
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S1244,BUG,MAJOR,Logic Error,0,2,2,-2,2
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S1764,BUG,MAJOR,Logic Error,0,2,2,-2,2
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S2876,BUG,BLOCKER,Unmapped,0,2,2,-2,2
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S3923,BUG,MAJOR,Logic Error,0,2,2,-2,2
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S5655,CODE_SMELL,CRITICAL,Type Safety,0,2,2,-2,2
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S5795,CODE_SMELL,MAJOR,Logic Error,0,2,2,-2,2
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S5797,CODE_SMELL,CRITICAL,Logic Error,0,2,2,-2,2
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S5918,CODE_SMELL,MINOR,Code Style,0,2,2,-2,2
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S7498,CODE_SMELL,MINOR,Unmapped,0,2,2,-2,2
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S7505,CODE_SMELL,MAJOR,Unmapped,0,2,2,-2,2
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S7511,CODE_SMELL,MAJOR,Unmapped,0,2,2,-2,2
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S8500,CODE_SMELL,MAJOR,Unmapped,0,2,2,-2,2
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S8517,CODE_SMELL,MAJOR,Unmapped,0,2,2,-2,2
3,paper_like,treatment,DataDog/integrations-core,2025-01,python:S8521,CODE_SMELL,MINOR,Unmapped,0,2,2,-2,2
1,paper_like,treatment,zauberzeug/nicegui,2025-04,docker:S7019,CODE_SMELL,MAJOR,Infrastructure,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,docker:S7020,CODE_SMELL,MINOR,Infrastructure,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S125,CODE_SMELL,MAJOR,Code Hygiene,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S1515,CODE_SMELL,MAJOR,Logic Error,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S2301,CODE_SMELL,MAJOR,Code Style,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S2310,CODE_SMELL,MAJOR,Code Hygiene,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S2814,CODE_SMELL,MAJOR,Code Style,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S4140,CODE_SMELL,MAJOR,Unmapped,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S4275,BUG,CRITICAL,Unmapped,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S5850,BUG,MAJOR,Regex Issues,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S6019,CODE_SMELL,MAJOR,Regex Issues,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S6323,BUG,MAJOR,Regex Issues,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S6325,CODE_SMELL,MINOR,Regex Issues,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S6331,CODE_SMELL,MAJOR,Unmapped,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S6647,CODE_SMELL,MINOR,Code Style,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S7729,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S7736,BUG,MINOR,Unmapped,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S7737,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S7745,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S7752,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S7757,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S7760,CODE_SMELL,MAJOR,Unmapped,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S7771,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S7772,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,javascript:S7776,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,python:S1135,CODE_SMELL,INFO,Code Hygiene,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,python:S5443,VULNERABILITY,CRITICAL,Unmapped,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,python:S5857,CODE_SMELL,MINOR,Regex Issues,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,python:S7484,CODE_SMELL,MAJOR,Unmapped,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,python:S7493,BUG,MAJOR,Unmapped,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,python:S7494,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,python:S7500,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,python:S8415,CODE_SMELL,MAJOR,Unmapped,0,1,1,-1,1
1,paper_like,treatment,zauberzeug/nicegui,2025-04,text:S6389,VULNERABILITY,MAJOR,Unmapped,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,Web:S5725,VULNERABILITY,MINOR,Unmapped,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,docker:S1135,CODE_SMELL,INFO,Code Hygiene,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,go:S107,CODE_SMELL,MAJOR,Code Complexity,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S108,CODE_SMELL,MAJOR,Error Handling,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S1126,CODE_SMELL,MINOR,Code Style,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S1763,BUG,MAJOR,Logic Error,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S2814,CODE_SMELL,MAJOR,Code Style,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S3403,BUG,MAJOR,Logic Error,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S3696,CODE_SMELL,MAJOR,Error Handling,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S3699,BUG,MAJOR,Logic Error,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S5122,VULNERABILITY,MAJOR,Unmapped,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S5689,VULNERABILITY,MINOR,Unmapped,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S5843,CODE_SMELL,MAJOR,Regex Issues,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S6035,CODE_SMELL,MAJOR,Regex Issues,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S6594,CODE_SMELL,MINOR,API Usage,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S7723,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S7726,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S7734,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S7750,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S7751,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S7758,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S7766,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S7770,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,javascript:S7771,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,python:S108,CODE_SMELL,MAJOR,Error Handling,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,python:S1764,BUG,MAJOR,Logic Error,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,python:S1854,CODE_SMELL,MAJOR,Code Hygiene,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,python:S2638,CODE_SMELL,CRITICAL,OOP/Design,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,python:S2772,CODE_SMELL,MINOR,Code Style,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,python:S2836,CODE_SMELL,MAJOR,Code Style,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,python:S4830,VULNERABILITY,CRITICAL,Security,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,python:S5443,VULNERABILITY,CRITICAL,Unmapped,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,python:S5890,CODE_SMELL,MAJOR,Type Safety,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,python:S5918,CODE_SMELL,MINOR,Code Style,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,python:S6711,CODE_SMELL,MAJOR,Data Science,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,python:S7504,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,python:S8517,CODE_SMELL,MAJOR,Unmapped,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,python:S8521,CODE_SMELL,MINOR,Unmapped,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S1143,BUG,CRITICAL,Error Handling,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S1444,CODE_SMELL,MINOR,OOP/Design,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S1751,BUG,MAJOR,Logic Error,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S2068,VULNERABILITY,MAJOR,Unmapped,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S3696,CODE_SMELL,MAJOR,Error Handling,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6323,BUG,MAJOR,Regex Issues,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6324,BUG,MAJOR,Regex Issues,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6509,CODE_SMELL,MINOR,Code Style,0,1,1,-1,1
2,paper_like,treatment,PostHog/posthog,2025-04,typescript:S6647,CODE_SMELL,MINOR,Code Style,0,1,1,-1,1
