metric,cause_category,time_to_event,rows,comparable_non_null,unique_repos,identical_rows,different_rows,positive_diff_rows,negative_diff_rows,mean_diff,median_diff,median_abs_diff,p90_abs_diff,p95_abs_diff,max_abs_diff,total_abs_diff,paper_mean,our_mean,different_share,positive_diff_share,negative_diff_share,share_total_abs_diff_within_metric
technical_debt,source_scope_difference_or_mixed,8.0,2,2,2,0,2,2,0,116.5,116.5,116.5,129.7,131.35,133.0,233.0,797.5,914.0,1.0,1.0,0.0,0.0001606833386549632
technical_debt,source_scope_difference_or_mixed,9.0,2,2,2,0,2,2,0,85.5,85.5,85.5,110.7,113.85,117.0,171.0,823.0,908.5,1.0,1.0,0.0,0.00011792639875535927
technical_debt,source_scope_difference_or_mixed,10.0,2,2,2,0,2,1,1,-119.0,-119.0,211.0,306.2,318.09999999999997,330.0,422.0,1392.0,1273.0,1.0,0.5,0.5,0.0002910230425424656
technical_debt,source_scope_difference_or_mixed,11.0,1,1,1,0,1,1,0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,913.0,998.0,1.0,1.0,0.0,5.8618385346231216e-05
technical_debt,source_scope_difference_or_mixed,,220,220,25,1,219,132,87,127.01818181818182,27.5,150.5,1374.7999999999997,1476.25,3190.0,99800.0,4280.818181818182,4407.836363636364,0.9954545454545455,0.6,0.39545454545454545,0.06882488067710442
vulnerabilities,commit_selection_difference,-14.0,1,1,1,0,1,1,0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,1.0,1.0,0.0,0.0015493867010974822
vulnerabilities,commit_selection_difference,-13.0,2,2,2,0,2,2,0,2.0,2.0,2.0,2.8,2.9,3.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0005164622336991608
vulnerabilities,commit_selection_difference,-10.0,1,1,1,0,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0001291155584247902
vulnerabilities,commit_selection_difference,-9.0,1,1,1,0,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0001291155584247902
vulnerabilities,commit_selection_difference,-8.0,1,1,1,0,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0001291155584247902
vulnerabilities,commit_selection_difference,-7.0,2,2,2,0,2,2,0,1.5,1.5,1.5,1.9,1.95,2.0,3.0,0.0,1.5,1.0,1.0,0.0,0.00038734667527437055
vulnerabilities,commit_selection_difference,-6.0,1,1,1,0,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0001291155584247902
vulnerabilities,commit_selection_difference,-5.0,1,1,1,0,1,1,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0002582311168495804
vulnerabilities,commit_selection_difference,-4.0,1,1,1,0,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0001291155584247902
vulnerabilities,commit_selection_difference,-3.0,1,1,1,0,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0001291155584247902
vulnerabilities,commit_selection_difference,-2.0,1,1,1,0,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0001291155584247902
vulnerabilities,commit_selection_difference,-1.0,3,3,3,2,1,1,0,10.0,0.0,0.0,24.0,26.999999999999996,30.0,30.0,0.0,10.0,0.3333333333333333,0.3333333333333333,0.0,0.003873466752743706
vulnerabilities,commit_selection_difference,0.0,8,8,8,2,6,6,0,8.0,5.0,5.0,18.799999999999997,24.39999999999999,30.0,64.0,0.0,8.0,0.75,0.75,0.0,0.008263395739186573
vulnerabilities,commit_selection_difference,1.0,3,3,3,0,3,3,0,17.666666666666668,14.0,14.0,26.8,28.4,30.0,53.0,0.0,17.666666666666668,1.0,1.0,0.0,0.00684312459651388
vulnerabilities,commit_selection_difference,2.0,6,6,6,2,4,4,0,11.333333333333334,9.0,9.0,25.0,27.5,30.0,68.0,0.16666666666666666,11.5,0.6666666666666666,0.6666666666666666,0.0,0.008779857972885732
vulnerabilities,commit_selection_difference,3.0,4,4,4,1,3,3,0,16.0,17.0,17.0,27.0,28.499999999999996,30.0,64.0,0.0,16.0,0.75,0.75,0.0,0.008263395739186573
vulnerabilities,commit_selection_difference,4.0,7,7,7,3,4,4,0,7.428571428571429,3.0,3.0,20.400000000000006,25.19999999999999,30.0,52.0,0.0,7.428571428571429,0.5714285714285714,0.5714285714285714,0.0,0.00671400903808909
vulnerabilities,commit_selection_difference,5.0,7,7,7,2,5,5,0,25.571428571428573,20.0,20.0,51.20000000000002,67.09999999999997,83.0,179.0,5.428571428571429,31.0,0.7142857142857143,0.7142857142857143,0.0,0.023111684958037445
vulnerabilities,commit_selection_difference,6.0,4,4,4,3,1,1,0,0.75,0.0,0.0,2.1000000000000005,2.549999999999999,3.0,3.0,0.0,0.75,0.25,0.25,0.0,0.00038734667527437055
vulnerabilities,commit_selection_difference,7.0,3,3,3,2,1,1,0,13.333333333333334,0.0,0.0,32.0,36.0,40.0,40.0,0.3333333333333333,13.666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.005164622336991607
vulnerabilities,commit_selection_difference,8.0,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vulnerabilities,commit_selection_difference,,41,41,13,18,23,23,0,1.6585365853658536,2.0,2.0,2.0,7.0,14.0,68.0,0.7560975609756098,2.4146341463414633,0.5609756097560976,0.5609756097560976,0.0,0.008779857972885732
vulnerabilities,paper_commit_missing,3.0,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vulnerabilities,rule_config_analyzer_profile_signal,-14.0,6,6,6,4,2,1,1,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0002582311168495804
vulnerabilities,rule_config_analyzer_profile_signal,-13.0,8,8,8,6,2,1,1,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.125,0.125,0.25,0.125,0.125,0.0002582311168495804
vulnerabilities,rule_config_analyzer_profile_signal,-12.0,9,9,9,6,3,2,1,0.2222222222222222,0.0,0.0,1.2000000000000002,1.5999999999999996,2.0,4.0,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0005164622336991608
vulnerabilities,rule_config_analyzer_profile_signal,-11.0,11,11,11,7,4,3,1,0.45454545454545453,0.0,0.0,1.0,2.5,4.0,7.0,0.2727272727272727,0.7272727272727273,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.0009038089089735313
vulnerabilities,rule_config_analyzer_profile_signal,-10.0,10,10,10,5,5,4,1,0.9,0.0,0.5,3.0,3.0,3.0,11.0,4.0,4.9,0.5,0.4,0.1,0.001420271142672692
vulnerabilities,rule_config_analyzer_profile_signal,-9.0,16,16,16,10,6,5,1,0.5625,0.0,0.0,2.5,3.0,3.0,11.0,2.625,3.1875,0.375,0.3125,0.0625,0.001420271142672692
vulnerabilities,rule_config_analyzer_profile_signal,-8.0,15,15,15,10,5,4,1,0.6666666666666666,0.0,0.0,3.1999999999999993,4.0,4.0,12.0,2.6666666666666665,3.3333333333333335,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.0015493867010974822
vulnerabilities,rule_config_analyzer_profile_signal,-7.0,12,12,12,9,3,2,1,0.3333333333333333,0.0,0.0,1.0,2.349999999999998,4.0,6.0,0.08333333333333333,0.4166666666666667,0.25,0.16666666666666666,0.08333333333333333,0.0007746933505487411
vulnerabilities,rule_config_analyzer_profile_signal,-6.0,14,14,14,10,4,3,1,0.35714285714285715,0.0,0.0,1.700000000000001,2.3499999999999996,3.0,7.0,0.21428571428571427,0.5714285714285714,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.0009038089089735313
vulnerabilities,rule_config_analyzer_profile_signal,-5.0,15,15,15,11,4,3,1,0.3333333333333333,0.0,0.0,1.5999999999999996,2.299999999999999,3.0,7.0,0.06666666666666667,0.4,0.26666666666666666,0.2,0.06666666666666667,0.0009038089089735313
vulnerabilities,rule_config_analyzer_profile_signal,-4.0,17,17,17,13,4,3,1,0.29411764705882354,0.0,0.0,1.4000000000000004,2.1999999999999993,3.0,7.0,0.17647058823529413,0.47058823529411764,0.23529411764705882,0.17647058823529413,0.058823529411764705,0.0009038089089735313
vulnerabilities,rule_config_analyzer_profile_signal,-3.0,20,20,20,15,5,4,1,0.35,0.0,0.0,2.0,2.0500000000000007,3.0,9.0,0.15,0.5,0.25,0.2,0.05,0.0011620400258231117
vulnerabilities,rule_config_analyzer_profile_signal,-2.0,22,22,22,15,7,6,1,0.4090909090909091,0.0,0.0,1.9000000000000021,2.0,3.0,11.0,0.13636363636363635,0.5454545454545454,0.3181818181818182,0.2727272727272727,0.045454545454545456,0.001420271142672692
vulnerabilities,rule_config_analyzer_profile_signal,-1.0,29,29,29,21,8,7,1,0.4482758620689655,0.0,0.0,2.0,2.599999999999998,4.0,15.0,0.10344827586206896,0.5517241379310345,0.27586206896551724,0.2413793103448276,0.034482758620689655,0.001936733376371853
vulnerabilities,rule_config_analyzer_profile_signal,0.0,63,63,63,46,17,15,2,0.873015873015873,0.0,0.0,2.8000000000000043,5.799999999999997,12.0,59.0,0.047619047619047616,0.9206349206349206,0.2698412698412698,0.23809523809523808,0.031746031746031744,0.007617817947062621
vulnerabilities,rule_config_analyzer_profile_signal,1.0,39,39,39,25,14,12,2,0.7948717948717948,0.0,0.0,3.0,4.100000000000001,8.0,35.0,0.05128205128205128,0.8461538461538461,0.358974358974359,0.3076923076923077,0.05128205128205128,0.004519044544867657
vulnerabilities,rule_config_analyzer_profile_signal,2.0,31,31,31,20,11,10,1,1.064516129032258,0.0,0.0,3.0,6.5,9.0,35.0,0.03225806451612903,1.096774193548387,0.3548387096774194,0.3225806451612903,0.03225806451612903,0.004519044544867657
vulnerabilities,rule_config_analyzer_profile_signal,3.0,32,32,32,21,11,9,2,0.875,0.0,0.0,2.900000000000002,5.0,10.0,32.0,0.0625,0.9375,0.34375,0.28125,0.0625,0.004131697869593286
vulnerabilities,rule_config_analyzer_profile_signal,4.0,23,23,23,14,9,7,2,1.0,0.0,0.0,2.8000000000000007,4.799999999999997,12.0,27.0,0.13043478260869565,1.1304347826086956,0.391304347826087,0.30434782608695654,0.08695652173913043,0.003486120077469335
vulnerabilities,rule_config_analyzer_profile_signal,5.0,18,18,18,13,5,4,1,1.1111111111111112,0.0,0.0,2.200000000000003,6.349999999999987,14.0,22.0,0.05555555555555555,1.1666666666666667,0.2777777777777778,0.2222222222222222,0.05555555555555555,0.002840542285345384
vulnerabilities,rule_config_analyzer_profile_signal,6.0,6,6,6,4,2,2,0,1.1666666666666667,0.0,0.0,3.5,4.25,5.0,7.0,0.0,1.1666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.0009038089089735313
vulnerabilities,rule_config_analyzer_profile_signal,7.0,2,2,2,1,1,1,0,1.0,1.0,1.0,1.8,1.9,2.0,2.0,0.0,1.0,0.5,0.5,0.0,0.0002582311168495804
vulnerabilities,rule_config_analyzer_profile_signal,8.0,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vulnerabilities,rule_config_analyzer_profile_signal,9.0,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vulnerabilities,rule_config_analyzer_profile_signal,,490,490,104,316,174,155,19,1.5020408163265306,0.0,0.0,4.0,7.5499999999999545,19.0,774.0,0.15510204081632653,1.6571428571428573,0.3551020408163265,0.3163265306122449,0.03877551020408163,0.09993544222078761
vulnerabilities,source_scope_difference_or_mixed,-14.0,7,7,7,1,6,5,1,8.0,3.0,13.0,24.60000000000001,30.299999999999986,36.0,86.0,26.142857142857142,34.142857142857146,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.011103938024531955
vulnerabilities,source_scope_difference_or_mixed,-13.0,8,8,8,0,8,7,1,16.25,15.0,16.0,37.5,39.25,41.0,160.0,25.625,41.875,1.0,0.875,0.125,0.02065848934796643
vulnerabilities,source_scope_difference_or_mixed,-12.0,11,11,11,0,11,10,1,10.454545454545455,3.0,6.0,36.0,38.5,41.0,159.0,18.454545454545453,28.90909090909091,1.0,0.9090909090909091,0.09090909090909091,0.02052937378954164
vulnerabilities,source_scope_difference_or_mixed,-11.0,10,10,10,0,10,9,1,11.3,4.5,9.5,36.5,38.74999999999999,41.0,157.0,20.5,31.8,1.0,0.9,0.1,0.02027114267269206
vulnerabilities,source_scope_difference_or_mixed,-10.0,11,11,11,0,11,10,1,12.636363636363637,9.0,13.0,36.0,39.5,43.0,185.0,16.454545454545453,29.09090909090909,1.0,0.9090909090909091,0.09090909090909091,0.023886378308586184
vulnerabilities,source_scope_difference_or_mixed,-9.0,13,13,13,2,11,10,1,10.153846153846153,5.0,8.0,35.2,41.399999999999984,48.0,178.0,13.0,23.153846153846153,0.8461538461538461,0.7692307692307693,0.07692307692307693,0.022982569399612653
vulnerabilities,source_scope_difference_or_mixed,-8.0,15,15,15,1,14,13,1,11.4,8.0,9.0,33.4,42.39999999999998,55.0,217.0,13.0,24.4,0.9333333333333333,0.8666666666666667,0.06666666666666667,0.02801807617817947
vulnerabilities,source_scope_difference_or_mixed,-7.0,16,16,16,2,14,13,1,11.5,7.0,8.5,33.0,43.5,63.0,228.0,14.5,26.0,0.875,0.8125,0.0625,0.029438347320852164
vulnerabilities,source_scope_difference_or_mixed,-6.0,15,15,15,1,14,13,1,11.4,5.0,6.0,32.599999999999994,44.89999999999996,68.0,213.0,16.866666666666667,28.266666666666666,0.9333333333333333,0.8666666666666667,0.06666666666666667,0.02750161394448031
vulnerabilities,source_scope_difference_or_mixed,-5.0,16,16,16,2,14,13,1,10.4375,5.0,6.0,29.0,38.75,68.0,209.0,16.4375,26.875,0.875,0.8125,0.0625,0.026985151710781148
vulnerabilities,source_scope_difference_or_mixed,-4.0,17,17,17,0,17,16,1,10.588235294117647,5.0,7.0,29.4,37.59999999999997,68.0,226.0,16.41176470588235,27.0,1.0,0.9411764705882353,0.058823529411764705,0.02918011620400258
vulnerabilities,source_scope_difference_or_mixed,-3.0,19,19,19,1,18,17,1,9.68421052631579,5.0,5.0,29.4,34.59999999999992,67.0,234.0,15.31578947368421,25.0,0.9473684210526315,0.8947368421052632,0.05263157894736842,0.030213040671400904
vulnerabilities,source_scope_difference_or_mixed,-2.0,17,17,17,0,17,16,1,10.352941176470589,4.0,8.0,29.4,37.79999999999997,69.0,226.0,17.235294117647058,27.58823529411765,1.0,0.9411764705882353,0.058823529411764705,0.02918011620400258
vulnerabilities,source_scope_difference_or_mixed,-1.0,19,19,19,1,18,17,1,9.736842105263158,5.0,7.0,26.199999999999996,35.399999999999906,75.0,235.0,16.05263157894737,25.789473684210527,0.9473684210526315,0.8947368421052632,0.05263157894736842,0.030342156229825695
vulnerabilities,source_scope_difference_or_mixed,0.0,28,28,28,6,22,21,1,10.178571428571429,4.5,6.0,27.900000000000002,30.65,83.0,335.0,11.142857142857142,21.321428571428573,0.7857142857142857,0.75,0.03571428571428571,0.04325371207230471
vulnerabilities,source_scope_difference_or_mixed,1.0,28,28,28,6,22,21,1,9.107142857142858,4.0,5.5,26.500000000000004,30.65,78.0,305.0,11.035714285714286,20.142857142857142,0.7857142857142857,0.75,0.03571428571428571,0.039380245319561004
vulnerabilities,source_scope_difference_or_mixed,2.0,22,22,22,4,18,17,1,10.409090909090908,4.0,5.5,29.50000000000001,33.8,79.0,279.0,14.181818181818182,24.59090909090909,0.8181818181818182,0.7727272727272727,0.045454545454545456,0.036023240800516464
vulnerabilities,source_scope_difference_or_mixed,3.0,21,21,21,2,19,18,1,12.666666666666666,5.0,9.0,34.0,49.0,87.0,316.0,15.095238095238095,27.761904761904763,0.9047619047619048,0.8571428571428571,0.047619047619047616,0.0408005164622337
vulnerabilities,source_scope_difference_or_mixed,4.0,24,24,24,3,21,20,1,14.583333333333334,10.0,11.5,31.7,51.549999999999955,86.0,402.0,13.041666666666666,27.625,0.875,0.8333333333333334,0.041666666666666664,0.05190445448676566
vulnerabilities,source_scope_difference_or_mixed,5.0,21,21,21,3,18,17,1,7.666666666666667,3.0,4.0,26.0,31.0,33.0,213.0,13.095238095238095,20.761904761904763,0.8571428571428571,0.8095238095238095,0.047619047619047616,0.02750161394448031
vulnerabilities,source_scope_difference_or_mixed,6.0,8,8,8,2,6,6,0,20.375,3.5,3.5,51.79999999999999,67.89999999999998,84.0,163.0,6.75,27.125,0.75,0.75,0.0,0.0210458360232408
vulnerabilities,source_scope_difference_or_mixed,7.0,4,4,4,1,3,3,0,7.25,3.0,3.0,17.6,20.299999999999994,23.0,29.0,1.25,8.5,0.75,0.75,0.0,0.0037443511943189155
vulnerabilities,source_scope_difference_or_mixed,8.0,2,2,2,0,2,2,0,8.0,8.0,8.0,12.8,13.399999999999999,14.0,16.0,0.0,8.0,1.0,1.0,0.0,0.002065848934796643
vulnerabilities,source_scope_difference_or_mixed,9.0,2,2,2,0,2,2,0,8.0,8.0,8.0,12.8,13.399999999999999,14.0,16.0,0.0,8.0,1.0,1.0,0.0,0.002065848934796643
vulnerabilities,source_scope_difference_or_mixed,10.0,2,2,2,0,2,2,0,8.0,8.0,8.0,12.8,13.399999999999999,14.0,16.0,0.0,8.0,1.0,1.0,0.0,0.002065848934796643
vulnerabilities,source_scope_difference_or_mixed,11.0,1,1,1,0,1,1,0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,13.0,1.0,1.0,0.0,0.0016785022595222725
vulnerabilities,source_scope_difference_or_mixed,,220,220,25,90,130,130,0,5.345454545454546,1.0,1.0,12.099999999999994,14.0,137.0,1176.0,1.3045454545454545,6.65,0.5909090909090909,0.5909090909090909,0.0,0.15183989670755327
