metric,cause_category,time_to_event,rows,comparable_non_null,unique_repos,identical_rows,different_rows,positive_diff_rows,negative_diff_rows,mean_diff,median_diff,median_abs_diff,p90_abs_diff,p95_abs_diff,max_abs_diff,total_abs_diff,paper_mean,our_mean,different_share,positive_diff_share,negative_diff_share,share_total_abs_diff_within_metric
bugs,commit_selection_difference,-14.0,1,1,1,0,1,0,1,-22.0,-22.0,22.0,22.0,22.0,22.0,22.0,27.0,5.0,1.0,0.0,1.0,0.0003426310953293152
bugs,commit_selection_difference,-13.0,2,2,2,1,1,0,1,-866.0,-866.0,866.0,1558.8,1645.3999999999999,1732.0,1732.0,1102.0,236.0,0.5,0.0,0.5,0.02697441168683518
bugs,commit_selection_difference,-10.0,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bugs,commit_selection_difference,-9.0,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bugs,commit_selection_difference,-8.0,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bugs,commit_selection_difference,-7.0,2,2,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0
bugs,commit_selection_difference,-6.0,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0
bugs,commit_selection_difference,-5.0,1,1,1,0,1,0,1,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,12.0,11.0,1.0,0.0,1.0,1.5574140696787056e-05
bugs,commit_selection_difference,-4.0,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0
bugs,commit_selection_difference,-3.0,1,1,1,0,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,13.0,1.0,1.0,0.0,1.5574140696787056e-05
bugs,commit_selection_difference,-2.0,1,1,1,0,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,13.0,1.0,1.0,0.0,1.5574140696787056e-05
bugs,commit_selection_difference,-1.0,3,3,3,1,2,1,1,-1.0,0.0,1.0,3.4000000000000004,3.6999999999999997,4.0,5.0,7.0,6.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,7.787070348393527e-05
bugs,commit_selection_difference,0.0,8,8,8,1,7,2,5,-2.75,-1.5,3.0,12.399999999999999,15.199999999999996,18.0,44.0,10.375,7.625,0.875,0.25,0.625,0.0006852621906586304
bugs,commit_selection_difference,1.0,3,3,3,0,3,1,2,-8.0,-4.0,4.0,17.6,19.299999999999997,21.0,26.0,21.666666666666668,13.666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.0004049276581164634
bugs,commit_selection_difference,2.0,6,6,6,0,6,3,3,7.666666666666667,-0.5,7.5,31.0,38.5,46.0,80.0,20.0,27.666666666666668,1.0,0.5,0.5,0.0012459312557429644
bugs,commit_selection_difference,3.0,4,4,4,0,4,2,2,2.5,-1.0,3.5,12.400000000000002,14.199999999999996,16.0,24.0,18.5,21.0,1.0,0.5,0.5,0.0003737793767228893
bugs,commit_selection_difference,4.0,7,7,7,1,6,3,3,-8.714285714285714,0.0,4.0,34.800000000000004,36.89999999999999,39.0,89.0,21.428571428571427,12.714285714285714,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.001386098522014048
bugs,commit_selection_difference,5.0,7,7,7,0,7,3,4,-24.714285714285715,-30.0,48.0,77.0,78.5,80.0,313.0,98.71428571428571,74.0,1.0,0.42857142857142855,0.5714285714285714,0.004874706038094348
bugs,commit_selection_difference,6.0,4,4,4,0,4,1,3,-77.0,-39.5,39.5,184.8,207.89999999999995,231.0,312.0,88.5,11.5,1.0,0.25,0.75,0.004859131897397561
bugs,commit_selection_difference,7.0,3,3,3,0,3,0,3,-85.33333333333333,-23.0,23.0,188.60000000000002,209.29999999999998,230.0,256.0,93.0,7.666666666666667,1.0,0.0,1.0,0.003986980018377486
bugs,commit_selection_difference,8.0,1,1,1,0,1,0,1,-63.0,-63.0,63.0,63.0,63.0,63.0,63.0,74.0,11.0,1.0,0.0,1.0,0.0009811708638975845
bugs,commit_selection_difference,,41,41,13,33,8,2,6,-2.5121951219512195,0.0,0.0,4.0,25.0,38.0,111.0,7.487804878048781,4.975609756097561,0.1951219512195122,0.04878048780487805,0.14634146341463414,0.001728729617343363
bugs,paper_commit_missing,3.0,1,1,1,0,1,0,1,-18.0,-18.0,18.0,18.0,18.0,18.0,18.0,18.0,0.0,1.0,0.0,1.0,0.00028033453254216697
bugs,rule_config_analyzer_profile_signal,-14.0,6,6,6,4,2,1,1,-2.5,0.0,0.0,9.5,13.25,17.0,19.0,9.166666666666666,6.666666666666667,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.00029590867323895406
bugs,rule_config_analyzer_profile_signal,-13.0,8,8,8,6,2,1,1,-2.0,0.0,0.0,5.799999999999997,11.399999999999991,17.0,18.0,6.875,4.875,0.25,0.125,0.125,0.00028033453254216697
bugs,rule_config_analyzer_profile_signal,-12.0,9,9,9,5,4,1,3,-2.4444444444444446,0.0,0.0,8.200000000000003,12.599999999999996,17.0,28.0,8.444444444444445,6.0,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.00043607593951003755
bugs,rule_config_analyzer_profile_signal,-11.0,11,11,11,7,4,1,3,-2.1818181818181817,0.0,0.0,6.0,11.5,17.0,26.0,8.0,5.818181818181818,0.36363636363636365,0.09090909090909091,0.2727272727272727,0.0004049276581164634
bugs,rule_config_analyzer_profile_signal,-10.0,10,10,10,6,4,0,4,-3.0,0.0,0.0,9.799999999999997,13.399999999999991,17.0,30.0,9.9,6.9,0.4,0.0,0.4,0.0004672242209036116
bugs,rule_config_analyzer_profile_signal,-9.0,16,16,16,11,5,0,5,-2.25,0.0,0.0,8.0,11.75,17.0,36.0,7.8125,5.5625,0.3125,0.0,0.3125,0.0005606690650843339
bugs,rule_config_analyzer_profile_signal,-8.0,15,15,15,12,3,0,3,-1.4666666666666666,0.0,0.0,2.5999999999999996,7.199999999999985,17.0,22.0,5.933333333333334,4.466666666666667,0.2,0.0,0.2,0.0003426310953293152
bugs,rule_config_analyzer_profile_signal,-7.0,12,12,12,9,3,0,3,-1.75,0.0,0.0,2.0,8.74999999999999,17.0,21.0,6.833333333333333,5.083333333333333,0.25,0.0,0.25,0.00032705695463252813
bugs,rule_config_analyzer_profile_signal,-6.0,14,14,14,10,4,0,4,-1.9285714285714286,0.0,0.0,4.800000000000004,9.849999999999996,17.0,27.0,6.928571428571429,5.0,0.2857142857142857,0.0,0.2857142857142857,0.00042050179881325046
bugs,rule_config_analyzer_profile_signal,-5.0,15,15,15,9,6,0,6,-1.6666666666666667,0.0,0.0,2.5999999999999996,7.199999999999985,17.0,25.0,6.8,5.133333333333334,0.4,0.0,0.4,0.0003893535174196764
bugs,rule_config_analyzer_profile_signal,-4.0,17,17,17,10,7,1,6,-1.8823529411764706,0.0,0.0,4.800000000000001,8.199999999999992,17.0,34.0,7.0588235294117645,5.176470588235294,0.4117647058823529,0.058823529411764705,0.35294117647058826,0.0005295207836907599
bugs,rule_config_analyzer_profile_signal,-3.0,20,20,20,13,7,1,6,-1.85,0.0,0.0,6.100000000000001,7.500000000000007,17.0,41.0,6.7,4.85,0.35,0.05,0.3,0.0006385397685682693
bugs,rule_config_analyzer_profile_signal,-2.0,22,22,22,15,7,1,6,-1.6363636363636365,0.0,0.0,5.800000000000004,6.949999999999999,17.0,42.0,6.545454545454546,4.909090909090909,0.3181818181818182,0.045454545454545456,0.2727272727272727,0.0006541139092650563
bugs,rule_config_analyzer_profile_signal,-1.0,29,29,29,16,13,4,9,-1.2758620689655173,0.0,0.0,4.399999999999999,6.599999999999998,17.0,55.0,5.862068965517241,4.586206896551724,0.4482758620689655,0.13793103448275862,0.3103448275862069,0.000856577738323288
bugs,rule_config_analyzer_profile_signal,0.0,63,63,63,35,28,16,12,0.6349206349206349,0.0,0.0,7.400000000000013,11.0,17.0,132.0,4.0476190476190474,4.682539682539683,0.4444444444444444,0.25396825396825395,0.19047619047619047,0.002055786571975891
bugs,rule_config_analyzer_profile_signal,1.0,39,39,39,18,21,12,9,-0.46153846153846156,0.0,1.0,10.400000000000006,14.300000000000004,45.0,142.0,7.512820512820513,7.051282051282051,0.5384615384615384,0.3076923076923077,0.23076923076923078,0.0022115279789437616
bugs,rule_config_analyzer_profile_signal,2.0,31,31,31,16,15,8,7,-0.16129032258064516,0.0,0.0,11.0,28.0,44.0,155.0,8.096774193548388,7.935483870967742,0.4838709677419355,0.25806451612903225,0.22580645161290322,0.0024139918080019933
bugs,rule_config_analyzer_profile_signal,3.0,32,32,32,14,18,10,8,0.0625,0.0,1.0,11.0,26.899999999999984,50.0,164.0,7.90625,7.96875,0.5625,0.3125,0.25,0.002554159074273077
bugs,rule_config_analyzer_profile_signal,4.0,23,23,23,11,12,6,6,-0.2608695652173913,0.0,1.0,15.600000000000005,39.499999999999964,49.0,152.0,8.043478260869565,7.782608695652174,0.5217391304347826,0.2608695652173913,0.2608695652173913,0.0023672693859116325
bugs,rule_config_analyzer_profile_signal,5.0,18,18,18,10,8,4,4,0.3888888888888889,0.0,0.0,23.600000000000016,41.39999999999998,55.0,133.0,7.555555555555555,7.944444444444445,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.002071360712672678
bugs,rule_config_analyzer_profile_signal,6.0,6,6,6,4,2,2,0,0.5,0.0,0.0,1.5,1.75,2.0,3.0,3.1666666666666665,3.6666666666666665,0.3333333333333333,0.3333333333333333,0.0,4.672242209036116e-05
bugs,rule_config_analyzer_profile_signal,7.0,2,2,2,1,1,0,1,-37.5,-37.5,37.5,67.5,71.25,75.0,75.0,50.5,13.0,0.5,0.0,0.5,0.0011680605522590292
bugs,rule_config_analyzer_profile_signal,8.0,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bugs,rule_config_analyzer_profile_signal,9.0,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bugs,rule_config_analyzer_profile_signal,,490,490,104,317,173,77,96,-9.402040816326531,0.0,0.0,8.0,23.0,338.0,5217.0,15.428571428571429,6.026530612244898,0.35306122448979593,0.15714285714285714,0.19591836734693877,0.08125029201513806
bugs,source_scope_difference_or_mixed,-14.0,7,7,7,0,7,0,7,-291.14285714285717,-11.0,11.0,804.4000000000005,1268.199999999999,1732.0,2038.0,476.85714285714283,185.71428571428572,1.0,0.0,1.0,0.03174009874005202
bugs,source_scope_difference_or_mixed,-13.0,8,8,8,0,8,1,7,-78.5,-13.5,13.5,224.2,271.0999999999999,318.0,642.0,255.375,176.875,1.0,0.125,0.875,0.009998598327337288
bugs,source_scope_difference_or_mixed,-12.0,11,11,11,1,10,3,7,-211.72727272727272,-2.0,13.0,350.0,1041.0,1732.0,2385.0,333.8181818181818,122.0909090909091,0.9090909090909091,0.2727272727272727,0.6363636363636364,0.037144325561837124
bugs,source_scope_difference_or_mixed,-11.0,10,10,10,1,9,2,7,-232.0,-7.0,12.5,470.1999999999995,1101.0999999999985,1732.0,2360.0,366.0,134.0,0.9,0.2,0.7,0.03675497204441745
bugs,source_scope_difference_or_mixed,-10.0,11,11,11,2,9,2,7,-213.0,-7.0,11.0,349.0,1040.5,1732.0,2385.0,390.54545454545456,177.54545454545453,0.8181818181818182,0.18181818181818182,0.6363636363636364,0.037144325561837124
bugs,source_scope_difference_or_mixed,-9.0,13,13,13,3,10,2,8,-159.69230769230768,-1.0,8.0,348.6000000000001,911.199999999998,1732.0,2676.0,291.38461538461536,131.69230769230768,0.7692307692307693,0.15384615384615385,0.6153846153846154,0.04167640050460216
bugs,source_scope_difference_or_mixed,-8.0,15,15,15,4,11,2,9,-159.6,-2.0,6.0,303.19999999999993,786.9999999999986,1732.0,2422.0,291.06666666666666,131.46666666666667,0.7333333333333333,0.13333333333333333,0.6,0.03772056876761825
bugs,source_scope_difference_or_mixed,-7.0,16,16,16,4,12,1,11,-44.3125,-2.5,4.5,132.0,238.0,397.0,735.0,138.25,93.9375,0.75,0.0625,0.6875,0.011446993412138486
bugs,source_scope_difference_or_mixed,-6.0,15,15,15,6,9,1,8,-46.8,-1.0,4.0,148.59999999999997,254.19999999999976,411.0,728.0,109.46666666666667,62.666666666666664,0.6,0.06666666666666667,0.5333333333333333,0.011337974427260976
bugs,source_scope_difference_or_mixed,-5.0,16,16,16,5,11,3,8,-26.6875,-0.5,4.5,237.0,321.25,424.0,1035.0,119.875,93.1875,0.6875,0.1875,0.5,0.0161192356211746
bugs,source_scope_difference_or_mixed,-4.0,17,17,17,4,13,3,10,-172.1764705882353,-3.0,5.0,287.0000000000001,789.9999999999987,2190.0,2963.0,408.2352941176471,236.05882352941177,0.7647058823529411,0.17647058823529413,0.5882352941176471,0.046146178884580044
bugs,source_scope_difference_or_mixed,-3.0,19,19,19,5,14,4,10,-140.26315789473685,-1.0,5.0,321.7999999999999,633.6999999999963,2188.0,3275.0,372.8421052631579,232.57894736842104,0.7368421052631579,0.21052631578947367,0.5263157894736842,0.051005310781977606
bugs,source_scope_difference_or_mixed,-2.0,17,17,17,4,13,3,10,-173.47058823529412,-1.0,4.0,298.80000000000007,807.1999999999988,2188.0,2989.0,409.7647058823529,236.2941176470588,0.7647058823529411,0.17647058823529413,0.5882352941176471,0.04655110654269651
bugs,source_scope_difference_or_mixed,-1.0,19,19,19,4,15,5,10,-139.21052631578948,-1.0,4.0,318.5999999999999,619.2999999999963,2188.0,3267.0,370.7894736842105,231.57894736842104,0.7894736842105263,0.2631578947368421,0.5263157894736842,0.050880717656403306
bugs,source_scope_difference_or_mixed,0.0,28,28,28,8,20,8,12,-95.57142857142857,0.0,3.0,217.70000000000007,387.7499999999998,2188.0,3348.0,255.53571428571428,159.96428571428572,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.05214222305284306
bugs,source_scope_difference_or_mixed,1.0,28,28,28,7,21,8,13,-138.14285714285714,0.0,4.0,120.20000000000007,251.64999999999986,3864.0,4594.0,227.64285714285714,89.5,0.75,0.2857142857142857,0.4642857142857143,0.07154760236103973
bugs,source_scope_difference_or_mixed,2.0,22,22,22,3,19,6,13,-97.27272727272727,-1.5,4.5,194.10000000000022,282.8999999999999,2086.0,2760.0,209.22727272727272,111.95454545454545,0.8636363636363636,0.2727272727272727,0.5909090909090909,0.04298462832313227
bugs,source_scope_difference_or_mixed,3.0,21,21,21,3,18,7,11,-102.85714285714286,-1.0,6.0,206.0,287.0,2086.0,2852.0,224.71428571428572,121.85714285714286,0.8571428571428571,0.3333333333333333,0.5238095238095238,0.04441744926723668
bugs,source_scope_difference_or_mixed,4.0,24,24,24,3,21,7,14,-117.83333333333333,-1.5,11.5,262.69999999999993,576.8499999999992,2086.0,3558.0,241.91666666666666,124.08333333333333,0.875,0.2916666666666667,0.5833333333333334,0.05541279259916834
bugs,source_scope_difference_or_mixed,5.0,21,21,21,2,19,8,11,-134.0,-1.0,3.0,287.0,675.0,2087.0,3450.0,247.76190476190476,113.76190476190476,0.9047619047619048,0.38095238095238093,0.5238095238095238,0.05373078540391534
bugs,source_scope_difference_or_mixed,6.0,8,8,8,0,8,4,4,-60.125,-1.0,23.0,401.5999999999999,535.2999999999997,669.0,1115.0,211.375,151.25,1.0,0.5,0.5,0.017365166876917568
bugs,source_scope_difference_or_mixed,7.0,4,4,4,0,4,3,1,78.25,14.0,14.0,207.50000000000006,247.24999999999991,287.0,317.0,34.5,112.75,1.0,0.75,0.25,0.004937002600881497
bugs,source_scope_difference_or_mixed,8.0,2,2,2,0,2,0,2,-4.0,-4.0,4.0,4.0,4.0,4.0,8.0,9.0,5.0,1.0,0.0,1.0,0.00012459312557429645
bugs,source_scope_difference_or_mixed,9.0,2,2,2,0,2,0,2,-3.0,-3.0,3.0,4.6,4.8,5.0,6.0,8.5,5.5,1.0,0.0,1.0,9.344484418072232e-05
bugs,source_scope_difference_or_mixed,10.0,2,2,2,1,1,0,1,-4.0,-4.0,4.0,7.2,7.6,8.0,8.0,11.0,7.0,0.5,0.0,0.5,0.00012459312557429645
bugs,source_scope_difference_or_mixed,11.0,1,1,1,0,1,0,1,-12.0,-12.0,12.0,12.0,12.0,12.0,12.0,17.0,5.0,1.0,0.0,1.0,0.00018688968836144465
bugs,source_scope_difference_or_mixed,,220,220,25,29,191,59,132,-3.5,-4.0,6.5,34.0,35.0,60.0,2586.0,32.42727272727273,28.927272727272726,0.8681818181818182,0.2681818181818182,0.6,0.040274727841891324
code_smells,commit_selection_difference,-14.0,1,1,1,0,1,1,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,957.0,961.0,1.0,1.0,0.0,1.4416232677995422e-05
code_smells,commit_selection_difference,-13.0,2,2,2,0,2,2,0,1691.0,1691.0,1691.0,2994.2,3157.1,3320.0,3382.0,9706.0,11397.0,1.0,1.0,0.0,0.01218892472924513
code_smells,commit_selection_difference,-10.0,1,1,1,0,1,1,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,30.0,33.0,1.0,1.0,0.0,1.0812174508496567e-05
code_smells,commit_selection_difference,-9.0,1,1,1,0,1,1,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,18.0,22.0,1.0,1.0,0.0,1.4416232677995422e-05
code_smells,commit_selection_difference,-8.0,1,1,1,0,1,1,0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,25.0,34.0,1.0,1.0,0.0,3.24365235254897e-05
code_smells,commit_selection_difference,-7.0,2,2,2,0,2,2,0,8.0,8.0,8.0,11.2,11.6,12.0,16.0,70.5,78.5,1.0,1.0,0.0,5.766493071198169e-05
code_smells,commit_selection_difference,-6.0,1,1,1,0,1,1,0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,55.0,67.0,1.0,1.0,0.0,4.324869803398627e-05
code_smells,commit_selection_difference,-5.0,1,1,1,0,1,1,0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,74.0,97.0,1.0,1.0,0.0,8.289333789847368e-05
code_smells,commit_selection_difference,-4.0,1,1,1,0,1,1,0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,79.0,100.0,1.0,1.0,0.0,7.568522155947597e-05
code_smells,commit_selection_difference,-3.0,1,1,1,0,1,1,0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,98.0,118.0,1.0,1.0,0.0,7.208116338997712e-05
code_smells,commit_selection_difference,-2.0,1,1,1,0,1,1,0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,110.0,132.0,1.0,1.0,0.0,7.928927972897483e-05
code_smells,commit_selection_difference,-1.0,3,3,3,0,3,3,0,32.0,12.0,12.0,65.60000000000001,72.3,79.0,96.0,238.66666666666666,270.6666666666667,1.0,1.0,0.0,0.00034598958427189014
code_smells,commit_selection_difference,0.0,8,8,8,1,7,6,1,32.375,29.0,29.0,67.8,73.39999999999999,79.0,275.0,181.0,213.375,0.875,0.75,0.125,0.0009911159966121852
code_smells,commit_selection_difference,1.0,3,3,3,0,3,3,0,38.333333333333336,26.0,26.0,69.2,74.6,80.0,115.0,406.0,444.3333333333333,1.0,1.0,0.0,0.0004144666894923684
code_smells,commit_selection_difference,2.0,6,6,6,0,6,6,0,84.0,67.5,67.5,154.0,161.5,169.0,504.0,386.0,470.0,1.0,1.0,0.0,0.0018164453174274232
code_smells,commit_selection_difference,3.0,4,4,4,0,4,4,0,74.5,68.5,68.5,120.4,126.69999999999999,133.0,298.0,365.5,440.0,1.0,1.0,0.0,0.001074009334510659
code_smells,commit_selection_difference,4.0,7,7,7,0,7,6,1,46.714285714285715,28.0,28.0,119.00000000000003,138.49999999999994,158.0,341.0,251.0,297.7142857142857,1.0,0.8571428571428571,0.14285714285714285,0.0012289838357991097
code_smells,commit_selection_difference,5.0,7,7,7,0,7,7,0,381.0,151.0,151.0,1008.4000000000003,1287.6999999999994,1567.0,2667.0,2369.0,2750.0,1.0,1.0,0.0,0.009612023138053448
code_smells,commit_selection_difference,6.0,4,4,4,0,4,3,1,14.25,16.5,16.5,28.900000000000002,31.449999999999996,34.0,77.0,135.25,149.5,1.0,0.75,0.25,0.00027751247905141187
code_smells,commit_selection_difference,7.0,3,3,3,0,3,3,0,154.33333333333334,66.0,66.0,307.6,337.79999999999995,368.0,463.0,289.6666666666667,444.0,1.0,1.0,0.0,0.00166867893247797
code_smells,commit_selection_difference,8.0,1,1,1,0,1,1,0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,119.0,1.0,1.0,0.0,0.00021624349016993133
code_smells,commit_selection_difference,,41,41,13,1,40,35,5,11.365853658536585,2.0,2.0,53.0,162.0,385.0,1286.0,135.0,146.3658536585366,0.975609756097561,0.8536585365853658,0.12195121951219512,0.004634818805975528
code_smells,paper_commit_missing,3.0,1,1,1,0,1,0,1,-208.0,-208.0,208.0,208.0,208.0,208.0,208.0,209.0,1.0,1.0,0.0,1.0,0.000749644099255762
code_smells,rule_config_analyzer_profile_signal,-14.0,6,6,6,0,6,5,1,10.333333333333334,7.5,13.5,32.5,39.75,47.0,98.0,66.16666666666667,76.5,1.0,0.8333333333333334,0.16666666666666666,0.00035319770061088785
code_smells,rule_config_analyzer_profile_signal,-13.0,8,8,8,2,6,5,1,8.375,4.5,9.0,28.199999999999996,36.59999999999999,45.0,103.0,51.375,59.75,0.75,0.625,0.125,0.00037121799145838216
code_smells,rule_config_analyzer_profile_signal,-12.0,9,9,9,1,8,7,1,8.0,5.0,7.0,21.000000000000007,32.999999999999986,45.0,100.0,67.55555555555556,75.55555555555556,0.8888888888888888,0.7777777777777778,0.1111111111111111,0.00036040581694988556
code_smells,rule_config_analyzer_profile_signal,-11.0,11,11,11,2,9,6,3,7.363636363636363,1.0,10.0,21.0,36.0,51.0,131.0,127.45454545454545,134.8181818181818,0.8181818181818182,0.5454545454545454,0.2727272727272727,0.0004721316202043501
code_smells,rule_config_analyzer_profile_signal,-10.0,10,10,10,1,9,7,2,35.4,5.5,9.0,73.99999999999991,177.49999999999977,281.0,394.0,154.2,189.6,0.9,0.7,0.2,0.0014199989187825492
code_smells,rule_config_analyzer_profile_signal,-9.0,16,16,16,2,14,12,2,26.625,5.0,9.5,38.0,111.25,292.0,470.0,170.3125,196.9375,0.875,0.75,0.125,0.0016939073396644623
code_smells,rule_config_analyzer_profile_signal,-8.0,15,15,15,2,13,11,2,31.466666666666665,4.0,10.0,40.599999999999994,142.19999999999968,355.0,520.0,176.93333333333334,208.4,0.8666666666666667,0.7333333333333333,0.13333333333333333,0.0018741102481394049
code_smells,rule_config_analyzer_profile_signal,-7.0,12,12,12,1,11,8,3,4.666666666666667,2.5,9.0,32.300000000000004,33.45,34.0,164.0,130.58333333333334,135.25,0.9166666666666666,0.6666666666666666,0.25,0.0005910655397978123
code_smells,rule_config_analyzer_profile_signal,-6.0,14,14,14,0,14,11,3,5.142857142857143,4.5,11.0,31.500000000000007,33.0,33.0,188.0,132.28571428571428,137.42857142857142,1.0,0.7857142857142857,0.21428571428571427,0.0006775629358657849
code_smells,rule_config_analyzer_profile_signal,-5.0,15,15,15,0,15,10,5,2.066666666666667,2.0,8.0,28.2,30.199999999999996,33.0,195.0,120.8,122.86666666666666,1.0,0.6666666666666666,0.3333333333333333,0.0007027913430522768
code_smells,rule_config_analyzer_profile_signal,-4.0,17,17,17,1,16,10,6,-14.764705882352942,1.0,11.0,31.200000000000003,78.79999999999984,262.0,465.0,135.05882352941177,120.29411764705883,0.9411764705882353,0.5882352941176471,0.35294117647058826,0.0016758870488169679
code_smells,rule_config_analyzer_profile_signal,-3.0,20,20,20,3,17,13,4,-5.0,3.5,8.0,52.000000000000014,71.15000000000015,264.0,530.0,140.35,135.35,0.85,0.65,0.2,0.0019101508298343935
code_smells,rule_config_analyzer_profile_signal,-2.0,22,22,22,4,18,10,8,-9.272727272727273,0.0,5.5,33.500000000000014,51.09999999999999,264.0,490.0,132.0909090909091,122.81818181818181,0.8181818181818182,0.45454545454545453,0.36363636363636365,0.0017659885030544393
code_smells,rule_config_analyzer_profile_signal,-1.0,29,29,29,7,22,15,7,11.862068965517242,1.0,4.0,26.599999999999998,47.59999999999994,206.0,452.0,73.79310344827586,85.65517241379311,0.7586206896551724,0.5172413793103449,0.2413793103448276,0.0016290342926134828
code_smells,rule_config_analyzer_profile_signal,0.0,63,63,63,15,48,38,10,9.222222222222221,1.0,4.0,42.60000000000003,116.79999999999995,265.0,1337.0,74.77777777777777,84.0,0.7619047619047619,0.6031746031746031,0.15873015873015872,0.00481862577261997
code_smells,rule_config_analyzer_profile_signal,1.0,39,39,39,8,31,23,8,18.53846153846154,5.0,7.0,44.2,128.1,207.0,893.0,85.43589743589743,103.97435897435898,0.7948717948717948,0.5897435897435898,0.20512820512820512,0.003218423945362478
code_smells,rule_config_analyzer_profile_signal,2.0,31,31,31,4,27,20,7,20.032258064516128,7.0,14.0,48.0,144.5,175.0,873.0,83.80645161290323,103.83870967741936,0.8709677419354839,0.6451612903225806,0.22580645161290322,0.003146342781972501
code_smells,rule_config_analyzer_profile_signal,3.0,32,32,32,6,26,20,6,24.3125,5.5,10.0,47.30000000000001,159.54999999999998,226.0,954.0,88.90625,113.21875,0.8125,0.625,0.1875,0.0034382714937019085
code_smells,rule_config_analyzer_profile_signal,4.0,23,23,23,3,20,13,7,-20.82608695652174,1.0,19.0,46.60000000000001,147.89999999999984,814.0,1305.0,121.26086956521739,100.43478260869566,0.8695652173913043,0.5652173913043478,0.30434782608695654,0.004703295911196006
code_smells,rule_config_analyzer_profile_signal,5.0,18,18,18,3,15,10,5,-20.5,3.0,25.5,153.4,260.699999999999,837.0,1375.0,135.55555555555554,115.05555555555556,0.8333333333333334,0.5555555555555556,0.2777777777777778,0.004955579983060927
code_smells,rule_config_analyzer_profile_signal,6.0,6,6,6,2,4,4,0,17.5,19.0,19.0,33.5,33.75,34.0,105.0,60.833333333333336,78.33333333333333,0.6666666666666666,0.6666666666666666,0.0,0.00037842610779737987
code_smells,rule_config_analyzer_profile_signal,7.0,2,2,2,0,2,1,1,12.0,12.0,23.0,32.6,33.8,35.0,46.0,122.0,134.0,1.0,0.5,0.5,0.00016578667579694736
code_smells,rule_config_analyzer_profile_signal,8.0,1,1,1,0,1,1,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,18.0,21.0,1.0,1.0,0.0,1.0812174508496567e-05
code_smells,rule_config_analyzer_profile_signal,9.0,1,1,1,0,1,1,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,19.0,23.0,1.0,1.0,0.0,1.4416232677995422e-05
code_smells,rule_config_analyzer_profile_signal,,490,490,104,60,430,277,153,5.248979591836735,2.0,8.0,127.20000000000005,219.0,719.0,20718.0,151.0857142857143,156.33469387755102,0.8775510204081632,0.5653061224489796,0.3122448979591837,0.0746688771556773
code_smells,source_scope_difference_or_mixed,-14.0,7,7,7,0,7,4,3,560.5714285714286,217.0,597.0,1762.8000000000009,2498.3999999999983,3234.0,5736.0,4112.714285714285,4673.285714285715,1.0,0.5714285714285714,0.42857142857142855,0.020672877660245437
code_smells,source_scope_difference_or_mixed,-13.0,8,8,8,0,8,5,3,303.625,181.0,424.0,1031.9999999999998,1315.4999999999995,1599.0,4229.0,3727.5,4031.125,1.0,0.625,0.375,0.015241561998810662
code_smells,source_scope_difference_or_mixed,-12.0,11,11,11,0,11,8,3,466.3636363636364,120.0,189.0,1303.0,2328.0,3353.0,6992.0,4247.636363636364,4714.0,1.0,0.7272727272727273,0.2727272727272727,0.025199574721136
