target_id,variant,project_key,project_version,source_group,repo_name,time,scan_commit,commit_match_status,main_root_cause,target_score,repo_path,dry_run,analysis_already_exists,scan_success,scan_note,metrics_found,sensitivity_ncloc,sensitivity_bugs,sensitivity_vulnerabilities,sensitivity_code_smells,sensitivity_duplicated_lines_density,sensitivity_comment_lines_density,sensitivity_cognitive_complexity,sensitivity_technical_debt,sensitivity_static_analysis_warnings
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,exact_match,source_scope_inclusion_exclusion_difference,133392.0,../treatment-repos/zauberzeug_nicegui,False,False,True,ok,True,78118.0,602.0,4.0,24656.0,1.4,8.1,65372.0,136099.0,25262.0
1,scope_exclude_common,py2b12_zauberzeug_nicegui_scope_exclude_common_202504_9ec0650418,2025-04_scope_exclude_common_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,exact_match,source_scope_inclusion_exclusion_difference,133392.0,../treatment-repos/zauberzeug_nicegui,False,False,True,ok,True,33597.0,579.0,4.0,23704.0,1.7,14.2,40449.0,128396.0,24287.0
2,paper_like,py2b12_PostHog_posthog_paper_like_202504_ab63707318,2025-04_paper_like_08f147eb98,treatment,PostHog/posthog,2025-04,08f147eb9879e899fb7939f4b9413c86164ba7f9,exact_match,source_scope_inclusion_exclusion_difference,88438.0,../treatment-repos/PostHog_posthog,False,False,True,ok,True,1025455.0,309.0,118.0,12818.0,9.1,4.9,76027.0,75771.0,13245.0
2,scope_exclude_common,py2b12_PostHog_posthog_scope_exclude_common_202504_5028284c43,2025-04_scope_exclude_common_08f147eb98,treatment,PostHog/posthog,2025-04,08f147eb9879e899fb7939f4b9413c86164ba7f9,exact_match,source_scope_inclusion_exclusion_difference,88438.0,../treatment-repos/PostHog_posthog,False,False,True,ok,True,300425.0,71.0,96.0,4415.0,3.9,7.5,38325.0,34086.0,4582.0
3,paper_like,py2b12_DataDog_integrations_core_paper_like_202501_2af155ccaf,2025-01_paper_like_82c4055486,treatment,DataDog/integrations-core,2025-01,82c4055486147402d96748c0abd63de6850e83d1,exact_match,source_scope_inclusion_exclusion_difference,17044.0,../treatment-repos/DataDog_integrations-core,False,False,True,ok,True,551436.0,72.0,157.0,1829.0,8.6,8.6,37975.0,17288.0,2058.0
3,scope_exclude_common,py2b12_DataDog_integrations_core_scope_exclude_common_202501_296ba94812,2025-01_scope_exclude_common_82c4055486,treatment,DataDog/integrations-core,2025-01,82c4055486147402d96748c0abd63de6850e83d1,exact_match,source_scope_inclusion_exclusion_difference,17044.0,../treatment-repos/DataDog_integrations-core,False,False,True,ok,True,161556.0,60.0,33.0,1412.0,16.4,15.5,26732.0,14268.0,1505.0
