cause_category,source_group,repo_name,metric,rows,comparable_non_null,unique_repos,identical_rows,different_rows,positive_diff_rows,negative_diff_rows,mean_diff,median_diff,median_abs_diff,p90_abs_diff,p95_abs_diff,max_abs_diff,total_abs_diff,paper_mean,our_mean,different_share,positive_diff_share,negative_diff_share,share_total_abs_diff_within_metric
source_scope_difference_or_mixed,treatment,wdm0006/elote,cognitive_complexity,2,2,1,0,2,0,2,-25067.0,-25067.0,25067.0,25067.0,25067.0,25067.0,50134.0,25277.5,210.5,1.0,0.0,1.0,0.33259473516611826
source_scope_difference_or_mixed,treatment,ethyca/fides,technical_debt,20,20,1,0,20,1,19,-2221.35,-1849.0,1849.0,4555.1,4723.6,5001.0,44429.0,16787.2,14565.85,1.0,0.05,0.95,0.03063948520644361
source_scope_difference_or_mixed,treatment,TextGeneratorio/text-generator.io,technical_debt,15,15,1,0,15,15,0,2748.0666666666666,2693.0,2693.0,2991.6,3251.7999999999997,3452.0,41221.0,20744.666666666668,23492.733333333334,1.0,1.0,0.0,0.02842715838067055
source_scope_difference_or_mixed,control,PromtEngineer/localGPT,ncloc,9,9,1,0,9,9,0,4502.888888888889,4486.0,4486.0,4524.0,4524.0,4524.0,40526.0,41758.333333333336,46261.22222222222,1.0,1.0,0.0,0.029241247143592084
source_scope_difference_or_mixed,treatment,TextGeneratorio/text-generator.io,ncloc,15,15,1,0,15,0,15,-2593.9333333333334,-2595.0,2595.0,2595.0,2595.0,2595.0,38909.0,69447.53333333334,66853.6,1.0,0.0,1.0,0.02807451229112235
source_scope_difference_or_mixed,treatment,zauberzeug/nicegui,bugs,16,16,1,0,16,0,16,-2096.4375,-2086.0,2086.0,2189.0,2608.5,3864.0,33543.0,3173.5625,1077.125,1.0,0.0,1.0,0.5224034013923282
source_scope_difference_or_mixed,treatment,PostHog/posthog,cognitive_complexity,19,19,1,5,14,14,0,1555.8947368421052,1295.0,1295.0,3645.3999999999996,4373.799999999996,6271.0,29562.0,56229.15789473684,57785.05263157895,0.7368421052631579,0.7368421052631579,0.0,0.19611771574142872
source_scope_difference_or_mixed,treatment,zauberzeug/nicegui,cognitive_complexity,16,16,1,15,1,0,1,-1840.125,0.0,0.0,0.0,7360.5,29442.0,29442.0,86026.4375,84186.3125,0.0625,0.0,0.0625,0.19532162190850227
source_scope_difference_or_mixed,treatment,getsentry/sentry,code_smells,17,17,1,0,17,17,0,1526.1764705882354,1495.0,1495.0,1572.0,1728.3999999999996,2246.0,25945.0,15902.235294117647,17428.41176470588,1.0,1.0,0.0,0.09350728920764781
source_scope_difference_or_mixed,treatment,cgevans/qslib,ncloc,5,5,1,0,5,4,1,3340.8,5171.0,5171.0,5171.0,5171.0,5171.0,24664.0,8479.4,11820.2,1.0,0.8,0.2,0.01779613382888899
source_scope_difference_or_mixed,treatment,tsukumijima/KonomiTV,technical_debt,20,20,1,0,20,20,0,1163.1,1200.0,1200.0,1228.4,1250.55,1261.0,23262.0,7207.85,8370.95,1.0,1.0,0.0,0.016042127999106242
source_scope_difference_or_mixed,treatment,DataDog/integrations-core,static_analysis_warnings,20,20,1,0,20,0,20,-1132.0,-1186.0,1186.0,1200.1,1201.15,1204.0,22640.0,3452.5,2320.5,1.0,0.0,1.0,0.08737837848268835
source_scope_difference_or_mixed,control,lancedb/lancedb,technical_debt,17,17,1,0,17,17,0,1305.9411764705883,1339.0,1339.0,1465.4,1471.8,1483.0,22201.0,1761.764705882353,3067.705882352941,1.0,1.0,0.0,0.015310432624372696
source_scope_difference_or_mixed,treatment,ethyca/fides,code_smells,20,20,1,0,20,20,0,991.9,1046.5,1046.5,1221.6,1231.4,1315.0,19838.0,1744.4,2736.3,1.0,1.0,0.0,0.0714973059665183
source_scope_difference_or_mixed,treatment,getsentry/sentry,static_analysis_warnings,17,17,1,0,17,17,0,1112.4705882352941,1099.0,1099.0,1237.8,1415.7999999999997,1835.0,18912.0,16739.352941176472,17851.823529411766,1.0,1.0,0.0,0.0729902779975531
source_scope_difference_or_mixed,treatment,wdm0006/elote,ncloc,2,2,1,0,2,0,2,-9217.0,-9217.0,9217.0,9217.0,9217.0,9217.0,18434.0,10840.5,1623.5,1.0,0.0,1.0,0.013300921626732876
source_scope_difference_or_mixed,treatment,DataDog/integrations-core,code_smells,20,20,1,0,20,0,20,-918.9,-958.0,958.0,986.3,989.2,993.0,18378.0,3036.65,2117.75,1.0,0.0,1.0,0.06623538103904997
source_scope_difference_or_mixed,treatment,ethyca/fides,static_analysis_warnings,20,20,1,0,20,20,0,915.25,973.0,973.0,1141.3,1148.6000000000001,1236.0,18305.0,1903.2,2818.45,1.0,1.0,0.0,0.07064758030590151
source_scope_difference_or_mixed,treatment,yeagerai/genlayer-studio,technical_debt,14,14,1,0,14,14,0,1301.7857142857142,982.0,982.0,2318.0,2388.7999999999997,2498.0,18225.0,1125.5714285714287,2427.3571428571427,1.0,1.0,0.0,0.01256847144629487
rule_config_analyzer_profile_signal,control,zhipeixu/FakeShield,technical_debt,5,5,1,0,5,5,0,3389.0,3389.0,3389.0,3389.0,3389.0,3389.0,16945.0,6893.0,10282.0,1.0,1.0,0.0,0.011685747525786917
source_scope_difference_or_mixed,treatment,PostHog/posthog,static_analysis_warnings,19,19,1,0,19,19,0,880.1052631578947,537.0,537.0,1764.0,1919.799999999999,2278.0,16722.0,9604.684210526315,10484.78947368421,1.0,1.0,0.0,0.06453804085633899
source_scope_difference_or_mixed,treatment,PostHog/posthog,code_smells,19,19,1,0,19,18,1,836.3684210526316,486.0,486.0,1723.8,1883.6999999999991,2214.0,15943.0,9297.736842105263,10134.105263157895,1.0,0.9473684210526315,0.05263157894736842,0.05745949939632026
source_scope_difference_or_mixed,control,odoo/industry,ncloc,8,8,1,0,8,1,7,-1845.75,-823.5,823.5,3908.9999999999986,6628.499999999996,9348.0,14772.0,88490.75,86645.0,1.0,0.125,0.875,0.010658631565048173
source_scope_difference_or_mixed,treatment,getsentry/sentry,ncloc,17,17,1,0,17,0,17,-838.9411764705883,-788.0,788.0,1400.0,1400.0,1400.0,14262.0,1616237.705882353,1615398.7647058824,1.0,0.0,1.0,0.010290644691356422
source_scope_difference_or_mixed,control,PennyLaneAI/catalyst,technical_debt,12,12,1,0,12,0,12,-1170.25,-1111.0,1111.0,1480.5,1521.9499999999998,1572.0,14043.0,2385.5,1215.25,1.0,0.0,1.0,0.009684446887260294
commit_selection_difference,treatment,zauberzeug/nicegui,technical_debt,1,1,1,0,1,1,0,13489.0,13489.0,13489.0,13489.0,13489.0,13489.0,13489.0,124407.0,137896.0,1.0,1.0,0.0,0.009302392940415447
source_scope_difference_or_mixed,control,HelpingAI/Webscout,technical_debt,9,9,1,0,9,9,0,1495.3333333333333,1018.0,1018.0,2391.0,2399.0,2407.0,13458.0,11424.222222222223,12919.555555555555,1.0,1.0,0.0,0.009281014470465644
source_scope_difference_or_mixed,control,aio-libs/aiohttp,technical_debt,11,11,1,0,11,0,11,-1199.8181818181818,-1336.0,1336.0,1400.0,1406.0,1412.0,13198.0,4324.0,3124.181818181818,1.0,0.0,1.0,0.009101711174112466
rule_config_analyzer_profile_signal,control,aio-libs/aiohttp,technical_debt,9,9,1,0,9,0,9,-1466.3333333333333,-1476.0,1476.0,1497.2,1503.6,1510.0,13197.0,4295.0,2828.6666666666665,1.0,0.0,1.0,0.00910102154604957
source_scope_difference_or_mixed,treatment,DataDog/integrations-core,ncloc,20,20,1,0,20,1,19,-535.85,-617.0,632.5,740.9000000000008,1254.9000000000003,1633.0,13187.0,512542.75,512006.9,1.0,0.05,0.95,0.009514986085045375
rule_config_analyzer_profile_signal,control,jacebrowning/datafiles,technical_debt,12,12,1,0,12,0,12,-1092.9166666666667,-1095.0,1095.0,1099.5,1100.0,1100.0,13115.0,1371.9166666666667,279.0,1.0,0.0,1.0,0.009044472044892029
source_scope_difference_or_mixed,control,lancedb/lancedb,cognitive_complexity,17,17,1,0,17,17,0,764.1764705882352,774.0,774.0,1052.2,1067.2,1072.0,12991.0,2089.823529411765,2854.0,1.0,1.0,0.0,0.08618379152956161
rule_config_analyzer_profile_signal,control,PennyLaneAI/catalyst,technical_debt,7,7,1,0,7,0,7,-1609.7142857142858,-1548.0,1548.0,1799.4,1823.7,1848.0,11268.0,3151.5714285714284,1541.857142857143,1.0,0.0,1.0,0.007770729012721569
source_scope_difference_or_mixed,treatment,LearningCircuit/local-deep-research,technical_debt,6,6,1,0,6,6,0,1827.1666666666667,1190.0,1190.0,3941.5,4498.25,5055.0,10963.0,4254.166666666667,6081.333333333333,1.0,1.0,0.0,0.0075603924535380335
rule_config_analyzer_profile_signal,control,ysj9909/SHViT,technical_debt,3,3,1,0,3,3,0,3580.0,3580.0,3580.0,3580.0,3580.0,3580.0,10740.0,387.0,3967.0,1.0,1.0,0.0,0.007406605395512038
source_scope_difference_or_mixed,treatment,ethyca/fides,ncloc,20,20,1,0,20,1,19,464.7,-38.0,38.0,46.0,544.4500000000071,10015.0,10736.0,294800.3,295265.0,1.0,0.05,0.95,0.007746484462656187
source_scope_difference_or_mixed,treatment,wdm0006/elote,technical_debt,2,2,1,0,2,0,2,-5352.0,-5352.0,5352.0,5371.2,5373.6,5376.0,10704.0,5485.0,133.0,1.0,0.0,1.0,0.0073817787852477525
source_scope_difference_or_mixed,treatment,airweave-ai/airweave,technical_debt,6,6,1,0,6,6,0,1630.5,1705.0,1705.0,2445.5,2506.75,2568.0,9783.0,2920.1666666666665,4550.666666666667,1.0,1.0,0.0,0.0067466313393197645
source_scope_difference_or_mixed,treatment,keephq/keep,static_analysis_warnings,17,17,1,0,17,17,0,575.1176470588235,550.0,550.0,853.6,857.0,861.0,9777.0,2037.764705882353,2612.8823529411766,1.0,1.0,0.0,0.037734028552351764
source_scope_difference_or_mixed,treatment,keephq/keep,code_smells,17,17,1,0,17,17,0,570.0588235294117,550.0,550.0,843.4,847.8,851.0,9691.0,1943.764705882353,2513.823529411765,1.0,1.0,0.0,0.03492692772061341
commit_selection_difference,treatment,whiteducksoftware/flock,ncloc,3,3,1,0,3,3,0,3202.0,3519.0,3519.0,3561.4,3566.7,3572.0,9606.0,30464.333333333332,33666.333333333336,1.0,1.0,0.0,0.006931140997417598
source_scope_difference_or_mixed,treatment,KroMiose/nekro-agent,technical_debt,14,14,1,0,14,14,0,679.4285714285714,537.0,537.0,1519.5000000000002,1557.5,1564.0,9512.0,2337.285714285714,3016.714285714286,1.0,1.0,0.0,0.006559742134274722
source_scope_difference_or_mixed,treatment,TextGeneratorio/text-generator.io,static_analysis_warnings,15,15,1,0,15,15,0,617.6666666666666,603.0,603.0,691.5999999999999,764.4999999999999,817.0,9265.0,4268.466666666666,4886.133333333333,1.0,1.0,0.0,0.03575798041705422
source_scope_difference_or_mixed,treatment,TextGeneratorio/text-generator.io,code_smells,15,15,1,0,15,15,0,617.5333333333333,597.0,597.0,692.5999999999999,761.9999999999999,811.0,9263.0,3635.4,4252.933333333333,1.0,1.0,0.0,0.0333843908240679
source_scope_difference_or_mixed,control,FMInference/FlexiGen,technical_debt,3,3,1,0,3,3,0,2988.6666666666665,2988.0,2988.0,2989.6,2989.8,2990.0,8966.0,78234.66666666667,81223.33333333333,1.0,1.0,0.0,0.006183205211933048
source_scope_difference_or_mixed,control,BalancerMaxis/multisig-ops,ncloc,18,18,1,0,18,18,0,465.77777777777777,466.0,466.0,466.0,466.3,468.0,8384.0,10004.166666666666,10469.944444444445,1.0,1.0,0.0,0.0060494155863365755
source_scope_difference_or_mixed,treatment,OpenSPP/openspp-modules,technical_debt,18,18,1,0,18,0,18,-461.3888888888889,-481.5,481.5,587.9,590.0,590.0,8305.0,3768.8333333333335,3307.4444444444443,1.0,0.0,1.0,0.005727361062358239
source_scope_difference_or_mixed,treatment,terryyin/lizard,ncloc,12,12,1,0,12,0,12,-659.0,-662.0,662.0,662.0,662.0,662.0,7908.0,39887.083333333336,39228.083333333336,1.0,0.0,1.0,0.005705961170890939
rule_config_analyzer_profile_signal,control,dymmond/edgy,technical_debt,17,17,1,0,17,14,3,234.05882352941177,178.0,583.0,698.8,719.0,723.0,7609.0,1785.1176470588234,2019.1764705882354,1.0,0.8235294117647058,0.17647058823529413,0.005247379930582039
source_scope_difference_or_mixed,treatment,terryyin/lizard,static_analysis_warnings,12,12,1,0,12,12,0,632.1666666666666,632.0,632.0,634.0,634.45,635.0,7586.0,1608.0,2240.1666666666665,1.0,1.0,0.0,0.029277931942123404
source_scope_difference_or_mixed,treatment,getsentry/sentry,bugs,17,17,1,0,17,0,17,-443.94117647058823,-424.0,424.0,644.4,670.2,675.0,7547.0,832.7647058823529,388.8235294117647,1.0,0.0,1.0,0.11753803983865191
paper_commit_missing,treatment,cgevans/qslib,ncloc,1,1,1,0,1,0,1,-7211.0,-7211.0,7211.0,7211.0,7211.0,7211.0,7211.0,8454.0,1243.0,1.0,0.0,1.0,0.005203045776845544
source_scope_difference_or_mixed,control,VirtualFlow/VFVS,ncloc,1,1,1,0,1,0,1,-7017.0,-7017.0,7017.0,7017.0,7017.0,7017.0,7017.0,8129.0,1112.0,1.0,0.0,1.0,0.00506306645626476
source_scope_difference_or_mixed,control,microsoft/semantic-link-labs,ncloc,15,15,1,0,15,15,0,453.6,480.0,480.0,545.0,667.3999999999995,953.0,6804.0,20405.533333333333,20859.133333333335,1.0,1.0,0.0,0.004909377820781734
rule_config_analyzer_profile_signal,control,jacebrowning/datafiles,static_analysis_warnings,12,12,1,0,12,0,12,-555.0,-556.0,556.0,556.9,557.0,557.0,6660.0,598.0,43.0,1.0,0.0,1.0,0.025704063634925108
rule_config_analyzer_profile_signal,treatment,Anemll/Anemll,technical_debt,5,5,1,0,5,0,5,-1201.6,-305.0,305.0,2593.6,2647.8,2702.0,6008.0,2174.4,972.8,1.0,0.0,1.0,0.004143285401884202
source_scope_difference_or_mixed,control,microsoft/AzureTRE,static_analysis_warnings,19,19,1,0,19,19,0,316.0,312.0,312.0,331.2,336.1,337.0,6004.0,580.2105263157895,896.2105263157895,1.0,1.0,0.0,0.023172251961575126
rule_config_analyzer_profile_signal,treatment,keephq/keep,technical_debt,3,3,1,0,3,3,0,1977.3333333333333,1907.0,1907.0,2127.8,2155.4,2183.0,5932.0,7158.333333333333,9135.666666666666,1.0,1.0,0.0,0.004090873669104042
source_scope_difference_or_mixed,treatment,samuelgursky/davinci-resolve-mcp,ncloc,2,2,1,0,2,2,0,2940.0,2940.0,2940.0,2940.0,2940.0,2940.0,5880.0,7828.0,10768.0,1.0,1.0,0.0,0.00424267219079903
commit_selection_difference,treatment,cgevans/qslib,ncloc,1,1,1,0,1,1,0,5629.0,5629.0,5629.0,5629.0,5629.0,5629.0,5629.0,8397.0,14026.0,1.0,1.0,0.0,0.00406156492551152
source_scope_difference_or_mixed,control,daxa-ai/pebblo,technical_debt,13,13,1,0,13,13,0,420.7692307692308,401.0,401.0,578.0,590.4,609.0,5470.0,567.4615384615385,988.2307692307693,1.0,1.0,0.0,0.003772265504045703
commit_selection_difference,treatment,LearningCircuit/local-deep-research,technical_debt,1,1,1,0,1,1,0,5343.0,5343.0,5343.0,5343.0,5343.0,5343.0,5343.0,9777.0,15120.0,1.0,1.0,0.0,0.0036846827400578044
source_scope_difference_or_mixed,control,microsoft/AzureTRE,code_smells,19,19,1,0,19,19,0,273.8421052631579,270.0,270.0,285.8,289.2,291.0,5203.0,502.4736842105263,776.3157894736842,1.0,1.0,0.0,0.018751914655902546
rule_config_analyzer_profile_signal,control,HelpingAI/Webscout,technical_debt,9,9,1,0,9,9,0,571.5555555555555,580.0,580.0,1067.0,1226.9999999999998,1387.0,5144.0,4236.666666666667,4808.222222222223,1.0,1.0,0.0,0.003547446755541334
source_scope_difference_or_mixed,treatment,sbomify/sbomify,technical_debt,7,7,1,0,7,7,0,693.8571428571429,570.0,570.0,1002.8000000000001,1052.8999999999999,1103.0,4857.0,1597.0,2290.8571428571427,1.0,1.0,0.0,0.0033495235014899412
source_scope_difference_or_mixed,control,lancedb/lancedb,code_smells,17,17,1,0,17,17,0,274.2352941176471,287.0,287.0,313.2,321.2,322.0,4662.0,330.1764705882353,604.4117647058823,1.0,1.0,0.0,0.016802119186203664
source_scope_difference_or_mixed,control,lancedb/lancedb,static_analysis_warnings,17,17,1,0,17,17,0,273.4117647058824,288.0,288.0,316.4,320.2,321.0,4648.0,341.05882352941177,614.4705882352941,1.0,1.0,0.0,0.017938811978248034
source_scope_difference_or_mixed,treatment,utensils/mcp-nixos,ncloc,4,4,1,0,4,4,0,1159.0,2.0,2.0,3241.600000000001,3935.7999999999984,4630.0,4636.0,25077.75,26236.75,1.0,1.0,0.0,0.00334507283614699
source_scope_difference_or_mixed,control,aio-libs/aiohttp,ncloc,11,11,1,0,11,10,1,256.72727272727275,364.0,365.0,375.0,568.0,761.0,4346.0,55904.545454545456,56161.27272727273,1.0,0.9090909090909091,0.09090909090909091,0.0031358253981654052
source_scope_difference_or_mixed,treatment,OpenMOSS/Language-Model-SAEs,technical_debt,14,14,1,0,14,14,0,305.64285714285717,204.0,204.0,654.2,660.4,663.0,4279.0,1350.4285714285713,1656.0714285714287,1.0,1.0,0.0,0.002950918481135569
rule_config_analyzer_profile_signal,treatment,Chocksy/qc-options-framework,technical_debt,10,10,1,0,10,6,4,-278.9,115.0,129.0,882.0,886.5,891.0,4271.0,2893.3,2614.4,1.0,0.6,0.4,0.0029454014566323945
source_scope_difference_or_mixed,control,believethehype/nostrdvm,technical_debt,18,18,1,0,18,7,11,69.33333333333333,-74.0,171.0,494.1,559.1999999999998,702.0,4268.0,8063.777777777777,8133.111111111111,1.0,0.3888888888888889,0.6111111111111112,0.002943332572443704
rule_config_analyzer_profile_signal,treatment,namuan/trading-utils,technical_debt,13,13,1,0,13,13,0,324.61538461538464,245.0,245.0,753.0000000000001,802.9999999999999,830.0,4220.0,716.0,1040.6153846153845,1.0,1.0,0.0,0.0029102304254246558
source_scope_difference_or_mixed,treatment,terryyin/lizard,code_smells,12,12,1,0,12,12,0,345.1666666666667,345.0,345.0,347.0,347.45,348.0,4142.0,1499.5,1844.6666666666667,1.0,1.0,0.0,0.01492800893806426
rule_config_analyzer_profile_signal,control,jacebrowning/datafiles,bugs,12,12,1,0,12,0,12,-337.4166666666667,-338.0,338.0,338.0,338.0,338.0,4049.0,339.4166666666667,2.0,1.0,0.0,1.0,0.06305969568129079
rule_config_analyzer_profile_signal,treatment,trycua/cua,technical_debt,5,5,1,0,5,5,0,804.6,744.0,744.0,984.2,1013.6,1043.0,4023.0,4274.4,5079.0,1.0,1.0,0.0,0.002774373697033979
source_scope_difference_or_mixed,treatment,DataDog/integrations-core,bugs,20,20,1,0,20,0,20,-190.25,-186.5,186.5,206.0,206.05,207.0,3805.0,257.25,67.0,1.0,0.0,1.0,0.059259605351274745
rule_config_analyzer_profile_signal,treatment,tmux-python/tmuxp,technical_debt,20,20,1,0,20,0,20,-187.55,-166.0,166.0,222.0,222.75,237.0,3751.0,689.65,502.1,1.0,0.0,1.0,0.0025867948639260387
commit_selection_difference,treatment,PostHog/posthog,cognitive_complexity,1,1,1,0,1,1,0,3603.0,3603.0,3603.0,3603.0,3603.0,3603.0,3603.0,86434.0,90037.0,1.0,1.0,0.0,0.02390271733361639
source_scope_difference_or_mixed,treatment,ResearchHub/researchhub-backend,technical_debt,20,20,1,0,20,2,18,-160.25,-181.5,181.5,256.60000000000014,362.0,381.0,3511.0,4343.3,4183.05,1.0,0.1,0.9,0.0024212841288307977
rule_config_analyzer_profile_signal,control,zhipeixu/FakeShield,static_analysis_warnings,5,5,1,0,5,5,0,698.0,698.0,698.0,698.0,698.0,698.0,3490.0,820.0,1518.0,1.0,1.0,0.0,0.013469546859743036
source_scope_difference_or_mixed,treatment,terryyin/lizard,bugs,12,12,1,0,12,12,0,287.0,287.0,287.0,287.0,287.0,287.0,3444.0,108.5,395.5,1.0,1.0,0.0,0.05363734055973462
rule_config_analyzer_profile_signal,control,zhipeixu/FakeShield,code_smells,5,5,1,0,5,5,0,679.0,679.0,679.0,679.0,679.0,679.0,3395.0,805.0,1484.0,1.0,1.0,0.0,0.012235777485448615
rule_config_analyzer_profile_signal,treatment,osomai/servicenow-mcp,technical_debt,5,5,1,0,5,5,0,668.0,670.0,670.0,725.0,725.0,725.0,3340.0,550.2,1218.2,1.0,1.0,0.0,0.0023033577300754383
commit_selection_difference,treatment,zauberzeug/nicegui,code_smells,1,1,1,0,1,1,0,3320.0,3320.0,3320.0,3320.0,3320.0,3320.0,3320.0,19325.0,22645.0,1.0,1.0,0.0,0.0119654731227362
source_scope_difference_or_mixed,control,FMInference/FlexiGen,static_analysis_warnings,3,3,1,0,3,3,0,1094.3333333333333,1094.0,1094.0,1094.8,1094.9,1095.0,3283.0,8924.333333333334,10018.666666666666,1.0,1.0,0.0,0.012670636773792661
source_scope_difference_or_mixed,treatment,tsukumijima/KonomiTV,static_analysis_warnings,20,20,1,0,20,20,0,164.15,163.0,163.0,175.20000000000002,186.85000000000002,203.0,3283.0,755.5,919.65,1.0,1.0,0.0,0.012670636773792661
source_scope_difference_or_mixed,treatment,trycua/cua,ncloc,1,1,1,0,1,1,0,3258.0,3258.0,3258.0,3258.0,3258.0,3258.0,3258.0,11136.0,14394.0,1.0,1.0,0.0,0.002350786734289666
source_scope_difference_or_mixed,control,VirtualFlow/VFVS,technical_debt,1,1,1,0,1,0,1,-3190.0,-3190.0,3190.0,3190.0,3190.0,3190.0,3190.0,3560.0,370.0,1.0,0.0,1.0,0.0021999135206409127
source_scope_difference_or_mixed,control,microsoft/AzureTRE,technical_debt,19,19,1,0,19,19,0,167.05263157894737,149.0,149.0,217.2,220.19999999999996,240.0,3174.0,4047.4210526315787,4214.473684210527,1.0,1.0,0.0,0.0021888794716345633
commit_selection_difference,treatment,allthingslinux/tux,ncloc,3,3,1,0,3,3,0,1054.6666666666667,134.0,134.0,2420.4,2706.2,2992.0,3164.0,13706.666666666666,14761.333333333334,1.0,1.0,0.0,0.002282961702668049
source_scope_difference_or_mixed,treatment,ResearchHub/researchhub-backend,ncloc,20,20,1,0,20,18,2,157.75,6.0,6.0,6.400000000000006,162.55000000000217,3061.0,3159.0,81671.0,81828.75,1.0,0.9,0.1,0.002279353988220091
source_scope_difference_or_mixed,treatment,samuelgursky/davinci-resolve-mcp,technical_debt,2,2,1,0,2,2,0,1576.0,1576.0,1576.0,1576.0,1576.0,1576.0,3152.0,2589.0,4165.0,1.0,1.0,0.0,0.0021737076542508327
source_scope_difference_or_mixed,treatment,tsukumijima/KonomiTV,code_smells,20,20,1,0,20,20,0,153.25,149.0,149.0,168.20000000000002,179.5,189.0,3065.0,745.45,898.7,1.0,1.0,0.0,0.011046438289513993
source_scope_difference_or_mixed,control,FMInference/FlexiGen,code_smells,3,3,1,0,3,3,0,1017.3333333333334,1017.0,1017.0,1017.8,1017.9,1018.0,3052.0,8641.333333333334,9658.666666666666,1.0,1.0,0.0,0.010999585533310508
source_scope_difference_or_mixed,control,microsoft/semantic-link-labs,technical_debt,15,15,1,0,15,15,0,201.0,200.0,200.0,300.0,305.0,312.0,3015.0,7200.066666666667,7401.066666666667,1.0,1.0,0.0,0.002079228609633966
source_scope_difference_or_mixed,treatment,LearningCircuit/local-deep-research,ncloc,6,6,1,0,6,3,3,489.6666666666667,-1.5,5.0,1475.5,2200.25,2925.0,2966.0,46895.833333333336,47385.5,1.0,0.5,0.5,0.0021400962105288983
source_scope_difference_or_mixed,treatment,cgevans/qslib,cognitive_complexity,5,5,1,0,5,4,1,76.0,407.0,407.0,911.6000000000001,1079.7999999999997,1248.0,2876.0,1586.8,1662.8,1.0,0.8,0.2,0.019079715529137033
source_scope_difference_or_mixed,control,HelpingAI/Webscout,static_analysis_warnings,9,9,1,0,9,9,0,317.77777777777777,213.0,213.0,503.0,505.0,507.0,2860.0,825.6666666666666,1143.4444444444443,1.0,1.0,0.0,0.011038081380763634
source_scope_difference_or_mixed,control,PennyLaneAI/catalyst,static_analysis_warnings,12,12,1,0,12,0,12,-238.25,-219.5,219.5,350.1,360.45,372.0,2859.0,481.6666666666667,243.41666666666666,1.0,0.0,1.0,0.011034221911749381
source_scope_difference_or_mixed,treatment,ericmjl/llamabot,technical_debt,19,19,1,0,19,19,0,147.05263157894737,117.0,117.0,237.0,237.6,243.0,2794.0,534.6315789473684,681.6842105263158,1.0,1.0,0.0,0.001926820807733765
source_scope_difference_or_mixed,control,HelpingAI/Webscout,code_smells,9,9,1,0,9,9,0,306.22222222222223,206.0,206.0,485.6,486.8,488.0,2756.0,805.6666666666666,1111.888888888889,1.0,1.0,0.0,0.009932784315138846
source_scope_difference_or_mixed,treatment,tw-haiven/haiven,technical_debt,15,15,1,0,15,14,1,179.13333333333333,122.0,122.0,385.99999999999994,457.0999999999999,511.0,2739.0,1539.4666666666667,1718.6,1.0,0.9333333333333333,0.06666666666666667,0.0018888912642744389
source_scope_difference_or_mixed,treatment,tsukumijima/KonomiTV,ncloc,20,20,1,0,20,0,20,-136.85,-175.0,175.0,175.0,175.0,175.0,2737.0,38950.8,38813.95,1.0,0.0,1.0,0.001974862888812405
rule_config_analyzer_profile_signal,treatment,leettools-dev/leettools,technical_debt,5,5,1,0,5,5,0,536.8,866.0,866.0,885.2,888.6,892.0,2684.0,3196.8,3733.6,1.0,1.0,0.0,0.0018509617208151128
source_scope_difference_or_mixed,treatment,samuelgursky/davinci-resolve-mcp,cognitive_complexity,2,2,1,0,2,2,0,1327.0,1327.0,1327.0,1327.0,1327.0,1327.0,2654.0,3043.0,4370.0,1.0,1.0,0.0,0.017606941938223118
commit_selection_difference,treatment,DataScienceUIBK/Rankify,technical_debt,7,7,1,0,7,7,0,376.2857142857143,355.0,355.0,412.0,412.0,412.0,2634.0,4846.142857142857,5222.428571428572,1.0,1.0,0.0,0.0018164803176702708
rule_config_analyzer_profile_signal,control,PennyLaneAI/catalyst,static_analysis_warnings,7,7,1,0,7,0,7,-375.7142857142857,-363.0,363.0,405.4,410.2,415.0,2630.0,671.4285714285714,295.7142857142857,1.0,0.0,1.0,0.01015040350748544
rule_config_analyzer_profile_signal,control,NVIDIA/cuEquivariance,technical_debt,9,9,1,0,9,0,9,-291.44444444444446,-331.0,331.0,456.0,462.0,468.0,2623.0,2082.1111111111113,1790.6666666666667,1.0,0.0,1.0,0.0018088944089784057
rule_config_analyzer_profile_signal,control,jacebrowning/datafiles,code_smells,12,12,1,0,12,0,12,-217.58333333333334,-218.0,218.0,218.9,219.0,219.0,2611.0,258.5833333333333,41.0,1.0,0.0,1.0,0.009410195880561512
source_scope_difference_or_mixed,control,PennyLaneAI/catalyst,code_smells,12,12,1,0,12,0,12,-212.5,-192.5,192.5,314.6,324.45,336.0,2550.0,447.9166666666667,235.41666666666666,1.0,0.0,1.0,0.009190348332222082
commit_selection_difference,treatment,whiteducksoftware/flock,technical_debt,3,3,1,0,3,3,0,818.3333333333334,804.0,804.0,859.2,866.1,873.0,2455.0,3881.6666666666665,4700.0,1.0,1.0,0.0,0.001693036894411737
source_scope_difference_or_mixed,control,golemfoundation/octant,technical_debt,17,17,1,0,17,5,12,5.529411764705882,-79.0,111.0,300.6,423.3999999999999,521.0,2412.0,2637.529411764706,2643.0588235294117,1.0,0.29411764705882354,0.7058823529411765,0.0016633828877071729
source_scope_difference_or_mixed,treatment,DataDog/integrations-core,cognitive_complexity,20,20,1,0,20,1,19,-114.5,-113.0,113.0,113.70000000000002,130.15000000000015,323.0,2410.0,37648.25,37533.75,1.0,0.05,0.95,0.01598821781127269
rule_config_analyzer_profile_signal,control,PennyLaneAI/catalyst,code_smells,7,7,1,0,7,0,7,-338.7142857142857,-327.0,327.0,366.2,370.09999999999997,374.0,2371.0,625.4285714285714,286.7142857142857,1.0,0.0,1.0,0.008545221919881787
