dataset_source,repo_name,time,event,time_to_event,post_event,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,age,ncloc_paper,ncloc_python_snapshot,contributors,stars,issues,log1p_age,log1p_contributors,log1p_stars,log1p_issues,has_parse_exclusion,parse_exclusion_records,npr_detection_complete,npr_specification,npr_agc_threshold,npr_algorithm_version,npr_decision_rule,npr_window_policy,npr_function_aggregation,npr_partial_body_policy,npr_scoring_model,npr_window_size_literal_space_tokens,npr_perturbations_per_window,npr_random_seed,treatment_group,npr_agc_regular_module_function_unique_bodies,log1p_npr_agc_regular_module_function_unique_bodies,has_npr_agc_regular_module_function_unique_body,zero_npr_agc_regular_module_function_unique_body_month,regular_function_scope,agc_count_unit,agc_outcome_scale,analysis_ready_regular_module_function_agc_unique_body_paper_ncloc,analysis_ready_regular_module_function_agc_unique_body_python_snapshot_ncloc
treatment,PostHog/posthog,2024-11,2025-02,-3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1735.0,776480.0,423497,47,594.0,148.0,7.459338895220295,3.8712010109078903,6.388561405545629,5.003946305945459,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,PostHog/posthog,2024-12,2025-02,-2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1765.0,802199.0,441285,44,593.0,171.0,7.476472381163905,3.80666248977032,6.386879319362644,5.147494476813453,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,2,1.0986122886681096,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,PostHog/posthog,2025-01,2025-02,-1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1796.0,837418.0,448360,59,911.0,206.0,7.493873886783558,4.0943445622221,6.815639990074331,5.332718793265369,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,7,2.0794415416798357,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,PostHog/posthog,2025-02,2025-02,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1827.0,896790.0,472023,58,666.0,214.0,7.510977752014095,4.07753744390572,6.502790045915623,5.3706380281276624,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,13,2.6390573296152584,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,PostHog/posthog,2025-03,2025-02,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1855.0,936364.0,493998,60,795.0,202.0,7.526178913346145,4.110873864173311,6.679599185844383,5.313205979041787,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,12,2.5649493574615367,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,PostHog/posthog,2025-04,2025-02,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1886.0,937017.0,516641,63,698.0,198.0,7.54274354536855,4.158883083359672,6.54965074223381,5.293304824724492,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,13,2.6390573296152584,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,PostHog/posthog,2025-05,2025-02,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1916.0,1021926.0,537504,67,511.0,286.0,7.558516743045645,4.219507705176107,6.238324625039508,5.6594822157596205,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,11,2.4849066497880004,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,PostHog/posthog,2025-06,2025-02,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1947.0,1079135.0,568232,76,460.0,203.0,7.57455848420248,4.343805421853684,6.133398042996649,5.318119993844216,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,22,3.1354942159291497,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,PostHog/posthog,2025-07,2025-02,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1977.0,1155675.0,618141,80,389.0,199.0,7.589841512182657,4.394449154672438,5.966146739123692,5.298317366548036,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,18,2.9444389791664403,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,PostHog/posthog,2025-08,2025-02,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2008.0,1232071.0,658122,79,442.0,166.0,7.605392364814934,4.382026634673881,6.093569770045136,5.1179938124167546,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,17,2.8903717578961645,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2024-01,2025-03,-14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,961.0,77300.0,73754,3,1.0,0.0,6.8690144506657065,1.3862943611198906,0.6931471805599453,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,1,0.6931471805599453,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2024-02,2025-03,-13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,992.0,79116.0,75645,2,7.0,0.0,6.900730664045172,1.0986122886681096,2.079441541679836,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,5,1.791759469228055,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2024-03,2025-03,-12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1021.0,79197.0,75708,9,1.0,2.0,6.92951677076365,2.302585092994045,0.6931471805599453,1.0986122886681096,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,2,1.0986122886681096,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2024-04,2025-03,-11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1052.0,77492.0,74005,4,1.0,43.0,6.959398512133975,1.6094379124341005,0.6931471805599453,3.784189633918261,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2024-05,2025-03,-10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1082.0,79748.0,76271,5,1.0,21.0,6.987490247000991,1.791759469228055,0.6931471805599453,3.091042453358316,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2024-06,2025-03,-9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1113.0,80420.0,76956,5,0.0,12.0,7.015712420487229,1.791759469228055,0.0,2.5649493574615367,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2024-07,2025-03,-8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1143.0,83219.0,79800,4,2.0,0.0,7.042286171939743,1.6094379124341005,1.0986122886681096,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2024-08,2025-03,-7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1174.0,77705.0,74232,4,1.0,0.0,7.069023426578259,1.6094379124341005,0.6931471805599453,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2024-09,2025-03,-6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1205.0,77556.0,74097,7,0.0,0.0,7.09506437728713,2.079441541679836,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2024-10,2025-03,-5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1235.0,77192.0,73752,6,1.0,0.0,7.119635638017636,1.9459101490553128,0.6931471805599453,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2024-11,2025-03,-4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1266.0,77930.0,74493,6,2.0,0.0,7.144407180321139,1.9459101490553128,1.0986122886681096,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2024-12,2025-03,-3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1296.0,77155.0,73734,4,2.0,0.0,7.167809184316444,1.6094379124341005,1.0986122886681096,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2025-01,2025-03,-2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1327.0,79076.0,75787,6,0.0,0.0,7.191429330036379,1.9459101490553128,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,2,1.0986122886681096,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2025-02,2025-03,-1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1358.0,77070.0,74303,7,2.0,0.0,7.214504414151143,2.079441541679836,1.0986122886681096,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,2,1.0986122886681096,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2025-03,2025-03,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1386.0,80840.0,78348,7,0.0,0.0,7.234898420314831,2.079441541679836,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2025-04,2025-03,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1417.0,80840.0,81601,7,1.0,0.0,7.257002707092073,2.079441541679836,0.6931471805599453,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2025-05,2025-03,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1447.0,88352.0,86397,8,0.0,0.0,7.277938572945661,2.197224577336219,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,2,1.0986122886681096,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2025-06,2025-03,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1478.0,93892.0,92318,7,0.0,0.0,7.2991214627108,2.079441541679836,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2025-07,2025-03,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1508.0,96366.0,95130,3,0.0,0.0,7.319202458767848,1.3862943611198906,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,1,0.6931471805599453,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,ResearchHub/researchhub-backend,2025-08,2025-03,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1539.0,92954.0,92020,8,1.0,0.0,7.339537695407674,2.197224577336219,0.6931471805599453,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,1,0.6931471805599453,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,Scrapybara/codecapy,2025-01,2025-01,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,864.0,814,1,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,1,0.6931471805599453,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,Scrapybara/codecapy,2025-02,2025-01,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1454.0,1433,1,110.0,0.0,0.0,0.6931471805599453,4.709530201312334,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,4,1.6094379124341003,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,SlyyCooper/cursorrules-architect,2024-11,2024-12,-1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,399.0,397,1,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,SlyyCooper/cursorrules-architect,2024-12,2024-12,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1421.0,1482,1,6.0,0.0,0.0,0.6931471805599453,1.9459101490553128,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,SlyyCooper/cursorrules-architect,2025-01,2024-12,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31.0,1486.0,1548,1,11.0,1.0,3.4657359027997265,0.6931471805599453,2.4849066497880004,0.6931471805599453,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,SlyyCooper/cursorrules-architect,2025-02,2024-12,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.0,1486.0,1548,1,17.0,0.0,4.143134726391533,0.6931471805599453,2.8903717578961645,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,SlyyCooper/cursorrules-architect,2025-03,2024-12,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,90.0,3245.0,4102,1,16.0,6.0,4.51085950651685,0.6931471805599453,2.833213344056216,1.9459101490553128,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,4,1.6094379124341003,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,SlyyCooper/cursorrules-architect,2025-04,2024-12,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,121.0,3436.0,4316,1,10.0,4.0,4.804021044733257,0.6931471805599453,2.3978952727983707,1.6094379124341005,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,TextGeneratorio/text-generator.io,2024-01,2025-03,-14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,186.0,78124.0,34829,1,0.0,0.0,5.231108616854587,0.6931471805599453,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,1,0.6931471805599453,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,TextGeneratorio/text-generator.io,2024-02,2025-03,-13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,217.0,78124.0,34829,1,0.0,0.0,5.384495062789089,0.6931471805599453,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,TextGeneratorio/text-generator.io,2024-05,2025-03,-10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,307.0,78148.0,34853,1,3.0,0.0,5.730099782973574,0.6931471805599453,1.3862943611198906,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,1,0.6931471805599453,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,TextGeneratorio/text-generator.io,2024-07,2025-03,-8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,368.0,78148.0,34853,1,0.0,0.0,5.910796644040527,0.6931471805599453,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,TextGeneratorio/text-generator.io,2024-08,2025-03,-7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,399.0,78457.0,35071,1,2.0,0.0,5.991464547107982,0.6931471805599453,1.0986122886681096,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,TextGeneratorio/text-generator.io,2024-11,2025-03,-4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,61667.0,16979,1,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,TextGeneratorio/text-generator.io,2024-12,2025-03,-3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,521.0,61662.0,16974,1,5.0,0.0,6.257667587882638,0.6931471805599453,1.791759469228055,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
treatment,TextGeneratorio/text-generator.io,2025-01,2025-03,-2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,552.0,62492.0,17844,1,0.0,0.0,6.315358001522335,0.6931471805599453,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,treatment,1,0.6931471805599453,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
