dataset_source,repo_name,time,event,time_to_event,post_event,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,age,ncloc_paper,ncloc_python_snapshot,contributors,stars,issues,log1p_age,log1p_contributors,log1p_stars,log1p_issues,has_parse_exclusion,parse_exclusion_records,npr_detection_complete,npr_specification,npr_agc_threshold,npr_algorithm_version,npr_decision_rule,npr_window_policy,npr_function_aggregation,npr_partial_body_policy,npr_scoring_model,npr_window_size_literal_space_tokens,npr_perturbations_per_window,npr_random_seed,treatment_group,npr_agc_regular_module_function_unique_bodies,log1p_npr_agc_regular_module_function_unique_bodies,has_npr_agc_regular_module_function_unique_body,zero_npr_agc_regular_module_function_unique_body_month,regular_function_scope,agc_count_unit,agc_outcome_scale,analysis_ready_regular_module_function_agc_unique_body_paper_ncloc,analysis_ready_regular_module_function_agc_unique_body_python_snapshot_ncloc
control,BalancerMaxis/multisig-ops,2024-08,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569.0,9852.0,9609,22,1.0,25.0,6.345636360828595,3.1354942159291497,0.6931471805599453,3.2580965380214817,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,BalancerMaxis/multisig-ops,2024-09,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.0,9775.0,9529,23,0.0,11.0,6.398594934535208,3.1780538303479453,0.0,2.4849066497880004,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,BalancerMaxis/multisig-ops,2024-10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630.0,9856.0,9614,23,0.0,11.0,6.447305862541213,3.1780538303479453,0.0,2.4849066497880004,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,BalancerMaxis/multisig-ops,2024-11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661.0,10036.0,9803,16,0.0,14.0,6.495265555937008,2.833213344056216,0.0,2.70805020110221,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,BalancerMaxis/multisig-ops,2024-12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691.0,10087.0,9855,23,1.0,18.0,6.539585955617669,3.1780538303479453,0.6931471805599453,2.9444389791664403,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,BalancerMaxis/multisig-ops,2025-01,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722.0,10101.0,9869,19,0.0,23.0,6.583409222158765,2.995732273553991,0.0,3.1780538303479453,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,BalancerMaxis/multisig-ops,2025-02,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.0,10293.0,10061,16,1.0,16.0,6.625392368007956,2.833213344056216,0.6931471805599453,2.833213344056216,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,BalancerMaxis/multisig-ops,2025-03,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781.0,10683.0,10454,18,1.0,4.0,6.661854740545311,2.9444389791664403,0.6931471805599453,1.6094379124341005,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,BalancerMaxis/multisig-ops,2025-04,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812.0,10729.0,10499,21,0.0,15.0,6.70073110954781,3.091042453358316,0.0,2.772588722239781,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,BalancerMaxis/multisig-ops,2025-05,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842.0,10867.0,10635,23,0.0,8.0,6.736966958001855,3.1780538303479453,0.0,2.197224577336219,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,BalancerMaxis/multisig-ops,2025-06,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873.0,10917.0,10685,22,0.0,12.0,6.773080375655535,3.1354942159291497,0.0,2.5649493574615367,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,BalancerMaxis/multisig-ops,2025-07,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903.0,11037.0,10832,23,0.0,12.0,6.806829360392176,3.1780538303479453,0.0,2.5649493574615367,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,BalancerMaxis/multisig-ops,2025-08,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934.0,11252.0,11047,25,0.0,13.0,6.840546529288687,3.2580965380214817,0.0,2.6390573296152584,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,Benzauber/convert-commander,2024-11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,786.0,275,2,20.0,2.0,0.0,1.0986122886681096,3.044522437723423,1.0986122886681096,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,2,1.0986122886681096,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,Benzauber/convert-commander,2024-12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,786.0,275,1,0.0,0.0,3.218875824868201,0.6931471805599453,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,Benzauber/convert-commander,2025-01,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,1246.0,455,2,14.0,0.0,4.025351690735149,1.0986122886681096,2.70805020110221,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,Benzauber/convert-commander,2025-03,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0,1351.0,455,2,0.0,0.0,4.74493212836325,1.0986122886681096,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,Benzauber/convert-commander,2025-05,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0,1305.0,422,2,1.0,0.0,5.170483995038151,1.0986122886681096,0.6931471805599453,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,Benzauber/convert-commander,2025-06,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.0,1339.0,450,2,1.0,1.0,5.332718793265369,1.0986122886681096,0.6931471805599453,0.6931471805599453,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,Benzauber/convert-commander,2025-07,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.0,1339.0,450,1,1.0,0.0,5.468060141135131,0.6931471805599453,0.6931471805599453,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,Benzauber/convert-commander,2025-08,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.0,1728.0,586,2,2.0,0.0,5.5909869805108565,1.0986122886681096,1.0986122886681096,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,1,0.6931471805599453,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,BiancoChiu/iOSRealRun-cli-18,2024-02,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,303.0,307,2,0.0,0.0,0.0,1.0986122886681096,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,BiancoChiu/iOSRealRun-cli-18,2024-03,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,303.0,307,2,0.0,0.0,0.0,1.0986122886681096,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,BiancoChiu/iOSRealRun-cli-18,2025-02,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,326.0,330,1,13.0,0.0,0.0,0.6931471805599453,2.6390573296152584,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,BiancoChiu/iOSRealRun-cli-18,2025-03,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,326.0,330,1,23.0,3.0,2.302585092994045,0.6931471805599453,3.1780538303479453,1.3862943611198906,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,BiancoChiu/iOSRealRun-cli-18,2025-05,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,326.0,330,1,11.0,7.0,4.262679877041316,0.6931471805599453,2.4849066497880004,2.079441541679836,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,BiancoChiu/iOSRealRun-cli-18,2025-06,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0,326.0,330,1,4.0,3.0,4.624972813284271,0.6931471805599453,1.6094379124341005,1.3862943611198906,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,C4NU/Paddie,2024-01,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,1432.0,1436,3,4.0,5.0,4.418840607796597,1.3862943611198906,1.6094379124341005,1.791759469228055,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,C4NU/Paddie,2024-02,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0,1456.0,1460,3,3.0,0.0,4.736198448394496,1.3862943611198906,1.3862943611198906,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,C4NU/Paddie,2024-03,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,1455.0,1459,2,4.0,0.0,4.962844630259907,1.0986122886681096,1.6094379124341005,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,C4NU/Paddie,2024-04,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0,1476.0,1480,1,1.0,0.0,5.159055299214529,0.6931471805599453,0.6931471805599453,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,C4NU/Paddie,2025-03,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507.0,1614.0,1828,2,3.0,5.0,6.230481447578482,1.0986122886681096,1.3862943611198906,1.791759469228055,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-05,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1501.0,0,1,3.0,0.0,0.0,0.6931471805599453,1.3862943611198906,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-06,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1501.0,0,1,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-07,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6044.0,4098,1,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-08,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6349.0,4403,1,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-09,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6778.0,4832,1,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.0,7312.0,5401,1,3.0,2.0,4.997212273764115,0.6931471805599453,1.3862943611198906,1.0986122886681096,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.0,7306.0,5402,1,6.0,2.0,5.187385805840755,0.6931471805599453,1.9459101490553128,1.0986122886681096,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.0,7306.0,5402,1,7.0,0.0,5.342334251964811,0.6931471805599453,2.079441541679836,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-01,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.0,7294.0,5402,1,4.0,2.0,5.480638923341991,0.6931471805599453,1.6094379124341005,1.0986122886681096,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-02,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.0,7180.0,5288,1,4.0,0.0,5.602118820879701,0.6931471805599453,1.6094379124341005,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-03,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.0,7328.0,5709,1,6.0,3.0,5.700443573390686,0.6931471805599453,1.9459101490553128,1.3862943611198906,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-04,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.0,7347.0,5709,1,2.0,3.0,5.799092654460526,0.6931471805599453,1.0986122886681096,1.3862943611198906,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-05,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.0,7347.0,5709,1,5.0,0.0,5.886104031450156,0.6931471805599453,1.791759469228055,0.0,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-08,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.0,7598.0,6648,1,1.0,1.0,6.113682179832231,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,Drchip61/Dual_SAM,2024-03,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3357.0,3793,1,4.0,0.0,0.0,0.6931471805599453,1.6094379124341005,0.0,1,1,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,2,1.0986122886681096,1,0,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
control,Drchip61/Dual_SAM,2024-04,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,3357.0,3793,1,8.0,2.0,3.1354942159291497,0.6931471805599453,2.197224577336219,1.0986122886681096,0,0,True,range100_200,1.571637,overlap_final_full_window_valid_frontier_weighting-v1,function_npr > agc_threshold,full_size_final_window_shifted_backward_with_overlap,valid_frontier_weighted_mean,any_valid_window_partial_success_full_windows-v2,bigcode/starcoder2-7b,128,50,20260723,control,0,0.0,0,1,module_function,distinct_function_body_sha256_per_repository_month,raw_count,1,1
