outcome,term,estimate,std_error,conf_low,conf_high,p_value,note,outcome_label,ast_sequence_token_band_set,analysis_design_status,ast_sequence_token_band_width,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
has_function_change_event,treat,0.0267377547370452,0.0499160505722134,-0.071097704384493,0.124573213858583,,Borusyak static treatment effect,Any Function-Change Event,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_function_change_events,treat,0.0354705847801989,0.183498294206486,-0.324186071864513,0.395127241424911,,Borusyak static treatment effect,Total Function-Change Events (log1p),width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,treat,0.0480558671139585,0.157525062741342,-0.260693255859071,0.356804990086988,,Borusyak static treatment effect,AGC-Like Function-Change Events (log1p),width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,treat,-0.0202950655991956,0.167371538862746,-0.348343281770178,0.307753150571787,,Borusyak static treatment effect,HWC-Like Function-Change Events (log1p),width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
