outcome,outcome_label,time,estimate,conf_low,conf_high,std_error,p_value,significant,ast_sequence_token_band_set,analysis_design_status,ast_sequence_token_band_width,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
has_function_change_event,Any Function-Change Event,-6,-0.043322278298615,-0.190042677641783,0.103398121044553,0.0748573466036569,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-5,-0.0493776821618432,-0.175387825495853,0.0766324611721666,0.0642908894561275,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-4,-0.00149656888625454,-0.141971527667983,0.138978389895474,0.0716708973376167,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-3,-0.00541447137800576,-0.160296856363387,0.149467913607375,0.0790216249925414,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-2,0.135715048893692,-0.010412574021401,0.281842671808785,0.0745549096505578,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,0,0.0588031022695181,-0.0590624393578678,0.176668643896904,0.0601354804221357,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,1,0.168270006162251,0.0282775997355952,0.308262412588906,0.0714246971564569,,TRUE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,2,0.0604628025487817,-0.0944620098114621,0.215387614909026,0.0790432716123693,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,3,0.0219336703988638,-0.135387734211174,0.179255075008902,0.0802660227602236,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,4,-0.170635118083845,-0.33045036191551,-0.0108198742521805,0.0815383897100332,,TRUE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,5,-0.0345103822625695,-0.188503309049217,0.119482544524078,0.0785678197891057,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,6,-0.0616057207588348,-0.239820428628275,0.116608987110605,0.0909258713619591,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),-6,0.010743684152209,-0.444915335846786,0.466402704151204,0.232479091836222,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),-5,0.0246015151410278,-0.30230054729735,0.351503577579405,0.166786766550193,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),-4,-0.0771461108470939,-0.413214216976041,0.258921995281853,0.171463319453544,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),-3,0.039260285437887,-0.284038721353499,0.362559292229273,0.164948472852748,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),-2,0.322789193774632,-0.0354864123309036,0.681064799880168,0.182793676584457,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),0,0.3098221126002,-0.039404791393934,0.659049016594334,0.178176991833742,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),1,0.279670624185775,-0.121716119299558,0.681057367671107,0.204789154839456,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),2,-0.167616548271237,-0.611818229690164,0.276585133147691,0.226633510928024,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),3,-0.313553476434179,-0.832392888669376,0.205285935801017,0.264713985834284,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),4,-0.333972604736235,-0.880604613011684,0.212659403539214,0.278893881773188,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),5,-0.103765107681269,-0.699305156498155,0.491774941135617,0.303846963682085,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),6,0.156721156262621,-0.691334234466921,1.00477654699216,0.432681321800787,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),-6,-0.00338435504613314,-0.37322026882684,0.366451558734574,0.188691792745259,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),-5,0.0295105218912021,-0.285776771795398,0.344797815577802,0.160860864125816,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),-4,-0.194030126439885,-0.479438741436038,0.0913784885562668,0.145616640304159,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),-3,-0.0246110638440722,-0.293870148189693,0.244648020501549,0.137377083849807,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),-2,0.181360426001704,-0.0986802510821334,0.461401103085541,0.142877896471345,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),0,0.266807153199,-0.0264992705025188,0.560113576900519,0.149646134541591,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),1,0.20439231824631,-0.154556690530637,0.563341327023257,0.183137249375993,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),2,-0.113002453477238,-0.490514946634937,0.264510039680461,0.192608414876377,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),3,-0.232364958423355,-0.690250703351684,0.225520786504975,0.233615175983842,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),4,-0.224681357067225,-0.686827147446438,0.237464433311989,0.235788668560823,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),5,-0.0938773288346127,-0.598318132785362,0.410563475116137,0.257367757117729,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),6,0.304571468751257,-0.404181003890866,1.01332394139338,0.361608404409246,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),-6,0.0474553006220591,-0.356922326781956,0.451832928026074,0.206315116022457,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),-5,-0.0134798035518834,-0.310065094497249,0.283105487393482,0.151319025992533,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),-4,-0.0486953246600891,-0.36275925353675,0.265368604216572,0.16023669840646,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),-3,0.0441177533673616,-0.226191516231492,0.314427022966215,0.137912892652476,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),-2,0.234596612426822,-0.0904919158423903,0.559685140696034,0.165861494014904,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),0,0.213412400419736,-0.0941570313208198,0.520981832160292,0.156923179459467,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),1,0.134791024049968,-0.211911815936653,0.481493864036588,0.176889204074806,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),2,-0.259293445709715,-0.663508565220292,0.144921673800863,0.206232203831927,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),3,-0.387578690574051,-0.857288850355589,0.0821314692074876,0.239648040704867,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),4,-0.252923493481523,-0.74761158567558,0.241764598712533,0.252391883772478,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),5,-0.0875607670120457,-0.658318443865817,0.483196909841725,0.291202896353965,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),6,0.189111317503835,-0.625841369069089,1.00406400407676,0.415792187027002,,FALSE,width20_80_139,post_hoc_exploratory_sensitivity,20,100-119,100,120,bounded_band,full,paper,calendar_month,all,strict_width20_80_139_band_100_119_full_paper_ncloc_calendar_month_all
