outcome,term,estimate,std_error,conf_low,conf_high,p_value,note,outcome_label,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
has_function_change_event,treat,0.0575881275506564,0.0507065417336168,-0.0417966942472324,0.156972949348545,,Borusyak static treatment effect,Any Function-Change Event,100-109,100,110,bounded_band,full,paper,calendar_month,all,strict_band_100_109_full_paper_ncloc_calendar_month_all
log1p_function_change_events,treat,0.0375402673691939,0.166394394250447,-0.288592745361682,0.36367328010007,,Borusyak static treatment effect,Total Function-Change Events (log1p),100-109,100,110,bounded_band,full,paper,calendar_month,all,strict_band_100_109_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,treat,0.047645154790828,0.136687384858973,-0.220262119532759,0.315552429114415,,Borusyak static treatment effect,AGC-Like Function-Change Events (log1p),100-109,100,110,bounded_band,full,paper,calendar_month,all,strict_band_100_109_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,treat,-0.017917678776842,0.141941693821397,-0.296123398666781,0.260288041113097,,Borusyak static treatment effect,HWC-Like Function-Change Events (log1p),100-109,100,110,bounded_band,full,paper,calendar_month,all,strict_band_100_109_full_paper_ncloc_calendar_month_all
