outcome,outcome_label,event_time,estimate_log,std_error,conf_low_log,conf_high_log,percent_change,percent_conf_low,percent_conf_high,is_significant,model_rows
commits_log,Commits,-6,-0.0802368250304473,0.157677179907729,-0.389284097649596,0.228810447588702,-7.71022447852515,-32.2458245351315,25.7103729381314,FALSE,1596
commits_log,Commits,-5,-0.034433081183034,0.135217685613847,-0.299459744986174,0.230593582620106,-3.384700866155,-25.8781440427416,25.9347314792685,FALSE,1596
commits_log,Commits,-4,-0.183032581511133,0.14711195426739,-0.471372011875216,0.105306848852951,-16.7258976665837,-37.5854654263042,11.1051482927957,FALSE,1596
commits_log,Commits,-3,0.0587985960493935,0.140193473962062,-0.215980612916249,0.333577805015036,6.05616179289297,-19.4249077117319,39.5953654511421,FALSE,1596
commits_log,Commits,-2,0.0194278850351257,0.105886163283981,-0.188108995001478,0.226964765071729,1.9617834504978,-17.1475602706803,25.4785654878817,FALSE,1596
commits_log,Commits,0,0.326457036087319,0.128740444910138,0.0741257640634487,0.578788308111189,38.6048698408488,7.69422376116964,78.387561306937,TRUE,1596
commits_log,Commits,1,0.374041893981536,0.141212650074455,0.0972650998356037,0.650818688127468,45.3598046190969,10.2152515346567,91.7109701669371,TRUE,1596
commits_log,Commits,2,0.0339776769940941,0.162795012631849,-0.28510054776433,0.353055901752518,3.45615119476053,-24.8061355231384,42.3410712362934,FALSE,1596
commits_log,Commits,3,-0.152191713758575,0.173498718303597,-0.492249201633626,0.187865774116476,-14.1176383346059,-38.8749977653048,20.6671537925766,FALSE,1596
commits_log,Commits,4,-0.242978114471502,0.178813870618016,-0.593453300882814,0.107497071939809,-21.5711321844054,-44.7583672712655,11.3487600383047,FALSE,1596
commits_log,Commits,5,-0.17433770213978,0.171540867166794,-0.510557801786697,0.161882397507136,-15.9986824492473,-39.9839285291919,17.5721965356319,FALSE,1596
commits_log,Commits,6,-0.311423748828071,0.279458315080535,-0.85916204638592,0.236314548729778,-26.7596545001993,-57.6483178879458,26.6572646332604,FALSE,1596
lines_added_log,Lines Added,-6,-0.039265881047849,0.361013202598189,-0.7468517581403,0.668319996044602,-3.85049681485709,-52.6143979732745,95.0956950496436,FALSE,1596
lines_added_log,Lines Added,-5,-0.0374960524584078,0.304315606974398,-0.633954642128228,0.558962537211413,-3.68017800216481,-46.9510249797649,74.8857184546134,FALSE,1596
lines_added_log,Lines Added,-4,-0.125635688647357,0.352114063493763,-0.815779253095132,0.564507875800417,-11.8063912406958,-55.7705466346293,75.85821289121,FALSE,1596
lines_added_log,Lines Added,-3,0.0897501449591835,0.335214593680041,-0.567270458653698,0.746770748572065,9.39009328953557,-43.2928827620846,111.017471752073,FALSE,1596
lines_added_log,Lines Added,-2,0.168295204649296,0.248913310247906,-0.319574883436599,0.656165292735191,18.3285870584139,-27.3542199317539,92.7387179556331,FALSE,1596
lines_added_log,Lines Added,0,1.46662770065585,0.289098504285296,0.899994632256668,2.03326076905503,333.459292109979,145.958990867418,663.895465881803,TRUE,1596
lines_added_log,Lines Added,1,1.13281612796854,0.346423442709637,0.45382618025765,1.81180607567943,210.438655167735,57.4324325042319,512.149333459363,TRUE,1596
lines_added_log,Lines Added,2,0.928943083747583,0.350726334733034,0.241519467670836,1.61636669982433,153.183182879211,27.318224056904,403.476423486696,TRUE,1596
lines_added_log,Lines Added,3,0.0052533852091276,0.409519750948698,-0.79740532665032,0.807912097068575,0.526720843284423,-54.9503660169949,124.321946928935,FALSE,1596
lines_added_log,Lines Added,4,-0.336517071574216,0.435805370441018,-1.19069559763861,0.517661454490179,-28.5746309962809,-69.5990277943605,67.8098747240419,FALSE,1596
lines_added_log,Lines Added,5,0.215984577399667,0.40535716147875,-0.578515459098684,1.01048461389802,24.1083238122309,-43.9269824134153,174.693189388235,FALSE,1596
lines_added_log,Lines Added,6,0.309635491138096,0.530180893164745,-0.729519059464804,1.348790041741,36.2928224161434,-51.7859184599562,285.276102931267,FALSE,1596
