outcome,outcome_label,term,estimate_log,std_error,conf_low_log,conf_high_log,percent_change,percent_conf_low,percent_conf_high,model_rows
commits_log,Commits,treat,0.0617782331834518,0.120612758304165,-0.174622773092712,0.298179239459615,6.37264193470934,-16.022625372011,34.7403274071709,1596
lines_added_log,Lines Added,treat,0.653586923299691,0.26035439718313,0.143292304820756,1.16388154177863,92.2424064483853,15.4067091742243,220.233919687231,1596
