outcome,term,estimate,std_error,conf_low,conf_high,p_value,note,outcome_label,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
has_function_change_event,treat,0.0683720008458335,0.0528968404381614,-0.0353058064129629,0.17204980810463,,Borusyak static treatment effect,Any Function-Change Event,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_function_change_events,treat,0.109086648314789,0.135621474558983,-0.156731441820818,0.374904738450396,,Borusyak static treatment effect,Total Function-Change Events (log1p),140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,treat,0.0556061882140849,0.104703448690886,-0.149612571220052,0.260824947648222,,Borusyak static treatment effect,AGC-Like Function-Change Events (log1p),140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,treat,0.0950285514206287,0.12429343763907,-0.148586586351948,0.338643689193205,,Borusyak static treatment effect,HWC-Like Function-Change Events (log1p),140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
