outcome,outcome_label,time,estimate,conf_low,conf_high,std_error,p_value,significant,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
log1p_function_change_events,Total Function-Change Events (log1p),0,0.327668410867349,0.0270464733531198,0.628290348381577,0.153378539548076,,TRUE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),1,0.209095095965868,-0.0926898981718482,0.510880090103584,0.153971935784549,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),2,-0.0212122698952349,-0.350176520299005,0.307751980508536,0.16783890326723,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),3,-0.210602888860849,-0.603617081098746,0.182411303377048,0.200517445019335,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),4,-0.132478376741864,-0.567880278872384,0.302923525388655,0.222143827617612,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),5,-0.0363783268303656,-0.488002187068084,0.415245533407352,0.230420336855979,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_function_change_events,Total Function-Change Events (log1p),6,0.283048831254746,-0.356561675521478,0.92265933803097,0.326331891212359,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),-6,0.154746649219537,-0.108538159008004,0.418031457447079,0.134328983789562,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),-5,-0.0154372866654998,-0.205368992439674,0.174494419108674,0.0969039315174356,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),-4,-0.130276479626212,-0.283899465892501,0.0233465066400772,0.0783790746256577,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),-3,-0.104878536288003,-0.302811331771868,0.0930542591958613,0.100986120144829,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),-2,-0.0436117787426654,-0.241279711159032,0.154056153673701,0.100850985926717,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),0,0.192875045614549,-0.0281274136742762,0.413877504903373,0.112756356780013,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),1,0.15671279057355,-0.0589781312308728,0.372403712377972,0.110046388675726,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),2,-0.0436462460294043,-0.296933346407869,0.20964085434906,0.129228112437992,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),3,-0.226084122999571,-0.512601437036185,0.0604331910370429,0.146182303079905,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),4,-0.0849029092333317,-0.398707525481429,0.228901707014765,0.160104396044947,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),5,0.040637721948502,-0.31541998153972,0.396695425436724,0.18166209361644,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,AGC-Like Function-Change Events (log1p),6,0.357863798861576,-0.0951220968337166,0.810849694556868,0.231115252905761,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),-6,0.107430660489904,-0.232587061296747,0.447448382276555,0.173478429482985,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),-5,-0.0494357872115374,-0.282806166331752,0.183934591908677,0.119066519959293,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),-4,-0.0283602941175501,-0.314689888002436,0.257969299767336,0.146086527492289,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),-3,-0.159793622418026,-0.368915875859688,0.0493286310236368,0.106695027266154,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),-2,-0.0938188211865854,-0.331197645032708,0.143560002659537,0.12111164481945,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),0,0.256810098705532,-0.0291996071988047,0.542819804609869,0.145923319338947,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),1,0.153080387324918,-0.136161313592732,0.442322088242568,0.147572296386556,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),2,-0.0275604438814695,-0.31834479071219,0.263223902949251,0.148359360627919,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),3,-0.138285468647235,-0.495264416085925,0.218693478791455,0.182132116040148,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),4,-0.0781416968345512,-0.475711130354463,0.319427736685361,0.202841547714241,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),5,-0.064547737804744,-0.491103099130809,0.362007623521321,0.217630286390849,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,HWC-Like Function-Change Events (log1p),6,0.219527938836576,-0.439566214857855,0.878622092531007,0.336272527395118,,FALSE,140-149,140,150,bounded_band,full,paper,calendar_month,all,strict_band_140_149_full_paper_ncloc_calendar_month_all
