outcome,term,estimate,std_error,conf_low,conf_high,p_value,note,outcome_label,panel,panel_label,percent_change,conf_low_percent,conf_high_percent,p_value_computed,p_value_final,ci_excludes_zero,stars,effect_percent_ci,panel_order,outcome_order
log_static_analysis_warnings,treat,0.081683206633907,0.0732921059185434,-0.0619693209664381,0.225335734234252,,Borusyak static treatment effect,Static analysis warnings,strict,Strict 1:3 matching-rule panel,8.511199909116396,-6.008827806796813,25.274323438724867,0.26506969022116755,0.26506969022116755,False,,"8.5% [-6.0%, 25.3%]",1,0
log_duplicate_line_density,treat,-0.153612255811492,0.0946289248634595,-0.339084948543872,0.0318604369208887,,Borusyak static treatment effect,Duplicate line density,strict,Strict 1:3 matching-rule panel,-14.239551229257563,-28.757807268673798,3.2373414037986104,0.10452275600137861,0.10452275600137861,False,,"-14.2% [-28.8%, 3.2%]",1,1
log_code_complexity,treat,0.0698373369050737,0.0864067436207533,-0.0995198805916028,0.23919455440175,,Borusyak static treatment effect,Code complexity,strict,Strict 1:3 matching-rule panel,7.233373794224907,-9.47280476523662,27.022564053505825,0.41895276521845215,0.41895276521845215,False,,"7.2% [-9.5%, 27.0%]",1,2
