outcome,outcome_label,time,estimate,conf_low,conf_high,std_error,p_value,significant,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-6,0.0724522183978512,-0.0548533758755595,0.199757812671262,0.0649518338129646,,FALSE,140-149,140,150,bounded_band,ratio,paper,calendar_month,all,strict_band_140_149_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-5,0.0696266928102647,-0.0509972004991677,0.190250586119697,0.0615428027088941,,FALSE,140-149,140,150,bounded_band,ratio,paper,calendar_month,all,strict_band_140_149_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-4,-0.0775495892776798,-0.194424460648479,0.0393252820931192,0.059630036413673,,FALSE,140-149,140,150,bounded_band,ratio,paper,calendar_month,all,strict_band_140_149_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-3,-0.00582026109130702,-0.153686660793,0.142046138610386,0.0754420406641291,,FALSE,140-149,140,150,bounded_band,ratio,paper,calendar_month,all,strict_band_140_149_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-2,-0.0150201825820125,-0.184169195320092,0.154128830156067,0.0863005167031019,,FALSE,140-149,140,150,bounded_band,ratio,paper,calendar_month,all,strict_band_140_149_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,0,0.0577860089087695,-0.0372201411316888,0.152792158949228,0.0484725255308461,,FALSE,140-149,140,150,bounded_band,ratio,paper,calendar_month,all,strict_band_140_149_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,1,0.0140693495120638,-0.115947902051665,0.144086601075793,0.066335332430474,,FALSE,140-149,140,150,bounded_band,ratio,paper,calendar_month,all,strict_band_140_149_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,2,-0.0387182458861759,-0.159876041511229,0.0824395497388771,0.0618152018495168,,FALSE,140-149,140,150,bounded_band,ratio,paper,calendar_month,all,strict_band_140_149_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,3,-0.0444139877679417,-0.179817119268689,0.0909891437328058,0.0690832303575242,,FALSE,140-149,140,150,bounded_band,ratio,paper,calendar_month,all,strict_band_140_149_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,4,-0.0576592124815746,-0.20071643728436,0.085398012321211,0.0729883800014212,,FALSE,140-149,140,150,bounded_band,ratio,paper,calendar_month,all,strict_band_140_149_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,5,0.0628910393725763,-0.0950151806048046,0.220797259349957,0.0805643979476433,,FALSE,140-149,140,150,bounded_band,ratio,paper,calendar_month,all,strict_band_140_149_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,6,0.115069034456388,-0.158904293304636,0.389042362217412,0.139782310082155,,FALSE,140-149,140,150,bounded_band,ratio,paper,calendar_month,all,strict_band_140_149_ratio_paper_ncloc_calendar_month_all
