outcome,outcome_label,time,estimate,conf_low,conf_high,std_error,p_value,significant,panel
log_static_analysis_warnings,Static Analysis Warnings,-6,0.0307348267332726,-0.0478336737714727,0.109303327238018,0.0400859696452782,,FALSE,strict
log_static_analysis_warnings,Static Analysis Warnings,-5,0.077797177432432,0.0103573186381286,0.145237036226735,0.0344080912215834,,TRUE,strict
log_static_analysis_warnings,Static Analysis Warnings,-4,0.0818929111778695,-0.00361335990777856,0.167399182263518,0.0436256485130857,,FALSE,strict
log_static_analysis_warnings,Static Analysis Warnings,-3,0.118763686875417,0.00968883185325825,0.227838541897576,0.0556504362357955,,TRUE,strict
log_static_analysis_warnings,Static Analysis Warnings,-2,-0.000159272684567757,-0.0842018690740713,0.0838833237049358,0.0428788757089304,,FALSE,strict
log_static_analysis_warnings,Static Analysis Warnings,0,0.0166129208942675,-0.145146568762933,0.178372410551468,0.0825303518659185,,FALSE,strict
log_static_analysis_warnings,Static Analysis Warnings,1,0.114408426115377,-0.0414397927478013,0.270256644978555,0.0795143973791726,,FALSE,strict
log_static_analysis_warnings,Static Analysis Warnings,2,0.162201275893444,-0.010521888396228,0.334924440183116,0.0881240634130979,,FALSE,strict
log_static_analysis_warnings,Static Analysis Warnings,3,0.0103301209344204,-0.183106924707814,0.203767166576655,0.0986923702256297,,FALSE,strict
log_static_analysis_warnings,Static Analysis Warnings,4,0.0922521103685628,-0.0897040920283083,0.274208312765434,0.0928347971412608,,FALSE,strict
log_static_analysis_warnings,Static Analysis Warnings,5,0.0859234401827493,-0.0725802238313253,0.244427104196824,0.0808692163337115,,FALSE,strict
log_static_analysis_warnings,Static Analysis Warnings,6,0.109830941231253,-0.103334694771962,0.322996577234467,0.10875797755266,,FALSE,strict
log_duplicate_line_density,Duplicate Line Density,-6,0.0144193636907856,-0.119001394466094,0.147840121847665,0.0680718153861629,,FALSE,strict
log_duplicate_line_density,Duplicate Line Density,-5,-0.00877871884548046,-0.148521913613415,0.130964475922454,0.0712975483509868,,FALSE,strict
log_duplicate_line_density,Duplicate Line Density,-4,-0.0428879733199387,-0.196914029423512,0.111138082783634,0.0785847225018229,,FALSE,strict
log_duplicate_line_density,Duplicate Line Density,-3,0.00441843618418324,-0.162406410094763,0.17124328246313,0.0851147174892585,,FALSE,strict
log_duplicate_line_density,Duplicate Line Density,-2,-0.0610026490402744,-0.152532391629664,0.0305270935491149,0.0466988482598925,,FALSE,strict
log_duplicate_line_density,Duplicate Line Density,0,-0.131052193058508,-0.329651107848171,0.0675467217311551,0.101325976933502,,FALSE,strict
log_duplicate_line_density,Duplicate Line Density,1,-0.131029575543639,-0.339461269056188,0.0774021179689105,0.106342700771709,,FALSE,strict
log_duplicate_line_density,Duplicate Line Density,2,-0.176504326179252,-0.404234736448183,0.0512260840896793,0.116188984831087,,FALSE,strict
log_duplicate_line_density,Duplicate Line Density,3,-0.269049137827781,-0.488977289104086,-0.0491209865514754,0.112208240447095,,TRUE,strict
log_duplicate_line_density,Duplicate Line Density,4,-0.339035427463575,-0.575524265215553,-0.102546589711598,0.120657570281621,,TRUE,strict
log_duplicate_line_density,Duplicate Line Density,5,-0.231421550215678,-0.489830290545825,0.0269871901144678,0.131841194045993,,FALSE,strict
log_duplicate_line_density,Duplicate Line Density,6,-0.0324863849612517,-0.311036038218564,0.246063268296061,0.142117170029241,,FALSE,strict
log_code_complexity,Code Complexity,-6,-0.0366693484608563,-0.0821096531543615,0.00877095623264904,0.0231838289252578,,FALSE,strict
log_code_complexity,Code Complexity,-5,-0.0247643982880429,-0.0621473857630744,0.0126185891869886,0.0190729527933834,,FALSE,strict
log_code_complexity,Code Complexity,-4,-0.0347280884715727,-0.0878123191613458,0.0183561422182004,0.0270837911682516,,FALSE,strict
log_code_complexity,Code Complexity,-3,-0.0423942202159035,-0.093127698322442,0.00833925789063497,0.0258844276053768,,FALSE,strict
log_code_complexity,Code Complexity,-2,-0.0392113705637181,-0.0855505675128428,0.00712782638540659,0.0236424474230228,,FALSE,strict
log_code_complexity,Code Complexity,0,0.0230653503667992,-0.123853695975526,0.169984396709124,0.0749586971134311,,FALSE,strict
log_code_complexity,Code Complexity,1,0.10530306411696,-0.0759604034904687,0.286566531724389,0.0924813610241983,,FALSE,strict
log_code_complexity,Code Complexity,2,0.0997527838170085,-0.0989969406732399,0.298502508307257,0.10140292065829,,FALSE,strict
log_code_complexity,Code Complexity,3,0.112664199717215,-0.0734195195380913,0.298747918972522,0.0949406730894421,,FALSE,strict
log_code_complexity,Code Complexity,4,0.118001441388501,-0.0698254375532395,0.305828320330241,0.095830040276398,,FALSE,strict
log_code_complexity,Code Complexity,5,0.17086717518071,-0.0474916976116982,0.389226047973119,0.111407588159392,,FALSE,strict
log_code_complexity,Code Complexity,6,-0.00375608890063311,-0.186580584785707,0.179068406984441,0.0932778040229968,,FALSE,strict
