panel,panel_label,Static analysis warnings,Duplicate line density,Code complexity
strict,Strict 1:3 matching-rule panel,"8.5% [-6.0%, 25.3%]","-14.2% [-28.8%, 3.2%]","7.2% [-9.5%, 27.0%]"
