source_group,repo_name,time,metric,row_overlap_status,commit_match_status,commit_equal_or_prefix,paper_latest_commit,our_latest_commit,paper_value,our_value,diff,abs_diff,ncloc_scope_status,cause_category
control,VirtualFlow/VFVS,2025-05,static_analysis_warnings,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,400.0,38.0,-362.0,362.0,unknown,paper_commit_missing
control,VirtualFlow/VFVS,2025-06,static_analysis_warnings,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,400.0,38.0,-362.0,362.0,unknown,paper_commit_missing
control,VirtualFlow/VFVS,2025-07,static_analysis_warnings,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,400.0,38.0,-362.0,362.0,unknown,paper_commit_missing
control,PennyLaneAI/catalyst,2025-06,code_smells,both,exact_match,True,f43af48a983a734ca863a04362b99176d506bcb8,f43af48a983a734ca863a04362b99176d506bcb8,656.0,295.0,-361.0,361.0,ncloc_identical,rule_config_analyzer_profile_signal
control,PennyLaneAI/catalyst,2024-12,static_analysis_warnings,both,exact_match,True,4ab437d35491088597bb6f2e4261bab3c3cedc2b,4ab437d35491088597bb6f2e4261bab3c3cedc2b,664.0,306.0,-358.0,358.0,ncloc_identical,rule_config_analyzer_profile_signal
control,PennyLaneAI/catalyst,2025-01,static_analysis_warnings,both,exact_match,True,d7391b2a18820e80af59095204f668f1758e2278,d7391b2a18820e80af59095204f668f1758e2278,642.0,284.0,-358.0,358.0,ncloc_identical,rule_config_analyzer_profile_signal
control,PennyLaneAI/catalyst,2025-02,static_analysis_warnings,both,exact_match,True,f4f4105451484b80b4fb3f71dc41ff395c188cce,f4f4105451484b80b4fb3f71dc41ff395c188cce,645.0,287.0,-358.0,358.0,ncloc_identical,rule_config_analyzer_profile_signal
control,PennyLaneAI/catalyst,2024-11,static_analysis_warnings,both,exact_match,True,61c06b1ba294325392f65f93ab7b9292e9fe1800,61c06b1ba294325392f65f93ab7b9292e9fe1800,637.0,286.0,-351.0,351.0,ncloc_close,source_scope_difference_or_mixed
control,VirtualFlow/VFVS,2024-01,code_smells,both,exact_match,True,408299a0f106a08fa1792c63b3699453329cc2d6,408299a0f106a08fa1792c63b3699453329cc2d6,379.0,35.0,-344.0,344.0,ncloc_different,source_scope_difference_or_mixed
control,VirtualFlow/VFVS,2024-02,code_smells,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,379.0,35.0,-344.0,344.0,unknown,paper_commit_missing
control,VirtualFlow/VFVS,2024-03,code_smells,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,379.0,35.0,-344.0,344.0,unknown,paper_commit_missing
control,VirtualFlow/VFVS,2024-04,code_smells,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,379.0,35.0,-344.0,344.0,unknown,paper_commit_missing
control,VirtualFlow/VFVS,2024-05,code_smells,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,379.0,35.0,-344.0,344.0,unknown,paper_commit_missing
control,VirtualFlow/VFVS,2024-06,code_smells,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,379.0,35.0,-344.0,344.0,unknown,paper_commit_missing
control,VirtualFlow/VFVS,2024-07,code_smells,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,379.0,35.0,-344.0,344.0,unknown,paper_commit_missing
control,VirtualFlow/VFVS,2024-08,code_smells,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,379.0,35.0,-344.0,344.0,unknown,paper_commit_missing
control,VirtualFlow/VFVS,2024-09,code_smells,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,379.0,35.0,-344.0,344.0,unknown,paper_commit_missing
control,VirtualFlow/VFVS,2024-10,code_smells,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,379.0,35.0,-344.0,344.0,unknown,paper_commit_missing
control,VirtualFlow/VFVS,2024-11,code_smells,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,379.0,35.0,-344.0,344.0,unknown,paper_commit_missing
control,VirtualFlow/VFVS,2024-12,code_smells,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,379.0,35.0,-344.0,344.0,unknown,paper_commit_missing
control,VirtualFlow/VFVS,2025-01,code_smells,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,379.0,35.0,-344.0,344.0,unknown,paper_commit_missing
control,VirtualFlow/VFVS,2025-02,code_smells,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,379.0,35.0,-344.0,344.0,unknown,paper_commit_missing
control,VirtualFlow/VFVS,2025-03,code_smells,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,379.0,35.0,-344.0,344.0,unknown,paper_commit_missing
control,VirtualFlow/VFVS,2025-04,code_smells,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,379.0,35.0,-344.0,344.0,unknown,paper_commit_missing
control,VirtualFlow/VFVS,2025-05,code_smells,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,379.0,35.0,-344.0,344.0,unknown,paper_commit_missing
control,VirtualFlow/VFVS,2025-06,code_smells,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,379.0,35.0,-344.0,344.0,unknown,paper_commit_missing
control,VirtualFlow/VFVS,2025-07,code_smells,both,paper_commit_missing,False,,408299a0f106a08fa1792c63b3699453329cc2d6,379.0,35.0,-344.0,344.0,unknown,paper_commit_missing
control,PennyLaneAI/catalyst,2025-05,code_smells,both,exact_match,True,06db0834814629bbac4bea9188101898cc4b0a91,06db0834814629bbac4bea9188101898cc4b0a91,631.0,288.0,-343.0,343.0,ncloc_identical,rule_config_analyzer_profile_signal
control,PennyLaneAI/catalyst,2024-09,static_analysis_warnings,both,exact_match,True,50635c76e940677a89e4055307c9eb1083a36600,50635c76e940677a89e4055307c9eb1083a36600,630.0,288.0,-342.0,342.0,ncloc_close,source_scope_difference_or_mixed
control,PennyLaneAI/catalyst,2024-10,static_analysis_warnings,both,exact_match,True,0e1c24d7ef626f18800978df9cd34e5177da042d,0e1c24d7ef626f18800978df9cd34e5177da042d,633.0,293.0,-340.0,340.0,ncloc_close,source_scope_difference_or_mixed
control,PennyLaneAI/catalyst,2025-04,code_smells,both,exact_match,True,6b142ed845381abc56f14054aa2abaec7e34b6c7,6b142ed845381abc56f14054aa2abaec7e34b6c7,623.0,287.0,-336.0,336.0,ncloc_close,source_scope_difference_or_mixed
control,PennyLaneAI/catalyst,2025-03,code_smells,both,exact_match,True,d5329df09ed618392f858c17160e1d7833a2588c,d5329df09ed618392f858c17160e1d7833a2588c,610.0,283.0,-327.0,327.0,ncloc_identical,rule_config_analyzer_profile_signal
control,PennyLaneAI/catalyst,2024-12,code_smells,both,exact_match,True,4ab437d35491088597bb6f2e4261bab3c3cedc2b,4ab437d35491088597bb6f2e4261bab3c3cedc2b,619.0,297.0,-322.0,322.0,ncloc_identical,rule_config_analyzer_profile_signal
control,PennyLaneAI/catalyst,2025-01,code_smells,both,exact_match,True,d7391b2a18820e80af59095204f668f1758e2278,d7391b2a18820e80af59095204f668f1758e2278,597.0,275.0,-322.0,322.0,ncloc_identical,rule_config_analyzer_profile_signal
control,PennyLaneAI/catalyst,2025-02,code_smells,both,exact_match,True,f4f4105451484b80b4fb3f71dc41ff395c188cce,f4f4105451484b80b4fb3f71dc41ff395c188cce,600.0,278.0,-322.0,322.0,ncloc_identical,rule_config_analyzer_profile_signal
control,PennyLaneAI/catalyst,2024-11,code_smells,both,exact_match,True,61c06b1ba294325392f65f93ab7b9292e9fe1800,61c06b1ba294325392f65f93ab7b9292e9fe1800,592.0,277.0,-315.0,315.0,ncloc_close,source_scope_difference_or_mixed
control,PennyLaneAI/catalyst,2024-09,code_smells,both,exact_match,True,50635c76e940677a89e4055307c9eb1083a36600,50635c76e940677a89e4055307c9eb1083a36600,590.0,279.0,-311.0,311.0,ncloc_close,source_scope_difference_or_mixed
control,PennyLaneAI/catalyst,2024-10,code_smells,both,exact_match,True,0e1c24d7ef626f18800978df9cd34e5177da042d,0e1c24d7ef626f18800978df9cd34e5177da042d,593.0,284.0,-309.0,309.0,ncloc_close,source_scope_difference_or_mixed
treatment,Chocksy/qc-options-framework,2025-03,static_analysis_warnings,both,exact_match,True,e4ce33d3a1c00a3a017343a5e937ea0bb4e1e522,e4ce33d3a1c00a3a017343a5e937ea0bb4e1e522,1148.0,879.0,-269.0,269.0,ncloc_identical,rule_config_analyzer_profile_signal
treatment,Chocksy/qc-options-framework,2024-12,static_analysis_warnings,both,exact_match,True,a382960aba410d0af0234db18e653f1ed10634a0,a382960aba410d0af0234db18e653f1ed10634a0,1135.0,867.0,-268.0,268.0,ncloc_identical,rule_config_analyzer_profile_signal
treatment,Chocksy/qc-options-framework,2025-01,static_analysis_warnings,both,exact_match,True,2c53c7c3c63650bb5ab0ad698321326da37928ad,2c53c7c3c63650bb5ab0ad698321326da37928ad,1135.0,867.0,-268.0,268.0,ncloc_identical,rule_config_analyzer_profile_signal
treatment,Chocksy/qc-options-framework,2025-02,static_analysis_warnings,both,paper_commit_missing,False,,2c53c7c3c63650bb5ab0ad698321326da37928ad,1135.0,867.0,-268.0,268.0,unknown,paper_commit_missing
treatment,Chocksy/qc-options-framework,2024-11,static_analysis_warnings,both,exact_match,True,eac11d6d9fdffa581b21cfaf8a24f71639656376,eac11d6d9fdffa581b21cfaf8a24f71639656376,1126.0,860.0,-266.0,266.0,ncloc_identical,rule_config_analyzer_profile_signal
treatment,Chocksy/qc-options-framework,2025-03,code_smells,both,exact_match,True,e4ce33d3a1c00a3a017343a5e937ea0bb4e1e522,e4ce33d3a1c00a3a017343a5e937ea0bb4e1e522,1141.0,876.0,-265.0,265.0,ncloc_identical,rule_config_analyzer_profile_signal
treatment,Chocksy/qc-options-framework,2024-12,code_smells,both,exact_match,True,a382960aba410d0af0234db18e653f1ed10634a0,a382960aba410d0af0234db18e653f1ed10634a0,1129.0,865.0,-264.0,264.0,ncloc_identical,rule_config_analyzer_profile_signal
treatment,Chocksy/qc-options-framework,2025-01,code_smells,both,exact_match,True,2c53c7c3c63650bb5ab0ad698321326da37928ad,2c53c7c3c63650bb5ab0ad698321326da37928ad,1129.0,865.0,-264.0,264.0,ncloc_identical,rule_config_analyzer_profile_signal
treatment,Chocksy/qc-options-framework,2025-02,code_smells,both,paper_commit_missing,False,,2c53c7c3c63650bb5ab0ad698321326da37928ad,1129.0,865.0,-264.0,264.0,unknown,paper_commit_missing
treatment,Chocksy/qc-options-framework,2024-11,code_smells,both,exact_match,True,eac11d6d9fdffa581b21cfaf8a24f71639656376,eac11d6d9fdffa581b21cfaf8a24f71639656376,1119.0,857.0,-262.0,262.0,ncloc_identical,rule_config_analyzer_profile_signal
control,aio-libs/aiohttp,2024-02,static_analysis_warnings,both,exact_match,True,a75ed655d7200102bb0129445469a6f5b6fc7f45,a75ed655d7200102bb0129445469a6f5b6fc7f45,622.0,373.0,-249.0,249.0,ncloc_identical,rule_config_analyzer_profile_signal
control,PennyLaneAI/catalyst,2024-08,static_analysis_warnings,both,exact_match,True,00e67fd1a70931be2b7175bd200269561d6ec6f7,00e67fd1a70931be2b7175bd200269561d6ec6f7,524.0,278.0,-246.0,246.0,ncloc_close,source_scope_difference_or_mixed
control,aio-libs/aiohttp,2024-02,code_smells,both,exact_match,True,a75ed655d7200102bb0129445469a6f5b6fc7f45,a75ed655d7200102bb0129445469a6f5b6fc7f45,603.0,357.0,-246.0,246.0,ncloc_identical,rule_config_analyzer_profile_signal
control,aio-libs/aiohttp,2024-03,code_smells,both,exact_match,True,1542348fb93fabac142833d267c22210644c0b5e,1542348fb93fabac142833d267c22210644c0b5e,589.0,343.0,-246.0,246.0,ncloc_identical,rule_config_analyzer_profile_signal
control,aio-libs/aiohttp,2024-03,static_analysis_warnings,both,exact_match,True,1542348fb93fabac142833d267c22210644c0b5e,1542348fb93fabac142833d267c22210644c0b5e,604.0,358.0,-246.0,246.0,ncloc_identical,rule_config_analyzer_profile_signal
control,aio-libs/aiohttp,2024-04,static_analysis_warnings,both,exact_match,True,c215e56dc175e9da545e73b00531f743833e0de8,c215e56dc175e9da545e73b00531f743833e0de8,618.0,373.0,-245.0,245.0,ncloc_identical,rule_config_analyzer_profile_signal
control,aio-libs/aiohttp,2024-01,code_smells,both,exact_match,True,fa2bb5d2594043ab7ebc6153f2c6ef3a728c328a,fa2bb5d2594043ab7ebc6153f2c6ef3a728c328a,582.0,338.0,-244.0,244.0,ncloc_identical,rule_config_analyzer_profile_signal
control,aio-libs/aiohttp,2024-01,static_analysis_warnings,both,exact_match,True,fa2bb5d2594043ab7ebc6153f2c6ef3a728c328a,fa2bb5d2594043ab7ebc6153f2c6ef3a728c328a,597.0,353.0,-244.0,244.0,ncloc_identical,rule_config_analyzer_profile_signal
control,aio-libs/aiohttp,2024-05,static_analysis_warnings,both,exact_match,True,25e3e41ad0012381f214886ff437b924a4fda2f2,25e3e41ad0012381f214886ff437b924a4fda2f2,618.0,374.0,-244.0,244.0,ncloc_identical,rule_config_analyzer_profile_signal
control,aio-libs/aiohttp,2024-06,static_analysis_warnings,both,exact_match,True,10e3940aff0945180b71193a45cedf927b4d448d,10e3940aff0945180b71193a45cedf927b4d448d,618.0,374.0,-244.0,244.0,ncloc_identical,rule_config_analyzer_profile_signal
control,aio-libs/aiohttp,2024-04,code_smells,both,exact_match,True,c215e56dc175e9da545e73b00531f743833e0de8,c215e56dc175e9da545e73b00531f743833e0de8,599.0,358.0,-241.0,241.0,ncloc_identical,rule_config_analyzer_profile_signal
control,aio-libs/aiohttp,2024-05,code_smells,both,exact_match,True,25e3e41ad0012381f214886ff437b924a4fda2f2,25e3e41ad0012381f214886ff437b924a4fda2f2,599.0,359.0,-240.0,240.0,ncloc_identical,rule_config_analyzer_profile_signal
control,aio-libs/aiohttp,2024-06,code_smells,both,exact_match,True,10e3940aff0945180b71193a45cedf927b4d448d,10e3940aff0945180b71193a45cedf927b4d448d,599.0,359.0,-240.0,240.0,ncloc_identical,rule_config_analyzer_profile_signal
control,aio-libs/aiohttp,2024-08,static_analysis_warnings,both,exact_match,True,b73a4c170c64e2691331542d30133df3d54032c0,b73a4c170c64e2691331542d30133df3d54032c0,626.0,392.0,-234.0,234.0,ncloc_identical,rule_config_analyzer_profile_signal
control,aio-libs/aiohttp,2024-07,static_analysis_warnings,both,exact_match,True,4c81115c0318aa2c7975cb92eeb8fcde9fc84f8f,4c81115c0318aa2c7975cb92eeb8fcde9fc84f8f,619.0,390.0,-229.0,229.0,ncloc_identical,rule_config_analyzer_profile_signal
control,aio-libs/aiohttp,2024-08,code_smells,both,exact_match,True,b73a4c170c64e2691331542d30133df3d54032c0,b73a4c170c64e2691331542d30133df3d54032c0,606.0,377.0,-229.0,229.0,ncloc_identical,rule_config_analyzer_profile_signal
treatment,cgevans/qslib,2025-05,static_analysis_warnings,both,paper_commit_missing,False,,d02b38180d3a4f06775d13e613b0f382447d7c6b,227.0,1.0,-226.0,226.0,unknown,paper_commit_missing
control,aio-libs/aiohttp,2024-07,code_smells,both,exact_match,True,4c81115c0318aa2c7975cb92eeb8fcde9fc84f8f,4c81115c0318aa2c7975cb92eeb8fcde9fc84f8f,599.0,375.0,-224.0,224.0,ncloc_identical,rule_config_analyzer_profile_signal
control,PennyLaneAI/catalyst,2024-07,static_analysis_warnings,both,exact_match,True,9f8c66353f0240787a394ac725e7ffd239f5a448,9f8c66353f0240787a394ac725e7ffd239f5a448,496.0,273.0,-223.0,223.0,ncloc_close,source_scope_difference_or_mixed
control,jacebrowning/datafiles,2024-10,code_smells,both,exact_match,True,46280de29975a61a5d4cd09f36c806a2fb7db769,46280de29975a61a5d4cd09f36c806a2fb7db769,260.0,41.0,-219.0,219.0,ncloc_identical,rule_config_analyzer_profile_signal
control,jacebrowning/datafiles,2024-11,code_smells,both,exact_match,True,51ad26394a2b99ed8dfab0bd1538abfca73db233,51ad26394a2b99ed8dfab0bd1538abfca73db233,260.0,41.0,-219.0,219.0,ncloc_identical,rule_config_analyzer_profile_signal
control,jacebrowning/datafiles,2024-12,code_smells,both,paper_commit_missing,False,,51ad26394a2b99ed8dfab0bd1538abfca73db233,260.0,41.0,-219.0,219.0,unknown,paper_commit_missing
control,jacebrowning/datafiles,2025-01,code_smells,both,paper_commit_missing,False,,51ad26394a2b99ed8dfab0bd1538abfca73db233,260.0,41.0,-219.0,219.0,unknown,paper_commit_missing
control,jacebrowning/datafiles,2025-02,code_smells,both,exact_match,True,4c2b99a126d0f7ad8d13f5c55e098b07c3f51045,4c2b99a126d0f7ad8d13f5c55e098b07c3f51045,259.0,41.0,-218.0,218.0,ncloc_identical,rule_config_analyzer_profile_signal
control,jacebrowning/datafiles,2025-03,code_smells,both,paper_commit_missing,False,,4c2b99a126d0f7ad8d13f5c55e098b07c3f51045,259.0,41.0,-218.0,218.0,unknown,paper_commit_missing
control,jacebrowning/datafiles,2025-04,code_smells,both,exact_match,True,e07b38ed8d6e89f0887aa5ec6712934467742b36,e07b38ed8d6e89f0887aa5ec6712934467742b36,259.0,41.0,-218.0,218.0,ncloc_identical,rule_config_analyzer_profile_signal
control,jacebrowning/datafiles,2025-05,code_smells,both,exact_match,True,7516af8388fd968e6b7abbfb0df7d51d658142d2,7516af8388fd968e6b7abbfb0df7d51d658142d2,259.0,41.0,-218.0,218.0,ncloc_identical,rule_config_analyzer_profile_signal
control,jacebrowning/datafiles,2025-06,code_smells,both,exact_match,True,cb3628112394669d5a93a5804f4d6e23cf161eba,cb3628112394669d5a93a5804f4d6e23cf161eba,259.0,41.0,-218.0,218.0,ncloc_identical,rule_config_analyzer_profile_signal
control,jacebrowning/datafiles,2025-07,code_smells,both,exact_match,True,a7737126dae693f755013f0fcd11df7867274df6,a7737126dae693f755013f0fcd11df7867274df6,259.0,41.0,-218.0,218.0,ncloc_identical,rule_config_analyzer_profile_signal
control,jacebrowning/datafiles,2024-05,code_smells,both,exact_match,True,59566a650f2624f2fc214bd9d8b3c5e7d825da57,59566a650f2624f2fc214bd9d8b3c5e7d825da57,258.0,41.0,-217.0,217.0,ncloc_identical,rule_config_analyzer_profile_signal
control,jacebrowning/datafiles,2024-06,code_smells,both,paper_commit_missing,False,,59566a650f2624f2fc214bd9d8b3c5e7d825da57,258.0,41.0,-217.0,217.0,unknown,paper_commit_missing
control,jacebrowning/datafiles,2024-07,code_smells,both,exact_match,True,8840d02caab67fec49efe08a7912d1f39949a100,8840d02caab67fec49efe08a7912d1f39949a100,258.0,41.0,-217.0,217.0,ncloc_identical,rule_config_analyzer_profile_signal
control,jacebrowning/datafiles,2024-08,code_smells,both,exact_match,True,03281501945c2ae93ad35c5a618178d65bb2d0d8,03281501945c2ae93ad35c5a618178d65bb2d0d8,258.0,41.0,-217.0,217.0,ncloc_identical,rule_config_analyzer_profile_signal
control,jacebrowning/datafiles,2024-09,code_smells,both,paper_commit_missing,False,,03281501945c2ae93ad35c5a618178d65bb2d0d8,258.0,41.0,-217.0,217.0,unknown,paper_commit_missing
control,PennyLaneAI/catalyst,2024-06,static_analysis_warnings,both,exact_match,True,48948061e2d6a9d4ef1fbceb9f0503d2848958fd,48948061e2d6a9d4ef1fbceb9f0503d2848958fd,447.0,231.0,-216.0,216.0,ncloc_close,source_scope_difference_or_mixed
control,PennyLaneAI/catalyst,2024-08,code_smells,both,exact_match,True,00e67fd1a70931be2b7175bd200269561d6ec6f7,00e67fd1a70931be2b7175bd200269561d6ec6f7,485.0,269.0,-216.0,216.0,ncloc_close,source_scope_difference_or_mixed
control,jacebrowning/datafiles,2024-01,code_smells,both,exact_match,True,47ae5be927e7c079ca0b9a6b01b811bf9ffcf9bd,47ae5be927e7c079ca0b9a6b01b811bf9ffcf9bd,257.0,41.0,-216.0,216.0,ncloc_identical,rule_config_analyzer_profile_signal
control,jacebrowning/datafiles,2024-02,code_smells,both,paper_commit_missing,False,,47ae5be927e7c079ca0b9a6b01b811bf9ffcf9bd,257.0,41.0,-216.0,216.0,unknown,paper_commit_missing
control,jacebrowning/datafiles,2024-03,code_smells,both,exact_match,True,fc623e81f9e7476938a04e191b471aa90dc11d76,fc623e81f9e7476938a04e191b471aa90dc11d76,257.0,41.0,-216.0,216.0,ncloc_identical,rule_config_analyzer_profile_signal
control,jacebrowning/datafiles,2024-04,code_smells,both,paper_commit_missing,False,,fc623e81f9e7476938a04e191b471aa90dc11d76,257.0,41.0,-216.0,216.0,unknown,paper_commit_missing
treatment,Hankanman/Area-Occupancy-Detection,2025-06,static_analysis_warnings,both,mismatch,False,f0210dfef813f845b4e66ef0fd75727173c2248d,f58755cc8f73b85fb26ebf5e1b94c4a542457636,281.0,67.0,-214.0,214.0,unknown,commit_selection_difference
treatment,cgevans/qslib,2025-05,code_smells,both,paper_commit_missing,False,,d02b38180d3a4f06775d13e613b0f382447d7c6b,209.0,1.0,-208.0,208.0,unknown,paper_commit_missing
treatment,Hankanman/Area-Occupancy-Detection,2025-07,static_analysis_warnings,both,mismatch,False,47f11ad1045f73fa16377418df37b933c6f35f44,0d02b4e4a8a0ab050ac2516d063354f9306cc0b4,286.0,85.0,-201.0,201.0,unknown,commit_selection_difference
control,aio-libs/aiohttp,2025-03,static_analysis_warnings,both,exact_match,True,d2d3621211348aecb3d568e634ba0abb016b6009,d2d3621211348aecb3d568e634ba0abb016b6009,567.0,366.0,-201.0,201.0,ncloc_close,source_scope_difference_or_mixed
control,aio-libs/aiohttp,2024-11,static_analysis_warnings,both,exact_match,True,a37c4f28b7e3a4d19de283b36133abf9f4cb73cc,a37c4f28b7e3a4d19de283b36133abf9f4cb73cc,560.0,364.0,-196.0,196.0,ncloc_close,source_scope_difference_or_mixed
control,PennyLaneAI/catalyst,2024-07,code_smells,both,exact_match,True,9f8c66353f0240787a394ac725e7ffd239f5a448,9f8c66353f0240787a394ac725e7ffd239f5a448,459.0,264.0,-195.0,195.0,ncloc_close,source_scope_difference_or_mixed
control,aio-libs/aiohttp,2024-10,static_analysis_warnings,both,exact_match,True,e86b72f663ab1918e588853bf5fe5f458f72dbf2,e86b72f663ab1918e588853bf5fe5f458f72dbf2,549.0,355.0,-194.0,194.0,ncloc_close,source_scope_difference_or_mixed
control,aio-libs/aiohttp,2025-01,static_analysis_warnings,both,exact_match,True,3ef5f00f4cb4b4f7b2d6080485b399207c6a525f,3ef5f00f4cb4b4f7b2d6080485b399207c6a525f,560.0,367.0,-193.0,193.0,ncloc_close,source_scope_difference_or_mixed
control,aio-libs/aiohttp,2024-09,static_analysis_warnings,both,exact_match,True,22a12cc2e2ef289d9e96fd87dfc17272177e52ac,22a12cc2e2ef289d9e96fd87dfc17272177e52ac,549.0,357.0,-192.0,192.0,ncloc_identical,rule_config_analyzer_profile_signal
control,aio-libs/aiohttp,2024-12,static_analysis_warnings,both,exact_match,True,b103bbca6b753e5b5357367cbaed10c7eade5a44,b103bbca6b753e5b5357367cbaed10c7eade5a44,561.0,369.0,-192.0,192.0,ncloc_close,source_scope_difference_or_mixed
control,aio-libs/aiohttp,2025-06,static_analysis_warnings,both,exact_match,True,84a2bf121836b29cdf8b2a9aa3308cb6dcc9fb35,84a2bf121836b29cdf8b2a9aa3308cb6dcc9fb35,620.0,429.0,-191.0,191.0,ncloc_close,source_scope_difference_or_mixed
control,PennyLaneAI/catalyst,2024-06,code_smells,both,exact_match,True,48948061e2d6a9d4ef1fbceb9f0503d2848958fd,48948061e2d6a9d4ef1fbceb9f0503d2848958fd,414.0,224.0,-190.0,190.0,ncloc_close,source_scope_difference_or_mixed
control,aio-libs/aiohttp,2025-05,static_analysis_warnings,both,exact_match,True,1710f059dd6c63fcac1efbfd041b1e1cdda9f474,1710f059dd6c63fcac1efbfd041b1e1cdda9f474,608.0,422.0,-186.0,186.0,ncloc_close,source_scope_difference_or_mixed
control,aio-libs/aiohttp,2024-10,code_smells,both,exact_match,True,e86b72f663ab1918e588853bf5fe5f458f72dbf2,e86b72f663ab1918e588853bf5fe5f458f72dbf2,528.0,345.0,-183.0,183.0,ncloc_close,source_scope_difference_or_mixed
control,aio-libs/aiohttp,2025-03,code_smells,both,exact_match,True,d2d3621211348aecb3d568e634ba0abb016b6009,d2d3621211348aecb3d568e634ba0abb016b6009,539.0,356.0,-183.0,183.0,ncloc_close,source_scope_difference_or_mixed
control,aio-libs/aiohttp,2024-09,code_smells,both,exact_match,True,22a12cc2e2ef289d9e96fd87dfc17272177e52ac,22a12cc2e2ef289d9e96fd87dfc17272177e52ac,528.0,346.0,-182.0,182.0,ncloc_identical,rule_config_analyzer_profile_signal
control,aio-libs/aiohttp,2024-11,code_smells,both,exact_match,True,a37c4f28b7e3a4d19de283b36133abf9f4cb73cc,a37c4f28b7e3a4d19de283b36133abf9f4cb73cc,533.0,354.0,-179.0,179.0,ncloc_close,source_scope_difference_or_mixed
control,dymmond/edgy,2025-07,static_analysis_warnings,both,exact_match,True,2539500a350d0adbcb0486ba4525a8862ac753dd,2539500a350d0adbcb0486ba4525a8862ac753dd,376.0,197.0,-179.0,179.0,ncloc_identical,rule_config_analyzer_profile_signal
control,dymmond/edgy,2025-08,static_analysis_warnings,both,paper_commit_missing,False,,2539500a350d0adbcb0486ba4525a8862ac753dd,376.0,197.0,-179.0,179.0,unknown,paper_commit_missing
control,aio-libs/aiohttp,2025-01,code_smells,both,exact_match,True,3ef5f00f4cb4b4f7b2d6080485b399207c6a525f,3ef5f00f4cb4b4f7b2d6080485b399207c6a525f,532.0,356.0,-176.0,176.0,ncloc_close,source_scope_difference_or_mixed
control,aio-libs/aiohttp,2024-12,code_smells,both,exact_match,True,b103bbca6b753e5b5357367cbaed10c7eade5a44,b103bbca6b753e5b5357367cbaed10c7eade5a44,533.0,358.0,-175.0,175.0,ncloc_close,source_scope_difference_or_mixed
control,PennyLaneAI/catalyst,2024-05,static_analysis_warnings,both,exact_match,True,de712cfd803d1a535a009a4a7edb38c898c7aa54,de712cfd803d1a535a009a4a7edb38c898c7aa54,379.0,211.0,-168.0,168.0,ncloc_close,source_scope_difference_or_mixed
control,dymmond/edgy,2025-07,code_smells,both,exact_match,True,2539500a350d0adbcb0486ba4525a8862ac753dd,2539500a350d0adbcb0486ba4525a8862ac753dd,342.0,179.0,-163.0,163.0,ncloc_identical,rule_config_analyzer_profile_signal
control,dymmond/edgy,2025-08,code_smells,both,paper_commit_missing,False,,2539500a350d0adbcb0486ba4525a8862ac753dd,342.0,179.0,-163.0,163.0,unknown,paper_commit_missing
control,aio-libs/aiohttp,2025-05,code_smells,both,exact_match,True,1710f059dd6c63fcac1efbfd041b1e1cdda9f474,1710f059dd6c63fcac1efbfd041b1e1cdda9f474,572.0,411.0,-161.0,161.0,ncloc_close,source_scope_difference_or_mixed
control,aio-libs/aiohttp,2025-06,code_smells,both,exact_match,True,84a2bf121836b29cdf8b2a9aa3308cb6dcc9fb35,84a2bf121836b29cdf8b2a9aa3308cb6dcc9fb35,578.0,418.0,-160.0,160.0,ncloc_close,source_scope_difference_or_mixed
control,dymmond/edgy,2025-05,static_analysis_warnings,both,exact_match,True,e9c3ec3948d50eecc353884feac6b45abb753578,e9c3ec3948d50eecc353884feac6b45abb753578,376.0,216.0,-160.0,160.0,ncloc_identical,rule_config_analyzer_profile_signal
control,dymmond/edgy,2025-06,static_analysis_warnings,both,exact_match,True,296c59535df2ac0485f1bcb2616e23cfe596db99,296c59535df2ac0485f1bcb2616e23cfe596db99,375.0,216.0,-159.0,159.0,ncloc_identical,rule_config_analyzer_profile_signal
