source_group,repo_name,time,metric,row_overlap_status,commit_match_status,commit_equal_or_prefix,paper_latest_commit,our_latest_commit,paper_value,our_value,diff,abs_diff,ncloc_scope_status,cause_category
control,PennyLaneAI/catalyst,2024-04,static_analysis_warnings,both,exact_match,True,bd4766f85314aa110a202991d38338ac969fc846,bd4766f85314aa110a202991d38338ac969fc846,370.0,212.0,-158.0,158.0,ncloc_close,source_scope_difference_or_mixed
control,PennyLaneAI/catalyst,2024-03,static_analysis_warnings,both,exact_match,True,72698d8120bd691e7c197bb7c852e1228a261db4,72698d8120bd691e7c197bb7c852e1228a261db4,363.0,209.0,-154.0,154.0,ncloc_close,source_scope_difference_or_mixed
control,PennyLaneAI/catalyst,2024-02,static_analysis_warnings,both,exact_match,True,2689a354b64ab9e15859dc3155414b1e0f28b127,2689a354b64ab9e15859dc3155414b1e0f28b127,343.0,190.0,-153.0,153.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2024-09,code_smells,both,exact_match,True,9a17d966d31a71d931ba83375444e30a12525fcd,9a17d966d31a71d931ba83375444e30a12525fcd,1384.0,1233.0,-151.0,151.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2024-09,static_analysis_warnings,both,exact_match,True,9a17d966d31a71d931ba83375444e30a12525fcd,9a17d966d31a71d931ba83375444e30a12525fcd,1425.0,1277.0,-148.0,148.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2025-02,code_smells,both,exact_match,True,963c39ee31b67106336fa28dd56c73d065349a3d,963c39ee31b67106336fa28dd56c73d065349a3d,1333.0,1187.0,-146.0,146.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2025-03,code_smells,both,exact_match,True,12d618e1897f5aeebbb669573f95b24b865bcf83,12d618e1897f5aeebbb669573f95b24b865bcf83,1333.0,1187.0,-146.0,146.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2025-04,code_smells,both,exact_match,True,f793b498e47e0ce9e9944d4d54e215b8c88d40f7,f793b498e47e0ce9e9944d4d54e215b8c88d40f7,1333.0,1187.0,-146.0,146.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2025-05,code_smells,both,exact_match,True,80314c16683b64155db66144dfd93f4e3179e0aa,80314c16683b64155db66144dfd93f4e3179e0aa,1335.0,1189.0,-146.0,146.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2025-06,code_smells,both,paper_commit_missing,False,,80314c16683b64155db66144dfd93f4e3179e0aa,1335.0,1189.0,-146.0,146.0,unknown,paper_commit_missing
control,believethehype/nostrdvm,2025-07,code_smells,both,paper_commit_missing,False,,80314c16683b64155db66144dfd93f4e3179e0aa,1335.0,1189.0,-146.0,146.0,unknown,paper_commit_missing
control,believethehype/nostrdvm,2025-08,code_smells,both,exact_match,True,e48dfe7e7ae497453383502f9de26ed22b0fc7e8,e48dfe7e7ae497453383502f9de26ed22b0fc7e8,1339.0,1193.0,-146.0,146.0,ncloc_close,source_scope_difference_or_mixed
control,dymmond/edgy,2025-05,code_smells,both,exact_match,True,e9c3ec3948d50eecc353884feac6b45abb753578,e9c3ec3948d50eecc353884feac6b45abb753578,344.0,200.0,-144.0,144.0,ncloc_identical,rule_config_analyzer_profile_signal
control,dymmond/edgy,2025-06,code_smells,both,exact_match,True,296c59535df2ac0485f1bcb2616e23cfe596db99,296c59535df2ac0485f1bcb2616e23cfe596db99,343.0,200.0,-143.0,143.0,ncloc_identical,rule_config_analyzer_profile_signal
control,PennyLaneAI/catalyst,2024-05,code_smells,both,exact_match,True,de712cfd803d1a535a009a4a7edb38c898c7aa54,de712cfd803d1a535a009a4a7edb38c898c7aa54,346.0,204.0,-142.0,142.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2024-10,code_smells,both,exact_match,True,25dfaa5d9d8d6f1953316fc9c07bb9236c842e40,25dfaa5d9d8d6f1953316fc9c07bb9236c842e40,1379.0,1237.0,-142.0,142.0,ncloc_close,source_scope_difference_or_mixed
control,PennyLaneAI/catalyst,2024-04,code_smells,both,exact_match,True,bd4766f85314aa110a202991d38338ac969fc846,bd4766f85314aa110a202991d38338ac969fc846,346.0,205.0,-141.0,141.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2025-01,code_smells,both,exact_match,True,86d96a4772f8f217bb372c7d811277420b6cc930,86d96a4772f8f217bb372c7d811277420b6cc930,1295.0,1156.0,-139.0,139.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2024-08,code_smells,both,exact_match,True,8785288c9792a28f5aca7b34d63951113ed0ba70,8785288c9792a28f5aca7b34d63951113ed0ba70,1180.0,1042.0,-138.0,138.0,ncloc_close,source_scope_difference_or_mixed
control,PennyLaneAI/catalyst,2024-03,code_smells,both,exact_match,True,72698d8120bd691e7c197bb7c852e1228a261db4,72698d8120bd691e7c197bb7c852e1228a261db4,339.0,202.0,-137.0,137.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2024-10,static_analysis_warnings,both,exact_match,True,25dfaa5d9d8d6f1953316fc9c07bb9236c842e40,25dfaa5d9d8d6f1953316fc9c07bb9236c842e40,1418.0,1281.0,-137.0,137.0,ncloc_close,source_scope_difference_or_mixed
control,PennyLaneAI/catalyst,2024-01,static_analysis_warnings,both,exact_match,True,96a8d1eb8531937461a9449da5af3354a7322675,96a8d1eb8531937461a9449da5af3354a7322675,290.0,154.0,-136.0,136.0,ncloc_close,source_scope_difference_or_mixed
control,PennyLaneAI/catalyst,2024-02,code_smells,both,exact_match,True,2689a354b64ab9e15859dc3155414b1e0f28b127,2689a354b64ab9e15859dc3155414b1e0f28b127,319.0,183.0,-136.0,136.0,ncloc_close,source_scope_difference_or_mixed
control,aio-libs/aiohttp,2025-04,static_analysis_warnings,both,exact_match,True,299fe00a2b7b1f5def7daa98260263a61bc9772d,299fe00a2b7b1f5def7daa98260263a61bc9772d,512.0,376.0,-136.0,136.0,ncloc_different,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2024-11,code_smells,both,exact_match,True,8dedff5b20dcbaa64f40672faadb34c93b5111d2,8dedff5b20dcbaa64f40672faadb34c93b5111d2,1251.0,1115.0,-136.0,136.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2024-12,code_smells,both,exact_match,True,09873fd990809b06cc4218215f48575c41c969e3,09873fd990809b06cc4218215f48575c41c969e3,1277.0,1142.0,-135.0,135.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-12,code_smells,both,exact_match,True,026e469c043e4d009ffca22d01df4141527ee06c,026e469c043e4d009ffca22d01df4141527ee06c,736.0,604.0,-132.0,132.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2025-01,code_smells,both,exact_match,True,f0b4ccd97823138abe97f586925dcd04d95e2963,f0b4ccd97823138abe97f586925dcd04d95e2963,738.0,606.0,-132.0,132.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2024-08,static_analysis_warnings,both,exact_match,True,8785288c9792a28f5aca7b34d63951113ed0ba70,8785288c9792a28f5aca7b34d63951113ed0ba70,1217.0,1086.0,-131.0,131.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2025-01,static_analysis_warnings,both,exact_match,True,86d96a4772f8f217bb372c7d811277420b6cc930,86d96a4772f8f217bb372c7d811277420b6cc930,1336.0,1207.0,-129.0,129.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2024-11,static_analysis_warnings,both,exact_match,True,8dedff5b20dcbaa64f40672faadb34c93b5111d2,8dedff5b20dcbaa64f40672faadb34c93b5111d2,1291.0,1163.0,-128.0,128.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2025-02,static_analysis_warnings,both,exact_match,True,963c39ee31b67106336fa28dd56c73d065349a3d,963c39ee31b67106336fa28dd56c73d065349a3d,1374.0,1246.0,-128.0,128.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2025-03,static_analysis_warnings,both,exact_match,True,12d618e1897f5aeebbb669573f95b24b865bcf83,12d618e1897f5aeebbb669573f95b24b865bcf83,1374.0,1246.0,-128.0,128.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2025-04,static_analysis_warnings,both,exact_match,True,f793b498e47e0ce9e9944d4d54e215b8c88d40f7,f793b498e47e0ce9e9944d4d54e215b8c88d40f7,1374.0,1246.0,-128.0,128.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2025-05,static_analysis_warnings,both,exact_match,True,80314c16683b64155db66144dfd93f4e3179e0aa,80314c16683b64155db66144dfd93f4e3179e0aa,1376.0,1248.0,-128.0,128.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2025-06,static_analysis_warnings,both,paper_commit_missing,False,,80314c16683b64155db66144dfd93f4e3179e0aa,1376.0,1248.0,-128.0,128.0,unknown,paper_commit_missing
control,believethehype/nostrdvm,2025-07,static_analysis_warnings,both,paper_commit_missing,False,,80314c16683b64155db66144dfd93f4e3179e0aa,1376.0,1248.0,-128.0,128.0,unknown,paper_commit_missing
control,aio-libs/aiohttp,2025-02,static_analysis_warnings,both,exact_match,True,a5f520552d95fd0b348c9183cd51b38869a49334,a5f520552d95fd0b348c9183cd51b38869a49334,500.0,373.0,-127.0,127.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2025-08,static_analysis_warnings,both,exact_match,True,e48dfe7e7ae497453383502f9de26ed22b0fc7e8,e48dfe7e7ae497453383502f9de26ed22b0fc7e8,1379.0,1252.0,-127.0,127.0,ncloc_close,source_scope_difference_or_mixed
control,aio-libs/aiohttp,2025-07,static_analysis_warnings,both,exact_match,True,f6941e738fd5f8b3b110dcf7d1e63ee41de86a70,f6941e738fd5f8b3b110dcf7d1e63ee41de86a70,557.0,433.0,-124.0,124.0,ncloc_close,source_scope_difference_or_mixed
control,aio-libs/aiohttp,2025-08,static_analysis_warnings,both,exact_match,True,acfc2e6e34e36c5afadc665ac3a6ffb5c1e00234,acfc2e6e34e36c5afadc665ac3a6ffb5c1e00234,557.0,433.0,-124.0,124.0,ncloc_close,source_scope_difference_or_mixed
control,aio-libs/aiohttp,2025-04,code_smells,both,exact_match,True,299fe00a2b7b1f5def7daa98260263a61bc9772d,299fe00a2b7b1f5def7daa98260263a61bc9772d,489.0,366.0,-123.0,123.0,ncloc_different,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2024-12,static_analysis_warnings,both,exact_match,True,09873fd990809b06cc4218215f48575c41c969e3,09873fd990809b06cc4218215f48575c41c969e3,1315.0,1192.0,-123.0,123.0,ncloc_close,source_scope_difference_or_mixed
control,PennyLaneAI/catalyst,2024-01,code_smells,both,exact_match,True,96a8d1eb8531937461a9449da5af3354a7322675,96a8d1eb8531937461a9449da5af3354a7322675,269.0,147.0,-122.0,122.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-11,code_smells,both,exact_match,True,5f3a46921e55abdb97b68723af5308aabac1ea0d,5f3a46921e55abdb97b68723af5308aabac1ea0d,722.0,601.0,-121.0,121.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-12,static_analysis_warnings,both,exact_match,True,026e469c043e4d009ffca22d01df4141527ee06c,026e469c043e4d009ffca22d01df4141527ee06c,910.0,789.0,-121.0,121.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2025-01,static_analysis_warnings,both,exact_match,True,f0b4ccd97823138abe97f586925dcd04d95e2963,f0b4ccd97823138abe97f586925dcd04d95e2963,912.0,791.0,-121.0,121.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2025-02,code_smells,both,exact_match,True,5fa3f4c3be440db533d57fbb118fc03ddcd0c3b5,5fa3f4c3be440db533d57fbb118fc03ddcd0c3b5,741.0,621.0,-120.0,120.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2025-03,code_smells,both,exact_match,True,aa7a32f1654f2bb6d0dab7705d099a4d23db93c8,aa7a32f1654f2bb6d0dab7705d099a4d23db93c8,774.0,654.0,-120.0,120.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2025-04,code_smells,both,exact_match,True,d9435af911347aca6f33c1e847a64f4309f63c83,d9435af911347aca6f33c1e847a64f4309f63c83,774.0,654.0,-120.0,120.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2025-05,code_smells,both,exact_match,True,9783d4150a596167e276f941b23db0abfb41fd5f,9783d4150a596167e276f941b23db0abfb41fd5f,755.0,638.0,-117.0,117.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2025-06,code_smells,both,exact_match,True,5b93758fc556b726ca84e652fa2b3601f4d740b2,5b93758fc556b726ca84e652fa2b3601f4d740b2,755.0,638.0,-117.0,117.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2025-07,code_smells,both,exact_match,True,3ab7cfe800078ca0da9dfc42948af2fff32db2bb,3ab7cfe800078ca0da9dfc42948af2fff32db2bb,755.0,638.0,-117.0,117.0,ncloc_close,source_scope_difference_or_mixed
control,aio-libs/aiohttp,2025-02,code_smells,both,exact_match,True,a5f520552d95fd0b348c9183cd51b38869a49334,a5f520552d95fd0b348c9183cd51b38869a49334,478.0,365.0,-113.0,113.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2025-02,static_analysis_warnings,both,exact_match,True,5fa3f4c3be440db533d57fbb118fc03ddcd0c3b5,5fa3f4c3be440db533d57fbb118fc03ddcd0c3b5,907.0,796.0,-111.0,111.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2025-03,static_analysis_warnings,both,exact_match,True,aa7a32f1654f2bb6d0dab7705d099a4d23db93c8,aa7a32f1654f2bb6d0dab7705d099a4d23db93c8,941.0,830.0,-111.0,111.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2025-04,static_analysis_warnings,both,exact_match,True,d9435af911347aca6f33c1e847a64f4309f63c83,d9435af911347aca6f33c1e847a64f4309f63c83,941.0,830.0,-111.0,111.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-11,static_analysis_warnings,both,exact_match,True,5f3a46921e55abdb97b68723af5308aabac1ea0d,5f3a46921e55abdb97b68723af5308aabac1ea0d,896.0,786.0,-110.0,110.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-08,code_smells,both,exact_match,True,ee3c2a33837392370f724af88090ac5725af2df3,ee3c2a33837392370f724af88090ac5725af2df3,598.0,489.0,-109.0,109.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-09,code_smells,both,exact_match,True,adf9c3e640dcf158b1939a67fc424a5a38f34b05,adf9c3e640dcf158b1939a67fc424a5a38f34b05,599.0,490.0,-109.0,109.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-10,code_smells,both,exact_match,True,8ab103e8b8df63345e967be734504433210de708,8ab103e8b8df63345e967be734504433210de708,703.0,595.0,-108.0,108.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2025-05,static_analysis_warnings,both,exact_match,True,9783d4150a596167e276f941b23db0abfb41fd5f,9783d4150a596167e276f941b23db0abfb41fd5f,922.0,814.0,-108.0,108.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2025-06,static_analysis_warnings,both,exact_match,True,5b93758fc556b726ca84e652fa2b3601f4d740b2,5b93758fc556b726ca84e652fa2b3601f4d740b2,922.0,814.0,-108.0,108.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2025-07,static_analysis_warnings,both,exact_match,True,3ab7cfe800078ca0da9dfc42948af2fff32db2bb,3ab7cfe800078ca0da9dfc42948af2fff32db2bb,922.0,814.0,-108.0,108.0,ncloc_close,source_scope_difference_or_mixed
treatment,ResearchHub/researchhub-backend,2024-01,code_smells,both,exact_match,True,fd34f4bcb44c74f5e5e65d22a4e60528b46c8c5e,fd34f4bcb44c74f5e5e65d22a4e60528b46c8c5e,943.0,836.0,-107.0,107.0,ncloc_close,source_scope_difference_or_mixed
treatment,ResearchHub/researchhub-backend,2024-02,code_smells,both,exact_match,True,082491f7b25a2fb7477f126520ad723aed615118,082491f7b25a2fb7477f126520ad723aed615118,968.0,862.0,-106.0,106.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-08,static_analysis_warnings,both,exact_match,True,ee3c2a33837392370f724af88090ac5725af2df3,ee3c2a33837392370f724af88090ac5725af2df3,602.0,502.0,-100.0,100.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-09,static_analysis_warnings,both,exact_match,True,adf9c3e640dcf158b1939a67fc424a5a38f34b05,adf9c3e640dcf158b1939a67fc424a5a38f34b05,603.0,503.0,-100.0,100.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-07,code_smells,both,exact_match,True,f022df49930204a30688e7b979ab155f18833dd5,f022df49930204a30688e7b979ab155f18833dd5,591.0,493.0,-98.0,98.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-10,static_analysis_warnings,both,exact_match,True,8ab103e8b8df63345e967be734504433210de708,8ab103e8b8df63345e967be734504433210de708,876.0,779.0,-97.0,97.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-06,code_smells,both,exact_match,True,2004f4bf223d5d003203bf1b8d2c60e4262a357a,2004f4bf223d5d003203bf1b8d2c60e4262a357a,572.0,476.0,-96.0,96.0,ncloc_close,source_scope_difference_or_mixed
control,aio-libs/aiohttp,2025-07,code_smells,both,exact_match,True,f6941e738fd5f8b3b110dcf7d1e63ee41de86a70,f6941e738fd5f8b3b110dcf7d1e63ee41de86a70,520.0,424.0,-96.0,96.0,ncloc_close,source_scope_difference_or_mixed
control,aio-libs/aiohttp,2025-08,code_smells,both,exact_match,True,acfc2e6e34e36c5afadc665ac3a6ffb5c1e00234,acfc2e6e34e36c5afadc665ac3a6ffb5c1e00234,520.0,424.0,-96.0,96.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-05,code_smells,both,exact_match,True,fd8842c5be918ecf40f5f85d99131591e52a5289,fd8842c5be918ecf40f5f85d99131591e52a5289,659.0,565.0,-94.0,94.0,ncloc_close,source_scope_difference_or_mixed
treatment,ericmjl/llamabot,2025-08,code_smells,both,exact_match,True,664caeb1ec878d73b10a60e210a111d8ff2ae612,664caeb1ec878d73b10a60e210a111d8ff2ae612,266.0,174.0,-92.0,92.0,ncloc_close,source_scope_difference_or_mixed
treatment,ericmjl/llamabot,2025-08,static_analysis_warnings,both,exact_match,True,664caeb1ec878d73b10a60e210a111d8ff2ae612,664caeb1ec878d73b10a60e210a111d8ff2ae612,283.0,192.0,-91.0,91.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-07,static_analysis_warnings,both,exact_match,True,f022df49930204a30688e7b979ab155f18833dd5,f022df49930204a30688e7b979ab155f18833dd5,595.0,506.0,-89.0,89.0,ncloc_close,source_scope_difference_or_mixed
treatment,ericmjl/llamabot,2025-07,code_smells,both,exact_match,True,876ea531ed292cbc9c57fe4577f17b64e119f8d0,876ea531ed292cbc9c57fe4577f17b64e119f8d0,255.0,166.0,-89.0,89.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-06,static_analysis_warnings,both,exact_match,True,2004f4bf223d5d003203bf1b8d2c60e4262a357a,2004f4bf223d5d003203bf1b8d2c60e4262a357a,576.0,489.0,-87.0,87.0,ncloc_close,source_scope_difference_or_mixed
treatment,ResearchHub/researchhub-backend,2024-03,code_smells,both,exact_match,True,846af110c8dbc352f7e5a367bfcb84015599ad69,846af110c8dbc352f7e5a367bfcb84015599ad69,952.0,865.0,-87.0,87.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-05,static_analysis_warnings,both,exact_match,True,fd8842c5be918ecf40f5f85d99131591e52a5289,fd8842c5be918ecf40f5f85d99131591e52a5289,663.0,578.0,-85.0,85.0,ncloc_close,source_scope_difference_or_mixed
treatment,ResearchHub/researchhub-backend,2024-04,code_smells,both,exact_match,True,3071ea750bcff8f981dfdc6550b191da46b16655,3071ea750bcff8f981dfdc6550b191da46b16655,915.0,830.0,-85.0,85.0,ncloc_close,source_scope_difference_or_mixed
treatment,ericmjl/llamabot,2025-07,static_analysis_warnings,both,exact_match,True,876ea531ed292cbc9c57fe4577f17b64e119f8d0,876ea531ed292cbc9c57fe4577f17b64e119f8d0,269.0,186.0,-83.0,83.0,ncloc_close,source_scope_difference_or_mixed
treatment,ResearchHub/researchhub-backend,2024-05,code_smells,both,exact_match,True,278ec825c32f29bc9d27e22e92294c537ef3b27a,278ec825c32f29bc9d27e22e92294c537ef3b27a,927.0,846.0,-81.0,81.0,ncloc_close,source_scope_difference_or_mixed
treatment,ResearchHub/researchhub-backend,2024-07,code_smells,both,exact_match,True,4c63758dee4c50db5933948ffba59f2bbe2bea2e,4c63758dee4c50db5933948ffba59f2bbe2bea2e,928.0,849.0,-79.0,79.0,ncloc_close,source_scope_difference_or_mixed
treatment,ResearchHub/researchhub-backend,2024-08,code_smells,both,exact_match,True,9c333f30a21dbdac8115428bde6af3668db475e3,9c333f30a21dbdac8115428bde6af3668db475e3,854.0,780.0,-74.0,74.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-03,static_analysis_warnings,both,exact_match,True,799fd97eb17fd65c8c7733052bac265f5c4b49c3,799fd97eb17fd65c8c7733052bac265f5c4b49c3,544.0,471.0,-73.0,73.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-04,static_analysis_warnings,both,exact_match,True,eff2549b7d5c1266d0a48e552c6244f9539c3e03,eff2549b7d5c1266d0a48e552c6244f9539c3e03,635.0,562.0,-73.0,73.0,ncloc_close,source_scope_difference_or_mixed
treatment,ResearchHub/researchhub-backend,2024-01,static_analysis_warnings,both,exact_match,True,fd34f4bcb44c74f5e5e65d22a4e60528b46c8c5e,fd34f4bcb44c74f5e5e65d22a4e60528b46c8c5e,1035.0,963.0,-72.0,72.0,ncloc_close,source_scope_difference_or_mixed
treatment,ResearchHub/researchhub-backend,2024-06,code_smells,both,exact_match,True,7de905300075c748dc563bca975343546e6c0ffd,7de905300075c748dc563bca975343546e6c0ffd,926.0,854.0,-72.0,72.0,ncloc_close,source_scope_difference_or_mixed
treatment,ResearchHub/researchhub-backend,2024-02,static_analysis_warnings,both,exact_match,True,082491f7b25a2fb7477f126520ad723aed615118,082491f7b25a2fb7477f126520ad723aed615118,1062.0,991.0,-71.0,71.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-04,code_smells,both,exact_match,True,eff2549b7d5c1266d0a48e552c6244f9539c3e03,eff2549b7d5c1266d0a48e552c6244f9539c3e03,619.0,552.0,-67.0,67.0,ncloc_close,source_scope_difference_or_mixed
treatment,ResearchHub/researchhub-backend,2025-01,code_smells,both,exact_match,True,05856cbd0bcd4603d524fc9fddb530764b608f55,05856cbd0bcd4603d524fc9fddb530764b608f55,755.0,688.0,-67.0,67.0,ncloc_close,source_scope_difference_or_mixed
treatment,ResearchHub/researchhub-backend,2025-02,code_smells,both,exact_match,True,512f30cd6e0d048732a1f6f6e3a2e7dcfd9e10df,512f30cd6e0d048732a1f6f6e3a2e7dcfd9e10df,713.0,648.0,-65.0,65.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2024-07,code_smells,both,exact_match,True,728db264af2b01dafe19e7352d4f6b55c5ff0ccb,728db264af2b01dafe19e7352d4f6b55c5ff0ccb,1035.0,970.0,-65.0,65.0,ncloc_close,source_scope_difference_or_mixed
treatment,OpenSPP/openspp-modules,2024-03,code_smells,both,exact_match,True,799fd97eb17fd65c8c7733052bac265f5c4b49c3,799fd97eb17fd65c8c7733052bac265f5c4b49c3,525.0,462.0,-63.0,63.0,ncloc_close,source_scope_difference_or_mixed
treatment,ResearchHub/researchhub-backend,2024-09,code_smells,both,exact_match,True,d3a04d8c47ad9aedb2c9d0183fd9c2c05177bb73,d3a04d8c47ad9aedb2c9d0183fd9c2c05177bb73,816.0,754.0,-62.0,62.0,ncloc_close,source_scope_difference_or_mixed
treatment,ResearchHub/researchhub-backend,2024-10,code_smells,both,exact_match,True,6465c99f3778f57fe6a5e06231f5ea8b5d92b708,6465c99f3778f57fe6a5e06231f5ea8b5d92b708,791.0,730.0,-61.0,61.0,ncloc_close,source_scope_difference_or_mixed
control,believethehype/nostrdvm,2024-07,static_analysis_warnings,both,exact_match,True,728db264af2b01dafe19e7352d4f6b55c5ff0ccb,728db264af2b01dafe19e7352d4f6b55c5ff0ccb,1069.0,1008.0,-61.0,61.0,ncloc_close,source_scope_difference_or_mixed
treatment,vietanhdev/anylabeling,2025-03,static_analysis_warnings,both,exact_match,True,ef59ccbb42cd29ff3ccddf1eb4d6ca6f26df737f,ef59ccbb42cd29ff3ccddf1eb4d6ca6f26df737f,60.0,0.0,-60.0,60.0,ncloc_missing,ncloc_missing_exact_commit
control,NVIDIA/cuEquivariance,2025-08,static_analysis_warnings,both,exact_match,True,5942dd5c8783949e83c462f012060bb767c6154e,5942dd5c8783949e83c462f012060bb767c6154e,388.0,331.0,-57.0,57.0,ncloc_identical,rule_config_analyzer_profile_signal
treatment,Kiln-AI/Kiln,2025-06,static_analysis_warnings,both,mismatch,False,1c202005a30b7b5e4b855cf8f0d879e305d9ec73,d1b131ca42c7ebb995731d63754a8829e72f0bd2,282.0,226.0,-56.0,56.0,unknown,commit_selection_difference
treatment,ResearchHub/researchhub-backend,2024-11,code_smells,both,exact_match,True,620391ecf35228d3dad783476c988b49513072f3,620391ecf35228d3dad783476c988b49513072f3,772.0,716.0,-56.0,56.0,ncloc_close,source_scope_difference_or_mixed
treatment,ResearchHub/researchhub-backend,2024-12,code_smells,both,exact_match,True,15ee57839549ff325c9142e4e432b4cbf37d8b67,15ee57839549ff325c9142e4e432b4cbf37d8b67,741.0,685.0,-56.0,56.0,ncloc_close,source_scope_difference_or_mixed
control,NVIDIA/cuEquivariance,2025-07,static_analysis_warnings,both,exact_match,True,5fbf607f5361e40352d0f9b49ed60260a48ad91c,5fbf607f5361e40352d0f9b49ed60260a48ad91c,380.0,326.0,-54.0,54.0,ncloc_identical,rule_config_analyzer_profile_signal
control,FolhaSP/mosaico,2025-07,static_analysis_warnings,both,exact_match,True,b3c2a5e6ed21ebdabf955c519d66a458c2bd08e4,b3c2a5e6ed21ebdabf955c519d66a458c2bd08e4,65.0,13.0,-52.0,52.0,ncloc_identical,rule_config_analyzer_profile_signal
control,NVIDIA/cuEquivariance,2025-08,code_smells,both,exact_match,True,5942dd5c8783949e83c462f012060bb767c6154e,5942dd5c8783949e83c462f012060bb767c6154e,368.0,316.0,-52.0,52.0,ncloc_identical,rule_config_analyzer_profile_signal
treatment,ResearchHub/researchhub-backend,2024-03,static_analysis_warnings,both,exact_match,True,846af110c8dbc352f7e5a367bfcb84015599ad69,846af110c8dbc352f7e5a367bfcb84015599ad69,1046.0,994.0,-52.0,52.0,ncloc_close,source_scope_difference_or_mixed
