source_group,repo_name,time,paper_latest_commit,paper_ncloc,paper_bugs,paper_vulnerabilities,paper_code_smells,paper_duplicated_lines_density,paper_comment_lines_density,paper_cognitive_complexity,paper_technical_debt,paper_static_analysis_warnings,our_latest_commit,our_ncloc,our_bugs,our_vulnerabilities,our_code_smells,our_duplicated_lines_density,our_comment_lines_density,our_cognitive_complexity,our_technical_debt,our_static_analysis_warnings,row_overlap_status,commit_match_status,commit_equal_or_prefix,diff_ncloc,abs_diff_ncloc,diff_bugs,abs_diff_bugs,diff_vulnerabilities,abs_diff_vulnerabilities,diff_code_smells,abs_diff_code_smells,diff_duplicated_lines_density,abs_diff_duplicated_lines_density,diff_comment_lines_density,abs_diff_comment_lines_density,diff_cognitive_complexity,abs_diff_cognitive_complexity,diff_technical_debt,abs_diff_technical_debt,diff_static_analysis_warnings,abs_diff_static_analysis_warnings
control,GispoCoding/qgis-venv-creator,2025-07,,,,,,,,,,,da97781d79749fa683611204606b94966dfbc799,513.0,0.0,0.0,1.0,0.0,11.4,66.0,8.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,GispoCoding/qgis-venv-creator,2025-08,,,,,,,,,,,da97781d79749fa683611204606b94966dfbc799,513.0,0.0,0.0,1.0,0.0,11.4,66.0,8.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,2025-04,,,,,,,,,,,67e7825535fd093466c771318341bcd40be55e13,851.0,0.0,0.0,19.0,0.0,24.2,138.0,96.0,19.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,2025-05,,,,,,,,,,,67e7825535fd093466c771318341bcd40be55e13,851.0,0.0,0.0,19.0,0.0,24.2,138.0,96.0,19.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,2025-06,,,,,,,,,,,67e7825535fd093466c771318341bcd40be55e13,851.0,0.0,0.0,19.0,0.0,24.2,138.0,96.0,19.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,2025-07,,,,,,,,,,,67e7825535fd093466c771318341bcd40be55e13,851.0,0.0,0.0,19.0,0.0,24.2,138.0,96.0,19.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,2025-08,,,,,,,,,,,67e7825535fd093466c771318341bcd40be55e13,851.0,0.0,0.0,19.0,0.0,24.2,138.0,96.0,19.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,IBM/mt-rag-benchmark,2025-05,,,,,,,,,,,c60072e6cb1b08213c7178ef1364f9958a940e3d,81.0,0.0,0.0,0.0,0.0,13.8,43.0,0.0,0.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,IBM/mt-rag-benchmark,2025-06,,,,,,,,,,,c60072e6cb1b08213c7178ef1364f9958a940e3d,81.0,0.0,0.0,0.0,0.0,13.8,43.0,0.0,0.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,IBM/mt-rag-benchmark,2025-07,,,,,,,,,,,c60072e6cb1b08213c7178ef1364f9958a940e3d,81.0,0.0,0.0,0.0,0.0,13.8,43.0,0.0,0.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,IBM/mt-rag-benchmark,2025-08,,,,,,,,,,,c60072e6cb1b08213c7178ef1364f9958a940e3d,81.0,0.0,0.0,0.0,0.0,13.8,43.0,0.0,0.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,ITSpecialist111/ai_automation_suggester,2025-07,,,,,,,,,,,f680b185d5d86a7ab56291f7940d2b66541b7f58,2070.0,3.0,0.0,27.0,9.4,7.2,316.0,209.0,30.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,ITSpecialist111/ai_automation_suggester,2025-08,,,,,,,,,,,f680b185d5d86a7ab56291f7940d2b66541b7f58,2070.0,3.0,0.0,27.0,9.4,7.2,316.0,209.0,30.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Jieqianyu/SGN,2024-10,,,,,,,,,,,b519871f45a2751d7e9cf4798c90fbff3e410a51,6146.0,15.0,2.0,388.0,28.3,17.4,814.0,1946.0,405.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Jieqianyu/SGN,2024-11,,,,,,,,,,,b519871f45a2751d7e9cf4798c90fbff3e410a51,6146.0,15.0,2.0,388.0,28.3,17.4,814.0,1946.0,405.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Jieqianyu/SGN,2024-12,,,,,,,,,,,b519871f45a2751d7e9cf4798c90fbff3e410a51,6146.0,15.0,2.0,388.0,28.3,17.4,814.0,1946.0,405.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Jieqianyu/SGN,2025-01,,,,,,,,,,,b519871f45a2751d7e9cf4798c90fbff3e410a51,6146.0,15.0,2.0,388.0,28.3,17.4,814.0,1946.0,405.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Jieqianyu/SGN,2025-02,,,,,,,,,,,b519871f45a2751d7e9cf4798c90fbff3e410a51,6146.0,15.0,2.0,388.0,28.3,17.4,814.0,1946.0,405.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Jieqianyu/SGN,2025-03,,,,,,,,,,,b519871f45a2751d7e9cf4798c90fbff3e410a51,6146.0,15.0,2.0,388.0,28.3,17.4,814.0,1946.0,405.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Jieqianyu/SGN,2025-04,,,,,,,,,,,b519871f45a2751d7e9cf4798c90fbff3e410a51,6146.0,15.0,2.0,388.0,28.3,17.4,814.0,1946.0,405.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Jieqianyu/SGN,2025-05,,,,,,,,,,,b519871f45a2751d7e9cf4798c90fbff3e410a51,6146.0,15.0,2.0,388.0,28.3,17.4,814.0,1946.0,405.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Jieqianyu/SGN,2025-06,,,,,,,,,,,b519871f45a2751d7e9cf4798c90fbff3e410a51,6146.0,15.0,2.0,388.0,28.3,17.4,814.0,1946.0,405.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Jieqianyu/SGN,2025-07,,,,,,,,,,,b519871f45a2751d7e9cf4798c90fbff3e410a51,6146.0,15.0,2.0,388.0,28.3,17.4,814.0,1946.0,405.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Jieqianyu/SGN,2025-08,,,,,,,,,,,b519871f45a2751d7e9cf4798c90fbff3e410a51,6146.0,15.0,2.0,388.0,28.3,17.4,814.0,1946.0,405.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,JustinSparrrow/IOOI-EmotionEgg,2025-03,,,,,,,,,,,4593f10a974865bf903ca3576ac4b617a693978d,1538.0,0.0,10.0,17.0,0.0,7.1,72.0,33.0,27.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,JustinSparrrow/IOOI-EmotionEgg,2025-04,,,,,,,,,,,eb145035b7c60abf42b353ccdc47a3a31a233e82,1887.0,0.0,12.0,34.0,0.0,8.4,101.0,88.0,46.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,JustinSparrrow/IOOI-EmotionEgg,2025-05,,,,,,,,,,,eb145035b7c60abf42b353ccdc47a3a31a233e82,1887.0,0.0,12.0,34.0,0.0,8.4,101.0,88.0,46.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,JustinSparrrow/IOOI-EmotionEgg,2025-06,,,,,,,,,,,eb145035b7c60abf42b353ccdc47a3a31a233e82,1887.0,0.0,12.0,34.0,0.0,8.4,101.0,88.0,46.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,JustinSparrrow/IOOI-EmotionEgg,2025-07,,,,,,,,,,,eb145035b7c60abf42b353ccdc47a3a31a233e82,1887.0,0.0,12.0,34.0,0.0,8.4,101.0,88.0,46.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,JustinSparrrow/IOOI-EmotionEgg,2025-08,,,,,,,,,,,eb145035b7c60abf42b353ccdc47a3a31a233e82,1887.0,0.0,12.0,34.0,0.0,8.4,101.0,88.0,46.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LGro/PyAPSI,2024-05,,,,,,,,,,,c9fab4a6d79da320e3f810b477284cefd1419b7e,413.0,0.0,0.0,5.0,0.0,32.4,34.0,30.0,5.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LGro/PyAPSI,2024-06,,,,,,,,,,,c9fab4a6d79da320e3f810b477284cefd1419b7e,413.0,0.0,0.0,5.0,0.0,32.4,34.0,30.0,5.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LGro/PyAPSI,2024-07,,,,,,,,,,,c9fab4a6d79da320e3f810b477284cefd1419b7e,413.0,0.0,0.0,5.0,0.0,32.4,34.0,30.0,5.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LGro/PyAPSI,2024-08,,,,,,,,,,,c9fab4a6d79da320e3f810b477284cefd1419b7e,413.0,0.0,0.0,5.0,0.0,32.4,34.0,30.0,5.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LGro/PyAPSI,2024-09,,,,,,,,,,,c9fab4a6d79da320e3f810b477284cefd1419b7e,413.0,0.0,0.0,5.0,0.0,32.4,34.0,30.0,5.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LGro/PyAPSI,2024-10,,,,,,,,,,,c9fab4a6d79da320e3f810b477284cefd1419b7e,413.0,0.0,0.0,5.0,0.0,32.4,34.0,30.0,5.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LGro/PyAPSI,2024-11,,,,,,,,,,,c9fab4a6d79da320e3f810b477284cefd1419b7e,413.0,0.0,0.0,5.0,0.0,32.4,34.0,30.0,5.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LGro/PyAPSI,2024-12,,,,,,,,,,,c9fab4a6d79da320e3f810b477284cefd1419b7e,413.0,0.0,0.0,5.0,0.0,32.4,34.0,30.0,5.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LGro/PyAPSI,2025-01,,,,,,,,,,,c9fab4a6d79da320e3f810b477284cefd1419b7e,413.0,0.0,0.0,5.0,0.0,32.4,34.0,30.0,5.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LGro/PyAPSI,2025-02,,,,,,,,,,,c9fab4a6d79da320e3f810b477284cefd1419b7e,413.0,0.0,0.0,5.0,0.0,32.4,34.0,30.0,5.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LGro/PyAPSI,2025-03,,,,,,,,,,,c9fab4a6d79da320e3f810b477284cefd1419b7e,413.0,0.0,0.0,5.0,0.0,32.4,34.0,30.0,5.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LGro/PyAPSI,2025-04,,,,,,,,,,,c9fab4a6d79da320e3f810b477284cefd1419b7e,413.0,0.0,0.0,5.0,0.0,32.4,34.0,30.0,5.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LGro/PyAPSI,2025-05,,,,,,,,,,,c9fab4a6d79da320e3f810b477284cefd1419b7e,413.0,0.0,0.0,5.0,0.0,32.4,34.0,30.0,5.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LGro/PyAPSI,2025-06,,,,,,,,,,,c9fab4a6d79da320e3f810b477284cefd1419b7e,413.0,0.0,0.0,5.0,0.0,32.4,34.0,30.0,5.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LGro/PyAPSI,2025-07,,,,,,,,,,,c9fab4a6d79da320e3f810b477284cefd1419b7e,413.0,0.0,0.0,5.0,0.0,32.4,34.0,30.0,5.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LGro/PyAPSI,2025-08,,,,,,,,,,,c9fab4a6d79da320e3f810b477284cefd1419b7e,413.0,0.0,0.0,5.0,0.0,32.4,34.0,30.0,5.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LuneMods/KCD2-Blender-Toolkit,2025-04,,,,,,,,,,,c335231561e1327a43f7aac66357232fa83ee545,7632.0,18.0,0.0,278.0,5.6,6.4,1959.0,1835.0,296.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LuneMods/KCD2-Blender-Toolkit,2025-05,,,,,,,,,,,c335231561e1327a43f7aac66357232fa83ee545,7632.0,18.0,0.0,278.0,5.6,6.4,1959.0,1835.0,296.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LuneMods/KCD2-Blender-Toolkit,2025-06,,,,,,,,,,,c335231561e1327a43f7aac66357232fa83ee545,7632.0,18.0,0.0,278.0,5.6,6.4,1959.0,1835.0,296.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LuneMods/KCD2-Blender-Toolkit,2025-07,,,,,,,,,,,c335231561e1327a43f7aac66357232fa83ee545,7632.0,18.0,0.0,278.0,5.6,6.4,1959.0,1835.0,296.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,LuneMods/KCD2-Blender-Toolkit,2025-08,,,,,,,,,,,c335231561e1327a43f7aac66357232fa83ee545,7632.0,18.0,0.0,278.0,5.6,6.4,1959.0,1835.0,296.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MIT-Emerging-Talent/ET6-edXtras,2025-05,,,,,,,,,,,298895297e3070065b1d3a8f8b0ad1e0b80e2dfa,4809.0,28.0,0.0,98.0,26.8,36.0,1343.0,1310.0,126.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MIT-Emerging-Talent/ET6-edXtras,2025-06,,,,,,,,,,,298895297e3070065b1d3a8f8b0ad1e0b80e2dfa,4809.0,28.0,0.0,98.0,26.8,36.0,1343.0,1310.0,126.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MIT-Emerging-Talent/ET6-edXtras,2025-07,,,,,,,,,,,298895297e3070065b1d3a8f8b0ad1e0b80e2dfa,4809.0,28.0,0.0,98.0,26.8,36.0,1343.0,1310.0,126.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MIT-Emerging-Talent/ET6-edXtras,2025-08,,,,,,,,,,,298895297e3070065b1d3a8f8b0ad1e0b80e2dfa,4809.0,28.0,0.0,98.0,26.8,36.0,1343.0,1310.0,126.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Makopolo/megascan_houdini20.0_USD_plugin,2024-08,,,,,,,,,,,8136e2577c68bb305b707dba182a17b247d1f842,2497.0,0.0,0.0,795.0,19.3,6.2,566.0,2338.0,795.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Makopolo/megascan_houdini20.0_USD_plugin,2024-09,,,,,,,,,,,8136e2577c68bb305b707dba182a17b247d1f842,2497.0,0.0,0.0,795.0,19.3,6.2,566.0,2338.0,795.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Makopolo/megascan_houdini20.0_USD_plugin,2024-10,,,,,,,,,,,8136e2577c68bb305b707dba182a17b247d1f842,2497.0,0.0,0.0,795.0,19.3,6.2,566.0,2338.0,795.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Makopolo/megascan_houdini20.0_USD_plugin,2024-11,,,,,,,,,,,8136e2577c68bb305b707dba182a17b247d1f842,2497.0,0.0,0.0,795.0,19.3,6.2,566.0,2338.0,795.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Makopolo/megascan_houdini20.0_USD_plugin,2024-12,,,,,,,,,,,8136e2577c68bb305b707dba182a17b247d1f842,2497.0,0.0,0.0,795.0,19.3,6.2,566.0,2338.0,795.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Makopolo/megascan_houdini20.0_USD_plugin,2025-01,,,,,,,,,,,8136e2577c68bb305b707dba182a17b247d1f842,2497.0,0.0,0.0,795.0,19.3,6.2,566.0,2338.0,795.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Makopolo/megascan_houdini20.0_USD_plugin,2025-02,,,,,,,,,,,8136e2577c68bb305b707dba182a17b247d1f842,2497.0,0.0,0.0,795.0,19.3,6.2,566.0,2338.0,795.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Makopolo/megascan_houdini20.0_USD_plugin,2025-03,,,,,,,,,,,8136e2577c68bb305b707dba182a17b247d1f842,2497.0,0.0,0.0,795.0,19.3,6.2,566.0,2338.0,795.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Makopolo/megascan_houdini20.0_USD_plugin,2025-04,,,,,,,,,,,8136e2577c68bb305b707dba182a17b247d1f842,2497.0,0.0,0.0,795.0,19.3,6.2,566.0,2338.0,795.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Makopolo/megascan_houdini20.0_USD_plugin,2025-05,,,,,,,,,,,8136e2577c68bb305b707dba182a17b247d1f842,2497.0,0.0,0.0,795.0,19.3,6.2,566.0,2338.0,795.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Makopolo/megascan_houdini20.0_USD_plugin,2025-06,,,,,,,,,,,8136e2577c68bb305b707dba182a17b247d1f842,2497.0,0.0,0.0,795.0,19.3,6.2,566.0,2338.0,795.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Makopolo/megascan_houdini20.0_USD_plugin,2025-07,,,,,,,,,,,8136e2577c68bb305b707dba182a17b247d1f842,2497.0,0.0,0.0,795.0,19.3,6.2,566.0,2338.0,795.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Makopolo/megascan_houdini20.0_USD_plugin,2025-08,,,,,,,,,,,8136e2577c68bb305b707dba182a17b247d1f842,2497.0,0.0,0.0,795.0,19.3,6.2,566.0,2338.0,795.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MalevichAI/malevich,2024-12,,,,,,,,,,,18e8b19a7506c7b51453be5726f3ad733279f7fe,14927.0,8.0,2.0,340.0,3.5,15.4,2787.0,3252.0,350.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MalevichAI/malevich,2025-01,,,,,,,,,,,18e8b19a7506c7b51453be5726f3ad733279f7fe,14927.0,8.0,2.0,340.0,3.5,15.4,2787.0,3252.0,350.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MalevichAI/malevich,2025-02,,,,,,,,,,,18e8b19a7506c7b51453be5726f3ad733279f7fe,14927.0,8.0,2.0,340.0,3.5,15.4,2787.0,3252.0,350.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MalevichAI/malevich,2025-03,,,,,,,,,,,18e8b19a7506c7b51453be5726f3ad733279f7fe,14927.0,8.0,2.0,340.0,3.5,15.4,2787.0,3252.0,350.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MalevichAI/malevich,2025-04,,,,,,,,,,,18e8b19a7506c7b51453be5726f3ad733279f7fe,14927.0,8.0,2.0,340.0,3.5,15.4,2787.0,3252.0,350.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MalevichAI/malevich,2025-05,,,,,,,,,,,18e8b19a7506c7b51453be5726f3ad733279f7fe,14927.0,8.0,2.0,340.0,3.5,15.4,2787.0,3252.0,350.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MalevichAI/malevich,2025-06,,,,,,,,,,,18e8b19a7506c7b51453be5726f3ad733279f7fe,14927.0,8.0,2.0,340.0,3.5,15.4,2787.0,3252.0,350.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MalevichAI/malevich,2025-07,,,,,,,,,,,18e8b19a7506c7b51453be5726f3ad733279f7fe,14927.0,8.0,2.0,340.0,3.5,15.4,2787.0,3252.0,350.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MalevichAI/malevich,2025-08,,,,,,,,,,,18e8b19a7506c7b51453be5726f3ad733279f7fe,14927.0,8.0,2.0,340.0,3.5,15.4,2787.0,3252.0,350.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MingSun-Tse/LightAvatar-TensorFlow,2024-12,,,,,,,,,,,3994bf5aa77460a57e943805ace5ca2d2d0b287f,2147.0,2.0,3.0,58.0,7.7,28.1,299.0,403.0,63.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MingSun-Tse/LightAvatar-TensorFlow,2025-01,,,,,,,,,,,3994bf5aa77460a57e943805ace5ca2d2d0b287f,2147.0,2.0,3.0,58.0,7.7,28.1,299.0,403.0,63.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MingSun-Tse/LightAvatar-TensorFlow,2025-02,,,,,,,,,,,3994bf5aa77460a57e943805ace5ca2d2d0b287f,2147.0,2.0,3.0,58.0,7.7,28.1,299.0,403.0,63.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MingSun-Tse/LightAvatar-TensorFlow,2025-03,,,,,,,,,,,3994bf5aa77460a57e943805ace5ca2d2d0b287f,2147.0,2.0,3.0,58.0,7.7,28.1,299.0,403.0,63.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MingSun-Tse/LightAvatar-TensorFlow,2025-04,,,,,,,,,,,3994bf5aa77460a57e943805ace5ca2d2d0b287f,2147.0,2.0,3.0,58.0,7.7,28.1,299.0,403.0,63.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MingSun-Tse/LightAvatar-TensorFlow,2025-05,,,,,,,,,,,3994bf5aa77460a57e943805ace5ca2d2d0b287f,2147.0,2.0,3.0,58.0,7.7,28.1,299.0,403.0,63.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MingSun-Tse/LightAvatar-TensorFlow,2025-06,,,,,,,,,,,3994bf5aa77460a57e943805ace5ca2d2d0b287f,2147.0,2.0,3.0,58.0,7.7,28.1,299.0,403.0,63.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MingSun-Tse/LightAvatar-TensorFlow,2025-07,,,,,,,,,,,3994bf5aa77460a57e943805ace5ca2d2d0b287f,2147.0,2.0,3.0,58.0,7.7,28.1,299.0,403.0,63.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MingSun-Tse/LightAvatar-TensorFlow,2025-08,,,,,,,,,,,3994bf5aa77460a57e943805ace5ca2d2d0b287f,2147.0,2.0,3.0,58.0,7.7,28.1,299.0,403.0,63.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MrTimonM/Arichain-Bot,2025-02,,,,,,,,,,,cafdbd057dca6e6a29a6079472ea502b67e6a9af,186.0,0.0,0.0,1.0,0.0,0.0,57.0,5.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MrTimonM/Arichain-Bot,2025-03,,,,,,,,,,,cafdbd057dca6e6a29a6079472ea502b67e6a9af,186.0,0.0,0.0,1.0,0.0,0.0,57.0,5.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MrTimonM/Arichain-Bot,2025-04,,,,,,,,,,,cafdbd057dca6e6a29a6079472ea502b67e6a9af,186.0,0.0,0.0,1.0,0.0,0.0,57.0,5.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MrTimonM/Arichain-Bot,2025-05,,,,,,,,,,,cafdbd057dca6e6a29a6079472ea502b67e6a9af,186.0,0.0,0.0,1.0,0.0,0.0,57.0,5.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MrTimonM/Arichain-Bot,2025-06,,,,,,,,,,,cafdbd057dca6e6a29a6079472ea502b67e6a9af,186.0,0.0,0.0,1.0,0.0,0.0,57.0,5.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MrTimonM/Arichain-Bot,2025-07,,,,,,,,,,,cafdbd057dca6e6a29a6079472ea502b67e6a9af,186.0,0.0,0.0,1.0,0.0,0.0,57.0,5.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,MrTimonM/Arichain-Bot,2025-08,,,,,,,,,,,cafdbd057dca6e6a29a6079472ea502b67e6a9af,186.0,0.0,0.0,1.0,0.0,0.0,57.0,5.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,PhilNad/robot-arm-kinematic-calibration,2025-04,,,,,,,,,,,0f26b06be69ce3d41d97d259aef577831d7fc741,567.0,0.0,0.0,39.0,2.5,42.4,116.0,160.0,39.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,PhilNad/robot-arm-kinematic-calibration,2025-05,,,,,,,,,,,0f26b06be69ce3d41d97d259aef577831d7fc741,567.0,0.0,0.0,39.0,2.5,42.4,116.0,160.0,39.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,PhilNad/robot-arm-kinematic-calibration,2025-06,,,,,,,,,,,0f26b06be69ce3d41d97d259aef577831d7fc741,567.0,0.0,0.0,39.0,2.5,42.4,116.0,160.0,39.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,PhilNad/robot-arm-kinematic-calibration,2025-07,,,,,,,,,,,0f26b06be69ce3d41d97d259aef577831d7fc741,567.0,0.0,0.0,39.0,2.5,42.4,116.0,160.0,39.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,PhilNad/robot-arm-kinematic-calibration,2025-08,,,,,,,,,,,0f26b06be69ce3d41d97d259aef577831d7fc741,567.0,0.0,0.0,39.0,2.5,42.4,116.0,160.0,39.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,PromtEngineer/localGPT,2025-08,,,,,,,,,,,47e59d29fc39b495aa7c5db0bc7b24a2d50eac31,12420.0,2.0,0.0,215.0,3.7,11.6,2731.0,1726.0,217.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,R0uter/ss.conf-for-surge,2024-08,,,,,,,,,,,d9469ef5b524d25b6a93c130fad76a5f721b8656,231.0,0.0,0.0,13.0,0.0,6.5,29.0,63.0,13.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,R0uter/ss.conf-for-surge,2024-09,,,,,,,,,,,d9469ef5b524d25b6a93c130fad76a5f721b8656,231.0,0.0,0.0,13.0,0.0,6.5,29.0,63.0,13.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,R0uter/ss.conf-for-surge,2024-10,,,,,,,,,,,d9469ef5b524d25b6a93c130fad76a5f721b8656,231.0,0.0,0.0,13.0,0.0,6.5,29.0,63.0,13.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,R0uter/ss.conf-for-surge,2024-11,,,,,,,,,,,d9469ef5b524d25b6a93c130fad76a5f721b8656,231.0,0.0,0.0,13.0,0.0,6.5,29.0,63.0,13.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,R0uter/ss.conf-for-surge,2024-12,,,,,,,,,,,d9469ef5b524d25b6a93c130fad76a5f721b8656,231.0,0.0,0.0,13.0,0.0,6.5,29.0,63.0,13.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,R0uter/ss.conf-for-surge,2025-01,,,,,,,,,,,d9469ef5b524d25b6a93c130fad76a5f721b8656,231.0,0.0,0.0,13.0,0.0,6.5,29.0,63.0,13.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
