source_group,repo_name,time,paper_latest_commit,paper_ncloc,paper_bugs,paper_vulnerabilities,paper_code_smells,paper_duplicated_lines_density,paper_comment_lines_density,paper_cognitive_complexity,paper_technical_debt,paper_static_analysis_warnings,our_latest_commit,our_ncloc,our_bugs,our_vulnerabilities,our_code_smells,our_duplicated_lines_density,our_comment_lines_density,our_cognitive_complexity,our_technical_debt,our_static_analysis_warnings,row_overlap_status,commit_match_status,commit_equal_or_prefix,diff_ncloc,abs_diff_ncloc,diff_bugs,abs_diff_bugs,diff_vulnerabilities,abs_diff_vulnerabilities,diff_code_smells,abs_diff_code_smells,diff_duplicated_lines_density,abs_diff_duplicated_lines_density,diff_comment_lines_density,abs_diff_comment_lines_density,diff_cognitive_complexity,abs_diff_cognitive_complexity,diff_technical_debt,abs_diff_technical_debt,diff_static_analysis_warnings,abs_diff_static_analysis_warnings
control,R0uter/ss.conf-for-surge,2025-02,,,,,,,,,,,d9469ef5b524d25b6a93c130fad76a5f721b8656,231.0,0.0,0.0,13.0,0.0,6.5,29.0,63.0,13.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,R0uter/ss.conf-for-surge,2025-03,,,,,,,,,,,d9469ef5b524d25b6a93c130fad76a5f721b8656,231.0,0.0,0.0,13.0,0.0,6.5,29.0,63.0,13.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,R0uter/ss.conf-for-surge,2025-04,,,,,,,,,,,d9469ef5b524d25b6a93c130fad76a5f721b8656,231.0,0.0,0.0,13.0,0.0,6.5,29.0,63.0,13.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,R0uter/ss.conf-for-surge,2025-05,,,,,,,,,,,d9469ef5b524d25b6a93c130fad76a5f721b8656,231.0,0.0,0.0,13.0,0.0,6.5,29.0,63.0,13.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,R0uter/ss.conf-for-surge,2025-06,,,,,,,,,,,d9469ef5b524d25b6a93c130fad76a5f721b8656,231.0,0.0,0.0,13.0,0.0,6.5,29.0,63.0,13.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,R0uter/ss.conf-for-surge,2025-07,,,,,,,,,,,d9469ef5b524d25b6a93c130fad76a5f721b8656,231.0,0.0,0.0,13.0,0.0,6.5,29.0,63.0,13.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,R0uter/ss.conf-for-surge,2025-08,,,,,,,,,,,d9469ef5b524d25b6a93c130fad76a5f721b8656,231.0,0.0,0.0,13.0,0.0,6.5,29.0,63.0,13.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Retmon403/cs2_cheats_for_python,2025-04,,,,,,,,,,,a5b73bc8014e3bf68867c4fb0a48f2609678349b,1007.0,6.0,0.0,93.0,0.0,4.6,321.0,550.0,99.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Retmon403/cs2_cheats_for_python,2025-05,,,,,,,,,,,a5b73bc8014e3bf68867c4fb0a48f2609678349b,1007.0,6.0,0.0,93.0,0.0,4.6,321.0,550.0,99.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Retmon403/cs2_cheats_for_python,2025-06,,,,,,,,,,,a5b73bc8014e3bf68867c4fb0a48f2609678349b,1007.0,6.0,0.0,93.0,0.0,4.6,321.0,550.0,99.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Retmon403/cs2_cheats_for_python,2025-07,,,,,,,,,,,a5b73bc8014e3bf68867c4fb0a48f2609678349b,1007.0,6.0,0.0,93.0,0.0,4.6,321.0,550.0,99.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Retmon403/cs2_cheats_for_python,2025-08,,,,,,,,,,,a5b73bc8014e3bf68867c4fb0a48f2609678349b,1007.0,6.0,0.0,93.0,0.0,4.6,321.0,550.0,99.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,RobinWu218/ToST,2025-03,,,,,,,,,,,071ea98ffc84b4e4eb4f0c1167eae90b2bd11dd9,3568.0,2.0,10.0,154.0,17.4,20.7,612.0,862.0,166.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,RobinWu218/ToST,2025-04,,,,,,,,,,,071ea98ffc84b4e4eb4f0c1167eae90b2bd11dd9,3568.0,2.0,10.0,154.0,17.4,20.7,612.0,862.0,166.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,RobinWu218/ToST,2025-05,,,,,,,,,,,071ea98ffc84b4e4eb4f0c1167eae90b2bd11dd9,3568.0,2.0,10.0,154.0,17.4,20.7,612.0,862.0,166.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,RobinWu218/ToST,2025-06,,,,,,,,,,,071ea98ffc84b4e4eb4f0c1167eae90b2bd11dd9,3568.0,2.0,10.0,154.0,17.4,20.7,612.0,862.0,166.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,RobinWu218/ToST,2025-07,,,,,,,,,,,071ea98ffc84b4e4eb4f0c1167eae90b2bd11dd9,3568.0,2.0,10.0,154.0,17.4,20.7,612.0,862.0,166.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,RobinWu218/ToST,2025-08,,,,,,,,,,,071ea98ffc84b4e4eb4f0c1167eae90b2bd11dd9,3568.0,2.0,10.0,154.0,17.4,20.7,612.0,862.0,166.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,SEU-ProactiveSecurity-Group/LLM-PD,2025-05,,,,,,,,,,,fb34fb8051c2f0b2c1dc05a5cd73d5ebb516846b,1463.0,0.0,0.0,32.0,4.4,6.3,353.0,355.0,32.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,SEU-ProactiveSecurity-Group/LLM-PD,2025-06,,,,,,,,,,,fb34fb8051c2f0b2c1dc05a5cd73d5ebb516846b,1463.0,0.0,0.0,32.0,4.4,6.3,353.0,355.0,32.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,SEU-ProactiveSecurity-Group/LLM-PD,2025-07,,,,,,,,,,,fb34fb8051c2f0b2c1dc05a5cd73d5ebb516846b,1463.0,0.0,0.0,32.0,4.4,6.3,353.0,355.0,32.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,SEU-ProactiveSecurity-Group/LLM-PD,2025-08,,,,,,,,,,,fb34fb8051c2f0b2c1dc05a5cd73d5ebb516846b,1463.0,0.0,0.0,32.0,4.4,6.3,353.0,355.0,32.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Simatwa/free-proxies,2024-06,,,,,,,,,,,fdd490af05ae58201c34e1286a8e898419460735,362.0,1.0,0.0,8.0,0.0,7.9,61.0,45.0,9.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Simatwa/free-proxies,2024-07,,,,,,,,,,,86281d7ab10e8570d615c16f36e4819213635a54,362.0,1.0,0.0,8.0,0.0,7.9,61.0,45.0,9.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Simatwa/free-proxies,2024-08,,,,,,,,,,,69c3789c3ed2e77c43456bbff38f6f16eeb4b5a6,362.0,1.0,0.0,8.0,0.0,7.9,61.0,45.0,9.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Simatwa/free-proxies,2024-09,,,,,,,,,,,80dc746a3c27bd5403b8df7b6231e764fde12bab,362.0,1.0,0.0,8.0,0.0,7.9,61.0,45.0,9.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Simatwa/free-proxies,2024-10,,,,,,,,,,,07fe5d4f43bdfb7ca19ddb75da73d6d71fd0d84d,362.0,1.0,0.0,8.0,0.0,7.9,61.0,45.0,9.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Simatwa/free-proxies,2024-11,,,,,,,,,,,d683920794eb6f7e81f847cb7c28075b40449cab,362.0,1.0,0.0,8.0,0.0,7.9,61.0,45.0,9.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Simatwa/free-proxies,2024-12,,,,,,,,,,,d683920794eb6f7e81f847cb7c28075b40449cab,362.0,1.0,0.0,8.0,0.0,7.9,61.0,45.0,9.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Simatwa/free-proxies,2025-01,,,,,,,,,,,d683920794eb6f7e81f847cb7c28075b40449cab,362.0,1.0,0.0,8.0,0.0,7.9,61.0,45.0,9.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Simatwa/free-proxies,2025-02,,,,,,,,,,,d683920794eb6f7e81f847cb7c28075b40449cab,362.0,1.0,0.0,8.0,0.0,7.9,61.0,45.0,9.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Simatwa/free-proxies,2025-03,,,,,,,,,,,d683920794eb6f7e81f847cb7c28075b40449cab,362.0,1.0,0.0,8.0,0.0,7.9,61.0,45.0,9.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Simatwa/free-proxies,2025-04,,,,,,,,,,,d683920794eb6f7e81f847cb7c28075b40449cab,362.0,1.0,0.0,8.0,0.0,7.9,61.0,45.0,9.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Simatwa/free-proxies,2025-05,,,,,,,,,,,d683920794eb6f7e81f847cb7c28075b40449cab,362.0,1.0,0.0,8.0,0.0,7.9,61.0,45.0,9.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Simatwa/free-proxies,2025-06,,,,,,,,,,,d683920794eb6f7e81f847cb7c28075b40449cab,362.0,1.0,0.0,8.0,0.0,7.9,61.0,45.0,9.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Simatwa/free-proxies,2025-07,,,,,,,,,,,d683920794eb6f7e81f847cb7c28075b40449cab,362.0,1.0,0.0,8.0,0.0,7.9,61.0,45.0,9.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Simatwa/free-proxies,2025-08,,,,,,,,,,,49b89c45aacf743c617b06a52d39a9df47812aec,362.0,1.0,0.0,8.0,0.0,7.9,61.0,45.0,9.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,The-WhiteRabbit/dnfm_server,2024-09,,,,,,,,,,,27aef2893d5aafe85066fdc682f9ef1bc5fce2d6,924.0,6.0,0.0,33.0,28.3,21.4,212.0,330.0,39.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,The-WhiteRabbit/dnfm_server,2024-10,,,,,,,,,,,27aef2893d5aafe85066fdc682f9ef1bc5fce2d6,924.0,6.0,0.0,33.0,28.3,21.4,212.0,330.0,39.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,The-WhiteRabbit/dnfm_server,2024-11,,,,,,,,,,,27aef2893d5aafe85066fdc682f9ef1bc5fce2d6,924.0,6.0,0.0,33.0,28.3,21.4,212.0,330.0,39.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,The-WhiteRabbit/dnfm_server,2024-12,,,,,,,,,,,27aef2893d5aafe85066fdc682f9ef1bc5fce2d6,924.0,6.0,0.0,33.0,28.3,21.4,212.0,330.0,39.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,The-WhiteRabbit/dnfm_server,2025-01,,,,,,,,,,,27aef2893d5aafe85066fdc682f9ef1bc5fce2d6,924.0,6.0,0.0,33.0,28.3,21.4,212.0,330.0,39.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,The-WhiteRabbit/dnfm_server,2025-02,,,,,,,,,,,27aef2893d5aafe85066fdc682f9ef1bc5fce2d6,924.0,6.0,0.0,33.0,28.3,21.4,212.0,330.0,39.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,The-WhiteRabbit/dnfm_server,2025-03,,,,,,,,,,,27aef2893d5aafe85066fdc682f9ef1bc5fce2d6,924.0,6.0,0.0,33.0,28.3,21.4,212.0,330.0,39.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,The-WhiteRabbit/dnfm_server,2025-04,,,,,,,,,,,27aef2893d5aafe85066fdc682f9ef1bc5fce2d6,924.0,6.0,0.0,33.0,28.3,21.4,212.0,330.0,39.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,The-WhiteRabbit/dnfm_server,2025-05,,,,,,,,,,,27aef2893d5aafe85066fdc682f9ef1bc5fce2d6,924.0,6.0,0.0,33.0,28.3,21.4,212.0,330.0,39.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,The-WhiteRabbit/dnfm_server,2025-06,,,,,,,,,,,27aef2893d5aafe85066fdc682f9ef1bc5fce2d6,924.0,6.0,0.0,33.0,28.3,21.4,212.0,330.0,39.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,The-WhiteRabbit/dnfm_server,2025-07,,,,,,,,,,,27aef2893d5aafe85066fdc682f9ef1bc5fce2d6,924.0,6.0,0.0,33.0,28.3,21.4,212.0,330.0,39.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,The-WhiteRabbit/dnfm_server,2025-08,,,,,,,,,,,27aef2893d5aafe85066fdc682f9ef1bc5fce2d6,924.0,6.0,0.0,33.0,28.3,21.4,212.0,330.0,39.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,TheFocusedCoder/api-agent,2024-09,,,,,,,,,,,f8ffde215c91238ab844dc60531b179d6067a211,67.0,0.0,0.0,1.0,0.0,8.2,1.0,5.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,TheFocusedCoder/api-agent,2024-10,,,,,,,,,,,f8ffde215c91238ab844dc60531b179d6067a211,67.0,0.0,0.0,1.0,0.0,8.2,1.0,5.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,TheFocusedCoder/api-agent,2024-11,,,,,,,,,,,f8ffde215c91238ab844dc60531b179d6067a211,67.0,0.0,0.0,1.0,0.0,8.2,1.0,5.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,TheFocusedCoder/api-agent,2024-12,,,,,,,,,,,f8ffde215c91238ab844dc60531b179d6067a211,67.0,0.0,0.0,1.0,0.0,8.2,1.0,5.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,TheFocusedCoder/api-agent,2025-01,,,,,,,,,,,f8ffde215c91238ab844dc60531b179d6067a211,67.0,0.0,0.0,1.0,0.0,8.2,1.0,5.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,TheFocusedCoder/api-agent,2025-02,,,,,,,,,,,f8ffde215c91238ab844dc60531b179d6067a211,67.0,0.0,0.0,1.0,0.0,8.2,1.0,5.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,TheFocusedCoder/api-agent,2025-03,,,,,,,,,,,f8ffde215c91238ab844dc60531b179d6067a211,67.0,0.0,0.0,1.0,0.0,8.2,1.0,5.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,TheFocusedCoder/api-agent,2025-04,,,,,,,,,,,f8ffde215c91238ab844dc60531b179d6067a211,67.0,0.0,0.0,1.0,0.0,8.2,1.0,5.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,TheFocusedCoder/api-agent,2025-05,,,,,,,,,,,f8ffde215c91238ab844dc60531b179d6067a211,67.0,0.0,0.0,1.0,0.0,8.2,1.0,5.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,TheFocusedCoder/api-agent,2025-06,,,,,,,,,,,f8ffde215c91238ab844dc60531b179d6067a211,67.0,0.0,0.0,1.0,0.0,8.2,1.0,5.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,TheFocusedCoder/api-agent,2025-07,,,,,,,,,,,f8ffde215c91238ab844dc60531b179d6067a211,67.0,0.0,0.0,1.0,0.0,8.2,1.0,5.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,TheFocusedCoder/api-agent,2025-08,,,,,,,,,,,f8ffde215c91238ab844dc60531b179d6067a211,67.0,0.0,0.0,1.0,0.0,8.2,1.0,5.0,1.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,TianxingChen/RoboTwin,2025-07,,,,,,,,,,,8f0222543082deaa21e09a1f5c68e43544cf3309,,0.0,0.0,0.0,,,,0.0,0.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,TianxingChen/RoboTwin,2025-08,,,,,,,,,,,8f0222543082deaa21e09a1f5c68e43544cf3309,,0.0,0.0,0.0,,,,0.0,0.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Wang-ML-Lab/unified-continual-learning,2025-02,,,,,,,,,,,b631651a1bc8e408cbf4d94bb3f4abb494c7b953,3650.0,2.0,2.0,107.0,9.0,18.8,402.0,492.0,111.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Wang-ML-Lab/unified-continual-learning,2025-03,,,,,,,,,,,b631651a1bc8e408cbf4d94bb3f4abb494c7b953,3650.0,2.0,2.0,107.0,9.0,18.8,402.0,492.0,111.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Wang-ML-Lab/unified-continual-learning,2025-04,,,,,,,,,,,b631651a1bc8e408cbf4d94bb3f4abb494c7b953,3650.0,2.0,2.0,107.0,9.0,18.8,402.0,492.0,111.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Wang-ML-Lab/unified-continual-learning,2025-05,,,,,,,,,,,b631651a1bc8e408cbf4d94bb3f4abb494c7b953,3650.0,2.0,2.0,107.0,9.0,18.8,402.0,492.0,111.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Wang-ML-Lab/unified-continual-learning,2025-06,,,,,,,,,,,b631651a1bc8e408cbf4d94bb3f4abb494c7b953,3650.0,2.0,2.0,107.0,9.0,18.8,402.0,492.0,111.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Wang-ML-Lab/unified-continual-learning,2025-07,,,,,,,,,,,b631651a1bc8e408cbf4d94bb3f4abb494c7b953,3650.0,2.0,2.0,107.0,9.0,18.8,402.0,492.0,111.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,Wang-ML-Lab/unified-continual-learning,2025-08,,,,,,,,,,,b631651a1bc8e408cbf4d94bb3f4abb494c7b953,3650.0,2.0,2.0,107.0,9.0,18.8,402.0,492.0,111.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,aj47/100x-orchestrator,2025-03,,,,,,,,,,,4fede5d1be8abff710a702ee2ee324e4aa329ba3,3670.0,0.0,9.0,85.0,0.0,10.8,527.0,608.0,94.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,aj47/100x-orchestrator,2025-04,,,,,,,,,,,4fede5d1be8abff710a702ee2ee324e4aa329ba3,3670.0,0.0,9.0,85.0,0.0,10.8,527.0,608.0,94.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,aj47/100x-orchestrator,2025-05,,,,,,,,,,,4fede5d1be8abff710a702ee2ee324e4aa329ba3,3670.0,0.0,9.0,85.0,0.0,10.8,527.0,608.0,94.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,aj47/100x-orchestrator,2025-06,,,,,,,,,,,4fede5d1be8abff710a702ee2ee324e4aa329ba3,3670.0,0.0,9.0,85.0,0.0,10.8,527.0,608.0,94.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,aj47/100x-orchestrator,2025-07,,,,,,,,,,,4fede5d1be8abff710a702ee2ee324e4aa329ba3,3670.0,0.0,9.0,85.0,0.0,10.8,527.0,608.0,94.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,aj47/100x-orchestrator,2025-08,,,,,,,,,,,4fede5d1be8abff710a702ee2ee324e4aa329ba3,3670.0,0.0,9.0,85.0,0.0,10.8,527.0,608.0,94.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,ali-bahrainian/RAG_best_practices,2025-04,,,,,,,,,,,be7e7ac3532da61f47c1931c68b52f647267c608,669.0,0.0,0.0,15.0,0.0,37.5,161.0,75.0,15.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,ali-bahrainian/RAG_best_practices,2025-05,,,,,,,,,,,be7e7ac3532da61f47c1931c68b52f647267c608,669.0,0.0,0.0,15.0,0.0,37.5,161.0,75.0,15.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,ali-bahrainian/RAG_best_practices,2025-06,,,,,,,,,,,be7e7ac3532da61f47c1931c68b52f647267c608,669.0,0.0,0.0,15.0,0.0,37.5,161.0,75.0,15.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,ali-bahrainian/RAG_best_practices,2025-07,,,,,,,,,,,be7e7ac3532da61f47c1931c68b52f647267c608,669.0,0.0,0.0,15.0,0.0,37.5,161.0,75.0,15.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,ali-bahrainian/RAG_best_practices,2025-08,,,,,,,,,,,be7e7ac3532da61f47c1931c68b52f647267c608,669.0,0.0,0.0,15.0,0.0,37.5,161.0,75.0,15.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,aws-samples/aws-dms-cdc-data-pipeline,2025-02,,,,,,,,,,,4196a7c2072cee21b71315957f0007c61907d932,771.0,0.0,7.0,7.0,0.0,12.2,20.0,32.0,14.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,aws-samples/aws-dms-cdc-data-pipeline,2025-03,,,,,,,,,,,4196a7c2072cee21b71315957f0007c61907d932,771.0,0.0,7.0,7.0,0.0,12.2,20.0,32.0,14.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,aws-samples/aws-dms-cdc-data-pipeline,2025-04,,,,,,,,,,,4196a7c2072cee21b71315957f0007c61907d932,771.0,0.0,7.0,7.0,0.0,12.2,20.0,32.0,14.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,aws-samples/aws-dms-cdc-data-pipeline,2025-05,,,,,,,,,,,4196a7c2072cee21b71315957f0007c61907d932,771.0,0.0,7.0,7.0,0.0,12.2,20.0,32.0,14.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,aws-samples/aws-dms-cdc-data-pipeline,2025-06,,,,,,,,,,,4196a7c2072cee21b71315957f0007c61907d932,771.0,0.0,7.0,7.0,0.0,12.2,20.0,32.0,14.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,aws-samples/aws-dms-cdc-data-pipeline,2025-07,,,,,,,,,,,4196a7c2072cee21b71315957f0007c61907d932,771.0,0.0,7.0,7.0,0.0,12.2,20.0,32.0,14.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,aws-samples/aws-dms-cdc-data-pipeline,2025-08,,,,,,,,,,,4196a7c2072cee21b71315957f0007c61907d932,771.0,0.0,7.0,7.0,0.0,12.2,20.0,32.0,14.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,baaivision/EVE,2025-08,,,,,,,,,,,cc63ec74d9e5eb7f476c2e083eac087b2882f285,13865.0,6.0,8.0,274.0,41.1,13.1,3157.0,2088.0,288.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,caffeinedoom/reconthing,2024-12,,,,,,,,,,,63f6a888dcf040f261ad37f46356ce5dba6ec853,1688.0,3.0,1.0,48.0,2.1,6.1,243.0,259.0,52.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,caffeinedoom/reconthing,2025-01,,,,,,,,,,,63f6a888dcf040f261ad37f46356ce5dba6ec853,1688.0,3.0,1.0,48.0,2.1,6.1,243.0,259.0,52.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,caffeinedoom/reconthing,2025-02,,,,,,,,,,,63f6a888dcf040f261ad37f46356ce5dba6ec853,1688.0,3.0,1.0,48.0,2.1,6.1,243.0,259.0,52.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,caffeinedoom/reconthing,2025-03,,,,,,,,,,,63f6a888dcf040f261ad37f46356ce5dba6ec853,1688.0,3.0,1.0,48.0,2.1,6.1,243.0,259.0,52.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,caffeinedoom/reconthing,2025-04,,,,,,,,,,,63f6a888dcf040f261ad37f46356ce5dba6ec853,1688.0,3.0,1.0,48.0,2.1,6.1,243.0,259.0,52.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,caffeinedoom/reconthing,2025-05,,,,,,,,,,,63f6a888dcf040f261ad37f46356ce5dba6ec853,1688.0,3.0,1.0,48.0,2.1,6.1,243.0,259.0,52.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,caffeinedoom/reconthing,2025-06,,,,,,,,,,,63f6a888dcf040f261ad37f46356ce5dba6ec853,1688.0,3.0,1.0,48.0,2.1,6.1,243.0,259.0,52.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,caffeinedoom/reconthing,2025-07,,,,,,,,,,,63f6a888dcf040f261ad37f46356ce5dba6ec853,1688.0,3.0,1.0,48.0,2.1,6.1,243.0,259.0,52.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,caffeinedoom/reconthing,2025-08,,,,,,,,,,,63f6a888dcf040f261ad37f46356ce5dba6ec853,1688.0,3.0,1.0,48.0,2.1,6.1,243.0,259.0,52.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,cyb3rfortr3ss/ByDeF,2025-06,,,,,,,,,,,af0b596ed25048c90b6bdee88900c8fad8fcda6c,317.0,1.0,0.0,6.0,0.0,9.9,55.0,71.0,7.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,cyb3rfortr3ss/ByDeF,2025-07,,,,,,,,,,,af0b596ed25048c90b6bdee88900c8fad8fcda6c,317.0,1.0,0.0,6.0,0.0,9.9,55.0,71.0,7.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,cyb3rfortr3ss/ByDeF,2025-08,,,,,,,,,,,af0b596ed25048c90b6bdee88900c8fad8fcda6c,317.0,1.0,0.0,6.0,0.0,9.9,55.0,71.0,7.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,davidhandsome86/LLM_RAG,2024-04,,,,,,,,,,,87dcfc0ac2aedc2c0b4591d96a8c049af730d1cb,101.0,0.0,0.0,0.0,0.0,17.9,11.0,0.0,0.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,davidhandsome86/LLM_RAG,2024-05,,,,,,,,,,,87dcfc0ac2aedc2c0b4591d96a8c049af730d1cb,101.0,0.0,0.0,0.0,0.0,17.9,11.0,0.0,0.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,davidhandsome86/LLM_RAG,2024-06,,,,,,,,,,,87dcfc0ac2aedc2c0b4591d96a8c049af730d1cb,101.0,0.0,0.0,0.0,0.0,17.9,11.0,0.0,0.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,davidhandsome86/LLM_RAG,2024-07,,,,,,,,,,,87dcfc0ac2aedc2c0b4591d96a8c049af730d1cb,101.0,0.0,0.0,0.0,0.0,17.9,11.0,0.0,0.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,davidhandsome86/LLM_RAG,2024-08,,,,,,,,,,,87dcfc0ac2aedc2c0b4591d96a8c049af730d1cb,101.0,0.0,0.0,0.0,0.0,17.9,11.0,0.0,0.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
control,davidhandsome86/LLM_RAG,2024-09,,,,,,,,,,,87dcfc0ac2aedc2c0b4591d96a8c049af730d1cb,101.0,0.0,0.0,0.0,0.0,17.9,11.0,0.0,0.0,our_only,not_comparable,False,,,,,,,,,,,,,,,,,,
