source_group,repo_name,time,commit_match_status,paper_latest_commit,our_latest_commit,ncloc_scope_status,metric,paper_value,our_value,diff,abs_diff
treatment,instructor-ai/instructor,2024-03,exact_match,ce579ebb2d9d4fd50f16d8d11071f65977a5c455,ce579ebb2d9d4fd50f16d8d11071f65977a5c455,ncloc_identical,bugs,15.0,13.0,-2.0,2.0
treatment,Anemll/Anemll,2025-02,exact_match,d3b2e3660c0657ab643b68a0513b4b5ab443c04c,d3b2e3660c0657ab643b68a0513b4b5ab443c04c,ncloc_identical,bugs,6.0,4.0,-2.0,2.0
treatment,ilanbenb/wa_llm,2025-04,exact_match,8d1e8ee7508420b67f54bcb0c64941d964d17c91,8d1e8ee7508420b67f54bcb0c64941d964d17c91,ncloc_identical,bugs,0.0,2.0,2.0,2.0
control,OSU-NLP-Group/HippoRAG,2025-08,exact_match,e0452e323bfcf5e2eb755ec45c1a597ec843a578,e0452e323bfcf5e2eb755ec45c1a597ec843a578,ncloc_identical,bugs,0.0,2.0,2.0,2.0
control,PromtEngineer/localGPT,2025-07,exact_match,47e59d29fc39b495aa7c5db0bc7b24a2d50eac31,47e59d29fc39b495aa7c5db0bc7b24a2d50eac31,ncloc_identical,bugs,4.0,2.0,-2.0,2.0
control,aws/nova-act,2025-07,exact_match,0c34f761c63a37dc23f400ea6257163f2009b0d5,0c34f761c63a37dc23f400ea6257163f2009b0d5,ncloc_identical,bugs,2.0,0.0,-2.0,2.0
control,HelpingAI/Webscout,2024-04,exact_match,43365b64ad799c81f65d9ca8fda0fe0d95978f59,43365b64ad799c81f65d9ca8fda0fe0d95978f59,ncloc_identical,bugs,3.0,5.0,2.0,2.0
control,jfcrenshaw/pzflow,2025-03,exact_match,b3fb837cff6d758a28063c4cd82489d9607ab086,b3fb837cff6d758a28063c4cd82489d9607ab086,ncloc_identical,bugs,0.0,2.0,2.0,2.0
control,jfcrenshaw/pzflow,2024-02,exact_match,f306c4b563b9027317660ea2f4b18f986c7da23f,f306c4b563b9027317660ea2f4b18f986c7da23f,ncloc_identical,bugs,0.0,2.0,2.0,2.0
control,jfcrenshaw/pzflow,2024-05,exact_match,2e6bdfe6862225c05e0372c8080d0f9cc5afdf84,2e6bdfe6862225c05e0372c8080d0f9cc5afdf84,ncloc_identical,bugs,0.0,2.0,2.0,2.0
control,jfcrenshaw/pzflow,2025-02,exact_match,3c8fb336ba897d68f1cf21923b8f5ecf5d488dce,3c8fb336ba897d68f1cf21923b8f5ecf5d488dce,ncloc_identical,bugs,0.0,2.0,2.0,2.0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-07,exact_match,082dcef82b88940afa60985c64c398429d547f7f,082dcef82b88940afa60985c64c398429d547f7f,ncloc_identical,bugs,2.0,4.0,2.0,2.0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-08,exact_match,a2cf0eff16041de6c7dd1d55ed8fe389491a8558,a2cf0eff16041de6c7dd1d55ed8fe389491a8558,ncloc_identical,bugs,2.0,4.0,2.0,2.0
treatment,appl-team/appl,2025-01,exact_match,e39c7401e5023d1b8d4c851e3a6f1048a462f03d,e39c7401e5023d1b8d4c851e3a6f1048a462f03d,ncloc_identical,bugs,31.0,29.0,-2.0,2.0
treatment,Anemll/Anemll,2025-06,exact_match,b0ea623eaac791a0803849c4f35ef8357f98935b,b0ea623eaac791a0803849c4f35ef8357f98935b,ncloc_identical,bugs,10.0,8.0,-2.0,2.0
treatment,ilanbenb/wa_llm,2025-03,exact_match,a77b929194f2e873ba5771c3b5abe71e6d02ff55,a77b929194f2e873ba5771c3b5abe71e6d02ff55,ncloc_identical,bugs,0.0,2.0,2.0,2.0
control,HelpingAI/Webscout,2024-03,exact_match,7c52f6bfcb0d91ae93a496dc9b356de23a9e568c,7c52f6bfcb0d91ae93a496dc9b356de23a9e568c,ncloc_identical,bugs,1.0,3.0,2.0,2.0
treatment,sirkirby/unifi-network-rules,2025-02,exact_match,5d73dc7f0cf3403e0a12e171f2a6a0f2706f20b6,5d73dc7f0cf3403e0a12e171f2a6a0f2706f20b6,ncloc_identical,bugs,0.0,2.0,2.0,2.0
treatment,The-Pocket/PocketFlow,2025-04,exact_match,61f5e89769af1bb5d56e5b4453a4cca405cfbcb2,61f5e89769af1bb5d56e5b4453a4cca405cfbcb2,ncloc_identical,bugs,0.0,1.0,1.0,1.0
treatment,allthingslinux/tux,2024-03,exact_match,a098fad7931f11f78116b69bded453f76608385d,a098fad7931f11f78116b69bded453f76608385d,ncloc_identical,bugs,0.0,1.0,1.0,1.0
treatment,allthingslinux/tux,2025-05,exact_match,03ddc1b11ea696b934a508f93480753c6ed5d834,03ddc1b11ea696b934a508f93480753c6ed5d834,ncloc_identical,bugs,1.0,2.0,1.0,1.0
treatment,The-Pocket/PocketFlow,2025-08,exact_match,23e36bfbdfe8a071aafa987a9ba14df842af8a0e,23e36bfbdfe8a071aafa987a9ba14df842af8a0e,ncloc_identical,bugs,10.0,11.0,1.0,1.0
treatment,keephq/keep,2024-06,exact_match,e6ce080de41cd5e218eff5357b00f6ebdbb5b757,e6ce080de41cd5e218eff5357b00f6ebdbb5b757,ncloc_identical,bugs,18.0,17.0,-1.0,1.0
treatment,gerred/mcp-server-replicate,2025-01,exact_match,da7c9f5b18a5a1db189315cdfb6b92d03583bf1a,da7c9f5b18a5a1db189315cdfb6b92d03583bf1a,ncloc_identical,bugs,0.0,1.0,1.0,1.0
control,NVIDIA/cuEquivariance,2024-12,exact_match,163f5f15fbe422cd37bf57923d89761ac8f45185,163f5f15fbe422cd37bf57923d89761ac8f45185,ncloc_identical,bugs,17.0,16.0,-1.0,1.0
control,NVIDIA/cuEquivariance,2024-11,exact_match,f4b52be1a6b7e4666978a6a8499a21e5ee29ecd6,f4b52be1a6b7e4666978a6a8499a21e5ee29ecd6,ncloc_identical,bugs,15.0,14.0,-1.0,1.0
control,NVIDIA/cuEquivariance,2025-03,exact_match,cd297d02978484ce75135f9104f0015f3f598159,cd297d02978484ce75135f9104f0015f3f598159,ncloc_identical,bugs,17.0,16.0,-1.0,1.0
control,NVIDIA/cuEquivariance,2025-02,exact_match,f5a67a583e60162fb1db47d954c916c845ad4d2f,f5a67a583e60162fb1db47d954c916c845ad4d2f,ncloc_identical,bugs,17.0,16.0,-1.0,1.0
control,NVIDIA/cuEquivariance,2025-01,exact_match,07e715cf2762e67fb2a0fbc109a5d24a94fc5117,07e715cf2762e67fb2a0fbc109a5d24a94fc5117,ncloc_identical,bugs,17.0,16.0,-1.0,1.0
control,OSU-NLP-Group/HippoRAG,2025-07,exact_match,5f7ffa7ffaf9ed2d7b963826c61edc356516bdae,5f7ffa7ffaf9ed2d7b963826c61edc356516bdae,ncloc_identical,bugs,0.0,1.0,1.0,1.0
control,dromara/domain-admin,2024-11,exact_match,f1db25e8d01f10f13644afc47a0d8684de3d66ad,f1db25e8d01f10f13644afc47a0d8684de3d66ad,ncloc_identical,bugs,27.0,26.0,-1.0,1.0
control,dromara/domain-admin,2024-12,exact_match,f184fef939ce2392a3b0c423daa1775993fada71,f184fef939ce2392a3b0c423daa1775993fada71,ncloc_identical,bugs,27.0,26.0,-1.0,1.0
control,dromara/domain-admin,2024-01,exact_match,018861d9645ed015717a1875fdf446c30289f51a,018861d9645ed015717a1875fdf446c30289f51a,ncloc_identical,bugs,16.0,15.0,-1.0,1.0
control,dromara/domain-admin,2024-02,exact_match,8dd2085555021afc38b116a50c912d7595936d55,8dd2085555021afc38b116a50c912d7595936d55,ncloc_identical,bugs,16.0,15.0,-1.0,1.0
control,pieces-app/cli-agent,2025-06,exact_match,6c44181fb35136721f941a77b6be436f6926c7cb,6c44181fb35136721f941a77b6be436f6926c7cb,ncloc_identical,bugs,3.0,4.0,1.0,1.0
treatment,martinnormark/neural-mesh-simplification,2024-08,exact_match,04bd64ef3db6e0b1e1c5907ce9801b325c489e90,04bd64ef3db6e0b1e1c5907ce9801b325c489e90,ncloc_identical,bugs,1.0,0.0,-1.0,1.0
treatment,matebenyovszky/healing-agent,2025-01,exact_match,ed663491defb2c98b012f564ad5067a8741da037,ed663491defb2c98b012f564ad5067a8741da037,ncloc_identical,bugs,1.0,0.0,-1.0,1.0
treatment,matebenyovszky/healing-agent,2024-11,exact_match,3feed67c8817444c94a58a497fc2f785cb6e7094,3feed67c8817444c94a58a497fc2f785cb6e7094,ncloc_identical,bugs,1.0,0.0,-1.0,1.0
treatment,martinnormark/neural-mesh-simplification,2025-03,exact_match,2ada79100932189cfd28a56093ba3d72e24f3ec7,2ada79100932189cfd28a56093ba3d72e24f3ec7,ncloc_identical,bugs,1.0,0.0,-1.0,1.0
treatment,martinnormark/neural-mesh-simplification,2025-02,exact_match,e291b76feb20ed72becd9125bd7cc8fcaf512a8a,e291b76feb20ed72becd9125bd7cc8fcaf512a8a,ncloc_identical,bugs,1.0,0.0,-1.0,1.0
treatment,martinnormark/neural-mesh-simplification,2025-01,exact_match,2983d17ea727c12d1a6e1e02b0a3e2b2d822d4b9,2983d17ea727c12d1a6e1e02b0a3e2b2d822d4b9,ncloc_identical,bugs,1.0,0.0,-1.0,1.0
treatment,ezyang/codemcp,2025-06,exact_match,41dfe735e1541d6db93f326e43db66f1e7038425,41dfe735e1541d6db93f326e43db66f1e7038425,ncloc_identical,bugs,0.0,1.0,1.0,1.0
treatment,gerred/mcp-server-replicate,2025-02,exact_match,568024cbab6f7da22a85d7bd5787f2e835e4e54a,568024cbab6f7da22a85d7bd5787f2e835e4e54a,ncloc_identical,bugs,0.0,1.0,1.0,1.0
treatment,instructor-ai/instructor,2024-02,exact_match,3804ec6ac530bdd54f869d64768093eb881cb996,3804ec6ac530bdd54f869d64768093eb881cb996,ncloc_identical,bugs,12.0,13.0,1.0,1.0
control,weaviate/t2v-transformers-models,2025-02,exact_match,23239a4d3cc133f8c43e35cc390e74991ff13b1f,23239a4d3cc133f8c43e35cc390e74991ff13b1f,ncloc_identical,bugs,0.0,1.0,1.0,1.0
control,weaviate/t2v-transformers-models,2025-01,exact_match,61c456015d85b54246274705a87a33cda1abbd57,61c456015d85b54246274705a87a33cda1abbd57,ncloc_identical,bugs,0.0,1.0,1.0,1.0
control,dromara/domain-admin,2024-07,exact_match,330b1299e9a82b01c31ec84a33cef2610b3bca55,330b1299e9a82b01c31ec84a33cef2610b3bca55,ncloc_identical,bugs,23.0,22.0,-1.0,1.0
control,pieces-app/cli-agent,2025-07,exact_match,ff6928ee937c16312c73e3f95f2f768dd8428065,ff6928ee937c16312c73e3f95f2f768dd8428065,ncloc_identical,bugs,3.0,4.0,1.0,1.0
control,popey/sbommage,2025-08,exact_match,49e5c36597f33d400ef8710cdbf575fb7beca206,49e5c36597f33d400ef8710cdbf575fb7beca206,ncloc_identical,bugs,0.0,1.0,1.0,1.0
control,odoo/industry,2025-08,exact_match,8c7b13a863f1b195aba8b55d132ed9847409ab22,8c7b13a863f1b195aba8b55d132ed9847409ab22,ncloc_identical,bugs,281.0,280.0,-1.0,1.0
control,odoo/industry,2025-07,exact_match,38289c31553cbbc34554e08e02248dcb9eab12fc,38289c31553cbbc34554e08e02248dcb9eab12fc,ncloc_identical,bugs,236.0,235.0,-1.0,1.0
control,odoo/industry,2025-06,exact_match,f1b0cfed55870ebe3545246bea18e0da184877de,f1b0cfed55870ebe3545246bea18e0da184877de,ncloc_identical,bugs,183.0,182.0,-1.0,1.0
control,odoo/industry,2025-05,exact_match,a8a6f11f9a60fdbc90b8eebc17e06560da57185d,a8a6f11f9a60fdbc90b8eebc17e06560da57185d,ncloc_identical,bugs,162.0,161.0,-1.0,1.0
control,odoo/industry,2024-08,exact_match,2eda24fd92998c312393fee71e65c5c25fb471ea,2eda24fd92998c312393fee71e65c5c25fb471ea,ncloc_identical,bugs,1.0,0.0,-1.0,1.0
control,weaviate/t2v-transformers-models,2025-07,exact_match,3c21aecb7c6b3bdf553a45cccbfb13c4ff4fc79b,3c21aecb7c6b3bdf553a45cccbfb13c4ff4fc79b,ncloc_identical,bugs,0.0,1.0,1.0,1.0
control,weaviate/t2v-transformers-models,2025-03,exact_match,929a804e0eff3db35e1e761b172649eef8171ab5,929a804e0eff3db35e1e761b172649eef8171ab5,ncloc_identical,bugs,0.0,1.0,1.0,1.0
treatment,nextml-code/pytorch-datastream,2025-01,exact_match,7a3e9411106bcf354a5dd6e660a9b7aac0c52599,7a3e9411106bcf354a5dd6e660a9b7aac0c52599,ncloc_identical,bugs,1.0,0.0,-1.0,1.0
treatment,martinnormark/neural-mesh-simplification,2024-12,exact_match,198a70cf6c7020112dee19952a6da0e70e3d159d,198a70cf6c7020112dee19952a6da0e70e3d159d,ncloc_identical,bugs,1.0,0.0,-1.0,1.0
treatment,ezyang/codemcp,2025-05,exact_match,5b6726ab8c71ecf84fc20cb351b7bc7d7941bfda,5b6726ab8c71ecf84fc20cb351b7bc7d7941bfda,ncloc_identical,bugs,0.0,1.0,1.0,1.0
treatment,ezyang/codemcp,2025-04,exact_match,3aaa4a8701c74dee51c58c39c48ff6426edcaa67,3aaa4a8701c74dee51c58c39c48ff6426edcaa67,ncloc_identical,bugs,0.0,1.0,1.0,1.0
treatment,ilanbenb/wa_llm,2025-02,exact_match,6fccd35c2eee2f8e7dab67de2a8705d52095eae4,6fccd35c2eee2f8e7dab67de2a8705d52095eae4,ncloc_identical,bugs,0.0,1.0,1.0,1.0
treatment,ilanbenb/wa_llm,2025-01,exact_match,e34e63788ce3b4b6bb15a6c2484d230a3e75f4fd,e34e63788ce3b4b6bb15a6c2484d230a3e75f4fd,ncloc_identical,bugs,0.0,1.0,1.0,1.0
control,dromara/domain-admin,2025-08,exact_match,f688a8c8f852f140a3ace1c44c1006b32e2319a7,f688a8c8f852f140a3ace1c44c1006b32e2319a7,ncloc_identical,bugs,27.0,26.0,-1.0,1.0
control,dromara/domain-admin,2025-07,exact_match,a2aae1b9d2eea4eda91f6e48b67d9def52ed11e1,a2aae1b9d2eea4eda91f6e48b67d9def52ed11e1,ncloc_identical,bugs,27.0,26.0,-1.0,1.0
control,dromara/domain-admin,2025-06,exact_match,4824c6239ec2dcd136144d1b9558cc628a43a0fa,4824c6239ec2dcd136144d1b9558cc628a43a0fa,ncloc_identical,bugs,27.0,26.0,-1.0,1.0
control,dromara/domain-admin,2025-04,exact_match,560c637c93b13ccec631e0fb7a22953d380e5ca9,560c637c93b13ccec631e0fb7a22953d380e5ca9,ncloc_identical,bugs,27.0,26.0,-1.0,1.0
control,dromara/domain-admin,2025-03,exact_match,9e29e6935996b3d9c6b099b1e64ade2e4789bca8,9e29e6935996b3d9c6b099b1e64ade2e4789bca8,ncloc_identical,bugs,27.0,26.0,-1.0,1.0
control,dromara/domain-admin,2025-02,exact_match,15e8af88c2d0c17be14d35b573fa7ec70d4479b0,15e8af88c2d0c17be14d35b573fa7ec70d4479b0,ncloc_identical,bugs,27.0,26.0,-1.0,1.0
control,weaviate/t2v-transformers-models,2025-08,exact_match,35e8f5c8e0fb35b53f80b8d34bd3e01c3318d0a6,35e8f5c8e0fb35b53f80b8d34bd3e01c3318d0a6,ncloc_identical,bugs,0.0,1.0,1.0,1.0
treatment,hyperb1iss/droidmind,2025-03,exact_match,d7c5b310e43204bb5ee7b0fea6ec47d8a58d391d,d7c5b310e43204bb5ee7b0fea6ec47d8a58d391d,ncloc_identical,bugs,3.0,4.0,1.0,1.0
control,OSU-NLP-Group/HippoRAG,2025-06,exact_match,242abfbefa03d6fce7a5c107e10ec24f22945b1f,242abfbefa03d6fce7a5c107e10ec24f22945b1f,ncloc_identical,bugs,0.0,1.0,1.0,1.0
treatment,smartian1/tgtrader,2025-03,exact_match,48a5a6e8245592314a2eb3d667ada5faac2a367f,48a5a6e8245592314a2eb3d667ada5faac2a367f,ncloc_identical,bugs,49.0,50.0,1.0,1.0
treatment,smartian1/tgtrader,2025-02,exact_match,1b533268cbcf209e7db165f44ba5494749587cfc,1b533268cbcf209e7db165f44ba5494749587cfc,ncloc_identical,bugs,49.0,50.0,1.0,1.0
treatment,sshtunnelvision/MCP-LOGO-GEN,2025-03,exact_match,5192c277f3b6efd3d8233e2427c33aeb9fb6c836,5192c277f3b6efd3d8233e2427c33aeb9fb6c836,ncloc_identical,bugs,0.0,1.0,1.0,1.0
treatment,smartian1/tgtrader,2025-04,exact_match,9d17bd75396997b746338c8911d8d781c096ed35,9d17bd75396997b746338c8911d8d781c096ed35,ncloc_identical,bugs,49.0,50.0,1.0,1.0
treatment,nextml-code/pytorch-datastream,2024-09,exact_match,87d1ae2d11ceb561e1b5f0ce037f5892da5e902e,87d1ae2d11ceb561e1b5f0ce037f5892da5e902e,ncloc_identical,bugs,1.0,0.0,-1.0,1.0
treatment,nextml-code/pytorch-datastream,2024-08,exact_match,0fa6f41c76f04734451c1ab29385920f0a69c421,0fa6f41c76f04734451c1ab29385920f0a69c421,ncloc_identical,bugs,1.0,0.0,-1.0,1.0
treatment,smartian1/tgtrader,2025-01,exact_match,a883ba2dc193cd0f384d7a2162ae74b1dff0b5fe,a883ba2dc193cd0f384d7a2162ae74b1dff0b5fe,ncloc_identical,bugs,48.0,49.0,1.0,1.0
control,weaviate/t2v-transformers-models,2024-12,exact_match,677a30b6bbb325adce8be1ab7babf745df20fc9d,677a30b6bbb325adce8be1ab7babf745df20fc9d,ncloc_identical,bugs,0.0,1.0,1.0,1.0
control,weaviate/t2v-transformers-models,2024-11,exact_match,11198ede5aca3e4ff7312764907228ee7efb2c7f,11198ede5aca3e4ff7312764907228ee7efb2c7f,ncloc_identical,bugs,0.0,1.0,1.0,1.0
treatment,xzq-xu/jvm-mcp-server,2025-06,exact_match,6f879f87da4485a8c1f0bd274899068c0e5da28d,6f879f87da4485a8c1f0bd274899068c0e5da28d,ncloc_identical,bugs,3.0,2.0,-1.0,1.0
treatment,PiotrCzapla/smart_dictation,2024-10,exact_match,f0f396492a7bc34bd4fd16e2857d21f744d7c6b1,f0f396492a7bc34bd4fd16e2857d21f744d7c6b1,ncloc_identical,bugs,2.0,1.0,-1.0,1.0
treatment,Kiln-AI/Kiln,2024-09,exact_match,bf9e65a4268090cb17f0bc55759d397114c411f0,bf9e65a4268090cb17f0bc55759d397114c411f0,ncloc_identical,bugs,1.0,2.0,1.0,1.0
control,dromara/domain-admin,2024-03,exact_match,6406f470292889443bef67d6221e6ad49e0bb67c,6406f470292889443bef67d6221e6ad49e0bb67c,ncloc_identical,bugs,17.0,16.0,-1.0,1.0
control,dromara/domain-admin,2024-04,exact_match,57c9f93d9e57006343ab869f23b00f8fd0425962,57c9f93d9e57006343ab869f23b00f8fd0425962,ncloc_identical,bugs,17.0,16.0,-1.0,1.0
treatment,The-Pocket/PocketFlow,2025-07,exact_match,f98e9f4806af3b6aedfbf7e462bdadeba671bd63,f98e9f4806af3b6aedfbf7e462bdadeba671bd63,ncloc_identical,bugs,10.0,11.0,1.0,1.0
treatment,The-Pocket/PocketFlow,2025-06,exact_match,8c6cbc5138a92fff325366b5622d59ecfaae7a07,8c6cbc5138a92fff325366b5622d59ecfaae7a07,ncloc_identical,bugs,10.0,11.0,1.0,1.0
control,dromara/domain-admin,2024-10,exact_match,00fa6785486975f2e5c8cdff3375d1cb31ee3f53,00fa6785486975f2e5c8cdff3375d1cb31ee3f53,ncloc_identical,bugs,27.0,26.0,-1.0,1.0
control,dromara/domain-admin,2024-06,exact_match,0fbc2225825252b1e0fbe1ec1deb4450d734da38,0fbc2225825252b1e0fbe1ec1deb4450d734da38,ncloc_identical,bugs,22.0,21.0,-1.0,1.0
control,dromara/domain-admin,2024-05,exact_match,dc857fc8d3efa99d3ec1586209a9aa6fb442be4f,dc857fc8d3efa99d3ec1586209a9aa6fb442be4f,ncloc_identical,bugs,22.0,21.0,-1.0,1.0
treatment,The-Pocket/PocketFlow,2025-05,exact_match,6cf3ec4984958eb442ed676835f6551648082f22,6cf3ec4984958eb442ed676835f6551648082f22,ncloc_identical,bugs,10.0,11.0,1.0,1.0
control,dromara/domain-admin,2024-08,exact_match,f47953389ad7a0ea5ca4440b58a4c6c21868df7f,f47953389ad7a0ea5ca4440b58a4c6c21868df7f,ncloc_identical,bugs,23.0,22.0,-1.0,1.0
control,dromara/domain-admin,2024-09,exact_match,b1d376b3c3e250f0a89c127e3e0af736bea59d83,b1d376b3c3e250f0a89c127e3e0af736bea59d83,ncloc_identical,bugs,27.0,26.0,-1.0,1.0
treatment,Kiln-AI/Kiln,2024-08,exact_match,003cb0935ee0a1fdd94258344d5d6246e4bbcc39,003cb0935ee0a1fdd94258344d5d6246e4bbcc39,ncloc_identical,bugs,2.0,1.0,-1.0,1.0
control,ArpiarSaundersLab/annsql,2024-11,exact_match,dd27a7d1a7b06498d0d3ead34847d6e7241105f6,dd27a7d1a7b06498d0d3ead34847d6e7241105f6,ncloc_identical,bugs,0.0,0.0,0.0,0.0
control,davidhandsome86/LLM_RAG,2024-02,exact_match,57f27f2529bbadf6c72f236c4f10140984d2dfdd,57f27f2529bbadf6c72f236c4f10140984d2dfdd,ncloc_identical,bugs,0.0,0.0,0.0,0.0
control,cyb3rfortr3ss/ByDeF,2025-05,exact_match,af0b596ed25048c90b6bdee88900c8fad8fcda6c,af0b596ed25048c90b6bdee88900c8fad8fcda6c,ncloc_identical,bugs,1.0,1.0,0.0,0.0
control,cyb3rfortr3ss/ByDeF,2025-03,exact_match,d7b3e3870708b397ed5abbf846b77d5f1159a5a8,d7b3e3870708b397ed5abbf846b77d5f1159a5a8,ncloc_identical,bugs,0.0,0.0,0.0,0.0
control,bropines/chrome-lens-py,2025-01,exact_match,9fe53b7726defcbb4189829ff8808d17c80f482d,9fe53b7726defcbb4189829ff8808d17c80f482d,ncloc_identical,bugs,0.0,0.0,0.0,0.0
control,bropines/chrome-lens-py,2024-12,exact_match,cc867b581a07a1c4dae60fc5963017d18393ee8c,cc867b581a07a1c4dae60fc5963017d18393ee8c,ncloc_identical,bugs,0.0,0.0,0.0,0.0
control,bropines/chrome-lens-py,2024-11,exact_match,e37629473f98a73ca5118f0f3970855c19e4789d,e37629473f98a73ca5118f0f3970855c19e4789d,ncloc_identical,bugs,0.0,0.0,0.0,0.0
control,bropines/chrome-lens-py,2024-10,exact_match,fd01ef9d479704ebf3b40ed2d84e650d14fa385f,fd01ef9d479704ebf3b40ed2d84e650d14fa385f,ncloc_identical,bugs,0.0,0.0,0.0,0.0
control,ali-bahrainian/RAG_best_practices,2025-01,exact_match,735049f4a408786566fbd3823ef8cb9ba461f341,735049f4a408786566fbd3823ef8cb9ba461f341,ncloc_identical,bugs,0.0,0.0,0.0,0.0
control,djeada/Kurs-Podstaw-Pythona,2024-06,exact_match,d0ac209a9a3c79873be165cc068315b6ed9d8af8,d0ac209a9a3c79873be165cc068315b6ed9d8af8,ncloc_identical,bugs,4.0,4.0,0.0,0.0
control,djeada/Kurs-Podstaw-Pythona,2024-05,exact_match,da69156ef45034b6c2915d452d409370b56a64b1,da69156ef45034b6c2915d452d409370b56a64b1,ncloc_identical,bugs,4.0,4.0,0.0,0.0
control,djeada/Kurs-Podstaw-Pythona,2024-04,exact_match,8d0e9de1f09397589f384c78867e9595e1ef56f1,8d0e9de1f09397589f384c78867e9595e1ef56f1,ncloc_identical,bugs,4.0,4.0,0.0,0.0
control,djeada/Kurs-Podstaw-Pythona,2024-03,exact_match,9607373ba86b30cf636052dd9b55498064b3c8f8,9607373ba86b30cf636052dd9b55498064b3c8f8,ncloc_identical,bugs,4.0,4.0,0.0,0.0
control,dimatura/pypcd,2024-07,exact_match,6321080f704d3fa331b6b244daf55a6d774212f8,6321080f704d3fa331b6b244daf55a6d774212f8,ncloc_identical,bugs,3.0,3.0,0.0,0.0
control,dimatura/pypcd,2024-06,exact_match,b8ce5f2af38b16e549ccadbe54459501761933ab,b8ce5f2af38b16e549ccadbe54459501761933ab,ncloc_identical,bugs,3.0,3.0,0.0,0.0
control,aws-samples/aws-dms-cdc-data-pipeline,2024-01,exact_match,a356ba6970f7d550a30ea4f6a83d2307573a2d81,a356ba6970f7d550a30ea4f6a83d2307573a2d81,ncloc_identical,bugs,0.0,0.0,0.0,0.0
control,ali-bahrainian/RAG_best_practices,2025-03,exact_match,be7e7ac3532da61f47c1931c68b52f647267c608,be7e7ac3532da61f47c1931c68b52f647267c608,ncloc_identical,bugs,0.0,0.0,0.0,0.0
control,jrowellfx/lsseq,2025-01,exact_match,33fdeb75f45ce68886426ea75834ff8665dfe997,33fdeb75f45ce68886426ea75834ff8665dfe997,ncloc_identical,bugs,0.0,0.0,0.0,0.0
control,popey/sbommage,2025-02,exact_match,e608148f0a8823535eb5bc5f636ac6ab9af6d4d4,e608148f0a8823535eb5bc5f636ac6ab9af6d4d4,ncloc_identical,bugs,0.0,0.0,0.0,0.0
control,qiboteam/qibojit,2025-05,exact_match,c907246d79ff0d71dbc31e79068900efaaa1b7ab,c907246d79ff0d71dbc31e79068900efaaa1b7ab,ncloc_identical,bugs,1.0,1.0,0.0,0.0
control,qiboteam/qibojit,2025-03,exact_match,63c700d1732030c7647f653a9c76f0f52f871a91,63c700d1732030c7647f653a9c76f0f52f871a91,ncloc_identical,bugs,1.0,1.0,0.0,0.0
control,qiboteam/qibojit,2024-06,exact_match,db0bf468dbe1e8bf95eda400fe3bf51bfc0bdeb3,db0bf468dbe1e8bf95eda400fe3bf51bfc0bdeb3,ncloc_identical,bugs,1.0,1.0,0.0,0.0
control,ali-bahrainian/RAG_best_practices,2024-12,exact_match,7e6218cb7260e337747c807bc28f60516fa7b760,7e6218cb7260e337747c807bc28f60516fa7b760,ncloc_identical,bugs,0.0,0.0,0.0,0.0
control,aj47/100x-orchestrator,2025-02,exact_match,4fede5d1be8abff710a702ee2ee324e4aa329ba3,4fede5d1be8abff710a702ee2ee324e4aa329ba3,ncloc_identical,bugs,0.0,0.0,0.0,0.0
control,aj47/100x-orchestrator,2025-01,exact_match,c0f903e0768d211838793febb3ea3cc78ea325ef,c0f903e0768d211838793febb3ea3cc78ea325ef,ncloc_identical,bugs,0.0,0.0,0.0,0.0
control,aj47/100x-orchestrator,2024-12,exact_match,ac9f1d7177edc0d733edd023c5ba631b61d6bbf3,ac9f1d7177edc0d733edd023c5ba631b61d6bbf3,ncloc_identical,bugs,0.0,0.0,0.0,0.0
control,pieces-app/cli-agent,2025-03,exact_match,44c06f4ac95ac466d9171bc5f13b787055062a36,44c06f4ac95ac466d9171bc5f13b787055062a36,ncloc_identical,bugs,0.0,0.0,0.0,0.0
control,qiboteam/qibojit,2024-07,exact_match,77aeed6e2e4c2ee699c662742465daf13d924082,77aeed6e2e4c2ee699c662742465daf13d924082,ncloc_identical,bugs,1.0,1.0,0.0,0.0
control,qiboteam/qibojit,2025-01,exact_match,11441dd31d686823b9c753ca8886bef03753e5cb,11441dd31d686823b9c753ca8886bef03753e5cb,ncloc_identical,bugs,1.0,1.0,0.0,0.0
control,qiboteam/qibojit,2024-05,exact_match,683a19467797c8a4d7deaf1a3a1f10a1baca66ca,683a19467797c8a4d7deaf1a3a1f10a1baca66ca,ncloc_identical,bugs,1.0,1.0,0.0,0.0
control,qiboteam/qibojit,2024-04,exact_match,df23518a094c357c44598ab01530f4534be555ab,df23518a094c357c44598ab01530f4534be555ab,ncloc_identical,bugs,1.0,1.0,0.0,0.0
control,qiboteam/qibojit,2024-03,exact_match,65b3eb6677e443eac5e3658b22792b333f657930,65b3eb6677e443eac5e3658b22792b333f657930,ncloc_identical,bugs,1.0,1.0,0.0,0.0
control,qiboteam/qibojit,2024-02,exact_match,524aea0aa06f5dccf8d5ee9d8db84899b7f3ac45,524aea0aa06f5dccf8d5ee9d8db84899b7f3ac45,ncloc_identical,bugs,1.0,1.0,0.0,0.0
