cause_category,rows,comparable_non_null,unique_repos,identical_rows,different_rows,positive_diff_rows,negative_diff_rows,mean_diff,median_diff,median_abs_diff,p90_abs_diff,p95_abs_diff,max_abs_diff,total_abs_diff,paper_mean,our_mean,different_share,positive_diff_share,negative_diff_share
commit_selection_difference,900,900,36,385,515,408,107,164.23055555555555,0.0,1.450000000000001,151.70000000000016,405.3499999999997,68575.0,163414.5,4149.464,4313.694555555556,0.5722222222222222,0.4533333333333333,0.11888888888888889
paper_commit_missing,9,9,1,1,8,1,7,-1153.822222222222,-208.0,208.0,2599.000000000001,4904.999999999998,7211.0,10385.8,1307.9444444444443,154.1222222222222,0.8888888888888888,0.1111111111111111,0.7777777777777778
rule_config_analyzer_profile_signal,8190,8190,178,5134,3056,2009,1047,3.734468864468864,0.0,0.0,36.0,112.54999999999927,3580.0,233787.7,1191.906862026862,1195.6413308913309,0.37313797313797314,0.2452991452991453,0.12783882783882783
source_scope_difference_or_mixed,5193,5193,63,1316,3877,2420,1457,231.19820912767187,0.0,11.0,857.6000000000004,2086.0,133392.0,3188655.9,18909.329597535147,19140.527806662816,0.7465819372231851,0.46601193914885425,0.2805699980743308
