outcome,outcome_label,time,estimate,conf_low,conf_high,std_error,p_value,significant,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-6,-0.00688509719788039,-0.162980476933958,0.149210282538198,0.0796404998653459,,FALSE,70-79,70,80,bounded_band,ratio,paper,calendar_month,all,strict_band_70_79_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-5,0.0562707074655757,-0.108231824103582,0.220773239034733,0.0839298630454884,,FALSE,70-79,70,80,bounded_band,ratio,paper,calendar_month,all,strict_band_70_79_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-4,0.0576955281296321,-0.129724568838708,0.245115625097972,0.0956224984532345,,FALSE,70-79,70,80,bounded_band,ratio,paper,calendar_month,all,strict_band_70_79_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-3,0.0289071778354551,-0.150003665283981,0.207818020954891,0.0912810424078754,,FALSE,70-79,70,80,bounded_band,ratio,paper,calendar_month,all,strict_band_70_79_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-2,0.064218093297091,-0.093289528253629,0.221725714847811,0.0803610314034286,,FALSE,70-79,70,80,bounded_band,ratio,paper,calendar_month,all,strict_band_70_79_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,0,-0.0747008610779247,-0.192365818603551,0.0429640964477016,0.0600331415947073,,FALSE,70-79,70,80,bounded_band,ratio,paper,calendar_month,all,strict_band_70_79_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,1,-0.131242108683768,-0.280064484970113,0.0175802676025779,0.0759297838195641,,FALSE,70-79,70,80,bounded_band,ratio,paper,calendar_month,all,strict_band_70_79_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,2,-0.168955609928949,-0.318960046599605,-0.018951173258293,0.0765328758523755,,TRUE,70-79,70,80,bounded_band,ratio,paper,calendar_month,all,strict_band_70_79_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,3,-0.075311775368691,-0.219089548808829,0.0684659980714469,0.0733560068572133,,FALSE,70-79,70,80,bounded_band,ratio,paper,calendar_month,all,strict_band_70_79_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,4,-0.277984944809093,-0.438193558878426,-0.11777633073976,0.0817390888108842,,TRUE,70-79,70,80,bounded_band,ratio,paper,calendar_month,all,strict_band_70_79_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,5,-0.0405400453694894,-0.197651015351672,0.116570924612694,0.0801586581541749,,FALSE,70-79,70,80,bounded_band,ratio,paper,calendar_month,all,strict_band_70_79_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,6,-0.241201559260537,-0.504398200117529,0.0219950815964544,0.134284000437241,,FALSE,70-79,70,80,bounded_band,ratio,paper,calendar_month,all,strict_band_70_79_ratio_paper_ncloc_calendar_month_all
