outcome,outcome_label,time,estimate,conf_low,conf_high,std_error,p_value,significant,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-6,-0.0568745513671745,-0.183984465098679,0.0702353623643298,0.0648519968017879,,FALSE,100-109,100,110,bounded_band,ratio,paper,calendar_month,all,strict_band_100_109_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-5,0.0155587098957726,-0.151994735668598,0.183112155460143,0.0854864518185564,,FALSE,100-109,100,110,bounded_band,ratio,paper,calendar_month,all,strict_band_100_109_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-4,-0.115463515856094,-0.235075347237087,0.00414831552489857,0.0610264445821392,,FALSE,100-109,100,110,bounded_band,ratio,paper,calendar_month,all,strict_band_100_109_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-3,-0.0103830257923892,-0.144276807912906,0.123510756328127,0.0683131541431207,,FALSE,100-109,100,110,bounded_band,ratio,paper,calendar_month,all,strict_band_100_109_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,-2,-0.0415125517934504,-0.185056260945015,0.102031157358114,0.0732365863018187,,FALSE,100-109,100,110,bounded_band,ratio,paper,calendar_month,all,strict_band_100_109_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,0,-0.0255519522434945,-0.144344048362096,0.0932401438751074,0.0606082123054092,,FALSE,100-109,100,110,bounded_band,ratio,paper,calendar_month,all,strict_band_100_109_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,1,0.0325331787527345,-0.115682415707019,0.180748773212487,0.075620201254976,,FALSE,100-109,100,110,bounded_band,ratio,paper,calendar_month,all,strict_band_100_109_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,2,-0.0240899060321997,-0.184238387150776,0.136058575086377,0.0817084087339677,,FALSE,100-109,100,110,bounded_band,ratio,paper,calendar_month,all,strict_band_100_109_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,3,0.0353176461621377,-0.146389019161609,0.217024311485884,0.092707482308034,,FALSE,100-109,100,110,bounded_band,ratio,paper,calendar_month,all,strict_band_100_109_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,4,-0.0453028673231956,-0.202509225219167,0.111903490572776,0.0802073254571282,,FALSE,100-109,100,110,bounded_band,ratio,paper,calendar_month,all,strict_band_100_109_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,5,0.00869358532359975,-0.202565940381319,0.219953111028518,0.107785472298428,,FALSE,100-109,100,110,bounded_band,ratio,paper,calendar_month,all,strict_band_100_109_ratio_paper_ncloc_calendar_month_all
agc_function_change_event_ratio,AGC-Like Event Share | Positive-Event Month,6,0.000657568113241364,-0.225960061834045,0.227275198060527,0.115621239769024,,FALSE,100-109,100,110,bounded_band,ratio,paper,calendar_month,all,strict_band_100_109_ratio_paper_ncloc_calendar_month_all
