dataset_source,rows,repositories,mean_has_function_change_event,mean_log1p_function_change_events,mean_log1p_agc_function_change_events,mean_log1p_hwc_function_change_events,mean_agc_function_change_event_ratio,mean_log1p_commits,mean_log1p_lines_added,mean_ncloc,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
control,334,78,1,1.73083480412512,0.918908601845871,1.34765934089112,0.363892409663262,3.42813423203866,8.41348835506317,20965.6467065868,100-109,100,110,bounded_band,ratio,paper,calendar_month,all,strict_band_100_109_ratio_paper_ncloc_calendar_month_all
treatment,518,88,1,2.11203747550736,1.33240146221962,1.64807281058326,0.406628265905914,4.11714821660624,9.31900843386797,152825.316602317,100-109,100,110,bounded_band,ratio,paper,calendar_month,all,strict_band_100_109_ratio_paper_ncloc_calendar_month_all
