repo_name,repo_primary_language,repo_stars,repo_commits,repo_contributors,repo_size,repo_languages,status,target_dir,note,event_month,panel_first_month,panel_latest_month,panel_month_count,min_relative_month,max_relative_month,pre_panel_months,event_months,post_panel_months,balanced_window,adoption_month,adoption_date,adoption_commit,confidence,evidence_paths,event_month_clean,adoption_month_clean,month_difference,event_month_match,match_status
Altinity/clickhouse-grafana,Python,739,1809.0,33.0,1989751.0,Python: 456153; TypeScript: 376675; Go: 208210; Shell: 4461; JavaScript: 4262; Dockerfile: 1840; CSS: 89,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Altinity_clickhouse-grafana,already_has_git_dir,2024-04,2024-01,2025-08,20.0,-3.0,16.0,3.0,1.0,16.0,3.0,2024-04,2024-04-28,1df89e363e2a4f6140f8989afb6374ea96227af1,high,.cursorignore,2024-04,2024-04,0,True,matched
ChatFAQ/ChatFAQ,Python,128,1391.0,8.0,14270.0,Python: 1066102; Vue: 363332; SCSS: 43290; JavaScript: 37927; Dockerfile: 5938; TypeScript: 2181; Makefile: 1927; Shell: 989,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ChatFAQ_ChatFAQ,already_has_git_dir,2024-09,2024-02,2025-03,14.0,-7.0,6.0,7.0,1.0,6.0,6.0,2024-09,2024-09-16,0037655ec471168dde27a9d197b4d39eceabdf82,high,.cursorignore,2024-09,2024-09,0,True,matched
PrefectHQ/marvin,Python,5586,3817.0,52.0,64290.0,Python: 450250; Jinja: 2905; Just: 1103; Mako: 494,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/PrefectHQ_marvin,already_has_git_dir,2025-01,2024-01,2025-08,20.0,-12.0,7.0,12.0,1.0,7.0,7.0,2025-01,2025-01-28,145ab83087f6b49854f7643981723d0b7e7c61d1,high,.cursor/rules/python-style.mdc,2025-01,2025-01,0,True,matched
ethereum/pm,Python,1678,2272.0,98.0,8869.0,Python: 1188,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ethereum_pm,already_has_git_dir,2025-03,2024-01,2025-08,20.0,-14.0,5.0,14.0,1.0,5.0,5.0,2025-03,2025-03-19,07e0fc10d78a34ec98e995291cad26cc4b7347e9,high,.cursorignore,2025-03,2025-03,0,True,matched
huggingface/nanotron,Python,1740,1223.0,25.0,15107.0,Python: 1259622; Makefile: 487,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/huggingface_nanotron,already_has_git_dir,2025-03,2024-01,2025-06,18.0,-14.0,3.0,14.0,1.0,3.0,3.0,2025-03,2025-03-19,b2ae7ebdb9bf6817a3526051fa7785e33034b03c,high,.cursor/rules/performance-optimization.mdc;.cursor/rules/philosophy.mdc;.cursor/rules/pipeline-parallelism.mdc;.cursor/rules/project-overview.mdc;.cursor/rules/tensor-parallelism.mdc;.cursor/rules/troubleshooting.mdc,2025-03,2025-03,0,True,matched
ifokeev/telegram-ai-agent,Python,27,18.0,1.0,173.0,Python: 129315; Shell: 1967,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ifokeev_telegram-ai-agent,already_has_git_dir,2024-10,2024-09,2025-01,5.0,-1.0,3.0,1.0,1.0,3.0,1.0,2024-10,2024-10-10,dd071c91dd06e8432fb812072570e0686eaa2799,high,.cursorrules,2024-10,2024-10,0,True,matched
kenshiro-o/nagato-ai,Python,115,115.0,1.0,38216.0,Python: 614025; Makefile: 1196,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/kenshiro-o_nagato-ai,already_has_git_dir,2025-02,2024-03,2025-08,18.0,-11.0,6.0,11.0,1.0,6.0,6.0,2025-02,2025-02-15,e998accbfdbd033885f59b54811e9db8880a8e5c,high,.cursorrules,2025-02,2025-02,0,True,matched
kevon217/custom-agency-swarms,Python,14,21.0,1.0,482.0,Python: 94888,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/kevon217_custom-agency-swarms,already_has_git_dir,2024-01,2024-01,2024-01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-01,2024-01-11,583c7b2f6e8d70428ac115af980f5d1bb4df92c1,high,.cursorignore,2024-01,2024-01,0,True,matched
