repo_name,time,dataset_source,ever_treated,is_treatment,is_treatment_dynamic,event,post_event,time_to_event,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,cursor,commits,lines_added,lines_removed,contributors,matched_as_control,matched_treatment_repos,match_ranks,matched_periods
DataDog/integrations-core,2025-07,treatment,1,1,1,2025-03,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,True,173,103880,19789,57,,,,
DataDog/integrations-core,2025-08,treatment,1,1,0,2025-03,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,False,169,93802,37434,71,,,,
DataScienceUIBK/Rankify,2025-02,treatment,1,0,0,2025-03,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,79,9035,5653,4,,,,
DataScienceUIBK/Rankify,2025-03,treatment,1,1,1,2025-03,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,47,4648,2673,3,,,,
DataScienceUIBK/Rankify,2025-04,treatment,1,1,0,2025-03,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,False,22,276,83,3,,,,
DataScienceUIBK/Rankify,2025-05,treatment,1,1,0,2025-03,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,False,37,5551,839,4,,,,
DataScienceUIBK/Rankify,2025-06,treatment,1,1,0,2025-03,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,False,76,29160,7807,8,,,,
DataScienceUIBK/Rankify,2025-07,treatment,1,1,0,2025-03,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,False,7,2649417,1064,3,,,,
DataScienceUIBK/Rankify,2025-08,treatment,1,1,0,2025-03,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,False,40,3130,2648080,4,,,,
Elevate-Code/better-voice-typing,2024-10,treatment,1,1,1,2024-10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,1,0,0,1,,,,
Elevate-Code/better-voice-typing,2024-11,treatment,1,1,1,2024-10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,True,12,2001,1726,1,,,,
Elevate-Code/better-voice-typing,2024-12,treatment,1,1,0,2024-10,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,False,1,1,0,1,,,,
Elevate-Code/better-voice-typing,2025-01,treatment,1,1,0,2024-10,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,False,1,52,7,1,,,,
Elevate-Code/better-voice-typing,2025-02,treatment,1,1,0,2024-10,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,False,2,66,20,1,,,,
Elevate-Code/better-voice-typing,2025-03,treatment,1,1,1,2024-10,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,True,5,710,404,1,,,,
Elevate-Code/better-voice-typing,2025-06,treatment,1,1,1,2024-10,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,True,6,1380,223,1,,,,
Elevate-Code/better-voice-typing,2025-07,treatment,1,1,0,2024-10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,False,7,467,138,1,,,,
Elevate-Code/better-voice-typing,2025-08,treatment,1,1,0,2024-10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,False,2,486,227,1,,,,
Hankanman/Area-Occupancy-Detection,2024-11,treatment,1,0,0,2024-12,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,43,13664,7720,2,,,,
Hankanman/Area-Occupancy-Detection,2024-12,treatment,1,1,1,2024-12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,144,31582,28221,2,,,,
Hankanman/Area-Occupancy-Detection,2025-02,treatment,1,1,0,2024-12,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,False,7,3084,2128,1,,,,
Hankanman/Area-Occupancy-Detection,2025-03,treatment,1,1,0,2024-12,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,False,8,4239,2505,2,,,,
Hankanman/Area-Occupancy-Detection,2025-04,treatment,1,1,1,2024-12,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,True,81,30102,15525,2,,,,
Hankanman/Area-Occupancy-Detection,2025-05,treatment,1,1,1,2024-12,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,True,18,4922,2725,2,,,,
Hankanman/Area-Occupancy-Detection,2025-06,treatment,1,1,1,2024-12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,True,136,96517,63738,3,,,,
Hankanman/Area-Occupancy-Detection,2025-07,treatment,1,1,0,2024-12,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,False,141,44597,37764,3,,,,
Hankanman/Area-Occupancy-Detection,2025-08,treatment,1,1,0,2024-12,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,False,57,27296,37906,3,,,,
Kiln-AI/Kiln,2024-08,treatment,1,0,0,2025-01,0,-5,0,1,0,0,0,0,0,0,0,0,0,0,0,False,160,9596,1499,2,,,,
Kiln-AI/Kiln,2024-09,treatment,1,0,0,2025-01,0,-4,0,0,1,0,0,0,0,0,0,0,0,0,0,False,58,4016,1297,2,,,,
Kiln-AI/Kiln,2024-10,treatment,1,0,0,2025-01,0,-3,0,0,0,1,0,0,0,0,0,0,0,0,0,False,306,46885,14728,2,,,,
Kiln-AI/Kiln,2024-11,treatment,1,0,0,2025-01,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,False,238,23224,3121,2,,,,
Kiln-AI/Kiln,2024-12,treatment,1,0,0,2025-01,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,189,29627,4455,4,,,,
Kiln-AI/Kiln,2025-01,treatment,1,1,1,2025-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,111,6877,2338,6,,,,
Kiln-AI/Kiln,2025-02,treatment,1,1,1,2025-01,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,True,247,42187,11148,4,,,,
Kiln-AI/Kiln,2025-03,treatment,1,1,1,2025-01,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,True,172,27697,8362,4,,,,
Kiln-AI/Kiln,2025-04,treatment,1,1,0,2025-01,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,False,108,10998,2953,4,,,,
Kiln-AI/Kiln,2025-05,treatment,1,1,1,2025-01,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,True,180,19780,4559,5,,,,
Kiln-AI/Kiln,2025-06,treatment,1,1,1,2025-01,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,True,317,33217,11744,5,,,,
Kiln-AI/Kiln,2025-07,treatment,1,1,1,2025-01,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,True,337,65576,16036,7,,,,
Kiln-AI/Kiln,2025-08,treatment,1,1,1,2025-01,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,True,415,125629,40777,10,,,,
KroMiose/nekro-agent,2024-07,treatment,1,0,0,2025-01,0,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,False,7,2085,1169,1,,,,
KroMiose/nekro-agent,2024-08,treatment,1,0,0,2025-01,0,-5,0,1,0,0,0,0,0,0,0,0,0,0,0,False,35,5745,3158,2,,,,
KroMiose/nekro-agent,2024-09,treatment,1,0,0,2025-01,0,-4,0,0,1,0,0,0,0,0,0,0,0,0,0,False,49,2404,311,1,,,,
KroMiose/nekro-agent,2024-10,treatment,1,0,0,2025-01,0,-3,0,0,0,1,0,0,0,0,0,0,0,0,0,False,23,517,178,3,,,,
KroMiose/nekro-agent,2024-11,treatment,1,0,0,2025-01,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,False,12,1291,81,1,,,,
KroMiose/nekro-agent,2024-12,treatment,1,0,0,2025-01,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,60,3469,1484,2,,,,
KroMiose/nekro-agent,2025-01,treatment,1,1,1,2025-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,115,17923,8049,2,,,,
KroMiose/nekro-agent,2025-02,treatment,1,1,1,2025-01,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,True,119,18867,5878,6,,,,
KroMiose/nekro-agent,2025-03,treatment,1,1,0,2025-01,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,False,14,883,420,3,,,,
KroMiose/nekro-agent,2025-04,treatment,1,1,1,2025-01,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,True,67,25032,11229,4,,,,
KroMiose/nekro-agent,2025-05,treatment,1,1,1,2025-01,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,True,47,22693,8016,4,,,,
KroMiose/nekro-agent,2025-06,treatment,1,1,1,2025-01,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,True,6,23269,8871,4,,,,
KroMiose/nekro-agent,2025-07,treatment,1,1,0,2025-01,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,False,17,7281,682,3,,,,
KroMiose/nekro-agent,2025-08,treatment,1,1,1,2025-01,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,True,33,2706,1745,4,,,,
LearningCircuit/local-deep-research,2025-02,treatment,1,0,0,2025-03,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,58,14295,1476,5,,,,
LearningCircuit/local-deep-research,2025-03,treatment,1,1,1,2025-03,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,377,167162,74409,12,,,,
LearningCircuit/local-deep-research,2025-04,treatment,1,1,0,2025-03,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,False,225,148688,51142,7,,,,
LearningCircuit/local-deep-research,2025-05,treatment,1,1,0,2025-03,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,False,222,97620,27494,5,,,,
LearningCircuit/local-deep-research,2025-06,treatment,1,1,0,2025-03,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,False,285,311435,45542,11,,,,
LearningCircuit/local-deep-research,2025-07,treatment,1,1,0,2025-03,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,False,196,282854,65204,5,,,,
LearningCircuit/local-deep-research,2025-08,treatment,1,1,0,2025-03,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,False,350,348277,78229,7,,,,
MDGrey33/pyvisionai,2024-11,treatment,1,0,0,2025-01,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,False,14,2203,1689,2,,,,
MDGrey33/pyvisionai,2024-12,treatment,1,0,0,2025-01,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,12,549,227,2,,,,
MDGrey33/pyvisionai,2025-01,treatment,1,1,1,2025-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,106,13590,6100,2,,,,
MDGrey33/pyvisionai,2025-02,treatment,1,1,1,2025-01,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,True,10,2854,564,1,,,,
MDGrey33/pyvisionai,2025-06,treatment,1,1,0,2025-01,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,False,2,4208,294,1,,,,
MDGrey33/pyvisionai,2025-07,treatment,1,1,0,2025-01,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,False,3,1873,36,1,,,,
Mineru98/mysql-mcp-server,2025-03,treatment,1,1,1,2025-03,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,62,4696,1493,2,,,,
Multi-V-VM/MVVM,2024-01,treatment,1,0,0,2025-03,0,-14,1,0,0,0,0,0,0,0,0,0,0,0,0,False,48,7987,4432,4,,,,
Multi-V-VM/MVVM,2024-02,treatment,1,0,0,2025-03,0,-13,1,0,0,0,0,0,0,0,0,0,0,0,0,False,49,12210,86213,3,,,,
Multi-V-VM/MVVM,2024-03,treatment,1,0,0,2025-03,0,-12,1,0,0,0,0,0,0,0,0,0,0,0,0,False,20,6878,3041,2,,,,
Multi-V-VM/MVVM,2024-04,treatment,1,0,0,2025-03,0,-11,1,0,0,0,0,0,0,0,0,0,0,0,0,False,10,1973,531,2,,,,
Multi-V-VM/MVVM,2024-05,treatment,1,0,0,2025-03,0,-10,1,0,0,0,0,0,0,0,0,0,0,0,0,False,8,322489,294721,2,,,,
Multi-V-VM/MVVM,2024-12,treatment,1,0,0,2025-03,0,-3,0,0,0,1,0,0,0,0,0,0,0,0,0,False,9,1109924,760,2,,,,
Multi-V-VM/MVVM,2025-03,treatment,1,1,1,2025-03,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,9,1141426,2081,2,,,,
Multi-V-VM/MVVM,2025-06,treatment,1,1,0,2025-03,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,False,3,8698,730,1,,,,
Multi-V-VM/MVVM,2025-07,treatment,1,1,0,2025-03,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,False,11,13017,4328,3,,,,
Ody-Z/Trading_Game_Simulator,2025-02,treatment,1,1,1,2025-02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,4,37,57,1,,,,
OpenMOSS/Language-Model-SAEs,2024-03,treatment,1,0,0,2024-12,0,-9,1,0,0,0,0,0,0,0,0,0,0,0,0,False,110,24509,3792,7,,,,
OpenMOSS/Language-Model-SAEs,2024-04,treatment,1,0,0,2024-12,0,-8,1,0,0,0,0,0,0,0,0,0,0,0,0,False,37,4019,2418,4,,,,
OpenMOSS/Language-Model-SAEs,2024-05,treatment,1,0,0,2024-12,0,-7,1,0,0,0,0,0,0,0,0,0,0,0,0,False,9,914,395,3,,,,
OpenMOSS/Language-Model-SAEs,2024-06,treatment,1,0,0,2024-12,0,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,False,69,463508,21392,5,,,,
OpenMOSS/Language-Model-SAEs,2024-07,treatment,1,0,0,2024-12,0,-5,0,1,0,0,0,0,0,0,0,0,0,0,0,False,65,5595,2012,8,,,,
OpenMOSS/Language-Model-SAEs,2024-08,treatment,1,0,0,2024-12,0,-4,0,0,1,0,0,0,0,0,0,0,0,0,0,False,40,38049,7234,6,,,,
OpenMOSS/Language-Model-SAEs,2024-09,treatment,1,0,0,2024-12,0,-3,0,0,0,1,0,0,0,0,0,0,0,0,0,False,17,1620,523,4,,,,
OpenMOSS/Language-Model-SAEs,2024-10,treatment,1,0,0,2024-12,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,False,29,7146,474258,5,,,,
OpenMOSS/Language-Model-SAEs,2024-11,treatment,1,0,0,2024-12,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,18,3253,3909,5,,,,
OpenMOSS/Language-Model-SAEs,2024-12,treatment,1,1,1,2024-12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,40,9898,7812,4,,,,
OpenMOSS/Language-Model-SAEs,2025-01,treatment,1,1,1,2024-12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,True,88,14248,11975,7,,,,
OpenMOSS/Language-Model-SAEs,2025-02,treatment,1,1,0,2024-12,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,False,60,5343,2976,5,,,,
OpenMOSS/Language-Model-SAEs,2025-03,treatment,1,1,0,2024-12,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,False,25,1148,990,3,,,,
OpenMOSS/Language-Model-SAEs,2025-04,treatment,1,1,1,2024-12,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,True,31,5062,2924,1,,,,
OpenMOSS/Language-Model-SAEs,2025-05,treatment,1,1,0,2024-12,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,False,53,10985,10958,3,,,,
OpenMOSS/Language-Model-SAEs,2025-06,treatment,1,1,1,2024-12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,True,65,15408,10083,7,,,,
OpenMOSS/Language-Model-SAEs,2025-07,treatment,1,1,0,2024-12,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,False,55,10768,3469,6,,,,
OpenMOSS/Language-Model-SAEs,2025-08,treatment,1,1,0,2024-12,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,False,31,43124,2646,2,,,,
OpenSPP/openspp-modules,2024-01,treatment,1,0,0,2025-03,0,-14,1,0,0,0,0,0,0,0,0,0,0,0,0,False,68,3520,2424,6,,,,
OpenSPP/openspp-modules,2024-02,treatment,1,0,0,2025-03,0,-13,1,0,0,0,0,0,0,0,0,0,0,0,0,False,132,22638,26820,7,,,,
OpenSPP/openspp-modules,2024-03,treatment,1,0,0,2025-03,0,-12,1,0,0,0,0,0,0,0,0,0,0,0,0,False,92,379633,3307,8,,,,
OpenSPP/openspp-modules,2024-04,treatment,1,0,0,2025-03,0,-11,1,0,0,0,0,0,0,0,0,0,0,0,0,False,131,74882,2584,9,,,,
OpenSPP/openspp-modules,2024-05,treatment,1,0,0,2025-03,0,-10,1,0,0,0,0,0,0,0,0,0,0,0,0,False,186,190791,10699,9,,,,
OpenSPP/openspp-modules,2024-06,treatment,1,0,0,2025-03,0,-9,1,0,0,0,0,0,0,0,0,0,0,0,0,False,25,5285,207011,9,,,,
OpenSPP/openspp-modules,2024-07,treatment,1,0,0,2025-03,0,-8,1,0,0,0,0,0,0,0,0,0,0,0,0,False,86,6655,389,6,,,,
OpenSPP/openspp-modules,2024-08,treatment,1,0,0,2025-03,0,-7,1,0,0,0,0,0,0,0,0,0,0,0,0,False,220,92444,10081,11,,,,
OpenSPP/openspp-modules,2024-09,treatment,1,0,0,2025-03,0,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,False,177,8105,2700,6,,,,
OpenSPP/openspp-modules,2024-10,treatment,1,0,0,2025-03,0,-5,0,1,0,0,0,0,0,0,0,0,0,0,0,False,177,167054,23998,8,,,,
OpenSPP/openspp-modules,2024-11,treatment,1,0,0,2025-03,0,-4,0,0,1,0,0,0,0,0,0,0,0,0,0,False,166,88515,36204,9,,,,
OpenSPP/openspp-modules,2024-12,treatment,1,0,0,2025-03,0,-3,0,0,0,1,0,0,0,0,0,0,0,0,0,False,51,16349,3011,8,,,,
OpenSPP/openspp-modules,2025-01,treatment,1,0,0,2025-03,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,False,80,15057,1507,7,,,,
OpenSPP/openspp-modules,2025-02,treatment,1,0,0,2025-03,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,140,134218,17932,9,,,,
OpenSPP/openspp-modules,2025-03,treatment,1,1,1,2025-03,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,42,53729,4442,7,,,,
OpenSPP/openspp-modules,2025-04,treatment,1,1,0,2025-03,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,False,25,3087,1648,5,,,,
OpenSPP/openspp-modules,2025-05,treatment,1,1,0,2025-03,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,False,40,1249,526,4,,,,
