snapshot_key,dataset_source,scope_role,repo_name,time,clone_path,latest_commit_effective,commit_resolution,months_since_observed_commit,python_eligible,scan_status,project_key,project_version,status,ncloc_recovered,git_precheck_status,scanner_log_path,error_message,ncloc_patch_available,ncloc_patch_source
control__FlipperPA_peregrine__dcdecaab9fcc__571d30a401918d31,control,control,FlipperPA/peregrine,2024-11,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/FlipperPA_peregrine,dcdecaab9fccbab895f3a369c52046c47162191e,carried_forward,27,1,success_python,a05b_ncloc_FlipperPA_peregrine_dcdecaab9fcc,dcdecaab9fccbab895f3a369c52046c47162191e,success,1427.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__FlipperPA_peregrine__dcdecaab9fcc__571d30a401918d31.log,,True,run-x-a05b-sonarqube-whole-repository
control__LGro_PyAPSI__44f07dd2be73__850a292f5fc1b928,control,control,LGro/PyAPSI,2024-01,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/LGro_PyAPSI,44f07dd2be7371f810474635c27c71e5baaf45ea,carried_forward,10,1,success_python,a05b_ncloc_LGro_PyAPSI_44f07dd2be73,44f07dd2be7371f810474635c27c71e5baaf45ea,success,413.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__LGro_PyAPSI__44f07dd2be73__850a292f5fc1b928.log,,True,run-x-a05b-sonarqube-whole-repository
control__LGro_PyAPSI__44f07dd2be73__850a292f5fc1b928,control,control,LGro/PyAPSI,2024-02,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/LGro_PyAPSI,44f07dd2be7371f810474635c27c71e5baaf45ea,carried_forward,11,1,success_python,a05b_ncloc_LGro_PyAPSI_44f07dd2be73,44f07dd2be7371f810474635c27c71e5baaf45ea,success,413.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__LGro_PyAPSI__44f07dd2be73__850a292f5fc1b928.log,,True,run-x-a05b-sonarqube-whole-repository
control__LGro_PyAPSI__44f07dd2be73__850a292f5fc1b928,control,control,LGro/PyAPSI,2024-03,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/LGro_PyAPSI,44f07dd2be7371f810474635c27c71e5baaf45ea,carried_forward,12,1,success_python,a05b_ncloc_LGro_PyAPSI_44f07dd2be73,44f07dd2be7371f810474635c27c71e5baaf45ea,success,413.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__LGro_PyAPSI__44f07dd2be73__850a292f5fc1b928.log,,True,run-x-a05b-sonarqube-whole-repository
control__R0uter_ss.conf-for-surge__1b34dbb5be92__d159df3474d54244,control,control,R0uter/ss.conf-for-surge,2024-01,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/R0uter_ss.conf-for-surge,1b34dbb5be92aeec104591dad35623b17f715ef1,carried_forward,1,1,success_python,a05b_ncloc_R0uter_ss.conf-for-surge_1b34dbb5be92,1b34dbb5be92aeec104591dad35623b17f715ef1,success,231.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__R0uter_ss.conf-for-surge__1b34dbb5be92__d159df3474d54244.log,,True,run-x-a05b-sonarqube-whole-repository
control__R0uter_ss.conf-for-surge__1b34dbb5be92__d159df3474d54244,control,control,R0uter/ss.conf-for-surge,2024-02,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/R0uter_ss.conf-for-surge,1b34dbb5be92aeec104591dad35623b17f715ef1,carried_forward,2,1,success_python,a05b_ncloc_R0uter_ss.conf-for-surge_1b34dbb5be92,1b34dbb5be92aeec104591dad35623b17f715ef1,success,231.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__R0uter_ss.conf-for-surge__1b34dbb5be92__d159df3474d54244.log,,True,run-x-a05b-sonarqube-whole-repository
control__R0uter_ss.conf-for-surge__1b34dbb5be92__d159df3474d54244,control,control,R0uter/ss.conf-for-surge,2024-03,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/R0uter_ss.conf-for-surge,1b34dbb5be92aeec104591dad35623b17f715ef1,carried_forward,3,1,success_python,a05b_ncloc_R0uter_ss.conf-for-surge_1b34dbb5be92,1b34dbb5be92aeec104591dad35623b17f715ef1,success,231.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__R0uter_ss.conf-for-surge__1b34dbb5be92__d159df3474d54244.log,,True,run-x-a05b-sonarqube-whole-repository
control__R0uter_ss.conf-for-surge__1b34dbb5be92__d159df3474d54244,control,control,R0uter/ss.conf-for-surge,2024-04,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/R0uter_ss.conf-for-surge,1b34dbb5be92aeec104591dad35623b17f715ef1,carried_forward,4,1,success_python,a05b_ncloc_R0uter_ss.conf-for-surge_1b34dbb5be92,1b34dbb5be92aeec104591dad35623b17f715ef1,success,231.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__R0uter_ss.conf-for-surge__1b34dbb5be92__d159df3474d54244.log,,True,run-x-a05b-sonarqube-whole-repository
control__R0uter_ss.conf-for-surge__1b34dbb5be92__d159df3474d54244,control,control,R0uter/ss.conf-for-surge,2024-05,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/R0uter_ss.conf-for-surge,1b34dbb5be92aeec104591dad35623b17f715ef1,carried_forward,5,1,success_python,a05b_ncloc_R0uter_ss.conf-for-surge_1b34dbb5be92,1b34dbb5be92aeec104591dad35623b17f715ef1,success,231.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__R0uter_ss.conf-for-surge__1b34dbb5be92__d159df3474d54244.log,,True,run-x-a05b-sonarqube-whole-repository
control__R0uter_ss.conf-for-surge__1b34dbb5be92__d159df3474d54244,control,control,R0uter/ss.conf-for-surge,2024-06,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/R0uter_ss.conf-for-surge,1b34dbb5be92aeec104591dad35623b17f715ef1,carried_forward,6,1,success_python,a05b_ncloc_R0uter_ss.conf-for-surge_1b34dbb5be92,1b34dbb5be92aeec104591dad35623b17f715ef1,success,231.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__R0uter_ss.conf-for-surge__1b34dbb5be92__d159df3474d54244.log,,True,run-x-a05b-sonarqube-whole-repository
control__Retmon403_cs2_cheats_for_python__5faa2e69fc99__f126afd1baa31298,control,control,Retmon403/cs2_cheats_for_python,2024-01,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Retmon403_cs2_cheats_for_python,5faa2e69fc99b9728245067896f5d52fe7b5f1d7,carried_forward,1,1,success_python,a05b_ncloc_Retmon403_cs2_cheats_for_python_5faa2e69fc99,5faa2e69fc99b9728245067896f5d52fe7b5f1d7,success,4203.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__Retmon403_cs2_cheats_for_python__5faa2e69fc99__f126afd1baa31298.log,,True,run-x-a05b-sonarqube-whole-repository
control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18,control,control,Wang-ML-Lab/unified-continual-learning,2024-01,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Wang-ML-Lab_unified-continual-learning,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,1,1,success_python,a05b_ncloc_Wang-ML-Lab_unified-continual-learning_ece69da47b40,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,success,3650.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18.log,,True,run-x-a05b-sonarqube-whole-repository
control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18,control,control,Wang-ML-Lab/unified-continual-learning,2024-02,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Wang-ML-Lab_unified-continual-learning,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,2,1,success_python,a05b_ncloc_Wang-ML-Lab_unified-continual-learning_ece69da47b40,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,success,3650.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18.log,,True,run-x-a05b-sonarqube-whole-repository
control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18,control,control,Wang-ML-Lab/unified-continual-learning,2024-03,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Wang-ML-Lab_unified-continual-learning,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,3,1,success_python,a05b_ncloc_Wang-ML-Lab_unified-continual-learning_ece69da47b40,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,success,3650.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18.log,,True,run-x-a05b-sonarqube-whole-repository
control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18,control,control,Wang-ML-Lab/unified-continual-learning,2024-04,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Wang-ML-Lab_unified-continual-learning,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,4,1,success_python,a05b_ncloc_Wang-ML-Lab_unified-continual-learning_ece69da47b40,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,success,3650.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18.log,,True,run-x-a05b-sonarqube-whole-repository
control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18,control,control,Wang-ML-Lab/unified-continual-learning,2024-05,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Wang-ML-Lab_unified-continual-learning,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,5,1,success_python,a05b_ncloc_Wang-ML-Lab_unified-continual-learning_ece69da47b40,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,success,3650.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18.log,,True,run-x-a05b-sonarqube-whole-repository
control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18,control,control,Wang-ML-Lab/unified-continual-learning,2024-06,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Wang-ML-Lab_unified-continual-learning,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,6,1,success_python,a05b_ncloc_Wang-ML-Lab_unified-continual-learning_ece69da47b40,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,success,3650.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18.log,,True,run-x-a05b-sonarqube-whole-repository
control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18,control,control,Wang-ML-Lab/unified-continual-learning,2024-07,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Wang-ML-Lab_unified-continual-learning,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,7,1,success_python,a05b_ncloc_Wang-ML-Lab_unified-continual-learning_ece69da47b40,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,success,3650.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18.log,,True,run-x-a05b-sonarqube-whole-repository
control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18,control,control,Wang-ML-Lab/unified-continual-learning,2024-08,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Wang-ML-Lab_unified-continual-learning,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,8,1,success_python,a05b_ncloc_Wang-ML-Lab_unified-continual-learning_ece69da47b40,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,success,3650.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18.log,,True,run-x-a05b-sonarqube-whole-repository
control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18,control,control,Wang-ML-Lab/unified-continual-learning,2024-09,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Wang-ML-Lab_unified-continual-learning,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,9,1,success_python,a05b_ncloc_Wang-ML-Lab_unified-continual-learning_ece69da47b40,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,success,3650.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18.log,,True,run-x-a05b-sonarqube-whole-repository
control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18,control,control,Wang-ML-Lab/unified-continual-learning,2024-10,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Wang-ML-Lab_unified-continual-learning,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,10,1,success_python,a05b_ncloc_Wang-ML-Lab_unified-continual-learning_ece69da47b40,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,success,3650.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18.log,,True,run-x-a05b-sonarqube-whole-repository
control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18,control,control,Wang-ML-Lab/unified-continual-learning,2024-11,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Wang-ML-Lab_unified-continual-learning,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,11,1,success_python,a05b_ncloc_Wang-ML-Lab_unified-continual-learning_ece69da47b40,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,success,3650.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18.log,,True,run-x-a05b-sonarqube-whole-repository
control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18,control,control,Wang-ML-Lab/unified-continual-learning,2024-12,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/Wang-ML-Lab_unified-continual-learning,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,12,1,success_python,a05b_ncloc_Wang-ML-Lab_unified-continual-learning_ece69da47b40,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,success,3650.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__Wang-ML-Lab_unified-continual-learning__ece69da47b40__e9b6c3487cd6bf18.log,,True,run-x-a05b-sonarqube-whole-repository
control__dimatura_pypcd__940c36b37503__17ff554a9fff5402,control,control,dimatura/pypcd,2024-01,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dimatura_pypcd,940c36b375038ba19de8c1d6b3d292ddff8c0bd4,carried_forward,44,1,success_python,a05b_ncloc_dimatura_pypcd_940c36b37503,940c36b375038ba19de8c1d6b3d292ddff8c0bd4,success,2447.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__dimatura_pypcd__940c36b37503__17ff554a9fff5402.log,,True,run-x-a05b-sonarqube-whole-repository
control__dimatura_pypcd__940c36b37503__17ff554a9fff5402,control,control,dimatura/pypcd,2024-02,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dimatura_pypcd,940c36b375038ba19de8c1d6b3d292ddff8c0bd4,carried_forward,45,1,success_python,a05b_ncloc_dimatura_pypcd_940c36b37503,940c36b375038ba19de8c1d6b3d292ddff8c0bd4,success,2447.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__dimatura_pypcd__940c36b37503__17ff554a9fff5402.log,,True,run-x-a05b-sonarqube-whole-repository
control__dimatura_pypcd__940c36b37503__17ff554a9fff5402,control,control,dimatura/pypcd,2024-03,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dimatura_pypcd,940c36b375038ba19de8c1d6b3d292ddff8c0bd4,carried_forward,46,1,success_python,a05b_ncloc_dimatura_pypcd_940c36b37503,940c36b375038ba19de8c1d6b3d292ddff8c0bd4,success,2447.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__dimatura_pypcd__940c36b37503__17ff554a9fff5402.log,,True,run-x-a05b-sonarqube-whole-repository
control__dimatura_pypcd__940c36b37503__17ff554a9fff5402,control,control,dimatura/pypcd,2024-04,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dimatura_pypcd,940c36b375038ba19de8c1d6b3d292ddff8c0bd4,carried_forward,47,1,success_python,a05b_ncloc_dimatura_pypcd_940c36b37503,940c36b375038ba19de8c1d6b3d292ddff8c0bd4,success,2447.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__dimatura_pypcd__940c36b37503__17ff554a9fff5402.log,,True,run-x-a05b-sonarqube-whole-repository
control__dimatura_pypcd__940c36b37503__17ff554a9fff5402,control,control,dimatura/pypcd,2024-05,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/dimatura_pypcd,940c36b375038ba19de8c1d6b3d292ddff8c0bd4,carried_forward,48,1,success_python,a05b_ncloc_dimatura_pypcd_940c36b37503,940c36b375038ba19de8c1d6b3d292ddff8c0bd4,success,2447.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__dimatura_pypcd__940c36b37503__17ff554a9fff5402.log,,True,run-x-a05b-sonarqube-whole-repository
control__djeada_Kurs-Podstaw-Pythona__28db5fdf224b__af663394d5c5dc77,control,control,djeada/Kurs-Podstaw-Pythona,2024-01,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/djeada_Kurs-Podstaw-Pythona,28db5fdf224bfcf3916266630a5d2cc0e6908b06,carried_forward,4,1,success_python,a05b_ncloc_djeada_Kurs-Podstaw-Pythona_28db5fdf224b,28db5fdf224bfcf3916266630a5d2cc0e6908b06,success,2989.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__djeada_Kurs-Podstaw-Pythona__28db5fdf224b__af663394d5c5dc77.log,,True,run-x-a05b-sonarqube-whole-repository
control__djeada_Kurs-Podstaw-Pythona__28db5fdf224b__af663394d5c5dc77,control,control,djeada/Kurs-Podstaw-Pythona,2024-02,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/djeada_Kurs-Podstaw-Pythona,28db5fdf224bfcf3916266630a5d2cc0e6908b06,carried_forward,5,1,success_python,a05b_ncloc_djeada_Kurs-Podstaw-Pythona_28db5fdf224b,28db5fdf224bfcf3916266630a5d2cc0e6908b06,success,2989.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__djeada_Kurs-Podstaw-Pythona__28db5fdf224b__af663394d5c5dc77.log,,True,run-x-a05b-sonarqube-whole-repository
control__jfcrenshaw_pzflow__268a52b8ef3e__155e34301cdf33c8,control,control,jfcrenshaw/pzflow,2024-01,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/jfcrenshaw_pzflow,268a52b8ef3e38d3e1a4f1364a0430a8148eed22,carried_forward,9,1,success_python,a05b_ncloc_jfcrenshaw_pzflow_268a52b8ef3e,268a52b8ef3e38d3e1a4f1364a0430a8148eed22,success,2965.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__jfcrenshaw_pzflow__268a52b8ef3e__155e34301cdf33c8.log,,True,run-x-a05b-sonarqube-whole-repository
control__jrowellfx_lsseq__89ee591fd919__6e52c01c11031e51,control,control,jrowellfx/lsseq,2024-01,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/jrowellfx_lsseq,89ee591fd9198af2cf19b4e2c03c66a54cef901d,carried_forward,3,1,success_python,a05b_ncloc_jrowellfx_lsseq_89ee591fd919,89ee591fd9198af2cf19b4e2c03c66a54cef901d,success,1228.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__jrowellfx_lsseq__89ee591fd919__6e52c01c11031e51.log,,True,run-x-a05b-sonarqube-whole-repository
control__jrowellfx_lsseq__89ee591fd919__6e52c01c11031e51,control,control,jrowellfx/lsseq,2024-02,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/jrowellfx_lsseq,89ee591fd9198af2cf19b4e2c03c66a54cef901d,carried_forward,4,1,success_python,a05b_ncloc_jrowellfx_lsseq_89ee591fd919,89ee591fd9198af2cf19b4e2c03c66a54cef901d,success,1228.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__jrowellfx_lsseq__89ee591fd919__6e52c01c11031e51.log,,True,run-x-a05b-sonarqube-whole-repository
control__jrowellfx_lsseq__89ee591fd919__6e52c01c11031e51,control,control,jrowellfx/lsseq,2024-03,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/jrowellfx_lsseq,89ee591fd9198af2cf19b4e2c03c66a54cef901d,carried_forward,5,1,success_python,a05b_ncloc_jrowellfx_lsseq_89ee591fd919,89ee591fd9198af2cf19b4e2c03c66a54cef901d,success,1228.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__jrowellfx_lsseq__89ee591fd919__6e52c01c11031e51.log,,True,run-x-a05b-sonarqube-whole-repository
control__jrowellfx_lsseq__89ee591fd919__6e52c01c11031e51,control,control,jrowellfx/lsseq,2024-04,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/jrowellfx_lsseq,89ee591fd9198af2cf19b4e2c03c66a54cef901d,carried_forward,6,1,success_python,a05b_ncloc_jrowellfx_lsseq_89ee591fd919,89ee591fd9198af2cf19b4e2c03c66a54cef901d,success,1228.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__jrowellfx_lsseq__89ee591fd919__6e52c01c11031e51.log,,True,run-x-a05b-sonarqube-whole-repository
control__jrowellfx_lsseq__89ee591fd919__6e52c01c11031e51,control,control,jrowellfx/lsseq,2024-05,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/jrowellfx_lsseq,89ee591fd9198af2cf19b4e2c03c66a54cef901d,carried_forward,7,1,success_python,a05b_ncloc_jrowellfx_lsseq_89ee591fd919,89ee591fd9198af2cf19b4e2c03c66a54cef901d,success,1228.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__jrowellfx_lsseq__89ee591fd919__6e52c01c11031e51.log,,True,run-x-a05b-sonarqube-whole-repository
control__jrowellfx_lsseq__89ee591fd919__6e52c01c11031e51,control,control,jrowellfx/lsseq,2024-06,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/jrowellfx_lsseq,89ee591fd9198af2cf19b4e2c03c66a54cef901d,carried_forward,8,1,success_python,a05b_ncloc_jrowellfx_lsseq_89ee591fd919,89ee591fd9198af2cf19b4e2c03c66a54cef901d,success,1228.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__jrowellfx_lsseq__89ee591fd919__6e52c01c11031e51.log,,True,run-x-a05b-sonarqube-whole-repository
control__jrowellfx_lsseq__89ee591fd919__6e52c01c11031e51,control,control,jrowellfx/lsseq,2024-07,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/jrowellfx_lsseq,89ee591fd9198af2cf19b4e2c03c66a54cef901d,carried_forward,9,1,success_python,a05b_ncloc_jrowellfx_lsseq_89ee591fd919,89ee591fd9198af2cf19b4e2c03c66a54cef901d,success,1228.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__jrowellfx_lsseq__89ee591fd919__6e52c01c11031e51.log,,True,run-x-a05b-sonarqube-whole-repository
control__lancedb_lancedb__a26c8f331659__ed208466eb462c28,control,control,lancedb/lancedb,2024-01,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/lancedb_lancedb,a26c8f3316591a1a6385c482bc9078597d8d34c0,carried_forward,3,1,success_python,a05b_ncloc_lancedb_lancedb_a26c8f331659,a26c8f3316591a1a6385c482bc9078597d8d34c0,success,7630.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__lancedb_lancedb__a26c8f331659__ed208466eb462c28.log,,True,run-x-a05b-sonarqube-whole-repository
control__lancedb_lancedb__a26c8f331659__ed208466eb462c28,control,control,lancedb/lancedb,2024-02,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/lancedb_lancedb,a26c8f3316591a1a6385c482bc9078597d8d34c0,carried_forward,4,1,success_python,a05b_ncloc_lancedb_lancedb_a26c8f331659,a26c8f3316591a1a6385c482bc9078597d8d34c0,success,7630.0,ready,/home/user1-system12/project-workspace/ai_code_complexity_study_python/ai-code-complexity-study/repo_x01/run-x-a05b/scanner_logs/control__lancedb_lancedb__a26c8f331659__ed208466eb462c28.log,,True,run-x-a05b-sonarqube-whole-repository
