function_line_range,min_function_lines_inclusive,max_function_lines_inclusive,analysis_design_status,total_scored_events,selected_events,selected_event_share,events_below_range,events_above_range,selected_agc_events,selected_hwc_events,selected_pooled_agc_ratio,base_repo_months,event_positive_repo_months,zero_event_repo_months,event_positive_repositories,all_repositories
3-8,3,8,post_hoc_exploratory_heterogeneity,450548,95526,0.21202180455800493,18944,336078,47707,47819,0.49941377216673993,1633,1109,524,197,220
