repo_name,time,metric,our_modified_value,paper_value,diff_our_minus_paper,abs_diff
golemfoundation/octant,2024-07,code_smells,519.0,430.0,89.0,89.0
PostHog/posthog,2025-05,vulnerabilities,130.0,42.0,88.0,88.0
ResearchHub/researchhub-backend,2024-06,code_smells,838.0,926.0,-88.0,88.0
ResearchHub/researchhub-backend,2025-04,cognitive_complexity,5648.0,5560.0,88.0,88.0
cgevans/qslib,2025-03,technical_debt,1185.0,1273.0,-88.0,88.0
cgevans/qslib,2025-04,technical_debt,1185.0,1273.0,-88.0,88.0
cgevans/qslib,2025-06,technical_debt,1180.0,1268.0,-88.0,88.0
cgevans/qslib,2025-07,technical_debt,1182.0,1270.0,-88.0,88.0
daxa-ai/pebblo,2024-11,code_smells,223.0,135.0,88.0,88.0
ethyca/fides,2024-10,bugs,58.0,146.0,-88.0,88.0
ethyca/fides,2024-12,bugs,55.0,143.0,-88.0,88.0
ethyca/fides,2025-01,bugs,57.0,145.0,-88.0,88.0
microsoft/semantic-link-labs,2025-04,cognitive_complexity,4198.0,4110.0,88.0,88.0
pieces-app/cli-agent,2024-10,technical_debt,216.0,304.0,-88.0,88.0
pieces-app/cli-agent,2024-11,technical_debt,219.0,307.0,-88.0,88.0
pieces-app/cli-agent,2024-12,technical_debt,217.0,305.0,-88.0,88.0
pieces-app/cli-agent,2025-01,technical_debt,217.0,305.0,-88.0,88.0
pieces-app/cli-agent,2025-02,technical_debt,228.0,316.0,-88.0,88.0
wdm0006/pygeohash,2025-03,technical_debt,160.0,72.0,88.0,88.0
PostHog/posthog,2025-06,vulnerabilities,126.0,39.0,87.0,87.0
daxa-ai/pebblo,2024-09,code_smells,219.0,132.0,87.0,87.0
daxa-ai/pebblo,2024-10,code_smells,220.0,133.0,87.0,87.0
ericmjl/llamabot,2025-01,technical_debt,787.0,700.0,87.0,87.0
ericmjl/llamabot,2025-02,technical_debt,797.0,710.0,87.0,87.0
ethyca/fides,2025-02,bugs,66.0,153.0,-87.0,87.0
Multi-V-VM/MVVM,2024-05,technical_debt,2206.0,2120.0,86.0,86.0
ethyca/fides,2024-11,bugs,55.0,141.0,-86.0,86.0
grapeot/web_agentic_ai,2025-03,code_smells,141.0,55.0,86.0,86.0
yeagerai/genlayer-studio,2025-05,code_smells,258.0,172.0,86.0,86.0
PostHog/posthog,2025-08,vulnerabilities,129.0,44.0,85.0,85.0
golemfoundation/octant,2024-06,technical_debt,2188.0,2273.0,-85.0,85.0
golemfoundation/octant,2024-08,code_smells,557.0,472.0,85.0,85.0
namuan/trading-utils,2024-11,code_smells,292.0,207.0,85.0,85.0
odoo/industry,2025-07,technical_debt,0.0,85.0,-85.0,85.0
KroMiose/nekro-agent,2024-08,technical_debt,592.0,508.0,84.0,84.0
PostHog/posthog,2025-02,vulnerabilities,122.0,38.0,84.0,84.0
PostHog/posthog,2025-07,vulnerabilities,119.0,35.0,84.0,84.0
tw-haiven/haiven,2024-08,technical_debt,1165.0,1081.0,84.0,84.0
Aronnaxx/Behold-Urwar-Droid-Concepts,2025-08,code_smells,127.0,44.0,83.0,83.0
daxa-ai/pebblo,2024-08,code_smells,212.0,129.0,83.0,83.0
ericmjl/llamabot,2025-07,technical_debt,808.0,891.0,-83.0,83.0
pieces-app/cli-agent,2025-03,technical_debt,215.0,298.0,-83.0,83.0
qiboteam/qibojit,2025-04,technical_debt,480.0,563.0,-83.0,83.0
tw-haiven/haiven,2025-04,code_smells,464.0,381.0,83.0,83.0
ericmjl/llamabot,2025-04,technical_debt,797.0,715.0,82.0,82.0
instructor-ai/instructor,2024-09,technical_debt,700.0,782.0,-82.0,82.0
microsoft/AzureTRE,2025-04,ncloc,45651.0,45569.0,82.0,82.0
Aronnaxx/Behold-Urwar-Droid-Concepts,2025-03,code_smells,119.0,38.0,81.0,81.0
Aronnaxx/Behold-Urwar-Droid-Concepts,2025-04,code_smells,119.0,38.0,81.0,81.0
Aronnaxx/Behold-Urwar-Droid-Concepts,2025-06,code_smells,119.0,38.0,81.0,81.0
Multi-V-VM/MVVM,2024-03,technical_debt,1622.0,1541.0,81.0,81.0
ResearchHub/researchhub-backend,2025-01,code_smells,674.0,755.0,-81.0,81.0
odoo/industry,2025-06,technical_debt,0.0,81.0,-81.0,81.0
KroMiose/nekro-agent,2025-02,ncloc,17939.0,17859.0,80.0,80.0
KroMiose/nekro-agent,2025-03,ncloc,18220.0,18140.0,80.0,80.0
PostHog/posthog,2025-04,vulnerabilities,118.0,38.0,80.0,80.0
PostHog/posthog,2025-07,bugs,323.0,403.0,-80.0,80.0
instructor-ai/instructor,2025-08,technical_debt,2588.0,2668.0,-80.0,80.0
tw-haiven/haiven,2025-01,technical_debt,1583.0,1503.0,80.0,80.0
Hankanman/Area-Occupancy-Detection,2025-03,cognitive_complexity,325.0,246.0,79.0,79.0
KroMiose/nekro-agent,2025-04,ncloc,28100.0,28021.0,79.0,79.0
MalevichAI/malevich,2024-07,technical_debt,3410.0,3489.0,-79.0,79.0
MalevichAI/malevich,2024-09,technical_debt,3300.0,3379.0,-79.0,79.0
Multi-V-VM/MVVM,2024-04,technical_debt,2073.0,1994.0,79.0,79.0
PostHog/posthog,2025-03,vulnerabilities,117.0,38.0,79.0,79.0
ResearchHub/researchhub-backend,2025-02,code_smells,634.0,713.0,-79.0,79.0
daxa-ai/pebblo,2024-03,code_smells,115.0,36.0,79.0,79.0
ethyca/fides,2024-05,bugs,57.0,136.0,-79.0,79.0
ethyca/fides,2024-06,bugs,56.0,135.0,-79.0,79.0
ethyca/fides,2024-07,bugs,56.0,135.0,-79.0,79.0
ethyca/fides,2024-08,bugs,55.0,134.0,-79.0,79.0
instructor-ai/instructor,2024-07,technical_debt,690.0,769.0,-79.0,79.0
ITSpecialist111/ai_automation_suggester,2025-04,technical_debt,204.0,127.0,77.0,77.0
Kiln-AI/Kiln,2025-07,bugs,22.0,99.0,-77.0,77.0
OpenMOSS/Language-Model-SAEs,2024-12,technical_debt,1259.0,1182.0,77.0,77.0
PromtEngineer/localGPT,2024-01,code_smells,158.0,81.0,77.0,77.0
ethyca/fides,2024-04,bugs,57.0,134.0,-77.0,77.0
instructor-ai/instructor,2024-06,technical_debt,521.0,598.0,-77.0,77.0
instructor-ai/instructor,2025-04,technical_debt,1033.0,1110.0,-77.0,77.0
PostHog/posthog,2025-01,vulnerabilities,114.0,38.0,76.0,76.0
ResearchHub/researchhub-backend,2024-09,code_smells,740.0,816.0,-76.0,76.0
ericmjl/llamabot,2025-06,code_smells,97.0,173.0,-76.0,76.0
odoo/industry,2025-04,technical_debt,5.0,81.0,-76.0,76.0
tw-haiven/haiven,2025-08,code_smells,570.0,494.0,76.0,76.0
FFY0/AdaKV,2025-01,technical_debt,499.0,574.0,-75.0,75.0
FFY0/AdaKV,2025-06,technical_debt,499.0,574.0,-75.0,75.0
Kiln-AI/Kiln,2025-06,bugs,22.0,97.0,-75.0,75.0
Kiln-AI/Kiln,2025-08,bugs,24.0,99.0,-75.0,75.0
ResearchHub/researchhub-backend,2024-10,code_smells,716.0,791.0,-75.0,75.0
allthingslinux/tux,2025-04,technical_debt,599.0,524.0,75.0,75.0
allthingslinux/tux,2025-05,technical_debt,578.0,503.0,75.0,75.0
bropines/chrome-lens-py,2025-02,technical_debt,243.0,168.0,75.0,75.0
ericmjl/pyds-cli,2024-02,ncloc,788.0,713.0,75.0,75.0
ericmjl/pyds-cli,2024-03,ncloc,740.0,665.0,75.0,75.0
ericmjl/pyds-cli,2024-04,ncloc,740.0,665.0,75.0,75.0
ericmjl/pyds-cli,2024-05,ncloc,740.0,665.0,75.0,75.0
ericmjl/pyds-cli,2024-06,ncloc,757.0,682.0,75.0,75.0
ericmjl/pyds-cli,2024-07,ncloc,498.0,423.0,75.0,75.0
ericmjl/pyds-cli,2024-08,ncloc,502.0,427.0,75.0,75.0
ericmjl/pyds-cli,2024-11,ncloc,886.0,811.0,75.0,75.0
ericmjl/pyds-cli,2025-03,ncloc,886.0,811.0,75.0,75.0
ericmjl/pyds-cli,2025-04,ncloc,886.0,811.0,75.0,75.0
lss233/kirara-ai,2024-02,technical_debt,932.0,857.0,75.0,75.0
synaptiai/prompt-decorators,2025-05,technical_debt,1890.0,1815.0,75.0,75.0
synaptiai/prompt-decorators,2025-06,technical_debt,1890.0,1815.0,75.0,75.0
synaptiai/prompt-decorators,2025-07,technical_debt,1890.0,1815.0,75.0,75.0
synaptiai/prompt-decorators,2025-08,technical_debt,1890.0,1815.0,75.0,75.0
KroMiose/nekro-agent,2024-07,technical_debt,314.0,240.0,74.0,74.0
MalevichAI/malevich,2024-08,technical_debt,3268.0,3342.0,-74.0,74.0
Multi-V-VM/MVVM,2025-03,technical_debt,2950.0,2876.0,74.0,74.0
Multi-V-VM/MVVM,2025-06,technical_debt,2950.0,2876.0,74.0,74.0
Multi-V-VM/MVVM,2025-07,technical_debt,2950.0,2876.0,74.0,74.0
OSU-NLP-Group/HippoRAG,2024-06,technical_debt,722.0,648.0,74.0,74.0
OSU-NLP-Group/HippoRAG,2024-07,technical_debt,727.0,653.0,74.0,74.0
OSU-NLP-Group/HippoRAG,2025-01,technical_debt,727.0,653.0,74.0,74.0
dymmond/edgy,2024-11,code_smells,150.0,224.0,-74.0,74.0
odoo/industry,2025-05,technical_debt,0.0,74.0,-74.0,74.0
sbomify/sbomify,2025-05,code_smells,316.0,242.0,74.0,74.0
wdm0006/git-pandas,2024-07,technical_debt,265.0,191.0,74.0,74.0
NVIDIA/cuEquivariance,2025-04,code_smells,189.0,262.0,-73.0,73.0
NVIDIA/cuEquivariance,2025-05,code_smells,197.0,270.0,-73.0,73.0
NVIDIA/cuEquivariance,2025-06,code_smells,197.0,270.0,-73.0,73.0
ericmjl/llamabot,2024-02,technical_debt,391.0,318.0,73.0,73.0
microsoft/AzureTRE,2024-12,ncloc,41308.0,41235.0,73.0,73.0
microsoft/AzureTRE,2025-01,ncloc,41392.0,41319.0,73.0,73.0
wdm0006/pygeohash,2025-03,code_smells,89.0,16.0,73.0,73.0
wdm0006/pygeohash,2025-04,code_smells,91.0,18.0,73.0,73.0
wdm0006/pygeohash,2025-05,code_smells,91.0,18.0,73.0,73.0
wdm0006/pygeohash,2025-07,code_smells,91.0,18.0,73.0,73.0
Kiln-AI/Kiln,2024-10,technical_debt,333.0,261.0,72.0,72.0
baaivision/EVE,2024-06,technical_debt,1039.0,967.0,72.0,72.0
baaivision/EVE,2024-07,technical_debt,1039.0,967.0,72.0,72.0
baaivision/EVE,2024-10,technical_debt,1039.0,967.0,72.0,72.0
instructor-ai/instructor,2024-08,technical_debt,665.0,737.0,-72.0,72.0
Multi-V-VM/MVVM,2024-12,technical_debt,2724.0,2653.0,71.0,71.0
OSU-NLP-Group/HippoRAG,2025-04,ncloc,4062.0,3991.0,71.0,71.0
ethyca/fides,2024-03,bugs,58.0,129.0,-71.0,71.0
microsoft/semantic-link-labs,2024-09,technical_debt,7206.0,7135.0,71.0,71.0
microsoft/semantic-link-labs,2025-04,technical_debt,7981.0,7910.0,71.0,71.0
qiboteam/qibojit,2024-01,technical_debt,146.0,217.0,-71.0,71.0
qiboteam/qibojit,2024-02,technical_debt,478.0,549.0,-71.0,71.0
qiboteam/qibojit,2024-03,technical_debt,478.0,549.0,-71.0,71.0
qiboteam/qibojit,2024-04,technical_debt,479.0,550.0,-71.0,71.0
qiboteam/qibojit,2024-05,technical_debt,495.0,566.0,-71.0,71.0
qiboteam/qibojit,2024-06,technical_debt,495.0,566.0,-71.0,71.0
qiboteam/qibojit,2024-07,technical_debt,495.0,566.0,-71.0,71.0
qiboteam/qibojit,2024-08,technical_debt,495.0,566.0,-71.0,71.0
qiboteam/qibojit,2024-09,technical_debt,495.0,566.0,-71.0,71.0
qiboteam/qibojit,2024-10,technical_debt,495.0,566.0,-71.0,71.0
qiboteam/qibojit,2024-12,technical_debt,495.0,566.0,-71.0,71.0
NVIDIA/cuEquivariance,2025-01,code_smells,169.0,239.0,-70.0,70.0
PostHog/posthog,2024-12,vulnerabilities,98.0,28.0,70.0,70.0
ResearchHub/researchhub-backend,2024-11,code_smells,702.0,772.0,-70.0,70.0
ResearchHub/researchhub-backend,2024-12,code_smells,671.0,741.0,-70.0,70.0
bropines/chrome-lens-py,2024-11,technical_debt,206.0,136.0,70.0,70.0
bropines/chrome-lens-py,2024-12,technical_debt,209.0,139.0,70.0,70.0
bropines/chrome-lens-py,2025-01,technical_debt,214.0,144.0,70.0,70.0
jinli99/iShapEditing,2024-03,technical_debt,1568.0,1498.0,70.0,70.0
leettools-dev/leettools,2024-12,technical_debt,2348.0,2418.0,-70.0,70.0
microsoft/semantic-link-labs,2025-03,technical_debt,7902.0,7832.0,70.0,70.0
tw-haiven/haiven,2025-05,code_smells,518.0,448.0,70.0,70.0
tw-haiven/haiven,2025-06,code_smells,520.0,450.0,70.0,70.0
xzq-xu/jvm-mcp-server,2025-03,technical_debt,449.0,379.0,70.0,70.0
xzq-xu/jvm-mcp-server,2025-05,technical_debt,449.0,379.0,70.0,70.0
BalancerMaxis/multisig-ops,2025-08,technical_debt,2406.0,2475.0,-69.0,69.0
ITSpecialist111/ai_automation_suggester,2025-06,technical_debt,209.0,140.0,69.0,69.0
KroMiose/nekro-agent,2024-12,technical_debt,949.0,880.0,69.0,69.0
KroMiose/nekro-agent,2025-01,ncloc,9617.0,9548.0,69.0,69.0
PostHog/posthog,2024-08,vulnerabilities,91.0,22.0,69.0,69.0
PostHog/posthog,2024-09,vulnerabilities,97.0,28.0,69.0,69.0
PostHog/posthog,2024-10,vulnerabilities,97.0,28.0,69.0,69.0
instructor-ai/instructor,2024-05,technical_debt,500.0,569.0,-69.0,69.0
microsoft/AzureTRE,2024-01,ncloc,40094.0,40025.0,69.0,69.0
microsoft/AzureTRE,2024-02,ncloc,40127.0,40058.0,69.0,69.0
microsoft/AzureTRE,2024-03,ncloc,40133.0,40064.0,69.0,69.0
microsoft/AzureTRE,2024-04,ncloc,40162.0,40093.0,69.0,69.0
microsoft/AzureTRE,2024-05,ncloc,40212.0,40143.0,69.0,69.0
microsoft/AzureTRE,2024-06,ncloc,40262.0,40193.0,69.0,69.0
microsoft/AzureTRE,2024-07,ncloc,40454.0,40385.0,69.0,69.0
microsoft/AzureTRE,2024-08,ncloc,40487.0,40418.0,69.0,69.0
microsoft/AzureTRE,2024-09,ncloc,40676.0,40607.0,69.0,69.0
microsoft/AzureTRE,2024-10,ncloc,40860.0,40791.0,69.0,69.0
microsoft/AzureTRE,2024-11,ncloc,40649.0,40580.0,69.0,69.0
tw-haiven/haiven,2025-07,code_smells,561.0,492.0,69.0,69.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2025-08,code_smells,309.0,377.0,-68.0,68.0
OpenSPP/openspp-modules,2024-04,code_smells,551.0,619.0,-68.0,68.0
PostHog/posthog,2024-11,vulnerabilities,96.0,28.0,68.0,68.0
ericmjl/llamabot,2024-01,technical_debt,335.0,267.0,68.0,68.0
instructor-ai/instructor,2025-07,cognitive_complexity,3775.0,3707.0,68.0,68.0
qiboteam/qibojit,2025-03,technical_debt,495.0,563.0,-68.0,68.0
qiboteam/qibojit,2025-05,technical_debt,495.0,563.0,-68.0,68.0
qiboteam/qibojit,2025-08,technical_debt,480.0,548.0,-68.0,68.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2024-07,code_smells,334.0,401.0,-67.0,67.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2024-08,code_smells,334.0,401.0,-67.0,67.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2024-09,code_smells,334.0,401.0,-67.0,67.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2024-10,code_smells,346.0,413.0,-67.0,67.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2024-11,code_smells,346.0,413.0,-67.0,67.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2024-12,code_smells,346.0,413.0,-67.0,67.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2025-01,code_smells,332.0,399.0,-67.0,67.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2025-02,code_smells,333.0,400.0,-67.0,67.0
HelpingAI/Webscout,2024-07,code_smells,493.0,427.0,66.0,66.0
ResearchHub/researchhub-backend,2025-06,technical_debt,3719.0,3785.0,-66.0,66.0
dymmond/edgy,2024-10,code_smells,148.0,214.0,-66.0,66.0
ericmjl/llamabot,2024-07,technical_debt,435.0,369.0,66.0,66.0
ericmjl/llamabot,2024-08,technical_debt,445.0,379.0,66.0,66.0
ericmjl/llamabot,2024-09,technical_debt,445.0,379.0,66.0,66.0
kuleshov-group/caduceus,2024-02,technical_debt,665.0,599.0,66.0,66.0
kuleshov-group/caduceus,2024-03,technical_debt,665.0,599.0,66.0,66.0
pieces-app/cli-agent,2024-03,technical_debt,257.0,323.0,-66.0,66.0
qiboteam/qibojit,2025-01,technical_debt,495.0,561.0,-66.0,66.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2025-03,code_smells,311.0,376.0,-65.0,65.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2025-04,code_smells,310.0,375.0,-65.0,65.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2025-05,code_smells,310.0,375.0,-65.0,65.0
Kiln-AI/Kiln,2024-09,technical_debt,44.0,109.0,-65.0,65.0
PostHog/posthog,2024-08,code_smells,8310.0,8245.0,65.0,65.0
The-Pocket/PocketFlow,2025-04,technical_debt,420.0,355.0,65.0,65.0
believethehype/nostrdvm,2024-07,code_smells,970.0,1035.0,-65.0,65.0
daxa-ai/pebblo,2024-02,code_smells,121.0,56.0,65.0,65.0
dymmond/edgy,2024-09,code_smells,132.0,197.0,-65.0,65.0
instructor-ai/instructor,2025-04,cognitive_complexity,2179.0,2114.0,65.0,65.0
wdm0006/git-pandas,2025-06,technical_debt,637.0,702.0,-65.0,65.0
zhang-xr/FirmLLM,2025-03,code_smells,173.0,108.0,65.0,65.0
zhang-xr/FirmLLM,2025-04,code_smells,175.0,110.0,65.0,65.0
BalancerMaxis/multisig-ops,2025-07,technical_debt,2334.0,2398.0,-64.0,64.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2025-08,technical_debt,2319.0,2383.0,-64.0,64.0
OpenSPP/openspp-modules,2024-03,code_smells,461.0,525.0,-64.0,64.0
PostHog/posthog,2024-07,vulnerabilities,84.0,20.0,64.0,64.0
ericmjl/llamabot,2025-05,code_smells,97.0,161.0,-64.0,64.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2024-07,technical_debt,2354.0,2417.0,-63.0,63.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2024-08,technical_debt,2354.0,2417.0,-63.0,63.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2024-09,technical_debt,2354.0,2417.0,-63.0,63.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2024-10,technical_debt,2317.0,2380.0,-63.0,63.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2024-11,technical_debt,2317.0,2380.0,-63.0,63.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2024-12,technical_debt,2317.0,2380.0,-63.0,63.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2025-01,technical_debt,2292.0,2355.0,-63.0,63.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2025-02,technical_debt,2298.0,2361.0,-63.0,63.0
Hankanman/Area-Occupancy-Detection,2025-08,bugs,11.0,74.0,-63.0,63.0
KroMiose/nekro-agent,2025-01,code_smells,222.0,159.0,63.0,63.0
ericmjl/llamabot,2024-03,technical_debt,416.0,353.0,63.0,63.0
ericmjl/llamabot,2024-04,technical_debt,416.0,353.0,63.0,63.0
ericmjl/llamabot,2024-05,technical_debt,416.0,353.0,63.0,63.0
ericmjl/llamabot,2024-06,technical_debt,416.0,353.0,63.0,63.0
odoo/industry,2025-03,technical_debt,5.0,68.0,-63.0,63.0
Multi-V-VM/MVVM,2024-02,code_smells,149.0,87.0,62.0,62.0
DataScienceUIBK/Rankify,2025-07,code_smells,931.0,870.0,61.0,61.0
DataScienceUIBK/Rankify,2025-08,code_smells,920.0,859.0,61.0,61.0
Multi-V-VM/MVVM,2024-01,technical_debt,133.0,194.0,-61.0,61.0
NVIDIA/cuEquivariance,2025-02,code_smells,171.0,232.0,-61.0,61.0
NVIDIA/cuEquivariance,2025-03,code_smells,171.0,232.0,-61.0,61.0
ericyuegu/hal,2024-12,technical_debt,510.0,449.0,61.0,61.0
microsoft/semantic-link-labs,2025-05,cognitive_complexity,4377.0,4316.0,61.0,61.0
zauberzeug/nicegui,2024-05,ncloc,203896.0,203957.0,-61.0,61.0
zauberzeug/nicegui,2024-06,ncloc,204376.0,204437.0,-61.0,61.0
zauberzeug/nicegui,2024-07,ncloc,204666.0,204727.0,-61.0,61.0
Event-AHU/OpenEvDET,2025-02,technical_debt,891.0,831.0,60.0,60.0
Event-AHU/OpenEvDET,2025-03,technical_debt,891.0,831.0,60.0,60.0
Event-AHU/OpenEvDET,2025-04,technical_debt,891.0,831.0,60.0,60.0
FMInference/FlexiGen,2024-04,bugs,218.0,278.0,-60.0,60.0
FMInference/FlexiGen,2024-09,bugs,218.0,278.0,-60.0,60.0
FMInference/FlexiGen,2024-10,bugs,218.0,278.0,-60.0,60.0
FolhaSP/mosaico,2024-11,technical_debt,63.0,123.0,-60.0,60.0
FolhaSP/mosaico,2024-12,technical_debt,63.0,123.0,-60.0,60.0
FolhaSP/mosaico,2025-01,technical_debt,63.0,123.0,-60.0,60.0
Hankanman/Area-Occupancy-Detection,2024-11,technical_debt,161.0,101.0,60.0,60.0
Hankanman/Area-Occupancy-Detection,2025-08,code_smells,119.0,59.0,60.0,60.0
PostHog/posthog,2025-06,bugs,308.0,368.0,-60.0,60.0
PromtEngineer/localGPT,2024-10,code_smells,151.0,91.0,60.0,60.0
PromtEngineer/localGPT,2024-11,code_smells,151.0,91.0,60.0,60.0
PromtEngineer/localGPT,2025-02,code_smells,151.0,91.0,60.0,60.0
PromtEngineer/localGPT,2025-03,code_smells,151.0,91.0,60.0,60.0
SlyyCooper/cursorrules-architect,2024-11,technical_debt,79.0,19.0,60.0,60.0
SlyyCooper/cursorrules-architect,2024-12,technical_debt,234.0,174.0,60.0,60.0
SlyyCooper/cursorrules-architect,2025-01,technical_debt,226.0,166.0,60.0,60.0
SlyyCooper/cursorrules-architect,2025-02,technical_debt,226.0,166.0,60.0,60.0
ericyuegu/hal,2024-09,technical_debt,384.0,324.0,60.0,60.0
golemfoundation/octant,2024-04,technical_debt,2017.0,2077.0,-60.0,60.0
lancedb/lancedb,2025-08,code_smells,428.0,368.0,60.0,60.0
microsoft/semantic-link-labs,2025-02,technical_debt,7702.0,7642.0,60.0,60.0
sirkirby/unifi-network-rules,2025-02,technical_debt,496.0,436.0,60.0,60.0
zauberzeug/nicegui,2024-03,ncloc,201814.0,201874.0,-60.0,60.0
zauberzeug/nicegui,2024-04,ncloc,202776.0,202836.0,-60.0,60.0
DataScienceUIBK/Rankify,2025-06,code_smells,899.0,840.0,59.0,59.0
OpenMOSS/Language-Model-SAEs,2025-07,cognitive_complexity,1874.0,1815.0,59.0,59.0
bropines/chrome-lens-py,2025-03,code_smells,83.0,24.0,59.0,59.0
dymmond/edgy,2024-08,code_smells,96.0,155.0,-59.0,59.0
microsoft/semantic-link-labs,2025-02,cognitive_complexity,3844.0,3785.0,59.0,59.0
microsoft/semantic-link-labs,2025-03,cognitive_complexity,4065.0,4006.0,59.0,59.0
microsoft/semantic-link-labs,2025-06,cognitive_complexity,5004.0,4945.0,59.0,59.0
microsoft/semantic-link-labs,2025-07,cognitive_complexity,5061.0,5002.0,59.0,59.0
microsoft/semantic-link-labs,2025-08,cognitive_complexity,5142.0,5083.0,59.0,59.0
namuan/trading-utils,2024-10,code_smells,155.0,96.0,59.0,59.0
taylorwilsdon/open-webui-tools,2025-04,technical_debt,128.0,69.0,59.0,59.0
LearningCircuit/local-deep-research,2025-08,bugs,26.0,84.0,-58.0,58.0
PromtEngineer/localGPT,2024-02,code_smells,144.0,86.0,58.0,58.0
PromtEngineer/localGPT,2024-05,code_smells,148.0,90.0,58.0,58.0
PromtEngineer/localGPT,2024-08,code_smells,148.0,90.0,58.0,58.0
PromtEngineer/localGPT,2024-09,code_smells,148.0,90.0,58.0,58.0
VRSEN/agency-swarm,2025-03,technical_debt,1550.0,1608.0,-58.0,58.0
airweave-ai/airweave,2024-12,code_smells,79.0,21.0,58.0,58.0
microsoft/semantic-link-labs,2025-01,cognitive_complexity,3594.0,3536.0,58.0,58.0
zauberzeug/nicegui,2024-01,ncloc,197453.0,197511.0,-58.0,58.0
Benzauber/convert-commander,2025-06,technical_debt,1522.0,1465.0,57.0,57.0
Benzauber/convert-commander,2025-07,technical_debt,1522.0,1465.0,57.0,57.0
Benzauber/convert-commander,2025-08,technical_debt,1588.0,1531.0,57.0,57.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2025-03,technical_debt,2372.0,2429.0,-57.0,57.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2025-04,technical_debt,2367.0,2424.0,-57.0,57.0
DakeQQ/YOLO-Depth-Estimation-for-Android,2025-05,technical_debt,2367.0,2424.0,-57.0,57.0
HelpingAI/Webscout,2024-06,code_smells,447.0,390.0,57.0,57.0
NVIDIA/cuEquivariance,2024-12,code_smells,171.0,228.0,-57.0,57.0
dymmond/edgy,2024-06,code_smells,113.0,170.0,-57.0,57.0
dymmond/edgy,2024-07,code_smells,113.0,170.0,-57.0,57.0
grapeot/web_agentic_ai,2025-02,code_smells,106.0,49.0,57.0,57.0
taylorwilsdon/open-webui-tools,2025-04,cognitive_complexity,222.0,165.0,57.0,57.0
OpenMOSS/Language-Model-SAEs,2025-05,technical_debt,1402.0,1346.0,56.0,56.0
PostHog/posthog,2024-06,vulnerabilities,76.0,20.0,56.0,56.0
microsoft/semantic-link-labs,2024-09,cognitive_complexity,3108.0,3052.0,56.0,56.0
microsoft/semantic-link-labs,2024-10,cognitive_complexity,3355.0,3299.0,56.0,56.0
microsoft/semantic-link-labs,2024-11,cognitive_complexity,3586.0,3530.0,56.0,56.0
microsoft/semantic-link-labs,2024-12,cognitive_complexity,3576.0,3520.0,56.0,56.0
zauberzeug/nicegui,2024-02,ncloc,201153.0,201209.0,-56.0,56.0
LearningCircuit/local-deep-research,2025-07,vulnerabilities,57.0,2.0,55.0,55.0
OSU-NLP-Group/HippoRAG,2025-02,technical_debt,399.0,344.0,55.0,55.0
OSU-NLP-Group/HippoRAG,2025-03,technical_debt,404.0,349.0,55.0,55.0
OpenMOSS/Language-Model-SAEs,2024-11,technical_debt,1151.0,1096.0,55.0,55.0
OpenMOSS/Language-Model-SAEs,2025-04,technical_debt,1358.0,1303.0,55.0,55.0
VRSEN/agency-swarm,2025-03,ncloc,8218.0,8163.0,55.0,55.0
allthingslinux/tux,2025-07,technical_debt,787.0,732.0,55.0,55.0
discus0434/nook,2025-02,technical_debt,98.0,43.0,55.0,55.0
discus0434/nook,2025-03,technical_debt,98.0,43.0,55.0,55.0
ilanbenb/wa_llm,2025-07,technical_debt,138.0,83.0,55.0,55.0
ilanbenb/wa_llm,2025-08,technical_debt,138.0,83.0,55.0,55.0
synaptiai/prompt-decorators,2025-03,technical_debt,1775.0,1720.0,55.0,55.0
synaptiai/prompt-decorators,2025-04,technical_debt,1775.0,1720.0,55.0,55.0
trycua/cua,2025-08,bugs,58.0,3.0,55.0,55.0
FaceAdapter/Face-Adapter,2024-05,technical_debt,686.0,632.0,54.0,54.0
PostHog/posthog,2025-05,bugs,318.0,372.0,-54.0,54.0
VRSEN/agency-swarm,2025-07,technical_debt,1077.0,1023.0,54.0,54.0
LearningCircuit/local-deep-research,2025-07,bugs,23.0,76.0,-53.0,53.0
