repo_name,time,metric,our_modified_value,paper_value,diff_our_minus_paper,abs_diff
keephq/keep,2025-06,bugs,62.0,63.0,-1.0,1.0
keephq/keep,2025-08,bugs,64.0,65.0,-1.0,1.0
kuleshov-group/caduceus,2024-02,vulnerabilities,1.0,0.0,1.0,1.0
kuleshov-group/caduceus,2024-03,vulnerabilities,1.0,0.0,1.0,1.0
lss233/kirara-ai,2025-03,vulnerabilities,1.0,0.0,1.0,1.0
lss233/kirara-ai,2025-04,vulnerabilities,1.0,0.0,1.0,1.0
lss233/kirara-ai,2025-05,vulnerabilities,1.0,0.0,1.0,1.0
lss233/kirara-ai,2025-06,vulnerabilities,1.0,0.0,1.0,1.0
martinnormark/neural-mesh-simplification,2024-08,bugs,0.0,1.0,-1.0,1.0
martinnormark/neural-mesh-simplification,2024-12,bugs,0.0,1.0,-1.0,1.0
martinnormark/neural-mesh-simplification,2025-01,bugs,0.0,1.0,-1.0,1.0
martinnormark/neural-mesh-simplification,2025-02,bugs,0.0,1.0,-1.0,1.0
martinnormark/neural-mesh-simplification,2025-03,bugs,0.0,1.0,-1.0,1.0
matebenyovszky/healing-agent,2024-11,bugs,0.0,1.0,-1.0,1.0
matebenyovszky/healing-agent,2024-11,code_smells,36.0,37.0,-1.0,1.0
matebenyovszky/healing-agent,2025-01,bugs,0.0,1.0,-1.0,1.0
matebenyovszky/healing-agent,2025-01,code_smells,36.0,37.0,-1.0,1.0
microsoft/semantic-link-labs,2025-04,bugs,19.0,18.0,1.0,1.0
neuml/rag,2024-07,code_smells,4.0,3.0,1.0,1.0
neuml/rag,2024-08,code_smells,5.0,4.0,1.0,1.0
neuml/rag,2024-09,code_smells,5.0,4.0,1.0,1.0
neuml/rag,2024-10,code_smells,5.0,4.0,1.0,1.0
neuml/rag,2024-11,code_smells,5.0,4.0,1.0,1.0
neuml/rag,2024-12,code_smells,5.0,4.0,1.0,1.0
neuml/rag,2025-04,code_smells,5.0,4.0,1.0,1.0
neuml/rag,2025-05,code_smells,5.0,4.0,1.0,1.0
nextml-code/pytorch-datastream,2024-08,bugs,0.0,1.0,-1.0,1.0
nextml-code/pytorch-datastream,2024-09,bugs,0.0,1.0,-1.0,1.0
nextml-code/pytorch-datastream,2025-01,bugs,0.0,1.0,-1.0,1.0
odoo/industry,2024-08,bugs,0.0,1.0,-1.0,1.0
odoo/industry,2024-08,code_smells,0.0,1.0,-1.0,1.0
odoo/industry,2024-10,bugs,62.0,63.0,-1.0,1.0
odoo/industry,2024-11,cognitive_complexity,151.0,152.0,-1.0,1.0
odoo/industry,2024-12,bugs,84.0,85.0,-1.0,1.0
odoo/industry,2025-01,bugs,84.0,85.0,-1.0,1.0
odoo/industry,2025-02,bugs,93.0,94.0,-1.0,1.0
odoo/industry,2025-03,bugs,121.0,122.0,-1.0,1.0
odoo/industry,2025-04,bugs,144.0,145.0,-1.0,1.0
odoo/industry,2025-04,cognitive_complexity,227.0,228.0,-1.0,1.0
odoo/industry,2025-05,bugs,161.0,162.0,-1.0,1.0
odoo/industry,2025-06,bugs,182.0,183.0,-1.0,1.0
odoo/industry,2025-07,bugs,235.0,236.0,-1.0,1.0
odoo/industry,2025-08,bugs,280.0,281.0,-1.0,1.0
panther-labs/panther-analysis,2024-01,vulnerabilities,1.0,0.0,1.0,1.0
panther-labs/panther-analysis,2024-02,vulnerabilities,1.0,0.0,1.0,1.0
panther-labs/panther-analysis,2024-03,vulnerabilities,1.0,0.0,1.0,1.0
panther-labs/panther-analysis,2024-04,vulnerabilities,1.0,0.0,1.0,1.0
panther-labs/panther-analysis,2024-05,vulnerabilities,1.0,0.0,1.0,1.0
panther-labs/panther-analysis,2024-06,vulnerabilities,1.0,0.0,1.0,1.0
panther-labs/panther-analysis,2024-07,vulnerabilities,1.0,0.0,1.0,1.0
panther-labs/panther-analysis,2024-08,vulnerabilities,1.0,0.0,1.0,1.0
panther-labs/panther-analysis,2024-09,vulnerabilities,1.0,0.0,1.0,1.0
panther-labs/panther-analysis,2024-10,vulnerabilities,1.0,0.0,1.0,1.0
panther-labs/panther-analysis,2024-11,vulnerabilities,1.0,0.0,1.0,1.0
panther-labs/panther-analysis,2024-12,vulnerabilities,1.0,0.0,1.0,1.0
panther-labs/panther-analysis,2025-01,vulnerabilities,1.0,0.0,1.0,1.0
panther-labs/panther-analysis,2025-02,vulnerabilities,1.0,0.0,1.0,1.0
panther-labs/panther-analysis,2025-03,vulnerabilities,1.0,0.0,1.0,1.0
panther-labs/panther-analysis,2025-04,vulnerabilities,1.0,0.0,1.0,1.0
panther-labs/panther-analysis,2025-05,vulnerabilities,1.0,0.0,1.0,1.0
panther-labs/panther-analysis,2025-06,vulnerabilities,1.0,0.0,1.0,1.0
panther-labs/panther-analysis,2025-07,vulnerabilities,1.0,0.0,1.0,1.0
panther-labs/panther-analysis,2025-08,vulnerabilities,1.0,0.0,1.0,1.0
pieces-app/cli-agent,2025-03,vulnerabilities,1.0,0.0,1.0,1.0
pieces-app/cli-agent,2025-04,vulnerabilities,1.0,0.0,1.0,1.0
pieces-app/cli-agent,2025-06,vulnerabilities,1.0,0.0,1.0,1.0
pieces-app/cli-agent,2025-07,vulnerabilities,1.0,0.0,1.0,1.0
pieces-app/cli-agent,2025-08,vulnerabilities,1.0,0.0,1.0,1.0
popey/sbommage,2025-08,bugs,1.0,0.0,1.0,1.0
qiboteam/qibojit,2025-08,cognitive_complexity,374.0,373.0,1.0,1.0
raphaelmansuy/code2prompt,2024-03,code_smells,10.0,9.0,1.0,1.0
raphaelmansuy/code2prompt,2024-07,code_smells,17.0,18.0,-1.0,1.0
raphaelmansuy/iteration_of_tought,2024-09,code_smells,2.0,1.0,1.0,1.0
sbomify/sbomify,2025-01,bugs,7.0,8.0,-1.0,1.0
sbomify/sbomify,2025-02,bugs,7.0,8.0,-1.0,1.0
sbomify/sbomify,2025-05,bugs,13.0,14.0,-1.0,1.0
sbomify/sbomify,2025-06,bugs,15.0,16.0,-1.0,1.0
sirkirby/unifi-network-rules,2025-03,vulnerabilities,0.0,1.0,-1.0,1.0
sirkirby/unifi-network-rules,2025-04,vulnerabilities,0.0,1.0,-1.0,1.0
sirkirby/unifi-network-rules,2025-06,vulnerabilities,0.0,1.0,-1.0,1.0
sirkirby/unifi-network-rules,2025-07,vulnerabilities,0.0,1.0,-1.0,1.0
smartian1/tgtrader,2025-01,bugs,49.0,48.0,1.0,1.0
smartian1/tgtrader,2025-02,bugs,50.0,49.0,1.0,1.0
smartian1/tgtrader,2025-03,bugs,50.0,49.0,1.0,1.0
smartian1/tgtrader,2025-04,bugs,50.0,49.0,1.0,1.0
sshtunnelvision/MCP-LOGO-GEN,2025-03,bugs,1.0,0.0,1.0,1.0
stakewise/v3-operator,2024-01,vulnerabilities,0.0,1.0,-1.0,1.0
stakewise/v3-operator,2024-02,vulnerabilities,0.0,1.0,-1.0,1.0
stakewise/v3-operator,2024-03,vulnerabilities,0.0,1.0,-1.0,1.0
stakewise/v3-operator,2024-04,vulnerabilities,0.0,1.0,-1.0,1.0
stakewise/v3-operator,2024-05,vulnerabilities,0.0,1.0,-1.0,1.0
stakewise/v3-operator,2024-06,vulnerabilities,0.0,1.0,-1.0,1.0
stakewise/v3-operator,2024-07,vulnerabilities,0.0,1.0,-1.0,1.0
stakewise/v3-operator,2024-08,vulnerabilities,0.0,1.0,-1.0,1.0
stakewise/v3-operator,2024-09,vulnerabilities,0.0,1.0,-1.0,1.0
stakewise/v3-operator,2024-10,vulnerabilities,0.0,1.0,-1.0,1.0
stakewise/v3-operator,2024-11,vulnerabilities,0.0,1.0,-1.0,1.0
stakewise/v3-operator,2024-12,vulnerabilities,0.0,1.0,-1.0,1.0
stakewise/v3-operator,2025-01,vulnerabilities,0.0,1.0,-1.0,1.0
stakewise/v3-operator,2025-02,vulnerabilities,0.0,1.0,-1.0,1.0
stakewise/v3-operator,2025-04,vulnerabilities,0.0,1.0,-1.0,1.0
stakewise/v3-operator,2025-05,vulnerabilities,0.0,1.0,-1.0,1.0
stakewise/v3-operator,2025-06,vulnerabilities,0.0,1.0,-1.0,1.0
stakewise/v3-operator,2025-07,vulnerabilities,0.0,1.0,-1.0,1.0
stakewise/v3-operator,2025-08,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2024-01,code_smells,71.0,72.0,-1.0,1.0
tony/django-docutils,2024-01,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2024-02,code_smells,71.0,72.0,-1.0,1.0
tony/django-docutils,2024-02,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2024-03,code_smells,70.0,71.0,-1.0,1.0
tony/django-docutils,2024-03,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2024-04,code_smells,70.0,71.0,-1.0,1.0
tony/django-docutils,2024-04,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2024-05,code_smells,70.0,71.0,-1.0,1.0
tony/django-docutils,2024-05,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2024-06,code_smells,70.0,71.0,-1.0,1.0
tony/django-docutils,2024-06,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2024-07,code_smells,70.0,71.0,-1.0,1.0
tony/django-docutils,2024-07,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2024-08,code_smells,70.0,71.0,-1.0,1.0
tony/django-docutils,2024-08,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2024-09,code_smells,70.0,71.0,-1.0,1.0
tony/django-docutils,2024-09,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2024-10,code_smells,70.0,71.0,-1.0,1.0
tony/django-docutils,2024-10,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2024-11,code_smells,70.0,71.0,-1.0,1.0
tony/django-docutils,2024-11,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2024-12,code_smells,70.0,71.0,-1.0,1.0
tony/django-docutils,2024-12,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2025-01,code_smells,70.0,71.0,-1.0,1.0
tony/django-docutils,2025-01,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2025-02,code_smells,70.0,71.0,-1.0,1.0
tony/django-docutils,2025-02,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2025-03,code_smells,70.0,71.0,-1.0,1.0
tony/django-docutils,2025-03,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2025-04,code_smells,70.0,71.0,-1.0,1.0
tony/django-docutils,2025-04,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2025-05,code_smells,70.0,71.0,-1.0,1.0
tony/django-docutils,2025-05,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2025-06,code_smells,70.0,71.0,-1.0,1.0
tony/django-docutils,2025-06,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2025-07,code_smells,70.0,71.0,-1.0,1.0
tony/django-docutils,2025-07,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-docutils,2025-08,code_smells,70.0,71.0,-1.0,1.0
tony/django-docutils,2025-08,vulnerabilities,0.0,1.0,-1.0,1.0
tony/django-slugify-processor,2024-01,code_smells,6.0,7.0,-1.0,1.0
tony/django-slugify-processor,2024-02,code_smells,6.0,7.0,-1.0,1.0
tony/django-slugify-processor,2024-03,code_smells,6.0,7.0,-1.0,1.0
tony/django-slugify-processor,2024-04,code_smells,6.0,7.0,-1.0,1.0
tony/django-slugify-processor,2024-05,code_smells,6.0,7.0,-1.0,1.0
tony/django-slugify-processor,2024-06,code_smells,6.0,7.0,-1.0,1.0
tony/django-slugify-processor,2024-07,code_smells,6.0,7.0,-1.0,1.0
tony/django-slugify-processor,2024-08,code_smells,6.0,7.0,-1.0,1.0
tony/django-slugify-processor,2024-09,code_smells,6.0,7.0,-1.0,1.0
tony/django-slugify-processor,2024-10,code_smells,6.0,7.0,-1.0,1.0
tony/django-slugify-processor,2024-11,code_smells,6.0,7.0,-1.0,1.0
tony/django-slugify-processor,2024-12,code_smells,6.0,7.0,-1.0,1.0
tony/django-slugify-processor,2025-01,code_smells,6.0,7.0,-1.0,1.0
tony/django-slugify-processor,2025-02,code_smells,6.0,7.0,-1.0,1.0
tony/django-slugify-processor,2025-03,code_smells,6.0,7.0,-1.0,1.0
tony/django-slugify-processor,2025-04,code_smells,6.0,7.0,-1.0,1.0
tony/django-slugify-processor,2025-05,code_smells,6.0,7.0,-1.0,1.0
tony/django-slugify-processor,2025-06,code_smells,6.0,7.0,-1.0,1.0
tony/django-slugify-processor,2025-07,code_smells,6.0,7.0,-1.0,1.0
tony/django-slugify-processor,2025-08,code_smells,6.0,7.0,-1.0,1.0
tw-haiven/haiven,2024-12,ncloc,14706.0,14705.0,1.0,1.0
tw-haiven/haiven,2024-12,vulnerabilities,1.0,0.0,1.0,1.0
tw-haiven/haiven,2025-01,ncloc,15199.0,15200.0,-1.0,1.0
tw-haiven/haiven,2025-01,vulnerabilities,1.0,0.0,1.0,1.0
tw-haiven/haiven,2025-02,vulnerabilities,1.0,0.0,1.0,1.0
tw-haiven/haiven,2025-03,vulnerabilities,1.0,0.0,1.0,1.0
tw-haiven/haiven,2025-04,vulnerabilities,1.0,0.0,1.0,1.0
tw-haiven/haiven,2025-07,bugs,24.0,23.0,1.0,1.0
tw-haiven/haiven,2025-08,bugs,24.0,23.0,1.0,1.0
utensils/mcp-nixos,2025-03,vulnerabilities,1.0,0.0,1.0,1.0
utensils/mcp-nixos,2025-04,bugs,3.0,4.0,-1.0,1.0
utensils/mcp-nixos,2025-04,vulnerabilities,1.0,0.0,1.0,1.0
wdm0006/git-pandas,2025-04,code_smells,24.0,25.0,-1.0,1.0
wdm0006/git-pandas,2025-06,vulnerabilities,1.0,0.0,1.0,1.0
wdm0006/pygeohash,2025-03,ncloc,2668.0,2669.0,-1.0,1.0
wdm0006/pygeohash,2025-04,ncloc,2908.0,2909.0,-1.0,1.0
wdm0006/pygeohash,2025-05,ncloc,3012.0,3013.0,-1.0,1.0
wdm0006/pygeohash,2025-07,ncloc,3053.0,3054.0,-1.0,1.0
weaviate/t2v-transformers-models,2024-11,bugs,1.0,0.0,1.0,1.0
weaviate/t2v-transformers-models,2024-12,bugs,1.0,0.0,1.0,1.0
weaviate/t2v-transformers-models,2025-01,bugs,1.0,0.0,1.0,1.0
weaviate/t2v-transformers-models,2025-02,bugs,1.0,0.0,1.0,1.0
weaviate/t2v-transformers-models,2025-03,bugs,1.0,0.0,1.0,1.0
weaviate/t2v-transformers-models,2025-07,bugs,1.0,0.0,1.0,1.0
weaviate/t2v-transformers-models,2025-08,bugs,1.0,0.0,1.0,1.0
whiteducksoftware/flock,2025-03,comment_lines_density,19.9,18.9,1.0,1.0
xinsir6/ControlNetPlus,2024-07,code_smells,190.0,189.0,1.0,1.0
xinsir6/ControlNetPlus,2024-08,code_smells,190.0,189.0,1.0,1.0
xinsir6/ControlNetPlus,2024-09,code_smells,192.0,191.0,1.0,1.0
xzq-xu/jvm-mcp-server,2025-06,bugs,2.0,3.0,-1.0,1.0
yagami1997/CursorMind,2025-03,code_smells,27.0,26.0,1.0,1.0
yeagerai/genlayer-studio,2024-07,bugs,4.0,3.0,1.0,1.0
yeagerai/genlayer-studio,2024-08,bugs,3.0,4.0,-1.0,1.0
yeagerai/genlayer-studio,2024-08,ncloc,12678.0,12677.0,1.0,1.0
yeagerai/genlayer-studio,2024-09,ncloc,13300.0,13299.0,1.0,1.0
yeagerai/genlayer-studio,2024-10,ncloc,15725.0,15724.0,1.0,1.0
yeagerai/genlayer-studio,2024-11,bugs,2.0,1.0,1.0,1.0
yeagerai/genlayer-studio,2024-11,ncloc,14377.0,14376.0,1.0,1.0
yeagerai/genlayer-studio,2024-12,bugs,2.0,1.0,1.0,1.0
yeagerai/genlayer-studio,2024-12,ncloc,15720.0,15719.0,1.0,1.0
yeagerai/genlayer-studio,2025-01,ncloc,16121.0,16120.0,1.0,1.0
yeagerai/genlayer-studio,2025-02,ncloc,17293.0,17292.0,1.0,1.0
yeagerai/genlayer-studio,2025-03,ncloc,17410.0,17409.0,1.0,1.0
yeagerai/genlayer-studio,2025-05,ncloc,20917.0,20916.0,1.0,1.0
yeagerai/genlayer-studio,2025-06,ncloc,21167.0,21166.0,1.0,1.0
yeagerai/genlayer-studio,2025-06,vulnerabilities,1.0,0.0,1.0,1.0
yeagerai/genlayer-studio,2025-07,ncloc,22312.0,22311.0,1.0,1.0
yeagerai/genlayer-studio,2025-07,vulnerabilities,1.0,0.0,1.0,1.0
yeagerai/genlayer-studio,2025-08,ncloc,22584.0,22583.0,1.0,1.0
yeagerai/genlayer-studio,2025-08,vulnerabilities,1.0,0.0,1.0,1.0
zhang-xr/FirmLLM,2025-02,vulnerabilities,1.0,0.0,1.0,1.0
zhang-xr/FirmLLM,2025-03,vulnerabilities,1.0,0.0,1.0,1.0
zhang-xr/FirmLLM,2025-04,vulnerabilities,1.0,0.0,1.0,1.0
zhou19830318/xiaozhi_micropython,2025-02,code_smells,26.0,25.0,1.0,1.0
zhou19830318/xiaozhi_micropython,2025-02,vulnerabilities,1.0,0.0,1.0,1.0
zhou19830318/xiaozhi_micropython,2025-03,code_smells,73.0,74.0,-1.0,1.0
zhou19830318/xiaozhi_micropython,2025-04,code_smells,75.0,76.0,-1.0,1.0
zju3dv/ready_to_react,2025-02,vulnerabilities,1.0,0.0,1.0,1.0
zju3dv/ready_to_react,2025-03,vulnerabilities,1.0,0.0,1.0,1.0
allthingslinux/tux,2024-04,duplicated_lines_density,2.9,3.8,-0.8999999999999999,0.8999999999999999
W1ndys/Blog,2024-03,duplicated_lines_density,60.2,61.1,-0.8999999999999986,0.8999999999999986
taylorwilsdon/open-webui-tools,2025-04,comment_lines_density,12.2,11.3,0.8999999999999986,0.8999999999999986
Multi-V-VM/MVVM,2025-03,duplicated_lines_density,33.3,34.1,-0.8000000000000043,0.8000000000000043
Multi-V-VM/MVVM,2025-06,duplicated_lines_density,33.3,34.1,-0.8000000000000043,0.8000000000000043
Multi-V-VM/MVVM,2025-07,duplicated_lines_density,33.3,34.1,-0.8000000000000043,0.8000000000000043
terryyin/lizard,2025-01,duplicated_lines_density,1.0,1.8,-0.8,0.8
terryyin/lizard,2025-02,duplicated_lines_density,1.0,1.8,-0.8,0.8
terryyin/lizard,2025-03,duplicated_lines_density,1.0,1.8,-0.8,0.8
terryyin/lizard,2025-04,duplicated_lines_density,1.0,1.8,-0.8,0.8
terryyin/lizard,2024-04,duplicated_lines_density,0.9,1.7,-0.7999999999999999,0.7999999999999999
terryyin/lizard,2024-08,duplicated_lines_density,0.9,1.7,-0.7999999999999999,0.7999999999999999
terryyin/lizard,2024-10,duplicated_lines_density,0.9,1.7,-0.7999999999999999,0.7999999999999999
terryyin/lizard,2024-12,duplicated_lines_density,0.9,1.7,-0.7999999999999999,0.7999999999999999
lancedb/lancedb,2024-04,duplicated_lines_density,3.5,4.3,-0.7999999999999998,0.7999999999999998
lancedb/lancedb,2024-08,duplicated_lines_density,3.4,2.6,0.7999999999999998,0.7999999999999998
lancedb/lancedb,2024-09,duplicated_lines_density,3.4,2.6,0.7999999999999998,0.7999999999999998
ericmjl/pyds-cli,2024-08,comment_lines_density,37.3,38.0,-0.7000000000000028,0.7000000000000028
samuelgursky/davinci-resolve-mcp,2025-03,comment_lines_density,24.9,25.6,-0.7000000000000028,0.7000000000000028
samuelgursky/davinci-resolve-mcp,2025-04,comment_lines_density,24.9,25.6,-0.7000000000000028,0.7000000000000028
cgevans/qslib,2025-05,duplicated_lines_density,2.1,1.4,0.7000000000000002,0.7000000000000002
lancedb/lancedb,2024-07,duplicated_lines_density,3.1,2.4,0.7000000000000002,0.7000000000000002
qiboteam/qibojit,2025-02,duplicated_lines_density,4.0,4.7,-0.7000000000000002,0.7000000000000002
allthingslinux/tux,2025-08,duplicated_lines_density,1.1,0.4,0.7000000000000001,0.7000000000000001
terryyin/lizard,2025-05,duplicated_lines_density,0.9,1.6,-0.7000000000000001,0.7000000000000001
terryyin/lizard,2025-06,duplicated_lines_density,0.9,1.6,-0.7000000000000001,0.7000000000000001
terryyin/lizard,2025-07,duplicated_lines_density,0.9,1.6,-0.7000000000000001,0.7000000000000001
terryyin/lizard,2025-08,duplicated_lines_density,0.9,1.6,-0.7000000000000001,0.7000000000000001
MingSun-Tse/LightAvatar-TensorFlow,2024-09,duplicated_lines_density,0.5,1.2,-0.7,0.7
lancedb/lancedb,2024-11,duplicated_lines_density,3.4,2.7,0.6999999999999997,0.6999999999999997
qiboteam/qibojit,2025-06,duplicated_lines_density,3.9,4.6,-0.6999999999999997,0.6999999999999997
ericmjl/pyds-cli,2024-07,comment_lines_density,37.1,37.8,-0.6999999999999957,0.6999999999999957
C4NU/Paddie,2025-03,comment_lines_density,10.3,9.7,0.6000000000000014,0.6000000000000014
HelpingAI/Webscout,2024-10,duplicated_lines_density,17.5,18.1,-0.6000000000000014,0.6000000000000014
LearningCircuit/local-deep-research,2025-03,duplicated_lines_density,2.2,1.6,0.6000000000000001,0.6000000000000001
LearningCircuit/local-deep-research,2025-05,duplicated_lines_density,2.6,3.2,-0.6000000000000001,0.6000000000000001
lancedb/lancedb,2024-10,duplicated_lines_density,3.1,2.5,0.6000000000000001,0.6000000000000001
lancedb/lancedb,2025-08,duplicated_lines_density,3.2,2.6,0.6000000000000001,0.6000000000000001
HelpingAI/Webscout,2024-11,duplicated_lines_density,16.8,17.4,-0.5999999999999979,0.5999999999999979
HelpingAI/Webscout,2024-12,duplicated_lines_density,18.3,18.8,-0.5,0.5
HelpingAI/Webscout,2025-01,duplicated_lines_density,18.0,18.5,-0.5,0.5
ITSpecialist111/ai_automation_suggester,2025-04,duplicated_lines_density,2.0,1.5,0.5,0.5
LearningCircuit/local-deep-research,2025-04,duplicated_lines_density,1.3,1.8,-0.5,0.5
OSU-NLP-Group/HippoRAG,2025-04,duplicated_lines_density,19.5,20.0,-0.5,0.5
cohnen/mcp-google-ads,2025-07,comment_lines_density,28.0,27.5,0.5,0.5
lancedb/lancedb,2024-05,duplicated_lines_density,2.6,3.1,-0.5,0.5
lancedb/lancedb,2025-01,duplicated_lines_density,3.3,2.8,0.5,0.5
lancedb/lancedb,2025-03,duplicated_lines_density,3.1,2.6,0.5,0.5
markmelnic/stealthenium,2024-08,duplicated_lines_density,2.0,2.5,-0.5,0.5
markmelnic/stealthenium,2024-10,duplicated_lines_density,2.0,2.5,-0.5,0.5
markmelnic/stealthenium,2025-02,duplicated_lines_density,2.0,2.5,-0.5,0.5
microsoft/semantic-link-labs,2024-09,comment_lines_density,23.9,24.4,-0.5,0.5
microsoft/semantic-link-labs,2024-10,comment_lines_density,25.1,25.6,-0.5,0.5
sbomify/sbomify,2025-03,duplicated_lines_density,19.9,20.4,-0.5,0.5
utensils/mcp-nixos,2025-04,comment_lines_density,26.1,26.6,-0.5,0.5
microsoft/semantic-link-labs,2024-12,comment_lines_density,26.2,26.6,-0.40000000000000213,0.40000000000000213
microsoft/semantic-link-labs,2025-02,comment_lines_density,26.7,27.1,-0.40000000000000213,0.40000000000000213
BalancerMaxis/multisig-ops,2024-02,comment_lines_density,12.5,12.9,-0.40000000000000036,0.40000000000000036
BalancerMaxis/multisig-ops,2024-03,comment_lines_density,12.5,12.9,-0.40000000000000036,0.40000000000000036
Hankanman/Area-Occupancy-Detection,2025-08,comment_lines_density,15.6,15.2,0.40000000000000036,0.40000000000000036
PostHog/posthog,2025-04,duplicated_lines_density,9.1,9.5,-0.40000000000000036,0.40000000000000036
VRSEN/agency-swarm,2024-03,comment_lines_density,14.9,15.3,-0.40000000000000036,0.40000000000000036
lancedb/lancedb,2024-12,duplicated_lines_density,3.2,2.8,0.40000000000000036,0.40000000000000036
terryyin/lizard,2024-04,comment_lines_density,10.1,10.5,-0.40000000000000036,0.40000000000000036
terryyin/lizard,2024-08,comment_lines_density,10.1,10.5,-0.40000000000000036,0.40000000000000036
terryyin/lizard,2024-10,comment_lines_density,10.1,10.5,-0.40000000000000036,0.40000000000000036
terryyin/lizard,2024-12,comment_lines_density,10.1,10.5,-0.40000000000000036,0.40000000000000036
terryyin/lizard,2025-01,comment_lines_density,10.0,10.4,-0.40000000000000036,0.40000000000000036
terryyin/lizard,2025-02,comment_lines_density,10.0,10.4,-0.40000000000000036,0.40000000000000036
terryyin/lizard,2025-03,comment_lines_density,10.1,10.5,-0.40000000000000036,0.40000000000000036
terryyin/lizard,2025-04,comment_lines_density,10.1,10.5,-0.40000000000000036,0.40000000000000036
terryyin/lizard,2025-05,comment_lines_density,10.0,10.4,-0.40000000000000036,0.40000000000000036
terryyin/lizard,2025-06,comment_lines_density,10.1,10.5,-0.40000000000000036,0.40000000000000036
terryyin/lizard,2025-07,comment_lines_density,10.1,10.5,-0.40000000000000036,0.40000000000000036
tw-haiven/haiven,2025-04,duplicated_lines_density,2.8,3.2,-0.40000000000000036,0.40000000000000036
OpenMOSS/Language-Model-SAEs,2025-07,duplicated_lines_density,3.6,3.2,0.3999999999999999,0.3999999999999999
lancedb/lancedb,2024-06,duplicated_lines_density,3.0,2.6,0.3999999999999999,0.3999999999999999
lancedb/lancedb,2025-02,duplicated_lines_density,2.9,2.5,0.3999999999999999,0.3999999999999999
lancedb/lancedb,2025-04,duplicated_lines_density,3.0,2.6,0.3999999999999999,0.3999999999999999
lancedb/lancedb,2025-05,duplicated_lines_density,3.0,2.6,0.3999999999999999,0.3999999999999999
lancedb/lancedb,2025-06,duplicated_lines_density,2.9,2.5,0.3999999999999999,0.3999999999999999
lancedb/lancedb,2025-07,duplicated_lines_density,2.9,2.5,0.3999999999999999,0.3999999999999999
ResearchHub/researchhub-backend,2025-04,comment_lines_density,6.6,6.2,0.39999999999999947,0.39999999999999947
aio-libs/aiohttp,2025-04,duplicated_lines_density,4.8,4.4,0.39999999999999947,0.39999999999999947
qiboteam/qibojit,2025-08,comment_lines_density,4.9,5.3,-0.39999999999999947,0.39999999999999947
HelpingAI/Webscout,2025-02,duplicated_lines_density,16.1,16.5,-0.3999999999999986,0.3999999999999986
microsoft/semantic-link-labs,2024-11,comment_lines_density,26.1,26.5,-0.3999999999999986,0.3999999999999986
microsoft/semantic-link-labs,2025-05,comment_lines_density,26.8,27.2,-0.3999999999999986,0.3999999999999986
BalancerMaxis/multisig-ops,2024-01,comment_lines_density,12.6,12.9,-0.3000000000000007,0.3000000000000007
BalancerMaxis/multisig-ops,2024-04,comment_lines_density,12.2,12.5,-0.3000000000000007,0.3000000000000007
BalancerMaxis/multisig-ops,2024-05,comment_lines_density,12.2,12.5,-0.3000000000000007,0.3000000000000007
BalancerMaxis/multisig-ops,2024-06,comment_lines_density,12.0,12.3,-0.3000000000000007,0.3000000000000007
BalancerMaxis/multisig-ops,2024-07,comment_lines_density,12.0,12.3,-0.3000000000000007,0.3000000000000007
BalancerMaxis/multisig-ops,2025-04,comment_lines_density,11.5,11.8,-0.3000000000000007,0.3000000000000007
BalancerMaxis/multisig-ops,2025-06,comment_lines_density,11.5,11.8,-0.3000000000000007,0.3000000000000007
BalancerMaxis/multisig-ops,2025-07,comment_lines_density,12.1,12.4,-0.3000000000000007,0.3000000000000007
KroMiose/nekro-agent,2024-11,comment_lines_density,14.3,14.0,0.3000000000000007,0.3000000000000007
OpenSPP/openspp-modules,2024-03,duplicated_lines_density,19.4,19.7,-0.3000000000000007,0.3000000000000007
OpenSPP/openspp-modules,2024-11,duplicated_lines_density,27.3,27.6,-0.3000000000000007,0.3000000000000007
PostHog/posthog,2024-08,duplicated_lines_density,11.0,11.3,-0.3000000000000007,0.3000000000000007
