repo_name,time,is_treatment,event,post_event,time_to_event,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,cursor,commits,lines_added,lines_removed,contributors,stars,issues,issue_comments,age,ncloc,bugs,vulnerabilities,code_smells,duplicated_lines_density,comment_lines_density,cognitive_complexity,technical_debt,num_dependencies_total,num_vulnerable_dependencies,average_technical_lag,dataset_source,other_agents,high_confidence
appl-team/appl,2025-01,1,2024-12,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,3,211,44,1,17.0,2.0,2.0,241.0,8825.0,29.0,0.0,140.0,0.4,19.3,1628.0,997.0,,,,treatment,False,False
askjohngeorge/pipecat-lead-qualifier,2025-01,1,2025-01,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,174,18196,5669,1,2.0,0.0,0.0,0.0,3588.0,5.0,0.0,54.0,6.4,13.2,190.0,300.0,,,,treatment,False,True
askjohngeorge/pipecat-lead-qualifier,2025-02,1,2025-01,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,222,8015,17382,1,6.0,0.0,0.0,11.0,2493.0,3.0,0.0,26.0,0.0,11.4,238.0,148.0,,,,treatment,False,True
c4fun/tell-stories-webui,2025-02,1,2025-02,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,18,1115,149,2,38.0,3.0,3.0,0.0,2850.0,8.0,0.0,60.0,6.3,12.7,484.0,485.0,,,,treatment,False,True
c4fun/tell-stories-webui,2025-04,1,2025-02,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,2,4,4,2,0.0,3.0,0.0,56.0,2850.0,8.0,0.0,60.0,6.3,12.7,484.0,485.0,,,,treatment,False,False
cgevans/qslib,2024-02,0,2025-02,0,-12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,1,23,8,1,0.0,0.0,0.0,907.0,8291.0,12.0,2.0,163.0,1.2,16.3,1448.0,993.0,,,,treatment,,
cgevans/qslib,2024-03,0,2025-02,0,-11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,2,111,38,1,0.0,0.0,0.0,936.0,8292.0,12.0,2.0,163.0,1.2,16.4,1460.0,993.0,,,,treatment,,
cgevans/qslib,2024-05,0,2025-02,0,-9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,1,18,5,1,0.0,0.0,0.0,997.0,8303.0,12.0,2.0,163.0,1.2,16.4,1464.0,996.0,,,,treatment,,
cgevans/qslib,2024-08,0,2025-02,0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,4,472,406,1,0.0,0.0,0.0,1089.0,8355.0,11.0,2.0,171.0,1.5,16.2,1549.0,1097.0,,,,treatment,,
cgevans/qslib,2024-10,0,2025-02,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,5,417,214,1,0.0,0.0,0.0,1150.0,8546.0,11.0,2.0,175.0,1.5,15.9,1553.0,1116.0,,,,treatment,,
cgevans/qslib,2024-11,0,2025-02,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,7,122,19,1,0.0,0.0,0.0,1181.0,8621.0,11.0,2.0,181.0,1.4,15.9,1582.0,1165.0,,,,treatment,,
cgevans/qslib,2024-12,0,2025-02,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,4,197,60,1,0.0,0.0,0.0,1211.0,8729.0,11.0,2.0,183.0,1.4,15.8,1646.0,1206.0,,,,treatment,,
cgevans/qslib,2025-01,0,2025-02,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,1,25,21,1,1.0,2.0,0.0,1242.0,8741.0,11.0,2.0,182.0,1.4,15.8,1646.0,1201.0,,,,treatment,,
cgevans/qslib,2025-02,1,2025-02,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,68,12344,7415,2,0.0,0.0,0.0,1273.0,4761.0,0.0,0.0,4.0,7.7,5.4,398.0,24.0,,,,treatment,False,True
cgevans/qslib,2025-03,1,2025-02,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,60,15997,2945,1,0.0,0.0,0.0,1301.0,13625.0,13.0,0.0,191.0,3.0,12.2,1980.0,1185.0,,,,treatment,False,False
cgevans/qslib,2025-04,1,2025-02,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,1,11,0,1,1.0,0.0,0.0,1332.0,13625.0,13.0,0.0,191.0,3.0,12.2,1980.0,1185.0,,,,treatment,False,False
cgevans/qslib,2025-05,1,2025-02,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,1,15,15,1,0.0,0.0,0.0,0.0,1243.0,0.0,0.0,1.0,2.1,7.0,127.0,6.0,,,,treatment,False,False
cgevans/qslib,2025-06,1,2025-02,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,1,1,145,1,0.0,0.0,0.0,1393.0,13524.0,13.0,0.0,191.0,3.0,12.3,1973.0,1180.0,,,,treatment,False,False
cgevans/qslib,2025-07,1,2025-02,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,4,65,8,1,0.0,0.0,0.0,0.0,13566.0,13.0,0.0,191.0,3.0,12.3,1983.0,1182.0,,,,treatment,False,False
cgevans/qslib,2025-08,1,2025-02,1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,8,1112,464,1,0.0,0.0,0.0,1454.0,14026.0,16.0,0.0,191.0,2.7,12.3,1998.0,1131.0,,,,treatment,False,False
codingforentrepreneurs/Cursor-Django,2024-10,1,2024-10,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,32,1517,275,2,5.0,0.0,0.0,0.0,844.0,1.0,11.0,6.0,0.0,9.1,33.0,33.0,,,,treatment,False,True
cohnen/mcp-google-ads,2025-03,1,2025-03,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,10,1423,139,1,13.0,0.0,0.0,0.0,943.0,12.0,0.0,14.0,0.0,28.9,214.0,147.0,,,,treatment,False,True
cohnen/mcp-google-ads,2025-04,1,2025-03,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,2,422,22,2,51.0,3.0,2.0,11.0,1099.0,12.0,0.0,17.0,0.0,28.0,267.0,177.0,,,,treatment,False,False
cohnen/mcp-google-ads,2025-07,1,2025-03,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,3,76,27,2,28.0,1.0,0.0,102.0,1099.0,12.0,0.0,17.0,0.0,28.0,267.0,177.0,,,,treatment,False,False
cohnen/mcp-google-ads,2025-08,1,2025-03,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,3,51,6,2,15.0,0.0,0.0,133.0,1134.0,12.0,0.0,20.0,0.0,27.6,289.0,203.0,,,,treatment,False,False
daojiAnime/vmq-fastapi,2025-01,1,2025-01,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,3,229,208,1,7.0,0.0,0.0,0.0,1969.0,4.0,2.0,106.0,6.5,10.1,99.0,706.0,,,,treatment,True,True
daojiAnime/vmq-fastapi,2025-02,1,2025-01,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,27,1326,254,2,2.0,0.0,0.0,9.0,2335.0,4.0,2.0,123.0,5.4,11.7,144.0,806.0,,,,treatment,True,False
daojiAnime/vmq-fastapi,2025-03,1,2025-01,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,8,28,7,3,3.0,0.0,0.0,37.0,2335.0,4.0,2.0,123.0,5.4,11.7,144.0,806.0,,,,treatment,True,False
discus0434/nook,2025-02,1,2025-02,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,9,12,11,2,0.0,0.0,0.0,0.0,2772.0,11.0,8.0,6.0,0.0,9.4,161.0,98.0,1.0,0.0,406.52247211805553,treatment,False,True
discus0434/nook,2025-03,1,2025-02,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,10,71,30,2,202.0,1.0,6.0,0.0,2799.0,11.0,8.0,6.0,0.0,9.5,164.0,98.0,1.0,0.0,420.67356869212966,treatment,False,True
discus0434/nook,2025-04,1,2025-02,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,2,1101,621,1,14.0,1.0,8.0,31.0,3260.0,11.0,8.0,23.0,6.9,9.0,288.0,228.0,1.0,0.0,441.563993761574,treatment,False,False
ericmjl/llamabot,2024-01,0,2024-09,0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,86,6270,1741,4,7.0,0.0,4.0,272.0,5901.0,5.0,13.0,57.0,0.0,30.1,443.0,335.0,,,,treatment,,
ericmjl/llamabot,2024-02,0,2024-09,0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,106,2702,2224,8,9.0,11.0,43.0,303.0,5731.0,3.0,13.0,64.0,0.0,29.5,443.0,391.0,,,,treatment,,
ericmjl/llamabot,2024-03,0,2024-09,0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,75,5067,3392,5,4.0,4.0,11.0,332.0,5954.0,1.0,15.0,69.0,0.0,29.6,467.0,416.0,,,,treatment,,
ericmjl/llamabot,2024-04,0,2024-09,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,14,143,52,3,10.0,0.0,0.0,363.0,5959.0,1.0,15.0,69.0,0.0,29.6,467.0,416.0,,,,treatment,,
ericmjl/llamabot,2024-05,0,2024-09,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,3,22,3,1,8.0,2.0,4.0,393.0,5959.0,1.0,15.0,69.0,0.0,29.6,467.0,416.0,,,,treatment,,
ericmjl/llamabot,2024-06,0,2024-09,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,8,498,104,3,1.0,1.0,0.0,424.0,5992.0,1.0,15.0,69.0,0.0,29.7,468.0,416.0,,,,treatment,,
ericmjl/llamabot,2024-07,0,2024-09,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,186,77646,13773,9,11.0,7.0,34.0,454.0,6644.0,1.0,15.0,72.0,0.0,29.7,529.0,435.0,,,,treatment,,
ericmjl/llamabot,2024-08,0,2024-09,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,73,30941,51681,3,3.0,0.0,0.0,485.0,6871.0,1.0,15.0,74.0,0.0,29.9,534.0,445.0,,,,treatment,,
ericmjl/llamabot,2024-09,1,2024-09,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,47,2371,509,3,8.0,2.0,1.0,516.0,7406.0,1.0,15.0,74.0,0.0,29.6,562.0,445.0,,,,treatment,True,True
ericmjl/llamabot,2024-10,1,2024-09,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,181,16369,12323,5,6.0,12.0,29.0,546.0,9224.0,4.0,20.0,115.0,0.9,27.2,779.0,765.0,,,,treatment,True,True
ericmjl/llamabot,2024-11,1,2024-09,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,83,13857,5477,5,7.0,7.0,31.0,577.0,10036.0,4.0,20.0,119.0,0.7,27.3,777.0,680.0,,,,treatment,True,False
ericmjl/llamabot,2024-12,1,2024-09,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,57,10018,6465,2,3.0,1.0,13.0,607.0,10992.0,4.0,20.0,124.0,0.7,27.9,875.0,765.0,,,,treatment,True,False
ericmjl/llamabot,2025-01,1,2024-09,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,40,4542,417,3,4.0,2.0,10.0,638.0,11994.0,4.0,23.0,127.0,0.6,26.7,916.0,787.0,,,,treatment,True,False
ericmjl/llamabot,2025-02,1,2024-09,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,60,4961,4685,2,1.0,0.0,6.0,669.0,12169.0,4.0,23.0,128.0,0.6,26.4,951.0,797.0,,,,treatment,True,False
ericmjl/llamabot,2025-04,1,2024-09,1,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,33,8078,8427,3,1.0,1.0,10.0,728.0,12488.0,4.0,23.0,128.0,0.6,26.5,963.0,797.0,,,,treatment,True,False
ericmjl/llamabot,2025-05,1,2024-09,1,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,101,14871,28393,4,2.0,0.0,13.0,758.0,9690.0,5.0,14.0,97.0,0.7,28.7,837.0,595.0,,,,treatment,True,True
ericmjl/llamabot,2025-06,1,2024-09,1,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,23,596,116,3,2.0,9.0,8.0,789.0,9874.0,5.0,14.0,97.0,0.7,28.5,839.0,595.0,,,,treatment,True,False
ericmjl/llamabot,2025-07,1,2024-09,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,55,13265,8076,4,8.0,5.0,14.0,819.0,12422.0,6.0,14.0,131.0,2.3,27.7,1082.0,808.0,,,,treatment,True,False
ericmjl/llamabot,2025-08,1,2024-09,1,11.0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,54,5442,4798,4,5.0,0.0,34.0,850.0,12449.0,5.0,13.0,139.0,2.2,28.2,1022.0,823.0,,,,treatment,True,False
ericmjl/pyds-cli,2024-02,0,2024-11,0,-9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,14,267,283,1,0.0,0.0,0.0,803.0,788.0,0.0,0.0,15.0,0.0,35.3,51.0,95.0,,,,treatment,,
ericmjl/pyds-cli,2024-03,0,2024-11,0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,26,228,277,1,0.0,1.0,0.0,832.0,740.0,0.0,0.0,13.0,0.0,34.9,49.0,85.0,,,,treatment,,
ericmjl/pyds-cli,2024-04,0,2024-11,0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,35,630,485,3,7.0,0.0,1.0,863.0,740.0,0.0,0.0,13.0,0.0,34.9,49.0,85.0,,,,treatment,,
ericmjl/pyds-cli,2024-05,0,2024-11,0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,6,72,16,3,2.0,0.0,0.0,893.0,740.0,0.0,0.0,13.0,0.0,34.9,49.0,85.0,,,,treatment,,
ericmjl/pyds-cli,2024-06,0,2024-11,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,5,77,7,3,0.0,0.0,0.0,924.0,757.0,0.0,0.0,13.0,0.0,34.6,49.0,85.0,,,,treatment,,
ericmjl/pyds-cli,2024-07,0,2024-11,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,41,20008,6606,3,0.0,0.0,0.0,954.0,498.0,0.0,2.0,12.0,0.0,37.1,32.0,65.0,,,,treatment,,
ericmjl/pyds-cli,2024-08,0,2024-11,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,24,1152,415,2,1.0,0.0,0.0,985.0,502.0,0.0,2.0,12.0,0.0,37.3,32.0,65.0,,,,treatment,,
ericmjl/pyds-cli,2024-11,1,2024-11,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,44,4977,2662,2,2.0,1.0,0.0,1077.0,886.0,0.0,2.0,12.0,0.0,30.3,87.0,65.0,,,,treatment,True,True
ericmjl/pyds-cli,2025-03,1,2024-11,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,14,941,2335,2,0.0,0.0,1.0,1197.0,886.0,0.0,2.0,12.0,0.0,30.3,87.0,65.0,,,,treatment,True,False
ericmjl/pyds-cli,2025-04,1,2024-11,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,8,54,37,3,1.0,0.0,5.0,1228.0,886.0,0.0,2.0,12.0,0.0,30.3,87.0,65.0,,,,treatment,True,False
ericyuegu/hal,2024-05,0,2025-02,0,-9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,3,271,16,1,0.0,0.0,0.0,0.0,778.0,0.0,1.0,18.0,0.0,9.1,119.0,125.0,,,,treatment,,
ericyuegu/hal,2024-06,0,2025-02,0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,48,2057,1060,1,0.0,0.0,0.0,0.0,1233.0,0.0,1.0,27.0,3.1,8.6,174.0,165.0,,,,treatment,,
ericyuegu/hal,2024-07,0,2025-02,0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,188,6950,4438,1,0.0,0.0,0.0,0.0,2955.0,6.0,1.0,54.0,2.3,9.6,290.0,258.0,,,,treatment,,
ericyuegu/hal,2024-08,0,2025-02,0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,9,223,177,1,0.0,0.0,0.0,0.0,2981.0,6.0,1.0,58.0,3.0,9.7,291.0,269.0,,,,treatment,,
ericyuegu/hal,2024-09,0,2025-02,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,122,4116,1743,1,0.0,0.0,0.0,0.0,4417.0,11.0,2.0,88.0,5.0,9.6,419.0,384.0,,,,treatment,,
ericyuegu/hal,2024-10,0,2025-02,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,37,1659,703,1,0.0,0.0,0.0,0.0,4983.0,12.0,1.0,91.0,5.8,9.2,508.0,420.0,,,,treatment,,
ericyuegu/hal,2024-11,0,2025-02,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,56,2664,1553,1,0.0,0.0,0.0,0.0,5746.0,13.0,1.0,109.0,3.8,10.3,628.0,503.0,,,,treatment,,
ericyuegu/hal,2024-12,0,2025-02,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,35,1471,1212,1,0.0,0.0,0.0,0.0,5873.0,13.0,1.0,123.0,3.6,11.2,677.0,510.0,,,,treatment,,
ericyuegu/hal,2025-02,1,2025-02,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,193,11154,4942,1,5.0,0.0,0.0,0.0,10154.0,21.0,9.0,225.0,10.2,13.2,1077.0,917.0,,,,treatment,True,True
ericyuegu/hal,2025-03,1,2025-02,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,57,3306,1147,1,21.0,0.0,0.0,4.0,11182.0,21.0,9.0,255.0,11.9,14.0,1206.0,1029.0,,,,treatment,True,True
ericzakariasson/uber-eats-mcp-server,2025-03,1,2025-03,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,5,230,28,3,132.0,3.0,2.0,0.0,101.0,2.0,0.0,1.0,0.0,23.5,4.0,5.0,,,,treatment,False,True
ethyca/fides,2024-01,0,2025-03,0,-14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,38,14410,17818,12,4.0,1.0,124.0,790.0,234100.0,57.0,24.0,1939.0,6.3,8.8,9467.0,9958.0,,,,treatment,,
ethyca/fides,2024-02,0,2025-03,0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,23,4780,358,8,6.0,5.0,155.0,821.0,236492.0,58.0,24.0,1946.0,6.3,8.8,9553.0,10114.0,,,,treatment,,
ethyca/fides,2024-03,0,2025-03,0,-12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,58,30369,14428,15,7.0,2.0,283.0,850.0,243600.0,58.0,24.0,2033.0,6.3,9.0,9920.0,10607.0,1.0,0.0,0.0,treatment,,
ethyca/fides,2024-04,0,2025-03,0,-11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,59,20196,7710,14,2.0,0.0,218.0,881.0,252823.0,57.0,24.0,2075.0,6.2,9.2,10283.0,10814.0,1.0,0.0,0.0,treatment,,
ethyca/fides,2024-05,0,2025-03,0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,80,18516,4427,16,3.0,206.0,228.0,911.0,263118.0,57.0,24.0,2218.0,6.5,9.1,10679.0,11508.0,1.0,0.0,0.0,treatment,,
ethyca/fides,2024-06,0,2025-03,0,-9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,71,16358,6914,15,3.0,1.0,322.0,942.0,270428.0,56.0,24.0,2268.0,6.5,9.1,10864.0,11780.0,1.0,0.0,0.0,treatment,,
ethyca/fides,2024-07,0,2025-03,0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,98,22211,13007,20,8.0,3.0,357.0,972.0,276316.0,56.0,25.0,2325.0,6.4,9.1,11185.0,12092.0,1.0,0.0,0.0,treatment,,
ethyca/fides,2024-08,0,2025-03,0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,87,23400,13540,18,8.0,1.0,331.0,1003.0,281160.0,55.0,25.0,2145.0,6.3,9.1,11463.0,11203.0,1.0,0.0,0.0,treatment,,
ethyca/fides,2024-09,0,2025-03,0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,58,23552,3215,17,7.0,0.0,250.0,1034.0,293283.0,56.0,25.0,2603.0,7.3,9.5,11716.0,13487.0,1.0,0.0,0.0,treatment,,
ethyca/fides,2024-10,0,2025-03,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,82,13173,26018,17,4.0,0.0,311.0,1064.0,296502.0,58.0,24.0,2639.0,7.1,9.5,11879.0,13675.0,1.0,0.0,0.0,treatment,,
ethyca/fides,2024-11,0,2025-03,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,70,11592,7700,13,2.0,0.0,306.0,1095.0,297792.0,55.0,24.0,2666.0,6.7,9.6,12050.0,13737.0,1.0,0.0,0.0,treatment,,
ethyca/fides,2024-12,0,2025-03,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,56,15948,32292,13,14.0,0.0,222.0,1125.0,283527.0,55.0,24.0,2662.0,6.7,9.8,11606.0,13793.0,1.0,0.0,0.0,treatment,,
ethyca/fides,2025-01,0,2025-03,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,52,14877,5327,15,5.0,0.0,229.0,1156.0,289985.0,57.0,24.0,2699.0,6.8,9.8,11796.0,13927.0,1.0,0.0,0.0,treatment,,
ethyca/fides,2025-02,0,2025-03,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,84,32694,6363,17,3.0,0.0,319.0,1187.0,306352.0,66.0,24.0,3036.0,7.9,9.8,13096.0,17528.0,1.0,0.0,0.0,treatment,,
ethyca/fides,2025-03,1,2025-03,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,114,34633,19840,17,3.0,0.0,287.0,1215.0,318431.0,64.0,23.0,3148.0,7.3,9.9,13785.0,17997.0,1.0,0.0,0.0,treatment,True,True
ethyca/fides,2025-04,1,2025-03,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,112,19441,5577,19,6.0,0.0,290.0,1246.0,328498.0,65.0,23.0,3243.0,7.2,9.9,14165.0,18457.0,1.0,0.0,0.0,treatment,True,False
ethyca/fides,2025-05,1,2025-03,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,57,11737,4051,17,3.0,1.0,150.0,1276.0,334068.0,66.0,23.0,3289.0,7.2,9.9,14426.0,18618.0,1.0,0.0,0.0,treatment,True,False
ethyca/fides,2025-06,1,2025-03,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,76,38728,25706,17,7.0,0.0,140.0,1307.0,344252.0,64.0,23.0,3107.0,6.6,10.2,14433.0,15938.0,1.0,0.0,0.0,treatment,True,False
ethyca/fides,2025-07,1,2025-03,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,115,43018,11520,15,1.0,0.0,194.0,1337.0,366107.0,63.0,23.0,3238.0,6.6,10.5,15636.0,17070.0,1.0,0.0,0.0,treatment,True,False
ethyca/fides,2025-08,1,2025-03,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,81,43108,8994,18,2.0,0.0,180.0,1368.0,388466.0,64.0,24.0,3428.0,6.5,10.9,16708.0,18919.0,1.0,0.0,0.0,treatment,True,False
ezyang/codemcp,2025-03,1,2025-03,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,1019,43044,30258,8,863.0,66.0,117.0,0.0,8341.0,0.0,0.0,67.0,0.9,27.6,1288.0,858.0,,,,treatment,False,True
ezyang/codemcp,2025-04,1,2025-03,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,34,1830,426,3,216.0,11.0,37.0,21.0,8912.0,1.0,0.0,73.0,0.9,27.5,1376.0,917.0,,,,treatment,False,False
ezyang/codemcp,2025-05,1,2025-03,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,30,2783,2492,2,146.0,5.0,19.0,51.0,8818.0,1.0,0.0,65.0,0.9,28.2,1335.0,815.0,,,,treatment,False,False
ezyang/codemcp,2025-06,1,2025-03,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,5,444,372,1,57.0,1.0,3.0,82.0,8856.0,1.0,0.0,67.0,0.9,28.3,1361.0,846.0,,,,treatment,False,False
gerred/mcp-server-replicate,2025-01,1,2025-01,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,25,8751,2459,4,8.0,0.0,2.0,0.0,2718.0,1.0,0.0,66.0,2.3,18.5,306.0,808.0,,,,treatment,False,True
gerred/mcp-server-replicate,2025-02,1,2025-01,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,1,2,0,1,1.0,0.0,0.0,26.0,2718.0,1.0,0.0,66.0,2.3,18.5,306.0,808.0,,,,treatment,False,False
getsentry/sentry,2024-01,0,2025-02,0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,1359,123889,79595,94,293.0,737.0,2232.0,3286.0,1348772.0,343.0,35.0,14203.0,6.7,6.4,81360.0,94834.0,200.0,6.0,190.70848934421284,treatment,,
getsentry/sentry,2024-02,0,2025-02,0,-12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,1235,106935,66203,92,276.0,614.0,2026.0,3317.0,1382323.0,366.0,35.0,14171.0,6.8,6.4,83474.0,94216.0,197.0,5.0,168.58674503542724,treatment,,
getsentry/sentry,2024-03,0,2025-02,0,-11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,1354,85346,81409,106,307.0,558.0,2110.0,3346.0,1387911.0,381.0,35.0,14312.0,6.3,6.2,84635.0,94343.0,198.0,5.0,176.64879123988732,treatment,,
getsentry/sentry,2024-04,0,2025-02,0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,1442,120583,67968,103,316.0,654.0,2507.0,3377.0,1427746.0,386.0,35.0,14818.0,6.4,6.2,87065.0,97156.0,195.0,5.0,160.32457045483144,treatment,,
getsentry/sentry,2024-05,0,2025-02,0,-9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,1386,105068,74537,108,307.0,552.0,2422.0,3407.0,1454635.0,384.0,33.0,15759.0,6.5,6.2,88383.0,110522.0,192.0,5.0,150.3763671256511,treatment,,
getsentry/sentry,2024-06,0,2025-02,0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,1231,90487,57568,103,279.0,565.0,2497.0,3438.0,1482682.0,401.0,33.0,15756.0,6.7,6.2,89523.0,109488.0,196.0,5.0,137.47525234345477,treatment,,
getsentry/sentry,2024-07,0,2025-02,0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,1335,109735,96810,102,324.0,682.0,2385.0,3468.0,1522499.0,399.0,33.0,16059.0,7.1,6.1,91258.0,111805.0,195.0,5.0,134.63666597121323,treatment,,
getsentry/sentry,2024-08,0,2025-02,0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,1011,1371750,546869,102,714.0,414.0,1797.0,3499.0,1549924.0,412.0,33.0,16430.0,7.0,6.1,92630.0,113523.0,197.0,5.0,142.66205024740322,treatment,,
getsentry/sentry,2024-09,0,2025-02,0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,1077,106524,92851,93,298.0,685.0,2032.0,3530.0,1577773.0,418.0,33.0,16638.0,7.1,6.1,93557.0,114616.0,198.0,5.0,143.50699280659606,treatment,,
