repo_name,month,latest_commit,ncloc,bugs,vulnerabilities,code_smells,duplicated_lines_density,comment_lines_density,cognitive_complexity,technical_debt
1mrat/cursor-taskrunner,2024-08,53d6ca106d0525b5eec3d03eba2406488da0ddcd,118.0,1.0,0.0,0.0,0.0,9.9,28.0,0.0
1mrat/cursor-taskrunner,2024-09,53d6ca106d0525b5eec3d03eba2406488da0ddcd,118.0,1.0,0.0,0.0,0.0,9.9,28.0,0.0
1mrat/cursor-taskrunner,2024-10,53d6ca106d0525b5eec3d03eba2406488da0ddcd,118.0,1.0,0.0,0.0,0.0,9.9,28.0,0.0
1mrat/cursor-taskrunner,2024-11,53d6ca106d0525b5eec3d03eba2406488da0ddcd,118.0,1.0,0.0,0.0,0.0,9.9,28.0,0.0
1mrat/cursor-taskrunner,2024-12,53d6ca106d0525b5eec3d03eba2406488da0ddcd,118.0,1.0,0.0,0.0,0.0,9.9,28.0,0.0
1mrat/cursor-taskrunner,2025-01,53d6ca106d0525b5eec3d03eba2406488da0ddcd,118.0,1.0,0.0,0.0,0.0,9.9,28.0,0.0
1mrat/cursor-taskrunner,2025-02,53d6ca106d0525b5eec3d03eba2406488da0ddcd,118.0,1.0,0.0,0.0,0.0,9.9,28.0,0.0
1mrat/cursor-taskrunner,2025-03,53d6ca106d0525b5eec3d03eba2406488da0ddcd,118.0,1.0,0.0,0.0,0.0,9.9,28.0,0.0
1mrat/cursor-taskrunner,2025-04,53d6ca106d0525b5eec3d03eba2406488da0ddcd,118.0,1.0,0.0,0.0,0.0,9.9,28.0,0.0
1mrat/cursor-taskrunner,2025-05,53d6ca106d0525b5eec3d03eba2406488da0ddcd,118.0,1.0,0.0,0.0,0.0,9.9,28.0,0.0
1mrat/cursor-taskrunner,2025-06,53d6ca106d0525b5eec3d03eba2406488da0ddcd,118.0,1.0,0.0,0.0,0.0,9.9,28.0,0.0
1mrat/cursor-taskrunner,2025-07,53d6ca106d0525b5eec3d03eba2406488da0ddcd,118.0,1.0,0.0,0.0,0.0,9.9,28.0,0.0
1mrat/cursor-taskrunner,2025-08,53d6ca106d0525b5eec3d03eba2406488da0ddcd,118.0,1.0,0.0,0.0,0.0,9.9,28.0,0.0
