repo_name,repo_primary_language,repo_stars,repo_commits,repo_contributors,repo_size,repo_languages,status,target_dir,note,event_month,panel_first_month,panel_latest_month,panel_month_count,min_relative_month,max_relative_month,pre_panel_months,event_months,post_panel_months,balanced_window
1mrat/cursor-taskrunner,Python,13,4.0,1.0,27458.0,Python: 4996,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/1mrat_cursor-taskrunner,already_has_git_dir,2024-08,2024-08,2024-08,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Altinity/clickhouse-grafana,Python,739,1809.0,33.0,1989751.0,Python: 456153; TypeScript: 376675; Go: 208210; Shell: 4461; JavaScript: 4262; Dockerfile: 1840; CSS: 89,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Altinity_clickhouse-grafana,already_has_git_dir,2024-04,2024-01,2025-08,20.0,-3.0,16.0,3.0,1.0,16.0,3.0
Anemll/Anemll,Python,307,8.0,1.0,2542.0,Python: 252255; Shell: 19620,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Anemll_Anemll,already_has_git_dir,2025-02,2025-02,2025-07,6.0,0.0,5.0,0.0,1.0,5.0,0.0
Apocrathia/home-assistant-config,Python,182,1000.0,9.0,3652.0,Python: 2728; C++: 2037; Shell: 983,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Apocrathia_home-assistant-config,already_has_git_dir,2025-02,2024-01,2025-08,20.0,-13.0,6.0,13.0,1.0,6.0,6.0
Aronnaxx/Behold-Urwar-Droid-Concepts,Python,14,64.0,1.0,18131.0,Python: 168252; HTML: 133404; JavaScript: 24660; CSS: 11080,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Aronnaxx_Behold-Urwar-Droid-Concepts,already_has_git_dir,2025-03,2025-03,2025-08,6.0,0.0,5.0,0.0,1.0,5.0,0.0
