outcome,outcome_label,time,estimate,conf_low,conf_high,std_error,p_value,significant,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
has_function_change_event,Any Function-Change Event,-6,0.0205125728300394,-0.128201584052086,0.169226729712165,0.075874569837819,,FALSE,80-89,80,90,bounded_band,full,paper,calendar_month,all,strict_band_80_89_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-5,0.0491204512543435,-0.114608137532803,0.21284904004149,0.0835349942791564,,FALSE,80-89,80,90,bounded_band,full,paper,calendar_month,all,strict_band_80_89_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-4,-0.0430598582198468,-0.195834361795188,0.109714645355494,0.0779461752935412,,FALSE,80-89,80,90,bounded_band,full,paper,calendar_month,all,strict_band_80_89_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-3,-0.0410723446202127,-0.180794678075656,0.0986499888352306,0.0712869048242058,,FALSE,80-89,80,90,bounded_band,full,paper,calendar_month,all,strict_band_80_89_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,-2,0.130339836365772,-0.0368254269356769,0.29750509966722,0.0852883996435963,,FALSE,80-89,80,90,bounded_band,full,paper,calendar_month,all,strict_band_80_89_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,0,0.187875950107703,0.0598920569980825,0.315859843217323,0.0652979046477655,,TRUE,80-89,80,90,bounded_band,full,paper,calendar_month,all,strict_band_80_89_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,1,0.187004065125993,0.0380818693626711,0.335926260889316,0.075980712124144,,TRUE,80-89,80,90,bounded_band,full,paper,calendar_month,all,strict_band_80_89_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,2,0.0402140343083867,-0.100691422071042,0.181119490687816,0.0718905389690964,,FALSE,80-89,80,90,bounded_band,full,paper,calendar_month,all,strict_band_80_89_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,3,0.015883586044848,-0.136425829879411,0.168193001969107,0.0777088856756423,,FALSE,80-89,80,90,bounded_band,full,paper,calendar_month,all,strict_band_80_89_full_paper_ncloc_calendar_month_all
has_function_change_event,Any Function-Change Event,4,-0.0630328738813552,-0.222899837681715,0.0968340899190045,0.0815647774491631,,FALSE,80-89,80,90,bounded_band,full,paper,calendar_month,all,strict_band_80_89_full_paper_ncloc_calendar_month_all
