outcome,term,estimate,std_error,conf_low,conf_high,p_value,note,outcome_label,ast_sequence_token_band,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_specification,sample_type,ncloc_spec,time_mode,parse_exclusion_mode,panel
has_function_change_event,treat,0.0839521718469846,0.0497260449086743,-0.013510876174017,0.181415219867986,,Borusyak static treatment effect,Any Function-Change Event,80-89,80,90,bounded_band,full,paper,calendar_month,all,strict_band_80_89_full_paper_ncloc_calendar_month_all
log1p_function_change_events,treat,0.139171523060684,0.156907043156644,-0.168366281526338,0.446709327647707,,Borusyak static treatment effect,Total Function-Change Events (log1p),80-89,80,90,bounded_band,full,paper,calendar_month,all,strict_band_80_89_full_paper_ncloc_calendar_month_all
log1p_agc_function_change_events,treat,0.0900356401074163,0.137676161578043,-0.179809636585548,0.35988091680038,,Borusyak static treatment effect,AGC-Like Function-Change Events (log1p),80-89,80,90,bounded_band,full,paper,calendar_month,all,strict_band_80_89_full_paper_ncloc_calendar_month_all
log1p_hwc_function_change_events,treat,0.0702940487758955,0.133296610503172,-0.190967307810321,0.331555405362112,,Borusyak static treatment effect,HWC-Like Function-Change Events (log1p),80-89,80,90,bounded_band,full,paper,calendar_month,all,strict_band_80_89_full_paper_ncloc_calendar_month_all
